,name,role,p_index
7914,ab-ba-sa₆-ga,['source'],115519
7915,a-hu-wa-qar,['intermediary'],115520
7916,ARAD₂-mu,['authorized'],115520
7917,ab-ba-sa₆-ga,['source'],115520
7918,i₃-lal₃-lum,['new owner'],115521
7919,a-a-kal-la,['authorized'],115521
7920,ab-ba-sa₆-ga,['source'],115521
7921,bu₃-u₂-du,['new owner'],115522
7922,maš-tur,['authorized'],115522
7923,ab-ba-sa₆-ga,['source'],115522
7924,ab-ba-sa₆-ga,['source'],115523
7925,la-gi-ip,['intermediary'],115524
7926,ur-šu-ga-lam-ma,['source'],115524
7927,a-al-la-mu,['source'],115525
7928,ur-mes,['recipient'],115525
7929,sa₃-si₂,['source'],115528
7930,lugal,['new owner'],115529
7931,ur-ku₃-nun-na,['recipient'],115529
7932,{d}nanna-ma-ba,['intermediary'],115529
7933,{d}suen-ba-ni,['authorized'],115530
7934,ma-šum,['intermediary'],115530
7935,ur-tur,['source'],115534
7936,unu₃,['source'],115537
7937,a-tu,"['source', 'source']",115537
7938,dingir-ra-bi₂,['source'],115537
7939,sag-ku₅,['source'],115537
7940,a-ab-ba,['source'],115537
7941,lugal-si-gar,['source'],115537
7942,ur-{d}nin-da,['source'],115537
7943,lu₂-dingir-ra,['source'],115537
7944,šeš-kal-la,['source'],115537
7945,{d}utu-me-lam₂,['source'],115537
7946,ur-{d}ba-ba₆,['source'],115537
7947,{d}nanna-i₃-sa₆,['source'],115537
7948,lugal-KU,['source'],115537
7949,ur-mes,['source'],115537
7950,ur-{d}ig-alim,['source'],115537
7951,al-la,['source'],115537
7952,ur-{d}[x]-gi₄,['source'],115537
7953,na-sa₆,['source'],115539
7954,{d}nanše-kam,['recipient'],115539
7955,{d}šul-gi-a-a-mu,['source'],115582
7956,{d}šul-gi-iri-mu,['recipient'],115582
7957,ab-ba-sa₆-ga,"['new owner', 'recipient']",115583
7958,ab-ba-sa₆-ga,['source'],115584
7959,en-dingir-mu,['recipient'],115584
7960,lugal,['new owner'],115585
7961,in-ta-e₃-a,['recipient'],115585
7962,{d}nanna-ma-ba,['intermediary'],115585
7963,lugal,['new owner'],115586
7964,in-ta-e₃-a,['recipient'],115586
7965,nu-ur₂-{d}suen,['intermediary'],115586
7966,[en]-dingir-mu,['recipient'],115587
7967,in-ta-e₃-a,['source'],115588
7968,lugal-me-lam₂,['recipient'],115588
7969,lu₂-{d}utu,['intermediary'],115591
7970,ur-{d}šul-gi#-na-ra-am-{d}suen,['intermediary'],115591
7971,gu-za-ni,['intermediary'],115591
7972,lugal-a₂-zi-da,['intermediary'],115591
7973,{d}nanše-kam,"['intermediary', 'recipient']",115591
7974,ur-ku₃-nun-na,['source'],115593
7975,a-a-kal-la,['intermediary'],115594
7976,lugal-ma₂-gur₈-re,['authorized'],115594
7977,a-ba-{d}en-lil₂-gin₇,['source'],115594
7978,ur-{d}šul-gi-ra,['intermediary'],115594
7979,ARAD₂-mu,['authorized'],115596
7980,a-hu-we-er,['source'],115596
7981,a-da-[...],['intermediary'],115597
7982,ARAD₂-mu,['authorized'],115597
7983,ur-šu!,['authorized'],115599
7984,lu₂-dingir-ra,['source'],115599
7985,lugal,['new owner'],115601
7986,ur-x-gu-la,['intermediary'],115603
7987,bu-ku-šum,['intermediary'],115603
7988,na-lu₅,['intermediary'],115603
7989,lu₂]-dingir-ra,['source'],115606
7990,ur-{d}ku₃-nun,['recipient'],115606
7991,[{d}]nanna-igi-du,['authorized'],115609
7992,ARAD₂-mu,['authorized'],115609
7993,ARAD₂-mu,"['authorized', 'authorized', 'authorized', 'authorized']",115610
7994,[ARAD₂-mu],['authorized'],115610
7995,in-ta-e₃-a,['source'],115611
7996,i-di₃-er₃-ra,['intermediary'],115612
7997,a-a-dingir,['source'],115614
7998,šu-eš₁₈?-dar?,['intermediary'],115626
7999,i-du-du-a,['source'],115630
8000,ur-du₆-hi-li,['source'],115736
8001,lugal-inim-gi-na,['recipient'],115736
8002,ur-{d}en-lil₂-la₂,['source'],115737
8003,ad-da-gu-la,['recipient'],115737
8004,ur-mes,['intermediary'],115749
8005,nig₂-{d}ba-ba₆,['intermediary'],115749
8006,ur-{d}šul-pa-e₃,['intermediary'],115749
8007,ur-{d}dumu-zi,['source'],115749
8008,ur-{d}nanše,['source'],115749
8009,ur-šu-ga-lam-ma,['source'],115813
8010,lu₂-dingir-ra,['source'],115839
8011,ur-nigar{gar},['recipient'],115839
8012,ARAD₂-mu,"['intermediary', 'authorized', 'authorized']",115844
8013,{d}šul-gi-a-a-mu,['source'],115844
8014,{d}šul-gi-a-a-mu,['source'],115845
8015,{d}šul-gi-iri-mu,['recipient'],115845
8016,ab-ba-sa₆-ga,['source'],115850
8017,{d}šul-gi-a-a-mu,['recipient'],115850
8018,ab-ba-sa₆-ga,['source'],115851
8019,a-hu-we-er,['recipient'],115851
8020,ab-ba-sa₆-ga,['recipient'],115858
8021,lugal,['new owner'],115859
8022,ab-ba-sa₆-ga,['source'],115859
8023,ama-zi-mu,['recipient'],115859
8024,lugal,['new owner'],115860
8025,{d}šul-gi-ra,['new owner'],115860
8026,a-hu-ni,['recipient'],115860
8027,ur-{d}šul-pa-e₃,['intermediary'],115887
8028,šeš-da-da,['new owner'],115888
8029,ša₃-ta-sa₆-ga,['new owner'],115888
8030,a-a-kal-la,['authorized'],115888
8031,na-sa₆,['source'],115888
8032,šar-ru-um-i₃-li₂,['new owner'],115901
8033,ab-ba-sa₆-ga,"['new owner', 'recipient']",115902
8034,ab-ba-sa₆-ga,['source'],115903
8035,a-hu-we-er,['recipient'],115903
8036,a-a-dingir,['source'],115904
8037,ur-mes,['recipient'],115904
8038,in-ta-e₃-a,['source'],115905
8039,ur-mes,['recipient'],115905
8040,ur-ku₃-nun-na-ke₄,['recipient'],115906
8041,ur-šu-ga-lam-ma,['intermediary'],115906
8042,lugal-amar-ku₃,"['source', 'source']",115907
8043,lugal-amar-ku₃-ta,['recipient'],115907
8044,šeš-da-da,['new owner'],115908
8045,im-li-ik-e₂-a,['new owner'],115908
8046,NE-NE,['new owner'],115908
8047,[{d}šul]-gi-ra,['new owner'],115908
8048,lugal,['source'],115909
8049,lu₂-{d}nanna,['new owner'],115910
8050,{d}nanše-GIR₂@g?-gal,['authorized'],115910
8051,lugal-zi-mu,['new owner'],115910
8052,lugal-ma₂-gur₈-re,['authorized'],115910
8053,ur-{d}suen,['new owner'],115910
8054,a-a-kal-la,['authorized'],115910
8055,er₃-ra-na-da,"['new owner', 'authorized', 'authorized']",115910
8056,na-sa₆,['source'],115910
8057,na-gada,['source'],115911
8058,a-a-kal-la,['source'],115911
8059,lu₂-{d}inanna,['source'],115911
8060,ur-{d}dumu-zi-da,['source'],115911
8061,šeš-šeš,['source'],115911
8062,nar-zi,['source'],115911
8063,da?-u₂-sa?,['source'],115911
8064,lu₂-{d}dumu-zi-da,['source'],115911
8065,i-bi₂,['source'],115911
8066,nam-ha-ni,['source'],115911
8067,i-din-e₂-a,['source'],115911
8068,a-bi₂-si₂-im-ti,['intermediary'],115912
8069,{d}en-lil₂-la₂,['source'],115912
8070,ur-{d}šara₂,"['authorized', 'authorized']",115914
8071,a-na-ti,"['authorized', 'authorized']",115914
8072,en-um-{d}iškur,"['authorized', 'authorized']",115914
8073,uš-mu,['intermediary'],115914
8074,la-gi-ip,['intermediary'],115915
8075,{d}en-[lil₂-la₂,['source'],115916
8076,a-a-dingir,['recipient'],115917
8077,a-la-mu,['recipient'],115917
8078,ur-{d}suen,['intermediary'],115935
8079,iš-me-dingir,['recipient'],115935
8080,{d}nanše-GIR₂@g?-gal,['authorized'],115936
8081,na-lu₅,['source'],115936
8082,ab-ba-sa₆-ga,['source'],115937
8083,lu₂-dingir-ra,['recipient'],115937
8084,ab-ba-sa₆-ga,['source'],115938
8085,zu-ba-ga,['recipient'],115938
8086,unu₃,['source'],115939
8087,ur-{d}šuš₃-{d}ba-ba₆,['source'],115939
8088,{d}utu-bar-ra,['source'],115939
8089,a-da-lal₃,['source'],115939
8090,ur-mes,['source'],115939
8091,ur-ku₃-nun-na,"['new owner', 'recipient', 'recipient']",115939
8092,ur-{d}utu,"['recipient', 'recipient']",115953
8093,ab-ba-sa₆-ga,['source'],115972
8094,ab-ba-sa₆-ga,['source'],115973
8095,u₂-ta₂-mi-šar-ra-am,['recipient'],115973
8096,lu₂-{d}nin-sun₂,['recipient'],115974
8097,ab-ba-sa₆-ga,['source'],115974
8098,ab-ba-sa₆-ga,['source'],115975
8099,en-dingir-mu,['recipient'],115975
8100,ab-ba-sa₆-ga,['source'],115976
8101,u₂-ta₂-mi-šar-ra-am,['recipient'],115976
8102,ab-ba-sa₆-ga,['source'],115977
8103,a-hu-we-er,['source'],115985
8104,{d}šul-gi-iri-mu,['recipient'],115985
8105,{d}suen-a-bu-šu,['intermediary'],115989
8106,lugal]-amar-ku₃,['source'],115989
8107,a-hu-ni,['source'],115991
8108,na-sa₆,['recipient'],115991
8109,puzur₄-{d}en-lil₂,['source'],115992
8110,ip-qu₂-ša,['intermediary'],115992
8111,ab-ba-sa₆-ga,['source'],116000
8112,na-lu₅,['recipient'],116000
8113,{d}en-lil₂-la₂,['source'],116005
8114,lugal-amar-ku₃,['source'],116006
8115,ta₂-hi-iš-a-tal,['recipient'],116006
8116,ab-ba-sa₆-ga,['source'],116007
8117,na-lu₅,['recipient'],116007
8118,ab-ba-sa₆-ga,"['new owner', 'recipient', 'recipient']",116153
8119,e-er-{d}iškur,['intermediary'],116154
8120,{d}šul-gi-ra,['source'],116155
8121,ur-{d}ha-ia₃,['intermediary'],116157
8122,{d}šul-gi-iri-mu,['intermediary'],116157
8123,ad-da-sa₆-ga,['intermediary'],116157
8124,šu-{d}šul-gi,['intermediary'],116157
8125,[ARAD₂]-mu,['authorized'],116157
8126,na-sa₆,"['new owner', 'recipient', 'recipient']",116158
8127,ur-{d}ba-ba₆,['authorized'],116159
8128,a-hu-we-er,"['intermediary', 'source']",116159
8129,lu₂-{d}da-mu,['intermediary'],116159
8130,na-bi₂-{d}suen,['intermediary'],116159
8131,ARAD₂-mu,"['intermediary', 'authorized', 'authorized']",116159
8132,{d}šul-gi-iri-mu,['source'],116160
8133,in-ta-e₃-a,"['new owner', 'recipient']",116160
8134,lugal,['new owner'],116161
8135,in-ta-e₃-a,['recipient'],116161
8136,nu-ur₂-{d}suen,['intermediary'],116161
8137,ab-ba-sa₆-ga,"['new owner', 'recipient', 'recipient']",116165
8138,ab-ba-sa₆-ga,['source'],116166
8139,lu₂-{d}ba-ba₆,['recipient'],116166
8140,i₃-lal₃-lum,['authorized'],116167
8141,ša₃-ta-ku₃-zu,['authorized'],116167
8142,a-a-kal-la,['authorized'],116167
8143,ARAD₂-mu,['authorized'],116167
8144,ab-ba-sa₆-ga,['source'],116167
8145,nu-ur₂-{d}utu,['authorized'],116168
8146,ur-ku₃-nun-na,['source'],116168
8147,hu-la-al,['intermediary'],116168
8148,ab-ba-sa₆-ga,"['new owner', 'recipient', 'recipient']",116169
8149,a-bu-um-dingir,['intermediary'],116171
8150,ur₅-sa₆-sa₆,['source'],116172
8151,lugal-inim-gi-na,['intermediary'],116173
8152,ARAD₂-mu,['authorized'],116173
8153,lu₂-dingir-ra,['source'],116173
8154,la-la-mu,['intermediary'],116174
8155,ARAD₂-mu,['authorized'],116174
8156,e₂-gal-e-si,['recipient'],116186
8157,ur-ku₃-nun-na,"['source', 'source']",116189
8158,ur-ku₃-nun-na-ta,['recipient'],116189
8159,lugal,['new owner'],116190
8160,{d}en-lil₂-la₂,"['new owner', 'recipient']",116190
8161,{d}en-lil₂-la₂,['source'],116191
8162,[ARAD₂]-mu,['authorized'],116192
8163,zu-ba-ga,['recipient'],116194
8164,igi-{d}en-lil₂-še₃,['recipient'],116194
8165,na-lu₅,['recipient'],116194
8166,na-ba-sa₆,['recipient'],116194
8167,bu₃-un-du?,['recipient'],116194
8168,a-ha-ni-šu,['recipient'],116194
8169,du-uk-ra],"['new owner', 'new owner']",116195
8170,[a-a-kal-la,"['authorized', 'authorized']",116195
8171,nu-i₃-da,['new owner'],116195
8172,ARAD₂-mu,"['authorized', 'authorized', 'new owner']",116195
8173,du-uk-ra,['new owner'],116195
8174,{d}nanna-ki-ag₂,['new owner'],116195
8175,[lugal-inim-gi-na,['authorized'],116195
8176,eš₁₈-dar-il-šu,['new owner'],116195
8177,maš-tur,"['authorized', 'authorized']",116195
8178,wa-ta₂-ru-um,"['new owner', 'new owner']",116195
8179,be-li₂-i₃-li₂,['authorized'],116195
8180,šu-{d}suen,"['new owner', 'new owner', 'new owner']",116195
8181,a-a-kal-la,"['authorized', 'authorized']",116195
8182,eš₁₈-dar-dingir-šu],['new owner'],116195
8183,[maš-tur,"['authorized', 'new owner', 'authorized', 'authorized']",116195
8184,lu₂-{d}nanna,['new owner'],116195
8185,[ur-{d}ba-ba₆,['authorized'],116195
8186,ur-{d}ba-ba₆,"['authorized', 'authorized']",116195
8187,ur-{d}en-gal-du-du,['new owner'],116195
8188,tah-ša-tal,['intermediary'],116195
8189,dingir-DI?-ma-at,['new owner'],116195
8190,lugal-ma₂-gur₈-re,['new owner'],116195
8191,ze₂-na-na,['new owner'],116195
8192,be-li₂-a-ri₂-ik,['new owner'],116195
8193,be-li₂-a-ri₂-ik],['new owner'],116195
8194,[ARAD₂-mu,['authorized'],116195
8195,ab-ba-sa₆-ga,['source'],116195
8196,e-er-be-li₂,['authorized'],116196
8197,lu₂-dingir-ra,['source'],116196
8198,ur-ku₃-nun-na,['source'],116197
8199,i₃-la-bu-ni-ga-du,['recipient'],116199
8200,na-ra-am-i₃-li₂,['authorized'],116199
8201,a-hu-ni,['source'],116201
8202,a-mur-dingir,['recipient'],116201
8203,ab-ba-sa₆-ga,['source'],116206
8204,kur-ti-dingir,['authorized'],116207
8205,lugal-ku₃-zu,"['intermediary', 'intermediary']",116207
8206,ma-šum,['intermediary'],116207
8207,šar-ru-um-i₃-li₂,['source'],116207
8208,lugal-iti-da,['source'],116208
8209,ARAD₂-mu,['recipient'],116208
8210,ka₅-a-mu,['intermediary'],116208
8211,ta₂-hi-iš-a-tal,['source'],116209
8212,a-mur-dingir,['source'],116210
8213,i-din-er₃-ra,['source'],116211
8214,a-ba-{d}en-lil₂-gin₇,['recipient'],116211
8215,i₃-li₂-mi-la-ad,['source'],116212
8216,na-sa₆,['source'],116212
8217,lugal-amar-ku₃,"['new owner', 'recipient']",116213
8218,e₂-a-i₃-li₂,['source'],116215
8219,lugal,['new owner'],116216
8220,ab-ba-sa₆-ga,['source'],116216
8221,lugal,['new owner'],116219
8222,na-ra-am-i₃-li₂,"['source', 'source']",116219
8223,na-ra-am-i₃-li₂-ta,['recipient'],116219
8224,{d}en-lil₂-la₂,['source'],116220
8225,ur-mes,['source'],116221
8226,zu₂-ga-li,['source'],116222
8227,en-um-i₃-li₂,['recipient'],116223
8228,šu-{d}nisaba,['recipient'],116223
8229,i-tu-la-ni,['recipient'],116223
8230,lu₂#?-giri₁₇-zal,['recipient'],116223
8231,ur-{d}lamma,['recipient'],116223
8232,amar-šuba₃,['recipient'],116223
8233,lu₂-{d}ba-ba₆,['recipient'],116223
8234,šu-{d}nin-šubur,"['recipient', 'recipient']",116223
8235,ur-lugal,['recipient'],116223
8236,a-bi₂-du₁₀,['recipient'],116223
8237,ur-al-la,['recipient'],116223
8238,ab-ba-a,['recipient'],116223
8239,lu₂-{d}inanna,['recipient'],116223
8240,a₂-bi₂-li₂,['recipient'],116223
8241,dingir-mu-tab-bil₂,['recipient'],116223
8242,ab-ba-sa₆-ga,['source'],116224
8243,lu₂-sa₆-ga,['recipient'],116224
8244,lugal,['new owner'],116225
8245,hu-un-gu-ur₂-bi,['source'],116225
8246,lugal-pa-e₃,['source'],116225
8247,{d}en-lil₂-la₂,"['new owner', 'recipient']",116225
8248,ur-mes,['recipient'],116226
8249,ARAD₂-mu,"['new owner', 'authorized', 'authorized']",116227
8250,ab-ba-sa₆-ga,['source'],116227
8251,lugal-ku₃-zu,['authorized'],116228
8252,dingir-dan,['authorized'],116228
8253,{d}en-lil₂-zi-ša₃-gal₂,['authorized'],116228
8254,ab-ba-sa₆-ga,['source'],116228
8255,en-ur₂-ku₃-ge,['new owner'],116230
8256,{d}nanše-GIR₂@g-gal,['authorized'],116230
8257,ARAD₂-mu,['authorized'],116230
8258,a-hu-we-er,['source'],116235
8259,{d}šul-gi-mi-[šar],"['new owner', 'recipient']",116235
8260,lugal,['new owner'],116241
8261,in-ta-e₃-a,['recipient'],116241
8262,nu-ur₂-{d}suen,['intermediary'],116241
8263,lu₂-{d}nin-šubur,['source'],116259
8264,ur-mes,"['new owner', 'recipient']",116259
8265,nu-ur₂-{d}suen,['source'],116784
8266,lu₂-ša-lim,['source'],116800
8267,tu-ra-am-i₃-li₂,['recipient'],116800
8268,a-ha-ni-šu,['intermediary'],116800
8269,da-<da>,['source'],116801
8270,nu-ur₂-{d}suen,['intermediary'],116817
8271,nu-ur₂-{d}suen,['intermediary'],116818
8272,i₃-lal₃-lum,['recipient'],116821
8273,en-dingir-mu,['source'],116821
8274,na-lu₅,['source'],116822
8275,ur-nigar{gar},['recipient'],116822
8276,ur-nigar{gar},['recipient'],116823
8277,na-lu₅,['source'],116824
8278,ur-nigar{gar},['recipient'],116824
8279,ur-nigar{gar},['recipient'],116825
8280,a-hu-ni,['source'],116826
8281,ur-nigar{gar},['recipient'],116826
8282,en-um-i₃-li₂,['source'],116827
8283,ur-nigar{gar},['recipient'],116827
8284,na-lu₅,['source'],116828
8285,ur-nigar{gar},['recipient'],116828
8286,lu₂-dingir-ra,['source'],116829
8287,ur-nigar{gar},['recipient'],116829
8288,ur-nigar{gar},['recipient'],116830
8289,lu₂-dingir-ra,['source'],116831
8290,ur-nigar{gar},['recipient'],116831
8291,lu₂-dingir-ra,['source'],116832
8292,ur-nigar{gar},['recipient'],116832
8293,u₂-ta₂-mi-šar-am,['source'],116833
8294,{d}šul-gi-iri-mu,['recipient'],116833
8295,lu₂-dingir-ra,['source'],116834
8296,ur-nigar{gar},['recipient'],116834
8297,en-dingir-mu,['source'],116835
8298,ur-nigar{gar},['recipient'],116835
8299,en-dingir-mu,['source'],116836
8300,ur-nigar{gar},['recipient'],116836
8301,en-dingir-mu,['source'],116837
8302,ur-nigar{gar},['recipient'],116837
8303,lu₂-dingir-ra,['source'],116838
8304,ur-nigar{gar},['recipient'],116838
8305,a-hu-ni,['source'],116839
8306,ur-nigar{gar},['recipient'],116839
8307,{d}šul-gi-a-a-mu,['source'],116840
8308,ur-nigar{gar},['recipient'],116840
8309,lu₂-dingir-ra,['source'],116841
8310,ur-nigar{gar},['recipient'],116841
8311,a-hu-ni,['source'],116842
8312,ur-nigar{gar},['recipient'],116842
8313,in-ta-e₃-a,['source'],116843
8314,na-lu₅,['source'],116844
8315,ur-nigar{gar},['recipient'],116844
8316,na-lu₅,['source'],116845
8317,{d}šul-gi-iri-mu,['recipient'],116845
8318,lu₂-dingir-ra,['source'],116846
8319,{d}šul-gi-iri-mu,['recipient'],116846
8320,lu₂-dingir-ra,['source'],116847
8321,{d}šul-gi-iri-mu,['recipient'],116847
8322,u₂-ta₂-mi-šar-ra-am,"['source', 'source']",116848
8323,{d}šul-gi-iri-mu,['recipient'],116848
8324,u₂-ta₂-mi-šar-ra-am,['source'],116849
8325,{d}šul-gi-iri-mu,['recipient'],116849
8326,na-lu₅,['source'],116850
8327,{d}šul-gi-iri-mu,['recipient'],116850
8328,{d}šul-gi-[iri-mu],['recipient'],116851
8329,en-dingir-mu,['source'],116852
8330,{d}šul-gi-iri-mu,['recipient'],116852
8331,en-dingir-mu,['source'],116853
8332,{d}šul-gi-iri-mu,['recipient'],116853
8333,ur-tur,['source'],116854
8334,{d}šul-gi-iri-mu,['recipient'],116854
8335,en-dingir-mu,['source'],116855
8336,{d}šul-gi-iri-mu,['recipient'],116855
8337,šu-ma-ma,['source'],116856
8338,{d}šul-gi-iri-mu,['recipient'],116856
8339,{d}šul-gi-iri-mu,['recipient'],116857
8340,zu#-ba#-ga,['source'],116858
8341,{d}šul-gi-iri-mu,['recipient'],116858
8342,zu-ba-ga,['source'],116859
8343,{d}šul-gi-iri-mu,['recipient'],116859
8344,ur!-[{d}]nanna#!,['source'],116860
8345,{d}šul-gi-iri-mu,['recipient'],116860
8346,hu-la-al,['intermediary'],116861
8347,ur-ku₃-nun-na,['source'],116862
8348,{d}šul-gi-iri-mu,['recipient'],116862
8349,a-hu-ni,['recipient'],116864
8350,lu₂-dingir-ra,['recipient'],116865
8351,{d}šul-gi-a-a-mu,['recipient'],116866
8352,{d}šul-gi-a-a-mu,['recipient'],116867
8353,{d}šul-gi-a-a-mu,['recipient'],116868
8354,kas₃-pu-[ša],['authorized'],116869
8355,a-hu-ni,['authorized'],116869
8356,{d}šul-gi-i₃-li₂,['source'],116869
8357,a-bi₂-si₂-im-ti,['intermediary'],116870
8358,{d}suen-a-bu-šu,['authorized'],116870
8359,{d}nanna-kam,['authorized'],116870
8360,puzur₄-{d}en-lil₂,['source'],116870
8361,a-ba-{d}en-lil₂-[gin₇,"['source', 'source']",116871
8362,nu-ur₂-{d}suen,['intermediary'],116872
8363,in-ta-e₃-a,['source'],116873
8364,nu-ur₂-{d}suen,['intermediary'],116873
8365,[nu]-ur₂#-{d}iškur,['authorized'],116874
8366,na-lu₅,['source'],116876
8367,na-lu₅,['source'],116877
8368,ur-{d}en-lil₂-la₂,['intermediary'],116877
8369,nu-ur₂-{d}iškur,['intermediary'],116878
8370,puzur₄-{d}en-lil₂,['source'],116880
8371,na-lu₅,['source'],116881
8372,{d}nanna-igi-du,['authorized'],116882
8373,tah-ša-tal,['source'],116882
8374,ur-nigar{gar},['new owner'],116883
8375,a-a-kal-la,['authorized'],116883
8376,e₂-a-i₃-li₂,['new owner'],116883
8377,na-sa₆,['source'],116883
8378,nu-i₃-da,['new owner'],116884
8379,šeš-da-da,['new owner'],116884
8380,iš-me-dingir,['new owner'],116884
8381,ARAD₂-<mu>,['authorized'],116884
8382,na-sa₆,['source'],116884
8383,er₃-ra-na-da,['intermediary'],116885
8384,šu-{d}suen,['intermediary'],116885
8385,ur-{d}[...],['new owner'],116885
8386,ad-da-tur,['new owner'],116885
8387,na-sa₆,['source'],116885
8388,šeš-da-da,['new owner'],116886
8389,na-sa₆,['source'],116886
8390,zu₂-ga-li,['source'],116887
8391,{d}nanna-lu₂-du₁₀,['new owner'],116888
8392,ur-sukkal,['new owner'],116888
8393,šeš-da-da,['new owner'],116888
8394,ur-{d}suen,['new owner'],116888
8395,ba-mu,['authorized'],116888
8396,{d}nanna-igi-du,['authorized'],116889
8397,{d}suen-ma-la-ak-šu,['authorized'],116889
8398,{d}šu-{d}suen-i₃-[pa₂]-la!-[ah]-{d}en-lil₂,['authorized'],116889
8399,na-lu₅,['source'],116889
8400,ur-tilla₅,['new owner'],116893
8401,ur-{d}suen,['new owner'],116893
8402,{d}nanše-GIR₂@g-gal,['authorized'],116893
8403,a-a-kal-la,"['new owner', 'authorized', 'authorized']",116893
8404,{d}nanše-GIR₂@g-gal,['authorized'],116894
8405,a-hu-ni,['source'],116894
8406,{d}nin-lil₂-ama-mu,['authorized'],116895
8407,{d}šul-gi-i₃-li₂,['source'],116895
8408,lu₂-{d}nanna,['intermediary'],116895
8409,ur-{d}ba-ba₆,"['new owner', 'authorized', 'authorized']",116898
8410,ARAD₂-mu,['authorized'],116898
8411,ur-{d}suen,['new owner'],116899
8412,lugal-a₂-zi-da,['new owner'],116899
8413,dingir-ba-ni,['recipient'],116899
8414,{d}nanna-kam,['authorized'],116900
8415,{d}šul-gi-iri-mu,['recipient'],116900
8416,{d}šu-{d}suen-la-ma-ha-ar,['authorized'],116900
8417,en-um-{d}iškur,['authorized'],116900
8418,ma-šum,['intermediary'],116900
8419,mu-ni,['intermediary'],116902
8420,mu-ni,['intermediary'],116903
8421,mu-ni,['intermediary'],116904
8422,na-lu₅,['source'],116911
8423,da-ga,['intermediary'],116913
8424,im-me-er,['source'],117023
8425,šu-na-mu-gi₄,['recipient'],117023
8426,a-a-mu,['source'],117033
8427,ur-{d}šul-pa-e₃#,['recipient'],117042
8428,{d}šul-gi-si₂-im-tum,['new owner'],117047
8429,a₂-bi₂-la-tum,['recipient'],117047
8430,ur-{d}suen,['source'],117087
8431,lu₂-kal-la,['source'],117139
8432,[i]-la#-ak-nu-[id],['source'],117141
8433,šabra,['source'],117146
8434,{d}nanna-sa₆-ga,"['new owner', 'recipient']",117146
8435,in-ta-e₃-a,"['source', 'source']",117155
8436,in-ta-e₃-a-ta,['recipient'],117155
8437,na-lu₅,['source'],117156
8438,nu-ur₂-{d}iškur,['source'],117157
8439,ur-ku₃-nun-na,['recipient'],117157
8440,{d}šul-gi-i₃-li₂,"['source', 'source']",117158
8441,{d}šul-gi-i₃-li₂-ta,['recipient'],117158
8442,lugal-ezem,['intermediary'],117159
8443,ur-ku₃-nun-[na],['recipient'],117159
8444,ur-nig₂,['source'],117161
8445,ib-ni-dingir,['source'],117163
8446,nu-ur₂-{d}suen,['source'],117164
8447,ur-ku₃-nun-na,['recipient'],117164
8448,ib-ni-dingir,['source'],117165
8449,šu-ku-bu-um,['intermediary'],117166
8450,ur-ku₃-nun-na,"['source', 'source']",117166
8451,ur-ku₃-nun-na-ta,['recipient'],117166
8452,ARAD₂-mu,['authorized'],117167
8453,ur-ku₃-nun-na,['source'],117167
8454,nu-ur₂-{d}suen,['intermediary'],117167
8455,lu₂-sa₆-ga,['intermediary'],117168
8456,in-ta-e₃-a,"['new owner', 'recipient', 'recipient']",117168
8457,nu-ur₂-{d}suen,['intermediary'],117168
8458,in-ta-e₃-a,['source'],117169
8459,nu-ur₂-{d}suen,['intermediary'],117169
8460,in-ta-e₃-a,"['new owner', 'recipient', 'recipient']",117170
8461,nu-ur₂-{d}suen,['intermediary'],117170
8462,nu-ur₂-{d}suen,['intermediary'],117171
8463,tah-ša-tal,['source'],117172
8464,du₁₁-ga,['source'],117173
8465,ur-ku₃-nun-na,['source'],117174
8466,in-ta-e₃-a,"['source', 'source']",117175
8467,in-ta-e₃-a-ta,['recipient'],117175
8468,in-ta-e₃-a,"['source', 'source']",117176
8469,in-ta-e₃-a-ta,['recipient'],117176
8470,a-a-dingir,['source'],117178
8471,ur-mes,['recipient'],117178
8472,in-ta-e₃-a,['source'],117179
8473,id-ni-id,['recipient'],117179
8474,ri-im-dingir,['source'],117180
8475,lugal-iti-da,['recipient'],117180
8476,a-ba-{d}en-lil₂-gin₇,['source'],117181
8477,ur-ku₃-nun-na,['recipient'],117181
8478,uš-mu,['source'],117183
8479,ur-ku₃-nun-na,['recipient'],117183
8480,ur-nig₂,['intermediary'],117183
8481,ur-{d}da-mu,['source'],117184
8482,a-bu-du₁₀,['source'],117184
8483,šu-da-da,['source'],117184
8484,ba-a-a,['source'],117184
8485,a-hu-wa-qar,['source'],117184
8486,a-da-lal₃,['source'],117184
8487,dingir-qu₂-ra-ad,['source'],117184
8488,a-hu-šu-ni,['source'],117184
8489,i₃-li₂-iš-ti-gal,['source'],117184
8490,i-din-er₃-ra,"['source', 'source']",117184
8491,ur-ku₃-nun-na,['recipient'],117184
8492,i-din-{d}iškur,['source'],117185
8493,ur-ku₃-nun-na,['recipient'],117185
8494,lugal-amar-ku₃,['intermediary'],117185
8495,be-li₂-du₁₀,['source'],117188
8496,ARAD₂-mu,['authorized'],117190
8497,lugal,['new owner'],117193
8498,lu₂-[x],['source'],117193
8499,ga-ga-[ra],"['new owner', 'source']",117193
8500,in-ta-e₃-a,['source'],117195
8501,sipa-e-ne,['source'],117195
8502,ur-ku₃-nun-na,"['source', 'source']",117195
8503,ur-ku₃-nun-na-ta,['recipient'],117195
