,name,role,p_index
10408,en-um-i₃-li₂,['intermediary'],123630
10409,na]-lu₅,['source'],123631
10410,ur#-[...],['source'],123632
10411,šar-ru-um-i₃-li₂,['new owner'],123633
10412,{d}nanna-mu-dah,['new owner'],123633
10413,ARAD₂-mu,['authorized'],123633
10414,lu₂-dingir-ra,['source'],123634
10415,ur-nigar{gar},['recipient'],123634
10416,na-ra-am-i₃-li₂,['source'],123635
10417,e₂-a-i₃-li₂,['recipient'],123635
10418,{d}nanše-GIR₂@g-gal,['authorized'],123637
10419,lu₂-dingir-ra,['source'],123639
10420,ur-nigar{gar},['recipient'],123639
10421,ur-nigar{gar},['recipient'],123640
10422,za-ri₂-qum,['new owner'],123641
10423,{d}šul-gi-si₂-im-ti,['new owner'],123644
10424,a₂-bi₂-li₂-a,['recipient'],123644
10425,ma-šum,['authorized'],123645
10426,[be-li₂-du₁₀],['source'],123645
10427,ar-ši-ah,['new owner'],123646
10428,nam-zi-tar-ra,['new owner'],123646
10429,{d}šul-gi-si₂-im-ti,['new owner'],123649
10430,a₂-bi₂-li₂-a,['recipient'],123649
10431,ur-{d}šul-gi-ra,['authorized'],123650
10432,šu-{d}en-lil₂,['new owner'],123650
10433,{d}nanše-GIR₂@g-gal,"['new owner', 'authorized', 'authorized']",123650
10434,dingir-ba-ni,['recipient'],123650
10435,a-a-kal-la,['authorized'],123651
10436,lu₂-dingir-ra,['source'],123651
10437,[a₂]-bi₂-la-tum,['source'],123653
10438,{d}šul-[gi]-si₂-im-[ti],['new owner'],123654
10439,be-li₂-du₁₀,"['new owner', 'recipient', 'recipient']",123656
10440,{d}šul-gi-i₃-li₂,['source'],123657
10441,nin-ga₂,['intermediary'],123658
10442,nu-ur₂-{d}suen,['intermediary'],123658
10443,{d}šul-gi-i₃-li₂,['source'],123658
10444,a-hu-ni,['source'],123659
10445,na-sa₆,['recipient'],123659
10446,{d}šul-gi-i₃-li₂,['source'],123660
10447,na-lu₅,['source'],123661
10448,ur-nigar{gar},['recipient'],123661
10449,be-li₂-du₁₀,['recipient'],123662
10450,{d}šul-gi]-si₂-im-[tum?],['new owner'],123663
10451,a₂-bi₂-la-tum,['source'],123663
10452,a-a-kal-la,['authorized'],123664
10453,ur-nigar{gar},['new owner'],123664
10454,e₂-a-i₃-li₂,['new owner'],123664
10455,na-sa₆,['source'],123664
10456,{d}šul-gi-si₂-im-tum,['new owner'],123665
10457,a₂-bi₂-la-tum,['recipient'],123665
10458,{d}nanše-GIR₂@g-gal,['authorized'],123666
10459,na-ra-am-i₃-li₂,['authorized'],123666
10460,ur-{d}šul-gi,['authorized'],123666
10461,a₂-bi₂-li₂-a,['source'],123667
10462,unu₃,['source'],123668
10463,na-sa₆,['recipient'],123668
10464,{d}nanše-GIR₂@g-gal,"['new owner', 'authorized', 'authorized']",123669
10465,{d}utu-GIR₂@g-gal,['new owner'],123669
10466,a-a-kal-la,['authorized'],123669
10467,na-sa₆,['source'],123669
10468,ur-{d}lugal-edin,"['new owner', 'recipient']",123670
10469,na-sa₆,"['new owner', 'recipient', 'recipient']",123672
10470,šeš-da-da,['new owner'],123673
10471,ur-{d}en-lil₂-la₂,['new owner'],123673
10472,na-sa₆,['source'],123673
10473,{d}šul-gi-i₃-li₂,['source'],123675
10474,ur-nigar{gar},['recipient'],123676
10475,suhuš-ki-in,['new owner'],123678
10476,i-za-ri₂-iq,['authorized'],123678
10477,šeš-da-da#,['new owner'],123678
10478,{d}nanše-GIR₂@g-gal,['authorized'],123678
10479,id-da-a,['new owner'],123678
10480,ur-{d}lugal-edin-ka,['source'],123679
10481,a₂-bi₂-li₂-a,['source'],123680
10482,{d}šul-gi-i₃-li₂,['source'],123681
10483,a₂-bi₂-li₂-a,['source'],123682
10484,{d}šul-gi-si₂-im-ti,['new owner'],123683
10485,{d}šul-gi-i₃-li₂,['recipient'],123683
10486,{d}šul-gi-si₂-im-ti,['new owner'],123684
10487,ur-{d}lugal-edin-ka,['recipient'],123684
10488,{d}šul-gi-si₂-im-ti,['new owner'],123685
10489,a₂-bi₂-li₂-a,['recipient'],123685
10490,ur-{d}ba-ba₆,"['new owner', 'authorized', 'authorized']",123686
10491,na-sa₆,['source'],123686
10492,lu₂-dingir-ra,['source'],123687
10493,ur-nigar{gar},['recipient'],123687
10494,azlag₂,['source'],123688
10495,a-hu-ni,['source'],123689
10496,na-sa₆,['recipient'],123689
10497,{d}šul-gi-i₃-li₂,['recipient'],123690
10498,ur-{d}nin-mug,['intermediary'],123691
10499,en-{d}nanše-ki-ag₂,['intermediary'],123691
10500,{d}nanše-GIR₂@g-gal,['authorized'],123691
10501,ur-{d}šul-gi-ra,['authorized'],123691
10502,na-lu₅,['source'],123691
10503,lugal,['new owner'],123692
10504,na-ra-am-i₃-li₂,['source'],123692
10505,e₂-a-i₃-li₂,['new owner'],123694
10506,a-a-kal-la,['authorized'],123694
10507,ARAD₂-mu,['authorized'],123694
10508,i-di₃-{d}iškur,['new owner'],123697
10509,er₃-ra-na-da,['authorized'],123697
10510,e₂-a-i₃-[li₂],['new owner'],123697
10511,ur-{d}ba-ba₆,['authorized'],123697
10512,ARAD₂-mu,['authorized'],123697
10513,na-sa₆,['source'],123697
10514,ur-šum,['recipient'],123699
10515,lugal-nam₂-mah,['intermediary'],123699
10516,na-sa₆,"['new owner', 'recipient']",123700
10517,{d}šul-gi-si₂-im-[tum],['new owner'],123701
10518,a₂-bi₂-li₂-a,['recipient'],123701
10519,lu₂-{d}nin-šubur,['new owner'],123702
10520,da-la-a,['new owner'],123702
10521,šu-eš₁₈-dar,['new owner'],123702
10522,{d}nanše-GIR₂@g-gal,['authorized'],123702
10523,lugal-ma₂-gur₈-re,['new owner'],123702
10524,a-a-kal-la,['authorized'],123702
10525,na-sa₆,['source'],123702
10526,ad-da-kal-la,['new owner'],123703
10527,za-a-nu-um,['new owner'],123703
10528,ARAD₂-mu,['authorized'],123703
10529,na-sa₆,['source'],123703
10530,id-da-a,['new owner'],123704
10531,ur-nigar{gar},['new owner'],123704
10532,na-lu₅,['source'],123705
10533,ur-nigar{gar},['recipient'],123705
10534,bar-bar-li₂-a,['source'],123706
10535,a₂-bi₂-li₂-a,"['new owner', 'recipient']",123706
10536,ur-{d}ba-ba₆,['source'],123707
10537,am-ma-mu,['recipient'],123707
10538,na-lu₅,['source'],123708
10539,ur-nigar{gar},['recipient'],123708
10540,na-lu₅,['source'],123709
10541,ur-nigar{gar},['recipient'],123709
10542,[{d}nanše-GIR₂@g-gal],['authorized'],123710
10543,a-hu-ni,['source'],123712
10544,na-sa₆,['recipient'],123712
10545,ta₂-lim-{d}en-lil₂,['intermediary'],123714
10546,{d}šul-gi-i₃-li₂,['source'],123715
10547,{d}šul-gi-si₂-im-tum,['new owner'],123716
10548,be-li₂-du₁₀,['recipient'],123716
10549,{d}šul-gi-i₃-li₂,['source'],123717
10550,šeš-da-da,['new owner'],123718
10551,a-mur-e₂-a,['new owner'],123718
10552,a₂-bi₂-li₂,['new owner'],123718
10553,lugal,['new owner'],123719
10554,na-ra-am-i₃-li₂,['source'],123719
10555,[geme₂]-{d}nin-lil₂-la₂,['recipient'],123719
10556,nu-hi-dingir,['intermediary'],123719
10557,šeš-da-da,['new owner'],123721
10558,{d}šul-gi-si₂-im-tum-ma,['new owner'],123722
10559,be-li₂-du₁₀,['recipient'],123722
10560,na-lu₅,['source'],123724
10561,[ur]-nigar[{gar}],['recipient'],123724
10562,lu₂-gi-na,['source'],123725
10563,šu-{d}iškur,['source'],123726
10564,na-sa₆,['source'],123728
10565,ur-nigar{gar},['recipient'],123728
10566,giri₃-ni,['source'],123729
10567,ba-zi-ge,['source'],123729
10568,a₂-na-na,['source'],123729
10569,ur-{d}ba-ba₆,['source'],123729
10570,{d}[en-lil₂]-la₂,"['new owner', 'recipient']",123729
10571,lu₂-dingir-ra,['source'],123732
10572,ur-nigar{gar},['recipient'],123732
10573,lu₂-dingir-ra,['source'],123733
10574,ur-nigar{gar},['recipient'],123733
10575,lu₂-dingir-ra,['source'],123734
10576,ur-nigar{gar},['recipient'],123734
10577,lu₂-dingir-ra,['source'],123735
10578,ur-nigar{gar},['recipient'],123735
10579,lu₂-dingir-ra,['source'],123736
10580,ur-nigar{gar},['recipient'],123736
10581,{d}nanše-GIR₂@g-gal,['authorized'],123737
10582,lu₂-dingir-ra,['source'],123737
10583,lu₂-dingir-ra,['source'],123738
10584,ur-nigar{gar},['recipient'],123738
10585,lu₂-dingir-ra,['source'],123739
10586,ur-nigar{gar},['recipient'],123739
10587,lugal-inim-gi-na,['intermediary'],123740
10588,ARAD₂-mu,['authorized'],123740
10589,lu₂-dingir-ra,['source'],123740
10590,lu₂-dingir-ra,['source'],123741
10591,nu-hi-dingir,['authorized'],123742
10592,lu₂-dingir-ra,['source'],123742
10593,lu₂-dingir-ra,['source'],123743
10594,ur-nigar{gar},['recipient'],123743
10595,lu₂-dingir-ra,['source'],123744
10596,{d}šul-gi-iri-mu,['recipient'],123744
10597,lu₂-dingir-ra,['source'],123745
10598,lu₂-dingir#-ra,['source'],123746
10599,{d}šul-gi-iri-mu,['recipient'],123746
10600,lu₂-dingir-ra,['source'],123747
10601,{d}šul-gi-iri-mu,['recipient'],123747
10602,lu₂-dingir-ra,['source'],123748
10603,{d}šul-gi-iri-mu,['recipient'],123748
10604,lu₂-dingir-ra,['source'],123749
10605,{d}šul-gi-iri-mu,['recipient'],123749
10606,a-hu-we-er,['source'],123750
10607,dingir-ba-ni,['intermediary'],123751
10608,lugal-inim-gi-na,['intermediary'],123751
10609,ARAD₂!-mu,['authorized'],123751
10610,a-hu-we-er,['source'],123751
10611,a-hu-we-er,['source'],123752
10612,{d}šul-gi-iri-mu,['recipient'],123752
10613,a-hu-we-er,['source'],123753
10614,a-hu-we-er,['source'],123754
10615,tu-ra-am-{d}da-gan,['recipient'],123754
10616,a#-hu#-we#-er,['source'],123755
10617,{d}šul-gi-iri-mu,['recipient'],123755
10618,a-hu-we-er,"['intermediary', 'source']",123757
10619,dingir-dan,"['intermediary', 'authorized', 'authorized']",123758
10620,a-hu-we-er,['source'],123758
10621,a-hu-we-er,['source'],123759
10622,{d}šul-gi-iri-mu,['recipient'],123759
10623,a-hu-we-er,['source'],123760
10624,{d#}[šul]-gi#-iri#-mu#,['recipient'],123760
10625,a-hu-we-er,['source'],123761
10626,na-sa₆,['recipient'],123762
10627,er₃-ra-na-da,['authorized'],123763
10628,a-hu-ni,['source'],123763
10629,šu-{d}suen,['authorized'],123764
10630,{d}šul-gi-ba-ni,['authorized'],123764
10631,a-hu-ni,['source'],123764
10632,na-ra-am-i₃-li₂,['authorized'],123765
10633,a-hu-ni,['source'],123765
10634,a-hu-ni,['source'],123766
10635,ur-nigar{gar},['recipient'],123766
10636,ARAD₂-mu,['authorized'],123767
10637,a-hu-ni,['source'],123767
10638,{d}šul-gi-a-a-mu,['source'],123768
10639,ur-nigar{gar},['recipient'],123768
10640,ARAD₂-mu,['authorized'],123769
10641,{d}nanše-GIR₂@g-gal,['authorized'],123770
10642,{d}šul-gi-a-a-mu,['source'],123770
10643,{d}en-lil₂-zi-ša₃-gal₂,['intermediary'],123771
10644,en-{d}nanše-ki-ag₂,['authorized'],123771
10645,šu-eš₁₈-dar,['intermediary'],123771
10646,ARAD₂-mu,['authorized'],123771
10647,{d}šul-gi-a-a-mu,['source'],123771
10648,{d}šul-gi-a-a-mu,['source'],123772
10649,{d}šul-gi-iri-mu,['recipient'],123772
10650,{d}šul-gi-a-a-mu,['source'],123773
10651,{d}šul-gi-a-a-mu,"['intermediary', 'source']",123774
10652,ARAD₂-mu,['authorized'],123775
10653,{d}šul-gi-a-a-mu,['source'],123775
10654,nu-i₃-da,['recipient'],123776
10655,{d}šul-gi-a-a-mu,['source'],123776
10656,{d}šul-gi-a-a-mu,['source'],123777
10657,{d}šul#-gi#-iri-mu,['recipient'],123777
10658,{d}šul-gi-a-a-mu,"['intermediary', 'source']",123778
10659,{d}šul-gi-a-a-mu,['source'],123779
10660,{d}šul-gi-iri-mu,['recipient'],123779
10661,{d}šul-gi-a-a-mu,['source'],123780
10662,{d}šul-gi-iri-mu,['recipient'],123780
10663,a-hu-ni,['authorized'],123781
10664,{d}šul-gi-a-a-mu,['source'],123781
10665,{d}šul-gi-a-a-mu,['source'],123782
10666,in-ta-e₃-a,['recipient'],123782
10667,{d}šul-gi-a-a-mu,['source'],123783
10668,{d}šul-gi-iri-mu,['recipient'],123783
10669,e₂-a-ba-ni,['intermediary'],123784
10670,{d}šul-gi-a-a-mu,['source'],123784
10671,nu-ur₂-{d}suen,"['new owner', 'recipient']",123784
10672,{d}šul-gi-a-a-mu,['source'],123785
10673,{d}šul-gi-iri-mu#,['recipient'],123785
10674,ARAD₂-mu,['authorized'],123786
10675,{d}šul-gi-a-a-mu,['source'],123786
10676,na-lu₅,['recipient'],123787
10677,lu₂-dingir-ra,['recipient'],123788
10678,a-hu-ni,['recipient'],123789
10679,a-hu-ni,['recipient'],123790
10680,na-lu₅,['recipient'],123791
10681,{d}šul-gi-a-a-mu,['recipient'],123792
10682,na#-lu₅,['recipient'],123793
10683,na-lu₅,['recipient'],123794
10684,{d}šul-gi-a-a-mu,['recipient'],123795
10685,lu₂-dingir-ra,['recipient'],123796
10686,lu₂-dingir-ra,['recipient'],123797
10687,lu₂-dingir-ra,['recipient'],123798
10688,{d}šul-gi-a-a-mu,['recipient'],123799
10689,a-hu-we-er,['recipient'],123800
10690,{d}šul-gi-a-a-mu,['recipient'],123801
10691,na-sa₆,"['new owner', 'recipient', 'recipient']",123803
10692,ab-ba-sa₆-ga,"['new owner', 'recipient']",123804
10693,[ab]-ba#-sa₆-ga,['recipient'],123805
10694,ab-ba-sa₆-ga,"['new owner', 'recipient']",123806
10695,ab-ba-sa₆-ga,"['new owner', 'recipient', 'recipient']",123807
10696,{d#}šul#-gi-i₃#-li₂#,['new owner'],123808
10697,ab#-ba#-sa₆#-[ga],['recipient'],123808
10698,ab-ba-sa₆-ga,"['new owner', 'recipient', 'recipient']",123810
10699,ab-ba-sa₆-ga,"['new owner', 'recipient', 'recipient']",123811
10700,ab-ba-sa₆-ga,"['new owner', 'recipient', 'recipient']",123812
10701,ab-ba-sa₆-ga,"['new owner', 'recipient']",123813
10702,ab-ba#-sa₆-ga,"['new owner', 'recipient', 'recipient']",123814
10703,ab-ba-sa₆-ga,"['new owner', 'recipient', 'recipient']",123816
10704,ab-ba-sa₆-ga,"['new owner', 'recipient', 'recipient']",123817
10705,ab-ba-sa₆-ga,"['new owner', 'recipient']",123818
10706,ab-ba-sa₆-ga,"['new owner', 'recipient']",123819
10707,ab-ba-sa₆-ga,"['new owner', 'recipient']",123820
10708,ab-ba-sa₆-ga,"['new owner', 'recipient', 'recipient']",123822
10709,ab-ba-sa₆-ga,"['new owner', 'recipient']",123823
10710,ab-ba-sa₆-ga,"['new owner', 'recipient']",123824
10711,ab-ba-sa₆-ga#,"['new owner', 'recipient', 'recipient']",123825
10712,ab-ba-sa₆-ga,['recipient'],123826
10713,ab-ba-sa₆-ga,"['new owner', 'recipient']",123827
10714,{d}šul-gi-ra,['new owner'],123828
10715,ab-ba-sa₆-ga,"['new owner', 'recipient']",123828
10716,[ab]-ba#-sa₆#-ga#,['recipient'],123829
10717,ab-ba-sa₆-ga#,"['new owner', 'recipient']",123830
10718,ab-ba-sa₆-ga,"['new owner', 'recipient', 'recipient']",123831
10719,ab-ba-sa₆-ga,"['new owner', 'recipient', 'recipient']",123832
10720,ab-ba-sa₆-ga,"['new owner', 'recipient', 'recipient']",123833
10721,ab-ba-sa₆-ga,"['new owner', 'recipient']",123834
10722,ab-ba-sa₆-ga,"['new owner', 'recipient', 'recipient']",123835
10723,lugal-amar-ku₃,['recipient'],123836
10724,ab-ba-sa₆-ga,"['new owner', 'recipient']",123837
10725,ur-{d}ba-ba₆,['intermediary'],123837
10726,ab-ba-sa₆-ga,['recipient'],123839
10727,ab-ba-sa₆-ga,"['new owner', 'recipient']",123840
10728,in-ta#-e₃#-a#,"['new owner', 'recipient']",123841
10729,nu#-ur₂#-[{d}suen],['intermediary'],123841
10730,in#-ta-e₃#-a,"['new owner', 'recipient']",123842
10731,na-sa₆,['source'],123843
10732,a-hu-ni,['recipient'],123843
10733,na-sa₆,['source'],123844
10734,lu₂-dingir-ra,['recipient'],123844
10735,ab-ba-sa₆-ga,['source'],123845
10736,šu#-{d#}idim,['recipient'],123845
10737,ab-ba-sa₆-ga,['source'],123846
10738,lu₂-dingir-ra,['recipient'],123846
10739,ab-ba-sa₆-ga,['source'],123847
10740,ur-šu-ga-lam-ma,['recipient'],123847
10741,ab-ba-sa₆-ga,['source'],123848
10742,na-lu₅,['recipient'],123848
10743,ab-ba-sa₆-ga,['source'],123849
10744,lu₂-dingir-ra,['recipient'],123849
10745,ab-ba-sa₆-ga,"['source', 'source']",123850
10746,šu-er₃-ra,['recipient'],123850
10747,ab-ba-sa₆-ga,['source'],123851
10748,na-lu₅,['recipient'],123851
10749,ab-ba-sa₆-ga,['source'],123852
10750,{d}šul-gi-a-a-mu,['recipient'],123852
10751,lugal,['new owner'],123853
10752,ab-ba-sa₆#-ga,['source'],123853
10753,na-lu₅,['recipient'],123853
10754,ab-ba-sa₆-ga,['source'],123854
10755,lu₂-dingir-ra,['recipient'],123855
10756,ab-ba-sa₆-ga,['source'],123856
10757,{d}šul-gi-a-a-mu,['recipient'],123856
10758,ab-ba-sa₆-ga,['source'],123857
10759,ab-ba-sa₆-ga,['source'],123858
10760,{d}šul-gi-a-a-mu,['recipient'],123858
10761,ab-ba-sa₆-ga,['source'],123859
10762,en-dingir-mu,['recipient'],123859
10763,wa-ta₂-ru-um,['new owner'],123860
10764,šu-{d}suen,['new owner'],123860
10765,ur-{d}ba-ba₆,['authorized'],123860
10766,ab-ba-sa₆-ga,['source'],123860
10767,ab-ba-sa₆-ga,['source'],123861
10768,{d}šul-gi-a-a-mu,['recipient'],123861
10769,šar-ru-um#-[...],['new owner'],123863
10770,ARAD₂-mu,['authorized'],123863
10771,ab-ba-sa₆-ga,['source'],123864
10772,lu₂-dingir-ra,['recipient'],123864
10773,ab-ba-sa₆-ga,['source'],123865
10774,ur-mu-ru,['recipient'],123865
10775,ab-ba-sa₆-ga,['source'],123866
10776,in-ta-e₃-a,['recipient'],123866
10777,ab-ba-sa₆-ga,['source'],123867
10778,{d}šul-gi-a-a-mu,['recipient'],123867
10779,ab-ba-sa₆-ga,['source'],123868
10780,na-lu₅,['recipient'],123868
10781,ab-ba-sa₆-ga,['source'],123869
10782,na-lu₅,['recipient'],123869
10783,ab-ba-sa₆-ga,['source'],123870
10784,in-ta-e₃-a,['recipient'],123870
10785,ab-ba-sa₆-ga,['source'],123871
10786,in-ta-e₃-a,['recipient'],123871
10787,ab-ba-sa₆-ga,['source'],123872
10788,na-lu₅,['recipient'],123872
10789,ab-ba-sa₆-ga,['source'],123873
10790,in-ta-e₃-a,['recipient'],123873
10791,ab-ba-sa₆-ga,['source'],123874
10792,a-hu-we-er,['recipient'],123875
10793,ab-ba-sa₆-ga,['source'],123876
10794,a-hu-we-er,['recipient'],123876
10795,lu₂#-[x,['intermediary'],123877
10796,ab-ba-sa₆-ga,['source'],123877
10797,an-na-hi-li-bi,['recipient'],123877
10798,in#-[ta]-e₃#-a#,['recipient'],123878
10799,ab-ba-sa₆-ga,['source'],123879
10800,in-ta-e₃-a,['recipient'],123879
10801,ab-ba-sa₆-ga,['source'],123880
10802,in-ta-e₃-a,['recipient'],123880
10803,ab-ba-sa₆#-[ga],['source'],123881
10804,na-lu₅,['recipient'],123881
10805,ab-ba-sa₆-ga,['source'],123882
10806,in-ta-e₃-a,['recipient'],123882
10807,ur-{d}ba-ba₆,['authorized'],123883
10808,{d}šul-gi-na-da,['new owner'],123883
10809,ab-ba-sa₆-ga,['source'],123883
10810,ab-ba-sa₆-ga,['source'],123884
10811,ur-{d}ba#?-ba₆#?,['intermediary'],123885
10812,ab-ba-sa₆-ga,['source'],123885
10813,in-ta-e₃-a,['recipient'],123885
10814,ab-ba-sa₆-ga,['source'],123886
10815,in-ta-e₃-a,['recipient'],123886
10816,in-ta-e₃-a,['recipient'],123887
10817,ab-ba-sa₆-ga,['source'],123888
10818,lu₂-dingir-ra,['recipient'],123888
10819,ab-ba-sa₆-ga,['source'],123889
10820,na-lu₅,['recipient'],123889
10821,in-ta-e₃-a,['recipient'],123890
10822,ab-ba-sa₆-ga,['source'],123891
10823,na-lu₅,['recipient'],123891
10824,ab-ba-sa₆-ga,['source'],123892
10825,in-ta-e₃-a,['recipient'],123892
10826,a-hu-ni,['intermediary'],123893
10827,ur-{d}dumu-zi-da,['intermediary'],123893
10828,ab-ba-sa₆-ga,"['source', 'source']",123893
10829,šu-er₃-ra,['recipient'],123893
10830,ša₃-ta-ku₃-zu,['authorized'],123894
10831,u₂-ta-mi-šar-ra-am,['authorized'],123894
10832,ur-{d}ba-ba₆,"['new owner', 'authorized', 'authorized']",123894
10833,i₃-lal₃-lum,['new owner'],123894
10834,ab-ba-sa₆-ga,['source'],123894
10835,[in-ta-e₃-a],['recipient'],123895
10836,ab-ba-sa₆-ga,['source'],123896
10837,na-lu₅,['recipient'],123896
10838,ab-ba-sa₆-ga,['source'],123897
10839,na-lu₅,['recipient'],123897
10840,ab-ba-sa₆-ga,['source'],123898
10841,in-ta-e₃-a,['recipient'],123898
10842,in-ta-e₃-a,['source'],123899
10843,šu-e₂-a,['intermediary'],123899
10844,ab-ba-sa₆-ga,['source'],123899
10845,ab-ba-sa₆-ga,['source'],123900
10846,in-ta-e₃-a,['recipient'],123900
10847,ab-ba-sa₆-ga,['source'],123901
10848,in-ta-e₃-a,['recipient'],123901
10849,ab-ba-sa₆-ga,['source'],123902
10850,in-ta-e₃-a,['recipient'],123902
10851,ab-ba-sa₆-ga,['source'],123903
10852,{d}šul-gi-a-a-mu,['recipient'],123903
10853,ab-ba-sa₆-ga,['source'],123904
10854,na-lu₅,['recipient'],123904
10855,ab-ba-sa₆-ga,['source'],123905
10856,na-lu₅,['recipient'],123905
10857,ab-ba-sa₆-ga,['source'],123906
10858,lu₂-dingir-ra,['recipient'],123906
10859,ab-ba-sa₆-ga,['source'],123907
10860,lu₂-dingir-ra,['recipient'],123907
10861,ab-ba-sa₆-ga,['source'],123908
10862,{d}šul-gi-a-a-mu,['recipient'],123908
10863,ab-ba-sa₆-ga,['source'],123909
10864,{d}šul-gi-a-a-mu,['recipient'],123909
10865,ab-ba-sa₆-ga,['source'],123910
10866,{d}šul-gi-a-a-mu,['recipient'],123910
10867,ab-ba-sa₆-ga,['source'],123911
10868,a-hu-we-er,['recipient'],123911
10869,ab-ba-sa₆-ga,['source'],123912
10870,a-hu-we-er,['recipient'],123912
10871,ab-ba-sa₆-ga,['source'],123913
10872,na-lu₅,['recipient'],123913
10873,ab-ba-sa₆-ga#,['source'],123914
10874,na-lu₅,['recipient'],123914
10875,ab-ba-sa₆-ga,['source'],123915
10876,in-ta-e₃-a,['recipient'],123915
10877,ab-ba-sa₆-ga,['source'],123916
10878,in#-ta-e₃-a,['recipient'],123916
10879,ab-ba-sa₆-ga,['source'],123917
10880,na-lu₅,['recipient'],123917
10881,ab-ba-sa₆-ga,['source'],123918
10882,in-ta-e₃-a,['recipient'],123918
10883,ab-ba-sa₆-ga,['source'],123919
10884,in-ta-e₃-a,['recipient'],123919
10885,ab-ba-sa₆-ga,['source'],123920
10886,[in]-ta-e₃#-a,['recipient'],123920
10887,ab-ba-sa₆-ga,['source'],123921
10888,in-ta-e₃-a,['recipient'],123921
10889,ab-ba-sa₆-ga,['source'],123922
10890,in-ta-e₃-a,['recipient'],123922
10891,u₂-ta₂-mi-šar-ra-am,['recipient'],123923
10892,ab-ba-sa₆-ga,['source'],123924
10893,na-lu₅,['recipient'],123924
10894,ab-ba-sa₆-ga,['source'],123925
10895,tu-ra-am-{d}da-gan,['recipient'],123925
10896,ab-ba-sa₆-ga,['source'],123926
10897,in-ta-e₃-a,['recipient'],123926
10898,ab-ba-sa₆-ga,['source'],123927
10899,{d#}šul#-gi#-a-a-mu,['recipient'],123927
10900,in-ta-e₃?-[a],['recipient'],123928
10901,ab-ba-sa₆-ga,['source'],123929
10902,na-lu₅,['recipient'],123929
10903,ab-ba-sa₆-ga,['source'],123930
10904,a-hu-we-er,['recipient'],123930
10905,ab-ba-sa₆-ga,['source'],123931
10906,in-ta-e₃-a,['recipient'],123931
10907,ab-ba-sa₆-ga,['source'],123932
10908,a-hu-we-er,['recipient'],123932
10909,ab-ba-sa₆-ga,['source'],123933
10910,in-ta-e₃-a,['recipient'],123933
10911,ab-ba-sa₆-ga,['source'],123934
10912,{d}šul-gi-a-a-mu,['recipient'],123934
10913,lu₂-{d}inanna,['new owner'],123935
10914,ARAD₂-mu,['new owner'],123935
10915,ur-{d}ba-ba₆,['authorized'],123935
10916,ab-ba-sa₆#-ga,['source'],123935
10917,ab-ba-sa₆-ga,['source'],123936
10918,lu₂-bala-sa₆-ga,['recipient'],123936
10919,ab-ba#-sa₆-ga#,['source'],123937
10920,{d}šul-gi#-a#-a#-mu#,['recipient'],123937
10921,ab-ba-sa₆-ga,['source'],123938
10922,a-hu-we-er,['recipient'],123938
10923,ab-ba-sa₆-ga,['source'],123939
10924,{d}šul-gi-a-a-mu,['recipient'],123939
10925,ab-ba-sa₆-ga,['source'],123940
10926,in-ta-e₃-a,['recipient'],123940
10927,ab-ba-sa₆-ga#,['source'],123941
10928,tu-ra-am-{d}da-gan#,['recipient'],123941
10929,ab-ba-sa₆-ga,['source'],123942
10930,{d}šul-gi-a-a-mu,['recipient'],123942
10931,ab-ba-sa₆-ga,['source'],123943
10932,in-ta-e₃-a,['recipient'],123943
10933,ur-{d}ba-ba₆,"['new owner', 'authorized', 'authorized']",123944
10934,ab-ba-sa₆-ga,['source'],123944
10935,ab-ba-sa₆-ga,['source'],123945
10936,in#-ta-e₃-a,['recipient'],123945
10937,ab-ba-sa₆-ga,['source'],123946
10938,tu-ra-am-{d}da-gan,['recipient'],123946
10939,ab-ba-sa₆-ga,['source'],123947
10940,{d}šul-gi-a-a-mu,['recipient'],123947
10941,ab-ba-sa₆-ga,['source'],123948
10942,ab-ba-sa₆-ga,['source'],123949
10943,in-ta-e₃-a,['recipient'],123949
10944,hu-bi₂-dam,['intermediary'],123950
10945,ab-ba-sa₆-ga,['source'],123950
10946,šu-er₃-ra,['recipient'],123950
10947,ab-ba-sa₆-ga,['source'],123951
10948,na-lu₅,['recipient'],123951
10949,ab-ba-sa₆-ga,['source'],123952
10950,šu-er₃-ra,['recipient'],123952
10951,ab-ba-sa₆-ga,['source'],123953
10952,in-ta-e₃-a,['recipient'],123953
10953,i₃-lal₃-lum,['new owner'],123954
10954,ur-{d}ba-ba₆,['authorized'],123954
10955,ab-ba-sa₆-ga,['source'],123954
10956,ab-ba-sa₆-ga,['source'],123955
10957,in-ta-e₃-a,['recipient'],123955
10958,ab-ba-sa₆-ga,['source'],123956
10959,na-lu₅,['recipient'],123956
10960,ab-ba-sa₆-ga,['source'],123957
10961,in-ta-e₃-a,['recipient'],123957
10962,ab-ba-sa₆-ga,['source'],123958
10963,in-ta-e₃-a,['recipient'],123958
10964,i₃-lal₃-lum,['new owner'],123959
10965,ur-{d}ba-ba₆,['authorized'],123959
10966,ab-ba-sa₆-ga,['source'],123959
10967,ab-ba-sa₆-ga,['source'],123960
10968,in-ta-e₃-<a>,['recipient'],123960
10969,ab-ba-sa₆-ga,['source'],123961
10970,in-ta-e₃-a,['recipient'],123961
10971,ab-ba-sa₆-ga,['source'],123962
10972,na-lu₅,['recipient'],123962
10973,ab-ba-sa₆-ga,['source'],123963
10974,lu₂#-dingir-ra,['recipient'],123963
