,lemma,id_text,id_line,id_word,label
1024333,break,epsd2/admin/u3adm/P128763,17,P128763.17,
1024334,break,epsd2/admin/u3adm/P128763,19,P128763.19,
1024335,x[NA]NA,epsd2/admin/u3adm/P128763,20,P128763.20.1,r 1'
1024336,MAR.TU[westerner]N,epsd2/admin/u3adm/P128763,20,P128763.20.2,r 1'
1024337,1(diš)[]NU,epsd2/admin/u3adm/P128763,21,P128763.21.1,r 2'
1024338,gud[ox]N,epsd2/admin/u3adm/P128763,21,P128763.21.2,r 2'
1024339,gunu[speckled]V/i,epsd2/admin/u3adm/P128763,21,P128763.21.3,r 2'
1024340,1(diš)[]NU,epsd2/admin/u3adm/P128763,21,P128763.21.4,r 2'
1024341,gud[ox]N,epsd2/admin/u3adm/P128763,21,P128763.21.5,r 2'
1024342,gu-ba-ru-um[]PN,epsd2/admin/u3adm/P128763,22,P128763.22.1,r 3'
1024343,MAR.TU[westerner]N,epsd2/admin/u3adm/P128763,22,P128763.22.2,r 3'
1024344,2(diš)[]NU,epsd2/admin/u3adm/P128763,23,P128763.23.1,r 4'
1024345,udu[sheep]N,epsd2/admin/u3adm/P128763,23,P128763.23.2,r 4'
1024346,niga[fattened]V/i,epsd2/admin/u3adm/P128763,23,P128763.23.3,r 4'
1024347,1(diš)[]NU,epsd2/admin/u3adm/P128763,23,P128763.23.4,r 4'
1024348,sila[lamb]N,epsd2/admin/u3adm/P128763,23,P128763.23.5,r 4'
1024349,ensik[ruler]N,epsd2/admin/u3adm/P128763,24,P128763.24.1,r 5'
1024350,kiš{ki}[]GN,epsd2/admin/u3adm/P128763,24,P128763.24.2,r 5'
1024351,2(diš)[]NU,epsd2/admin/u3adm/P128763,25,P128763.25.1,r 6'
1024352,sila[lamb]N,epsd2/admin/u3adm/P128763,25,P128763.25.2,r 6'
1024353,en[priest]N,epsd2/admin/u3adm/P128763,25,P128763.25.3,r 6'
1024354,{d}inanna[]TN,epsd2/admin/u3adm/P128763,25,P128763.25.4,r 6'
1024355,2(diš)[]NU,epsd2/admin/u3adm/P128763,26,P128763.26.1,r 7'
1024356,amar[young]N,epsd2/admin/u3adm/P128763,26,P128763.26.2,r 7'
1024357,mašda[gazelle]N,epsd2/admin/u3adm/P128763,26,P128763.26.3,r 7'
1024358,e₂-a-i₃-li₂[]PN,epsd2/admin/u3adm/P128763,27,P128763.27.1,r 8'
1024359,break,epsd2/admin/u3adm/P128763,28,P128763.28,
1024360,mu.DU[delivery]N,epsd2/admin/u3adm/P128763,29,P128763.29.1,r 9'
1024361,itud[moon]N,epsd2/admin/u3adm/P128763,30,P128763.30.1,r 10'
1024362,akiti[festival]N,epsd2/admin/u3adm/P128763,30,P128763.30.2,r 10'
1024363,mu[name]N,epsd2/admin/u3adm/P128763,31,P128763.31.1,r 11'
1024364,ki-maš{ki}[]GN,epsd2/admin/u3adm/P128763,31,P128763.31.2,r 11'
1024365,u[and]CNJ,epsd2/admin/u3adm/P128763,31,P128763.31.3,r 11'
1024366,hu-ur₅-ti{ki}[]GN,epsd2/admin/u3adm/P128763,31,P128763.31.4,r 11'
1024367,hulu[bad]V/i,epsd2/admin/u3adm/P128763,31,P128763.31.5,r 11'
1024368,ud[sun]N,epsd2/admin/u3adm/P128763,33,P128763.33.1,l.e. 1
1024369,2(u)[]NU,epsd2/admin/u3adm/P128763,33,P128763.33.2,l.e. 1
1024370,6(diš)-kam[]NU,epsd2/admin/u3adm/P128763,33,P128763.33.3,l.e. 1
1024371,1(u)[]NU,epsd2/admin/u3adm/P126620,3,P126620.3.1,o 1
1024372,lal[small]V/i,epsd2/admin/u3adm/P126620,3,P126620.3.2,o 1
1024373,1(diš)[]NU,epsd2/admin/u3adm/P126620,3,P126620.3.3,o 1
1024374,kuš[skin]N,epsd2/admin/u3adm/P126620,3,P126620.3.4,o 1
1024375,gud[ox]N,epsd2/admin/u3adm/P126620,3,P126620.3.5,o 1
1024376,2(u)[]NU,epsd2/admin/u3adm/P126620,4,P126620.4.1,o 2
1024377,kuš[skin]N,epsd2/admin/u3adm/P126620,4,P126620.4.2,o 2
1024378,ab[cow]N,epsd2/admin/u3adm/P126620,4,P126620.4.3,o 2
1024379,HA@g[~cow]N,epsd2/admin/u3adm/P126620,4,P126620.4.4,o 2
1024380,8(diš)[]NU,epsd2/admin/u3adm/P126620,5,P126620.5.1,o 3
1024381,kuš[skin]N,epsd2/admin/u3adm/P126620,5,P126620.5.2,o 3
1024382,amar[young]N,epsd2/admin/u3adm/P126620,5,P126620.5.3,o 3
1024383,1(diš)[]NU,epsd2/admin/u3adm/P126620,5,P126620.5.4,o 3
1024384,4(diš)[]NU,epsd2/admin/u3adm/P126620,6,P126620.6.1,o 4
1024385,kuš[skin]N,epsd2/admin/u3adm/P126620,6,P126620.6.2,o 4
1024386,amar[young]N,epsd2/admin/u3adm/P126620,6,P126620.6.3,o 4
1024387,ga[milk]N,epsd2/admin/u3adm/P126620,6,P126620.6.4,o 4
1024388,i-tu-tu-a[]PN,epsd2/admin/u3adm/P126620,8,P126620.8.1,r 1
1024389,šu[hand]N,epsd2/admin/u3adm/P126620,9,P126620.9.1,r 2
1024390,teŋ[approach]V/i,epsd2/admin/u3adm/P126620,9,P126620.9.2,r 2
1024391,itud[moon]N,epsd2/admin/u3adm/P126620,10,P126620.10.1,r 3
1024392,še-sag₁₁-ku₅[]MN,epsd2/admin/u3adm/P126620,10,P126620.10.2,r 3
1024393,mu[name]N,epsd2/admin/u3adm/P126620,11,P126620.11.1,r 4
1024394,{d}nanna[]DN,epsd2/admin/u3adm/P126620,11,P126620.11.2,r 4
1024395,kar-zi-da[]TN,epsd2/admin/u3adm/P126620,11,P126620.11.3,r 4
1024396,e[house]N,epsd2/admin/u3adm/P126620,11,P126620.11.4,r 4
1024397,kur[enter]V/i,epsd2/admin/u3adm/P126620,11,P126620.11.5,r 4
1024398,3(diš)[]NU,epsd2/admin/u3adm/P136083,3,P136083.3.1,o 1
1024399,sila[lamb]N,epsd2/admin/u3adm/P136083,3,P136083.3.2,o 1
1024400,ud[sun]N,epsd2/admin/u3adm/P136083,4,P136083.4.1,o 2
1024401,2(u)[]NU,epsd2/admin/u3adm/P136083,4,P136083.4.2,o 2
1024402,2(diš)-kam[]NU,epsd2/admin/u3adm/P136083,4,P136083.4.3,o 2
1024403,ki[place]N,epsd2/admin/u3adm/P136083,5,P136083.5.1,o 3
1024404,ab-ba-sa₆-ga-ta[]PN,epsd2/admin/u3adm/P136083,5,P136083.5.2,o 3
1024405,in-ta-e₃-a[]PN,epsd2/admin/u3adm/P136083,6,P136083.6.1,o 4
1024406,dab[seize]V/t,epsd2/admin/u3adm/P136083,7,P136083.7.1,o 5
1024407,break,epsd2/admin/u3adm/P136083,8,P136083.8,
1024408,itud[moon]N,epsd2/admin/u3adm/P136083,9,P136083.9.1,o 6
1024409,šu-eš₅-ša[]MN,epsd2/admin/u3adm/P136083,9,P136083.9.2,o 6
1024410,mu[name]N,epsd2/admin/u3adm/P136083,10,P136083.10.1,o 7
1024411,hu-uh₂-nu-ri{ki}[]GN,epsd2/admin/u3adm/P136083,10,P136083.10.2,o 7
1024412,hulu[bad]V/i,epsd2/admin/u3adm/P136083,10,P136083.10.3,o 7
1024413,3(diš)[]NU,epsd2/admin/u3adm/P136083,12,P136083.12.1,l.e. 1
1024590,3(geš₂)[]NU,epsd2/admin/u3adm/P113693,3,P113693.3.1,o 1
1024591,3(aš)[]NU,epsd2/admin/u3adm/P113693,3,P113693.3.2,o 1
1024592,gun[load]N,epsd2/admin/u3adm/P113693,3,P113693.3.3,o 1
1024593,4(u)[]NU,epsd2/admin/u3adm/P113693,3,P113693.3.4,o 1
1024594,7(diš)[]NU,epsd2/admin/u3adm/P113693,3,P113693.3.5,o 1
1024595,mana[unit]N,epsd2/admin/u3adm/P113693,3,P113693.3.6,o 1
1024596,siki[hair]N,epsd2/admin/u3adm/P113693,3,P113693.3.7,o 1
1024597,3(u)[]NU,epsd2/admin/u3adm/P113693,4,P113693.4.1,o 2
1024598,gun[load]N,epsd2/admin/u3adm/P113693,4,P113693.4.2,o 2
1024599,siki[hair]N,epsd2/admin/u3adm/P113693,4,P113693.4.3,o 2
1024600,ŋirgul[~wool]N,epsd2/admin/u3adm/P113693,4,P113693.4.4,o 2
1024601,mu.DU[delivery]N,epsd2/admin/u3adm/P113693,5,P113693.5.1,o 3
1024602,ki[place]N,epsd2/admin/u3adm/P113693,6,P113693.6.1,o 4
1024603,na-ra-am-i₃-li₂-ta[]PN,epsd2/admin/u3adm/P113693,6,P113693.6.2,o 4
1024604,{d}utu-GIR₂@g-gal-e[]PN,epsd2/admin/u3adm/P113693,8,P113693.8.1,r 1
1024605,šu[hand]N,epsd2/admin/u3adm/P113693,9,P113693.9.1,r 2
1024606,teŋ[approach]V/i,epsd2/admin/u3adm/P113693,9,P113693.9.2,r 2
1024607,itud[moon]N,epsd2/admin/u3adm/P113693,10,P113693.10.1,r 3
1024608,šu-eš-ša[]MN,epsd2/admin/u3adm/P113693,10,P113693.10.2,r 3
1024609,mu[name]N,epsd2/admin/u3adm/P113693,11,P113693.11.1,r 4
1024610,ara[times]N,epsd2/admin/u3adm/P113693,11,P113693.11.2,r 4
1024611,3(diš)-kam-aš[]NU,epsd2/admin/u3adm/P113693,11,P113693.11.3,r 4
1024612,si-mu-ru-um{ki}[]GN,epsd2/admin/u3adm/P113693,11,P113693.11.4,r 4
1024613,hulu[bad]V/i,epsd2/admin/u3adm/P113693,11,P113693.11.5,r 4
1024724,3(diš)[]NU,epsd2/admin/u3adm/P125886,3,P125886.3.1,o 1
1024725,udu[sheep]N,epsd2/admin/u3adm/P125886,3,P125886.3.2,o 1
1024726,niga[fattened]V/i,epsd2/admin/u3adm/P125886,3,P125886.3.3,o 1
1024727,2(diš)[]NU,epsd2/admin/u3adm/P125886,4,P125886.4.1,o 2
1024728,udu[sheep]N,epsd2/admin/u3adm/P125886,4,P125886.4.2,o 2
1024729,aslum[sheep]N,epsd2/admin/u3adm/P125886,4,P125886.4.3,o 2
1024730,niga[fattened]V/i,epsd2/admin/u3adm/P125886,4,P125886.4.4,o 2
1024731,1(diš)[]NU,epsd2/admin/u3adm/P125886,5,P125886.5.1,o 3
1024732,ašgar[kid]N,epsd2/admin/u3adm/P125886,5,P125886.5.2,o 3
1024733,niga[fattened]V/i,epsd2/admin/u3adm/P125886,5,P125886.5.3,o 3
1024734,5(diš)[]NU,epsd2/admin/u3adm/P125886,6,P125886.6.1,o 4
1024735,sila[lamb]N,epsd2/admin/u3adm/P125886,6,P125886.6.2,o 4
1024736,1(diš)[]NU,epsd2/admin/u3adm/P125886,7,P125886.7.1,o 5
1024737,amar[young]N,epsd2/admin/u3adm/P125886,7,P125886.7.2,o 5
1024738,mašda[gazelle]N,epsd2/admin/u3adm/P125886,7,P125886.7.3,o 5
1024739,nita[male]N,epsd2/admin/u3adm/P125886,7,P125886.7.4,o 5
1024740,a-bi₂-si₂-im-ti[]PN,epsd2/admin/u3adm/P125886,8,P125886.8.1,o 6
1024741,niŋdab[requisitions]N,epsd2/admin/u3adm/P125886,10,P125886.10.1,r 1
1024742,udnua[moon]N,epsd2/admin/u3adm/P125886,10,P125886.10.2,r 1
1024743,šag[heart]N,epsd2/admin/u3adm/P125886,11,P125886.11.1,r 2
1024744,mu.DU[delivery]N,epsd2/admin/u3adm/P125886,11,P125886.11.2,r 2
1024745,ud[sun]N,epsd2/admin/u3adm/P125886,12,P125886.12.1,r 3
1024746,2(u)[]NU,epsd2/admin/u3adm/P125886,12,P125886.12.2,r 3
1024747,4(diš)-kam[]NU,epsd2/admin/u3adm/P125886,12,P125886.12.3,r 3
1024748,ki[place]N,epsd2/admin/u3adm/P125886,13,P125886.13.1,r 4
1024749,in-ta-e₃-a-ta[]PN,epsd2/admin/u3adm/P125886,13,P125886.13.2,r 4
1024750,zig[rise]V/i,epsd2/admin/u3adm/P125886,14,P125886.14.1,r 5
1024751,ŋiri[foot]N,epsd2/admin/u3adm/P125886,15,P125886.15.1,r 6
1024752,{d}nanna-ma-ba[]PN,epsd2/admin/u3adm/P125886,15,P125886.15.2,r 6
1024753,dubsar[scribe]N,epsd2/admin/u3adm/P125886,15,P125886.15.3,r 6
1024754,itud[moon]N,epsd2/admin/u3adm/P125886,16,P125886.16.1,r 7
1024755,ses-da-gu₇[]MN,epsd2/admin/u3adm/P125886,16,P125886.16.2,r 7
1024756,mu[name]N,epsd2/admin/u3adm/P125886,17,P125886.17.1,r 8
1024757,{d}šu-{d}suen[]TN,epsd2/admin/u3adm/P125886,17,P125886.17.2,r 8
1024758,lugal[king]N,epsd2/admin/u3adm/P125886,17,P125886.17.3,r 8
1024759,1(u)[]NU,epsd2/admin/u3adm/P125886,19,P125886.19.1,l.e. 1
1024760,2(diš)[]NU,epsd2/admin/u3adm/P125886,19,P125886.19.2,l.e. 1
1025010,x[NA]NA,epsd2/admin/u3adm/P126379,3,P126379.3.1,o 1
1025011,sag[rare]V/i,epsd2/admin/u3adm/P126379,3,P126379.3.2,o 1
1025012,x[NA]NA,epsd2/admin/u3adm/P126379,4,P126379.4.1,o 2
1025013,x-x[NA]NA,epsd2/admin/u3adm/P126379,5,P126379.5.1,o 3
1025014,dam[spouse]N,epsd2/admin/u3adm/P126379,5,P126379.5.2,o 3
1025015,da-x-ki[NA]NA,epsd2/admin/u3adm/P126379,5,P126379.5.3,o 3
1025016,mu.DU[delivery]N,epsd2/admin/u3adm/P126379,6,P126379.6.1,o 4
1025017,šu-ku₈-bu-um[]PN,epsd2/admin/u3adm/P126379,8,P126379.8.1,r 1
1025018,dab[seize]V/t,epsd2/admin/u3adm/P126379,8,P126379.8.2,r 1
1025019,itud[moon]N,epsd2/admin/u3adm/P126379,9,P126379.9.1,r 2
1025020,ezem-an-na[]MN,epsd2/admin/u3adm/P126379,9,P126379.9.2,r 2
1025021,mu[name]N,epsd2/admin/u3adm/P126379,10,P126379.10.1,r 3
1025022,us[follow]V/t,epsd2/admin/u3adm/P126379,10,P126379.10.2,r 3
1025023,en[priest]N,epsd2/admin/u3adm/P126379,10,P126379.10.3,r 3
1025024,eridu{ki}-ga[]GN,epsd2/admin/u3adm/P126379,10,P126379.10.4,r 3
1025025,huŋ[hire]V/t,epsd2/admin/u3adm/P126379,10,P126379.10.5,r 3
1025026,1(diš)[]NU,epsd2/admin/u3adm/P134724,3,P134724.3.1,o 1
1025027,gud[ox]N,epsd2/admin/u3adm/P134724,3,P134724.3.2,o 1
1025028,1(u)[]NU,epsd2/admin/u3adm/P134724,4,P134724.4.1,o 2
1025029,3(diš)[]NU,epsd2/admin/u3adm/P134724,4,P134724.4.2,o 2
1025030,sila[lamb]N,epsd2/admin/u3adm/P134724,4,P134724.4.3,o 2
1025031,1(u)[]NU,epsd2/admin/u3adm/P134724,5,P134724.5.1,o 3
1025032,maš[goat]N,epsd2/admin/u3adm/P134724,5,P134724.5.2,o 3
1025033,ud[sun]N,epsd2/admin/u3adm/P134724,6,P134724.6.1,o 4
1025034,3(u)[]NU,epsd2/admin/u3adm/P134724,6,P134724.6.2,o 4
1025035,lal[small]V/i,epsd2/admin/u3adm/P134724,6,P134724.6.3,o 4
1025036,1(diš)-kam[]NU,epsd2/admin/u3adm/P134724,6,P134724.6.4,o 4
1025037,ki[place]N,epsd2/admin/u3adm/P134724,7,P134724.7.1,o 5
1025038,ab-ba-sa₆-ga-ta[]PN,epsd2/admin/u3adm/P134724,7,P134724.7.2,o 5
1025039,in-ta-e₃-a[]PN,epsd2/admin/u3adm/P134724,9,P134724.9.1,r 1
1025040,itud[moon]N,epsd2/admin/u3adm/P134724,10,P134724.10.1,r 2
1025041,dirig[exceed]V/i,epsd2/admin/u3adm/P134724,10,P134724.10.2,r 2
1025042,ezem-me-ki-gal₂[]MN,epsd2/admin/u3adm/P134724,10,P134724.10.3,r 2
1025043,us[follow]V/t,epsd2/admin/u3adm/P134724,10,P134724.10.4,r 2
1025044,mu[name]N,epsd2/admin/u3adm/P134724,11,P134724.11.1,r 3
1025045,guza[chair]N,epsd2/admin/u3adm/P134724,11,P134724.11.2,r 3
1025046,dim[create]V/t,epsd2/admin/u3adm/P134724,11,P134724.11.3,r 3
1025047,2(u)[]NU,epsd2/admin/u3adm/P134724,13,P134724.13.1,l.e. 1
1025048,4(diš)[]NU,epsd2/admin/u3adm/P134724,13,P134724.13.2,l.e. 1
1025068,1(geš₂)[]NU,epsd2/admin/u3adm/P126185,3,P126185.3.1,o 1
1025069,udu[sheep]N,epsd2/admin/u3adm/P126185,3,P126185.3.2,o 1
