,lemma,id_text,id_line,id_word,label
3050663,lulum[Lullubean]AJ,epsd2/admin/u3adm/P134715,7,P134715.7.3,o 5
3050664,niga[fattened]V/i,epsd2/admin/u3adm/P134715,7,P134715.7.4,o 5
3050665,1(diš)[]NU,epsd2/admin/u3adm/P134715,8,P134715.8.1,o 6
3050666,mašgal[goat]N,epsd2/admin/u3adm/P134715,8,P134715.8.2,o 6
3050667,šimaški[~sheep]N,epsd2/admin/u3adm/P134715,8,P134715.8.3,o 6
3050668,niga[fattened]V/i,epsd2/admin/u3adm/P134715,8,P134715.8.4,o 6
3050669,3(diš)-kam[]NU,epsd2/admin/u3adm/P134715,8,P134715.8.5,o 6
3050670,us[side]N,epsd2/admin/u3adm/P134715,8,P134715.8.6,o 6
3050671,1(u)[]NU,epsd2/admin/u3adm/P134715,9,P134715.9.1,o 7
3050672,5(diš)[]NU,epsd2/admin/u3adm/P134715,9,P134715.9.2,o 7
3050673,sila[lamb]N,epsd2/admin/u3adm/P134715,9,P134715.9.3,o 7
3050674,2(diš)[]NU,epsd2/admin/u3adm/P134715,9,P134715.9.4,o 7
3050675,maš[goat]N,epsd2/admin/u3adm/P134715,9,P134715.9.5,o 7
3050676,a-bi₂-si₂-im-ti[]PN,epsd2/admin/u3adm/P134715,11,P134715.11.1,r 1
3050677,niŋdab[requisitions]N,epsd2/admin/u3adm/P134715,12,P134715.12.1,r 2
3050678,udnua[moon]N,epsd2/admin/u3adm/P134715,12,P134715.12.2,r 2
3050679,šag[heart]N,epsd2/admin/u3adm/P134715,13,P134715.13.1,r 3
3050680,mu.DU[delivery]N,epsd2/admin/u3adm/P134715,13,P134715.13.2,r 3
3050681,ud[sun]N,epsd2/admin/u3adm/P134715,14,P134715.14.1,r 4
3050682,2(u)[]NU,epsd2/admin/u3adm/P134715,14,P134715.14.2,r 4
3050683,6(diš)-kam[]NU,epsd2/admin/u3adm/P134715,14,P134715.14.3,r 4
3050684,ki[place]N,epsd2/admin/u3adm/P134715,15,P134715.15.1,r 5
3050685,ab-ba-sa₆-ga-ta[]PN,epsd2/admin/u3adm/P134715,15,P134715.15.2,r 5
3050686,zig[rise]V/i,epsd2/admin/u3adm/P134715,16,P134715.16.1,r 6
3050687,ŋiri[foot]N,epsd2/admin/u3adm/P134715,17,P134715.17.1,r 7
3050688,nu-ur₂-{d}suen[]PN,epsd2/admin/u3adm/P134715,17,P134715.17.2,r 7
3050689,dubsar[scribe]N,epsd2/admin/u3adm/P134715,17,P134715.17.3,r 7
3050690,itud[moon]N,epsd2/admin/u3adm/P134715,18,P134715.18.1,r 8
3050691,ezem-{d}nin-a-zu[]MN,epsd2/admin/u3adm/P134715,18,P134715.18.2,r 8
3050692,mu[name]N,epsd2/admin/u3adm/P134715,19,P134715.19.1,r 9
3050693,en[priest]N,epsd2/admin/u3adm/P134715,19,P134715.19.2,r 9
3050694,{d}nanna[]DN,epsd2/admin/u3adm/P134715,19,P134715.19.3,r 9
3050695,kar-zi-da[]TN,epsd2/admin/u3adm/P134715,19,P134715.19.4,r 9
3050696,huŋ[hire]V/t,epsd2/admin/u3adm/P134715,19,P134715.19.5,r 9
3050697,2(u)[]NU,epsd2/admin/u3adm/P134715,21,P134715.21.1,l.e. 1
3050698,7(diš)[]NU,epsd2/admin/u3adm/P134715,21,P134715.21.2,l.e. 1
3050699,6(diš)[]NU,epsd2/admin/u3adm/P115454,3,P115454.3.1,o 1
3050700,udu[sheep]N,epsd2/admin/u3adm/P115454,3,P115454.3.2,o 1
3050701,maš[goat]N,epsd2/admin/u3adm/P115454,3,P115454.3.3,o 1
3050702,hi[mix]V/t,epsd2/admin/u3adm/P115454,3,P115454.3.4,o 1
3050703,kišib[seal]N,epsd2/admin/u3adm/P115454,4,P115454.4.1,o 2
3050704,hal-ba-an[]PN,epsd2/admin/u3adm/P115454,4,P115454.4.2,o 2
3050705,2(diš)[]NU,epsd2/admin/u3adm/P115454,5,P115454.5.1,o 3
3050706,udu[sheep]N,epsd2/admin/u3adm/P115454,5,P115454.5.2,o 3
3050707,kišib[seal]N,epsd2/admin/u3adm/P115454,5,P115454.5.3,o 3
3050708,lu₂-{d}nin-šubur[]PN,epsd2/admin/u3adm/P115454,5,P115454.5.4,o 3
3050709,ŋiri[foot]N,epsd2/admin/u3adm/P115454,6,P115454.6.1,o 4
3050710,a-a-dingir[]PN,epsd2/admin/u3adm/P115454,6,P115454.6.2,o 4
3050711,ur-{d}nanše[]PN,epsd2/admin/u3adm/P115454,7,P115454.7.1,o 5
3050712,dab[seize]V/t,epsd2/admin/u3adm/P115454,7,P115454.7.2,o 5
3050713,break,epsd2/admin/u3adm/P115454,9,P115454.9,
3050714,itud[moon]N,epsd2/admin/u3adm/P115454,10,P115454.10.1,r 1
3050715,akiti[festival]N,epsd2/admin/u3adm/P115454,10,P115454.10.2,r 1
3050716,mu[name]N,epsd2/admin/u3adm/P115454,11,P115454.11.1,r 2
3050717,ša-aš-ru{ki}[]GN,epsd2/admin/u3adm/P115454,11,P115454.11.2,r 2
3050718,hulu[bad]V/i,epsd2/admin/u3adm/P115454,11,P115454.11.3,r 2
3050907,1(diš)[]NU,epsd2/admin/u3adm/P129486,4,P129486.4.1,o i 1
3050908,gukkal[sheep]N,epsd2/admin/u3adm/P129486,4,P129486.4.2,o i 1
3050909,niga[fattened]V/i,epsd2/admin/u3adm/P129486,4,P129486.4.3,o i 1
3050910,sag[rare]V/i,epsd2/admin/u3adm/P129486,4,P129486.4.4,o i 1
3050911,2(diš)[]NU,epsd2/admin/u3adm/P129486,5,P129486.5.1,o i 2
3050912,udu[sheep]N,epsd2/admin/u3adm/P129486,5,P129486.5.2,o i 2
3050913,aslum[sheep]N,epsd2/admin/u3adm/P129486,5,P129486.5.3,o i 2
3050914,niga[fattened]V/i,epsd2/admin/u3adm/P129486,5,P129486.5.4,o i 2
3050915,sag[rare]V/i,epsd2/admin/u3adm/P129486,5,P129486.5.5,o i 2
3050916,2(diš)[]NU,epsd2/admin/u3adm/P129486,6,P129486.6.1,o i 3
3050917,udu[sheep]N,epsd2/admin/u3adm/P129486,6,P129486.6.2,o i 3
3050918,niga[fattened]V/i,epsd2/admin/u3adm/P129486,6,P129486.6.3,o i 3
3050919,sag[rare]V/i,epsd2/admin/u3adm/P129486,6,P129486.6.4,o i 3
3050920,us[side]N,epsd2/admin/u3adm/P129486,6,P129486.6.5,o i 3
3050921,3(diš)[]NU,epsd2/admin/u3adm/P129486,7,P129486.7.1,o i 4
3050922,gukkal[sheep]N,epsd2/admin/u3adm/P129486,7,P129486.7.2,o i 4
3050923,niga[fattened]V/i,epsd2/admin/u3adm/P129486,7,P129486.7.3,o i 4
3050924,sag[rare]V/i,epsd2/admin/u3adm/P129486,7,P129486.7.4,o i 4
3050925,us[side]N,epsd2/admin/u3adm/P129486,7,P129486.7.5,o i 4
3050926,2(diš)[]NU,epsd2/admin/u3adm/P129486,8,P129486.8.1,o i 5
3050927,udu[sheep]N,epsd2/admin/u3adm/P129486,8,P129486.8.2,o i 5
3050928,aslum[sheep]N,epsd2/admin/u3adm/P129486,8,P129486.8.3,o i 5
3050929,niga[fattened]V/i,epsd2/admin/u3adm/P129486,8,P129486.8.4,o i 5
3050930,sag[rare]V/i,epsd2/admin/u3adm/P129486,8,P129486.8.5,o i 5
3050931,us[side]N,epsd2/admin/u3adm/P129486,8,P129486.8.6,o i 5
3050932,1(diš)[]NU,epsd2/admin/u3adm/P129486,9,P129486.9.1,o i 6
3050933,u[ewe]N,epsd2/admin/u3adm/P129486,9,P129486.9.2,o i 6
3050934,gukkal[sheep]N,epsd2/admin/u3adm/P129486,9,P129486.9.3,o i 6
3050935,niga[fattened]V/i,epsd2/admin/u3adm/P129486,9,P129486.9.4,o i 6
3050936,sag[rare]V/i,epsd2/admin/u3adm/P129486,9,P129486.9.5,o i 6
3050937,us[side]N,epsd2/admin/u3adm/P129486,9,P129486.9.6,o i 6
3050938,2(diš)[]NU,epsd2/admin/u3adm/P129486,10,P129486.10.1,o i 7
3050939,u[ewe]N,epsd2/admin/u3adm/P129486,10,P129486.10.2,o i 7
3050940,aslum[sheep]N,epsd2/admin/u3adm/P129486,10,P129486.10.3,o i 7
3050941,niga[fattened]V/i,epsd2/admin/u3adm/P129486,10,P129486.10.4,o i 7
3050942,sag[rare]V/i,epsd2/admin/u3adm/P129486,10,P129486.10.5,o i 7
3050943,us[side]N,epsd2/admin/u3adm/P129486,10,P129486.10.6,o i 7
3050944,3(diš)[]NU,epsd2/admin/u3adm/P129486,11,P129486.11.1,o i 8
3050945,mašgal[goat]N,epsd2/admin/u3adm/P129486,11,P129486.11.2,o i 8
3050946,niga[fattened]V/i,epsd2/admin/u3adm/P129486,11,P129486.11.3,o i 8
3050947,sag[rare]V/i,epsd2/admin/u3adm/P129486,11,P129486.11.4,o i 8
3050948,us[side]N,epsd2/admin/u3adm/P129486,11,P129486.11.5,o i 8
3050949,1(geš₂)[]NU,epsd2/admin/u3adm/P129486,12,P129486.12.1,o i 9
3050950,1(u)[]NU,epsd2/admin/u3adm/P129486,12,P129486.12.2,o i 9
3050951,1(diš)[]NU,epsd2/admin/u3adm/P129486,12,P129486.12.3,o i 9
3050952,udu[sheep]N,epsd2/admin/u3adm/P129486,12,P129486.12.4,o i 9
3050953,niga[fattened]V/i,epsd2/admin/u3adm/P129486,12,P129486.12.5,o i 9
3050954,3(diš)-kam[]NU,epsd2/admin/u3adm/P129486,12,P129486.12.6,o i 9
3050955,us[side]N,epsd2/admin/u3adm/P129486,12,P129486.12.7,o i 9
3050956,5(u)[]NU,epsd2/admin/u3adm/P129486,13,P129486.13.1,o i 10
3050957,2(diš)[]NU,epsd2/admin/u3adm/P129486,13,P129486.13.2,o i 10
3050958,udu[sheep]N,epsd2/admin/u3adm/P129486,13,P129486.13.3,o i 10
3050959,aslum[sheep]N,epsd2/admin/u3adm/P129486,13,P129486.13.4,o i 10
3050960,niga[fattened]V/i,epsd2/admin/u3adm/P129486,13,P129486.13.5,o i 10
3050961,3(diš)-kam[]NU,epsd2/admin/u3adm/P129486,13,P129486.13.6,o i 10
3050962,us[side]N,epsd2/admin/u3adm/P129486,13,P129486.13.7,o i 10
3050963,6(diš)[]NU,epsd2/admin/u3adm/P129486,14,P129486.14.1,o i 11
3050964,mašgal[goat]N,epsd2/admin/u3adm/P129486,14,P129486.14.2,o i 11
3050965,niga[fattened]V/i,epsd2/admin/u3adm/P129486,14,P129486.14.3,o i 11
3050966,3(diš)-kam[]NU,epsd2/admin/u3adm/P129486,14,P129486.14.4,o i 11
3050967,us[side]N,epsd2/admin/u3adm/P129486,14,P129486.14.5,o i 11
3050968,3(diš)[]NU,epsd2/admin/u3adm/P129486,15,P129486.15.1,o i 12
3050969,ašgar[kid]N,epsd2/admin/u3adm/P129486,15,P129486.15.2,o i 12
3050970,niga[fattened]V/i,epsd2/admin/u3adm/P129486,15,P129486.15.3,o i 12
3050971,3(diš)-kam[]NU,epsd2/admin/u3adm/P129486,15,P129486.15.4,o i 12
3050972,us[side]N,epsd2/admin/u3adm/P129486,15,P129486.15.5,o i 12
3050973,1(geš₂)[]NU,epsd2/admin/u3adm/P129486,16,P129486.16.1,o i 13
3050974,1(u)[]NU,epsd2/admin/u3adm/P129486,16,P129486.16.2,o i 13
3050975,7(diš)[]NU,epsd2/admin/u3adm/P129486,16,P129486.16.3,o i 13
3050976,udu[sheep]N,epsd2/admin/u3adm/P129486,16,P129486.16.4,o i 13
3050977,niga[fattened]V/i,epsd2/admin/u3adm/P129486,16,P129486.16.5,o i 13
3050978,4(diš)-kam[]NU,epsd2/admin/u3adm/P129486,16,P129486.16.6,o i 13
3050979,us[side]N,epsd2/admin/u3adm/P129486,16,P129486.16.7,o i 13
3050980,1(u)[]NU,epsd2/admin/u3adm/P129486,18,P129486.18.1,o ii 1
3050981,udu[sheep]N,epsd2/admin/u3adm/P129486,18,P129486.18.2,o ii 1
3050982,aslum[sheep]N,epsd2/admin/u3adm/P129486,18,P129486.18.3,o ii 1
3050983,niga[fattened]V/i,epsd2/admin/u3adm/P129486,18,P129486.18.4,o ii 1
3050984,4(diš)-kam[]NU,epsd2/admin/u3adm/P129486,18,P129486.18.5,o ii 1
3050985,us[side]N,epsd2/admin/u3adm/P129486,18,P129486.18.6,o ii 1
3050986,8(diš)[]NU,epsd2/admin/u3adm/P129486,19,P129486.19.1,o ii 2
3050987,mašgal[goat]N,epsd2/admin/u3adm/P129486,19,P129486.19.2,o ii 2
3050988,niga[fattened]V/i,epsd2/admin/u3adm/P129486,19,P129486.19.3,o ii 2
3050989,4(diš)-kam[]NU,epsd2/admin/u3adm/P129486,19,P129486.19.4,o ii 2
3050990,us[side]N,epsd2/admin/u3adm/P129486,19,P129486.19.5,o ii 2
3050991,4(diš)[]NU,epsd2/admin/u3adm/P129486,20,P129486.20.1,o ii 3
3050992,ašgar[kid]N,epsd2/admin/u3adm/P129486,20,P129486.20.2,o ii 3
3050993,niga[fattened]V/i,epsd2/admin/u3adm/P129486,20,P129486.20.3,o ii 3
3050994,4(diš)-kam[]NU,epsd2/admin/u3adm/P129486,20,P129486.20.4,o ii 3
3050995,us[side]N,epsd2/admin/u3adm/P129486,20,P129486.20.5,o ii 3
3050996,2(geš₂)[]NU,epsd2/admin/u3adm/P129486,21,P129486.21.1,o ii 4
3050997,3(u)[]NU,epsd2/admin/u3adm/P129486,21,P129486.21.2,o ii 4
3050998,8(diš)[]NU,epsd2/admin/u3adm/P129486,21,P129486.21.3,o ii 4
3050999,udu[sheep]N,epsd2/admin/u3adm/P129486,21,P129486.21.4,o ii 4
3051000,niga[fattened]V/i,epsd2/admin/u3adm/P129486,21,P129486.21.5,o ii 4
3051001,3(diš)[]NU,epsd2/admin/u3adm/P129486,22,P129486.22.1,o ii 5
3051002,udu[sheep]N,epsd2/admin/u3adm/P129486,22,P129486.22.2,o ii 5
3051003,aslum[sheep]N,epsd2/admin/u3adm/P129486,22,P129486.22.3,o ii 5
3051004,niga[fattened]V/i,epsd2/admin/u3adm/P129486,22,P129486.22.4,o ii 5
3051005,1(u)[]NU,epsd2/admin/u3adm/P129486,23,P129486.23.1,o ii 6
3051006,7(diš)[]NU,epsd2/admin/u3adm/P129486,23,P129486.23.2,o ii 6
3051007,mašgal[goat]N,epsd2/admin/u3adm/P129486,23,P129486.23.3,o ii 6
3051008,niga[fattened]V/i,epsd2/admin/u3adm/P129486,23,P129486.23.4,o ii 6
3051009,3(geš₂)[]NU,epsd2/admin/u3adm/P129486,24,P129486.24.1,o ii 7
3051010,1(u)[]NU,epsd2/admin/u3adm/P129486,24,P129486.24.2,o ii 7
3051011,3(diš)[]NU,epsd2/admin/u3adm/P129486,24,P129486.24.3,o ii 7
3051012,udu[sheep]N,epsd2/admin/u3adm/P129486,24,P129486.24.4,o ii 7
3051013,niga[fattened]V/i,epsd2/admin/u3adm/P129486,24,P129486.24.5,o ii 7
3051014,gudeʾusa[drover]N,epsd2/admin/u3adm/P129486,24,P129486.24.6,o ii 7
3051015,1(geš₂)[]NU,epsd2/admin/u3adm/P129486,25,P129486.25.1,o ii 8
3051016,2(diš)[]NU,epsd2/admin/u3adm/P129486,25,P129486.25.2,o ii 8
3051017,mašgal[goat]N,epsd2/admin/u3adm/P129486,25,P129486.25.3,o ii 8
3051018,niga[fattened]V/i,epsd2/admin/u3adm/P129486,25,P129486.25.4,o ii 8
3051019,gudeʾusa[drover]N,epsd2/admin/u3adm/P129486,25,P129486.25.5,o ii 8
3051020,1(u)[]NU,epsd2/admin/u3adm/P129486,26,P129486.26.1,o ii 9
3051021,8(diš)[]NU,epsd2/admin/u3adm/P129486,26,P129486.26.2,o ii 9
3051022,sila[lamb]N,epsd2/admin/u3adm/P129486,26,P129486.26.3,o ii 9
3051023,niga[fattened]V/i,epsd2/admin/u3adm/P129486,26,P129486.26.4,o ii 9
3051024,3(u)[]NU,epsd2/admin/u3adm/P129486,27,P129486.27.1,o ii 10
3051025,kir[lamb]N,epsd2/admin/u3adm/P129486,27,P129486.27.2,o ii 10
3051026,niga[fattened]V/i,epsd2/admin/u3adm/P129486,27,P129486.27.3,o ii 10
3051027,5(u)[]NU,epsd2/admin/u3adm/P129486,28,P129486.28.1,o ii 11
3051028,8(diš)[]NU,epsd2/admin/u3adm/P129486,28,P129486.28.2,o ii 11
3051029,ašgar[kid]N,epsd2/admin/u3adm/P129486,28,P129486.28.3,o ii 11
3051030,niga[fattened]V/i,epsd2/admin/u3adm/P129486,28,P129486.28.4,o ii 11
3051031,6(geš₂)[]NU,epsd2/admin/u3adm/P129486,29,P129486.29.1,o ii 12
3051032,1(u)[]NU,epsd2/admin/u3adm/P129486,29,P129486.29.2,o ii 12
3051033,3(diš)[]NU,epsd2/admin/u3adm/P129486,29,P129486.29.3,o ii 12
3051034,udu[sheep]N,epsd2/admin/u3adm/P129486,29,P129486.29.4,o ii 12
3051035,u[grass]N,epsd2/admin/u3adm/P129486,29,P129486.29.5,o ii 12
3051036,3(diš)[]NU,epsd2/admin/u3adm/P129486,30,P129486.30.1,o ii 13
3051037,udu[sheep]N,epsd2/admin/u3adm/P129486,30,P129486.30.2,o ii 13
3051038,ŋešdu[breeder]N,epsd2/admin/u3adm/P129486,30,P129486.30.3,o ii 13
3051039,u[grass]N,epsd2/admin/u3adm/P129486,30,P129486.30.4,o ii 13
3051040,2(diš)[]NU,epsd2/admin/u3adm/P129486,31,P129486.31.1,o ii 14
3051041,mašgal[goat]N,epsd2/admin/u3adm/P129486,31,P129486.31.2,o ii 14
3051042,u[grass]N,epsd2/admin/u3adm/P129486,31,P129486.31.3,o ii 14
3051043,3(diš)[]NU,epsd2/admin/u3adm/P129486,32,P129486.32.1,o ii 15
3051044,mašgal[goat]N,epsd2/admin/u3adm/P129486,32,P129486.32.2,o ii 15
3051045,ŋešdu[breeder]N,epsd2/admin/u3adm/P129486,32,P129486.32.3,o ii 15
3051046,u[grass]N,epsd2/admin/u3adm/P129486,32,P129486.32.4,o ii 15
3051047,1(geš₂)[]NU,epsd2/admin/u3adm/P129486,33,P129486.33.1,o ii 16
3051048,4(u)[]NU,epsd2/admin/u3adm/P129486,33,P129486.33.2,o ii 16
3051049,5(diš)[]NU,epsd2/admin/u3adm/P129486,33,P129486.33.3,o ii 16
3051050,u[ewe]N,epsd2/admin/u3adm/P129486,33,P129486.33.4,o ii 16
3051051,u[grass]N,epsd2/admin/u3adm/P129486,33,P129486.33.5,o ii 16
3051052,1(geš₂)[]NU,epsd2/admin/u3adm/P129486,34,P129486.34.1,o ii 17
3051053,1(diš)[]NU,epsd2/admin/u3adm/P129486,34,P129486.34.2,o ii 17
3051054,uzud[goat]N,epsd2/admin/u3adm/P129486,34,P129486.34.3,o ii 17
3051055,u[grass]N,epsd2/admin/u3adm/P129486,34,P129486.34.4,o ii 17
3051056,3(u)[]NU,epsd2/admin/u3adm/P129486,37,P129486.37.1,r i 1
3051057,7(diš)[]NU,epsd2/admin/u3adm/P129486,37,P129486.37.2,r i 1
3051058,sila[lamb]N,epsd2/admin/u3adm/P129486,37,P129486.37.3,r i 1
3051059,2(u)[]NU,epsd2/admin/u3adm/P129486,38,P129486.38.1,r i 2
3051060,1(diš)[]NU,epsd2/admin/u3adm/P129486,38,P129486.38.2,r i 2
3051061,ašgar[kid]N,epsd2/admin/u3adm/P129486,38,P129486.38.3,r i 2
3051062,3(u)[]NU,epsd2/admin/u3adm/P129486,39,P129486.39.1,r i 3
3051063,8(diš)[]NU,epsd2/admin/u3adm/P129486,39,P129486.39.2,r i 3
3051064,maš[goat]N,epsd2/admin/u3adm/P129486,39,P129486.39.3,r i 3
3051065,gaba[chest]N,epsd2/admin/u3adm/P129486,39,P129486.39.4,r i 3
3051066,2(u)[]NU,epsd2/admin/u3adm/P129486,40,P129486.40.1,r i 4
3051067,1(diš)[]NU,epsd2/admin/u3adm/P129486,40,P129486.40.2,r i 4
3051068,ašgar[kid]N,epsd2/admin/u3adm/P129486,40,P129486.40.3,r i 4
3051069,gaba[chest]N,epsd2/admin/u3adm/P129486,40,P129486.40.4,r i 4
3051070,break,epsd2/admin/u3adm/P129486,41,P129486.41,
3051071,šunigin[NA]NA,epsd2/admin/u3adm/P129486,42,P129486.42.1,r i 5
3051072,3(diš)[]NU,epsd2/admin/u3adm/P129486,42,P129486.42.2,r i 5
3051073,udu[sheep]N,epsd2/admin/u3adm/P129486,42,P129486.42.3,r i 5
3051074,niga[fattened]V/i,epsd2/admin/u3adm/P129486,42,P129486.42.4,r i 5
3051075,sag[rare]V/i,epsd2/admin/u3adm/P129486,42,P129486.42.5,r i 5
3051076,šunigin[NA]NA,epsd2/admin/u3adm/P129486,43,P129486.43.1,r i 6
3051077,7(diš)[]NU,epsd2/admin/u3adm/P129486,43,P129486.43.2,r i 6
3051078,udu[sheep]N,epsd2/admin/u3adm/P129486,43,P129486.43.3,r i 6
3051079,niga[fattened]V/i,epsd2/admin/u3adm/P129486,43,P129486.43.4,r i 6
3051080,sag[rare]V/i,epsd2/admin/u3adm/P129486,43,P129486.43.5,r i 6
3051081,us[side]N,epsd2/admin/u3adm/P129486,43,P129486.43.6,r i 6
3051082,šunigin[NA]NA,epsd2/admin/u3adm/P129486,44,P129486.44.1,r i 7
3051083,3(diš)[]NU,epsd2/admin/u3adm/P129486,44,P129486.44.2,r i 7
3051084,u[ewe]N,epsd2/admin/u3adm/P129486,44,P129486.44.3,r i 7
3051085,niga[fattened]V/i,epsd2/admin/u3adm/P129486,44,P129486.44.4,r i 7
3051086,sag[rare]V/i,epsd2/admin/u3adm/P129486,44,P129486.44.5,r i 7
3051087,us[side]N,epsd2/admin/u3adm/P129486,44,P129486.44.6,r i 7
3051088,šunigin[NA]NA,epsd2/admin/u3adm/P129486,45,P129486.45.1,r i 8
3051089,3(diš)[]NU,epsd2/admin/u3adm/P129486,45,P129486.45.2,r i 8
3051090,mašgal[goat]N,epsd2/admin/u3adm/P129486,45,P129486.45.3,r i 8
3051091,niga[fattened]V/i,epsd2/admin/u3adm/P129486,45,P129486.45.4,r i 8
3051092,sag[rare]V/i,epsd2/admin/u3adm/P129486,45,P129486.45.5,r i 8
3051093,us[side]N,epsd2/admin/u3adm/P129486,45,P129486.45.6,r i 8
3051094,šunigin[NA]NA,epsd2/admin/u3adm/P129486,46,P129486.46.1,r i 9
3051095,2(geš₂)[]NU,epsd2/admin/u3adm/P129486,46,P129486.46.2,r i 9
3051096,3(diš)[]NU,epsd2/admin/u3adm/P129486,46,P129486.46.3,r i 9
