,lemma,id_text,id_line,id_word,label
1375133,1(diš)-kam[]NU,epsd2/admin/u3adm/P211684,13,P211684.13.4,r 4
1375134,ki[place]N,epsd2/admin/u3adm/P211684,14,P211684.14.1,r 5
1375135,lu₂-dingir-ra-ta[]PN,epsd2/admin/u3adm/P211684,14,P211684.14.2,r 5
1375136,ur-nigar{gar}[]PN,epsd2/admin/u3adm/P211684,15,P211684.15.1,r 6
1375137,šu[hand]N,epsd2/admin/u3adm/P211684,15,P211684.15.2,r 6
1375138,teŋ[approach]V/i,epsd2/admin/u3adm/P211684,15,P211684.15.3,r 6
1375139,itud[moon]N,epsd2/admin/u3adm/P211684,16,P211684.16.1,r 7
1375140,u₅-bi₂-gu₇[]MN,epsd2/admin/u3adm/P211684,16,P211684.16.2,r 7
1375141,mu[name]N,epsd2/admin/u3adm/P211684,17,P211684.17.1,r 8
1375142,us[follow]V/t,epsd2/admin/u3adm/P211684,17,P211684.17.2,r 8
1375143,ur-bi₂-lum{ki}[]GN,epsd2/admin/u3adm/P211684,17,P211684.17.3,r 8
1375144,hulu[bad]V/i,epsd2/admin/u3adm/P211684,17,P211684.17.4,r 8
1375145,1(diš)[]NU,epsd2/admin/u3adm/P104816,3,P104816.3.1,o 1
1375146,gud[ox]N,epsd2/admin/u3adm/P104816,3,P104816.3.2,o 1
1375147,niga[fattened]V/i,epsd2/admin/u3adm/P104816,3,P104816.3.3,o 1
1375148,mu.DU[delivery]N,epsd2/admin/u3adm/P104816,4,P104816.4.1,o 2
1375149,lugal[king]N,epsd2/admin/u3adm/P104816,4,P104816.4.2,o 2
1375150,kišib[seal]N,epsd2/admin/u3adm/P104816,5,P104816.5.1,o 3
1375151,ar-ši-ah[]PN,epsd2/admin/u3adm/P104816,5,P104816.5.2,o 3
1375152,ensik[ruler]N,epsd2/admin/u3adm/P104816,5,P104816.5.3,o 3
1375153,babila{ki}[]GN,epsd2/admin/u3adm/P104816,5,P104816.5.4,o 3
1375154,ki[place]N,epsd2/admin/u3adm/P104816,6,P104816.6.1,o 4
1375155,ur-šu-ga-lam-ma-ta[]PN,epsd2/admin/u3adm/P104816,6,P104816.6.2,o 4
1375156,zig[rise]V/i,epsd2/admin/u3adm/P104816,6,P104816.6.3,o 4
1375157,šag[heart]N,epsd2/admin/u3adm/P104816,8,P104816.8.1,r 1
1375158,uri₅{ki}-ma[]GN,epsd2/admin/u3adm/P104816,8,P104816.8.2,r 1
1375159,break,epsd2/admin/u3adm/P104816,9,P104816.9,
1375160,itud[moon]N,epsd2/admin/u3adm/P104816,10,P104816.10.1,r 2
1375161,maš-da₃-gu₇[]MN,epsd2/admin/u3adm/P104816,10,P104816.10.2,r 2
1375162,mu[name]N,epsd2/admin/u3adm/P104816,11,P104816.11.1,r 3
1375163,en[priest]N,epsd2/admin/u3adm/P104816,11,P104816.11.2,r 3
1375164,{d}nanna[]DN,epsd2/admin/u3adm/P104816,11,P104816.11.3,r 3
1375165,hulu[bad]V/i,epsd2/admin/u3adm/P104816,11,P104816.11.4,r 3
1375196,1(diš)[]NU,epsd2/admin/u3adm/P131856,3,P131856.3.1,o 1
1375197,udu[sheep]N,epsd2/admin/u3adm/P131856,3,P131856.3.2,o 1
1375198,2(diš)[]NU,epsd2/admin/u3adm/P131856,4,P131856.4.1,o 2
1375199,mašgal[goat]N,epsd2/admin/u3adm/P131856,4,P131856.4.2,o 2
1375200,3(diš)[]NU,epsd2/admin/u3adm/P131856,5,P131856.5.1,o 3
1375201,kir[lamb]N,epsd2/admin/u3adm/P131856,5,P131856.5.2,o 3
1375202,ga[milk]N,epsd2/admin/u3adm/P131856,5,P131856.5.3,o 3
1375203,uš[die]V/i,epsd2/admin/u3adm/P131856,6,P131856.6.1,o 4
1375204,ud[sun]N,epsd2/admin/u3adm/P131856,6,P131856.6.2,o 4
1375205,2(u)[]NU,epsd2/admin/u3adm/P131856,6,P131856.6.3,o 4
1375206,2(diš)-kam[]NU,epsd2/admin/u3adm/P131856,6,P131856.6.4,o 4
1375207,ki[place]N,epsd2/admin/u3adm/P131856,7,P131856.7.1,o 5
1375208,na-lu₅-ta[]PN,epsd2/admin/u3adm/P131856,7,P131856.7.2,o 5
1375209,ur-nigar{gar}[]PN,epsd2/admin/u3adm/P131856,9,P131856.9.1,r 1
1375210,šu[hand]N,epsd2/admin/u3adm/P131856,10,P131856.10.1,r 2
1375211,teŋ[approach]V/i,epsd2/admin/u3adm/P131856,10,P131856.10.2,r 2
1375212,itud[moon]N,epsd2/admin/u3adm/P131856,11,P131856.11.1,r 3
1375213,ezem-me-ki-gal₂[]MN,epsd2/admin/u3adm/P131856,11,P131856.11.2,r 3
1375214,mu[name]N,epsd2/admin/u3adm/P131856,12,P131856.12.1,r 4
1375215,{d}amar-{d}suen[]PN,epsd2/admin/u3adm/P131856,12,P131856.12.2,r 4
1375216,lugal[king]N,epsd2/admin/u3adm/P131856,12,P131856.12.3,r 4
1375217,ur-bi₂-lum{ki}[]GN,epsd2/admin/u3adm/P131856,12,P131856.12.4,r 4
1375218,hulu[bad]V/i,epsd2/admin/u3adm/P131856,12,P131856.12.5,r 4
1375265,1(diš)[]NU,epsd2/admin/u3adm/P136307,3,P136307.3.1,o 1
1375266,udu[sheep]N,epsd2/admin/u3adm/P136307,3,P136307.3.2,o 1
1375267,u[grass]N,epsd2/admin/u3adm/P136307,3,P136307.3.3,o 1
1375268,x[NA]NA,epsd2/admin/u3adm/P136307,4,P136307.4.1,o 2
1375269,mašgal[goat]N,epsd2/admin/u3adm/P136307,4,P136307.4.2,o 2
1375270,u[grass]N,epsd2/admin/u3adm/P136307,4,P136307.4.3,o 2
1375271,x[NA]NA,epsd2/admin/u3adm/P136307,5,P136307.5.1,o 3
1375272,sadug[offerings]N,epsd2/admin/u3adm/P136307,5,P136307.5.2,o 3
1375273,urgir[dog]N,epsd2/admin/u3adm/P136307,5,P136307.5.3,o 3
1375274,x[NA]NA,epsd2/admin/u3adm/P136307,6,P136307.6.1,o 4
1375275,puzur₄-{d}en-lil₂[NA]NA,epsd2/admin/u3adm/P136307,6,P136307.6.2,o 4
1375276,sipad[shepherd]N,epsd2/admin/u3adm/P136307,7,P136307.7.1,o 5
1375277,urgir[dog]N,epsd2/admin/u3adm/P136307,7,P136307.7.2,o 5
1375278,šu[hand]N,epsd2/admin/u3adm/P136307,8,P136307.8.1,o 6
1375279,teŋ[approach]V/i,epsd2/admin/u3adm/P136307,8,P136307.8.2,o 6
1375280,ugula[overseer]N,epsd2/admin/u3adm/P136307,9,P136307.9.1,o 7
1375281,na-we-er-dingir[NA]NA,epsd2/admin/u3adm/P136307,9,P136307.9.2,o 7
1375282,ki[place]N,epsd2/admin/u3adm/P136307,11,P136307.11.1,r 1
1375283,ur-ku₃-nun-na-ta[]PN,epsd2/admin/u3adm/P136307,11,P136307.11.2,r 1
1375284,zig[rise]V/i,epsd2/admin/u3adm/P136307,12,P136307.12.1,r 2
1375285,ŋiri[foot]N,epsd2/admin/u3adm/P136307,13,P136307.13.1,r 3
1375286,nu-ur₂-{d}iškur[]PN,epsd2/admin/u3adm/P136307,13,P136307.13.2,r 3
1375287,dubsar[scribe]N,epsd2/admin/u3adm/P136307,13,P136307.13.3,r 3
1375288,itud[moon]N,epsd2/admin/u3adm/P136307,14,P136307.14.1,r 4
1375289,ses-da-gu₇[]MN,epsd2/admin/u3adm/P136307,14,P136307.14.2,r 4
1375290,mu[name]N,epsd2/admin/u3adm/P136307,15,P136307.15.1,r 5
1375291,{d}šu-{d}suen[]TN,epsd2/admin/u3adm/P136307,15,P136307.15.2,r 5
1375292,lugal[king]N,epsd2/admin/u3adm/P136307,16,P136307.16.1,r 6
1375293,uri₅{ki}-ma-ke₄[]GN,epsd2/admin/u3adm/P136307,16,P136307.16.2,r 6
1375294,e[house]N,epsd2/admin/u3adm/P136307,17,P136307.17.1,r 7
1375295,{d}šara₂[]TN,epsd2/admin/u3adm/P136307,17,P136307.17.2,r 7
1375296,umma{ki}-ka[]GN,epsd2/admin/u3adm/P136307,17,P136307.17.3,r 7
1375297,du[build]V/t,epsd2/admin/u3adm/P136307,17,P136307.17.4,r 7
1375298,2(u)[]NU,epsd2/admin/u3adm/P136307,19,P136307.19.1,l.e. 1
1375378,3(diš)[]NU,epsd2/admin/u3adm/P103279,3,P103279.3.1,o 1
1375379,sila[lamb]N,epsd2/admin/u3adm/P103279,3,P103279.3.2,o 1
1375380,kiŋgia[messenger]N,epsd2/admin/u3adm/P103279,3,P103279.3.3,o 1
1375381,1(u)[]NU,epsd2/admin/u3adm/P103279,4,P103279.4.1,o 2
1375382,lal[small]V/i,epsd2/admin/u3adm/P103279,4,P103279.4.2,o 2
1375383,1(diš)[]NU,epsd2/admin/u3adm/P103279,4,P103279.4.3,o 2
1375384,sila[lamb]N,epsd2/admin/u3adm/P103279,4,P103279.4.4,o 2
1375385,7(diš)[]NU,epsd2/admin/u3adm/P103279,4,P103279.4.5,o 2
1375386,maš[goat]N,epsd2/admin/u3adm/P103279,4,P103279.4.6,o 2
1375387,gub[stand]V/i,epsd2/admin/u3adm/P103279,5,P103279.5.1,o 3
1375388,itud[moon]N,epsd2/admin/u3adm/P103279,5,P103279.5.2,o 3
1375389,ud[sun]N,epsd2/admin/u3adm/P103279,5,P103279.5.3,o 3
1375390,2(u)[]NU,epsd2/admin/u3adm/P103279,5,P103279.5.4,o 3
1375391,4(diš)[]NU,epsd2/admin/u3adm/P103279,5,P103279.5.5,o 3
1375392,zal[pass]V/t,epsd2/admin/u3adm/P103279,5,P103279.5.6,o 3
1375393,8(diš)[]NU,epsd2/admin/u3adm/P103279,6,P103279.6.1,o 4
1375394,sila[lamb]N,epsd2/admin/u3adm/P103279,6,P103279.6.2,o 4
1375395,2(diš)[]NU,epsd2/admin/u3adm/P103279,6,P103279.6.3,o 4
1375396,maš[goat]N,epsd2/admin/u3adm/P103279,6,P103279.6.4,o 4
1375397,ki[place]N,epsd2/admin/u3adm/P103279,7,P103279.7.1,o 5
1375398,a-a-dingir-ta[]PN,epsd2/admin/u3adm/P103279,7,P103279.7.2,o 5
1375399,2(diš)[]NU,epsd2/admin/u3adm/P103279,8,P103279.8.1,o 6
1375400,sila[lamb]N,epsd2/admin/u3adm/P103279,8,P103279.8.2,o 6
1375401,laʾu[arrears]N,epsd2/admin/u3adm/P103279,8,P103279.8.3,o 6
1375402,eridu{ki}[]GN,epsd2/admin/u3adm/P103279,8,P103279.8.4,o 6
1375403,3(u)[]NU,epsd2/admin/u3adm/P103279,9,P103279.9.1,o 7
1375404,1(diš)[]NU,epsd2/admin/u3adm/P103279,9,P103279.9.2,o 7
1375405,šag[heart]N,epsd2/admin/u3adm/P103279,10,P103279.10.1,o 8
1375406,1(diš)[]NU,epsd2/admin/u3adm/P103279,11,P103279.11.1,o 9
1375407,sila[lamb]N,epsd2/admin/u3adm/P103279,11,P103279.11.2,o 9
1375408,{d}inanna[]TN,epsd2/admin/u3adm/P103279,11,P103279.11.3,o 9
1375409,1(diš)[]NU,epsd2/admin/u3adm/P103279,12,P103279.12.1,o 10
1375410,sila[lamb]N,epsd2/admin/u3adm/P103279,12,P103279.12.2,o 10
1375411,{d}na-na-a[]DN,epsd2/admin/u3adm/P103279,12,P103279.12.3,o 10
1375412,ud[sun]N,epsd2/admin/u3adm/P103279,13,P103279.13.1,o 11
1375413,2(u)[]NU,epsd2/admin/u3adm/P103279,13,P103279.13.2,o 11
1375414,8(diš)-kam[]NU,epsd2/admin/u3adm/P103279,13,P103279.13.3,o 11
1375415,1(diš)[]NU,epsd2/admin/u3adm/P103279,14,P103279.14.1,o 12
1375416,sila[lamb]N,epsd2/admin/u3adm/P103279,14,P103279.14.2,o 12
1375417,{d}lamma[]PN,epsd2/admin/u3adm/P103279,14,P103279.14.3,o 12
1375418,lugal[king]N,epsd2/admin/u3adm/P103279,14,P103279.14.4,o 12
1375419,ud[sun]N,epsd2/admin/u3adm/P103279,15,P103279.15.1,o 13
1375420,3(u)-kam[]NU,epsd2/admin/u3adm/P103279,15,P103279.15.2,o 13
1375421,break,epsd2/admin/u3adm/P103279,17,P103279.17,
1375422,mu[name]N,epsd2/admin/u3adm/P103279,18,P103279.18.1,r 1'
1375423,{d}i-bi₂-{d}suen[]PN,epsd2/admin/u3adm/P103279,18,P103279.18.2,r 1'
1375424,lugal[king]N,epsd2/admin/u3adm/P103279,18,P103279.18.3,r 1'
1375571,1(diš)[]NU,epsd2/admin/u3adm/P132011,3,P132011.3.1,o 1
1375572,gud[ox]N,epsd2/admin/u3adm/P132011,3,P132011.3.2,o 1
1375573,a[water]N,epsd2/admin/u3adm/P132011,3,P132011.3.3,o 1
1375574,am[bull]N,epsd2/admin/u3adm/P132011,3,P132011.3.4,o 1
1375575,1(diš)[]NU,epsd2/admin/u3adm/P132011,4,P132011.4.1,o 2
1375576,gukkal[sheep]N,epsd2/admin/u3adm/P132011,4,P132011.4.2,o 2
1375577,niga[fattened]V/i,epsd2/admin/u3adm/P132011,4,P132011.4.3,o 2
1375578,3(diš)[]NU,epsd2/admin/u3adm/P132011,5,P132011.5.1,o 3
1375579,udu[sheep]N,epsd2/admin/u3adm/P132011,5,P132011.5.2,o 3
1375580,1(diš)[]NU,epsd2/admin/u3adm/P132011,6,P132011.6.1,o 4
1375581,u[ewe]N,epsd2/admin/u3adm/P132011,6,P132011.6.2,o 4
1375582,1(diš)[]NU,epsd2/admin/u3adm/P132011,7,P132011.7.1,o 5
1375583,sila[lamb]N,epsd2/admin/u3adm/P132011,7,P132011.7.2,o 5
1375584,1(diš)[]NU,epsd2/admin/u3adm/P132011,8,P132011.8.1,o 6
1375585,kir[lamb]N,epsd2/admin/u3adm/P132011,8,P132011.8.2,o 6
1375586,uš[die]V/i,epsd2/admin/u3adm/P132011,9,P132011.9.1,o 7
1375587,ud[sun]N,epsd2/admin/u3adm/P132011,10,P132011.10.1,o 8
1375588,2(u)[]NU,epsd2/admin/u3adm/P132011,10,P132011.10.2,o 8
1375589,7(diš)-kam[]NU,epsd2/admin/u3adm/P132011,10,P132011.10.3,o 8
1375590,ki[place]N,epsd2/admin/u3adm/P132011,12,P132011.12.1,r 1
1375591,{d}šul-gi-a-a-mu-ta[]PN,epsd2/admin/u3adm/P132011,12,P132011.12.2,r 1
1375592,ur-nigar{gar}[]PN,epsd2/admin/u3adm/P132011,13,P132011.13.1,r 2
1375593,šu[hand]N,epsd2/admin/u3adm/P132011,14,P132011.14.1,r 3
1375594,teŋ[approach]V/i,epsd2/admin/u3adm/P132011,14,P132011.14.2,r 3
1375595,itud[moon]N,epsd2/admin/u3adm/P132011,15,P132011.15.1,r 4
1375596,akiti[festival]N,epsd2/admin/u3adm/P132011,15,P132011.15.2,r 4
1375597,mu[name]N,epsd2/admin/u3adm/P132011,16,P132011.16.1,r 5
1375598,{d}amar-{d}suen[]PN,epsd2/admin/u3adm/P132011,16,P132011.16.2,r 5
1375599,lugal[king]N,epsd2/admin/u3adm/P132011,16,P132011.16.3,r 5
1375600,ur-bi₂-lum{ki}[]GN,epsd2/admin/u3adm/P132011,16,P132011.16.4,r 5
1375601,hulu[bad]V/i,epsd2/admin/u3adm/P132011,16,P132011.16.5,r 5
1375602,1(diš)[]NU,epsd2/admin/u3adm/P132011,18,P132011.18.1,l.e. 1
1375603,gud[ox]N,epsd2/admin/u3adm/P132011,18,P132011.18.2,l.e. 1
1375604,7(diš)[]NU,epsd2/admin/u3adm/P132011,18,P132011.18.3,l.e. 1
1375605,udu[sheep]N,epsd2/admin/u3adm/P132011,18,P132011.18.4,l.e. 1
1375966,1(diš)[]NU,epsd2/admin/u3adm/P303467,3,P303467.3.1,o 1
1375967,udu[sheep]N,epsd2/admin/u3adm/P303467,3,P303467.3.2,o 1
1375968,niga[fattened]V/i,epsd2/admin/u3adm/P303467,3,P303467.3.3,o 1
1375969,2(diš)[]NU,epsd2/admin/u3adm/P303467,4,P303467.4.1,o 2
1375970,udu[sheep]N,epsd2/admin/u3adm/P303467,4,P303467.4.2,o 2
1375971,1(diš)[]NU,epsd2/admin/u3adm/P303467,5,P303467.5.1,o 3
1375972,u[ewe]N,epsd2/admin/u3adm/P303467,5,P303467.5.2,o 3
1375973,uš[die]V/i,epsd2/admin/u3adm/P303467,6,P303467.6.1,o 4
1375974,ud[sun]N,epsd2/admin/u3adm/P303467,7,P303467.7.1,o 5
1375975,3(u)-kam[]NU,epsd2/admin/u3adm/P303467,7,P303467.7.2,o 5
1375976,ki[place]N,epsd2/admin/u3adm/P303467,9,P303467.9.1,r 1
1375977,na-lu₅-ta[]PN,epsd2/admin/u3adm/P303467,9,P303467.9.2,r 1
1375978,ur-nigar{gar}[]PN,epsd2/admin/u3adm/P303467,10,P303467.10.1,r 2
1375979,šu[hand]N,epsd2/admin/u3adm/P303467,11,P303467.11.1,r 3
1375980,teŋ[approach]V/i,epsd2/admin/u3adm/P303467,11,P303467.11.2,r 3
1375981,itud[moon]N,epsd2/admin/u3adm/P303467,12,P303467.12.1,r 4
1375982,akiti[festival]N,epsd2/admin/u3adm/P303467,12,P303467.12.2,r 4
1375983,mu[name]N,epsd2/admin/u3adm/P303467,13,P303467.13.1,r 5
1375984,ki-maš{ki}[]GN,epsd2/admin/u3adm/P303467,13,P303467.13.2,r 5
1375985,hu-ur₅-ti{ki}[]GN,epsd2/admin/u3adm/P303467,13,P303467.13.3,r 5
1375986,hulu[bad]V/i,epsd2/admin/u3adm/P303467,13,P303467.13.4,r 5
1376210,4(geš₂)[]NU,epsd2/admin/u3adm/P118459,4,P118459.4.1,o i 1
1376211,1(u)[]NU,epsd2/admin/u3adm/P118459,4,P118459.4.2,o i 1
1376212,2(diš)[]NU,epsd2/admin/u3adm/P118459,4,P118459.4.3,o i 1
1376213,maš[goat]N,epsd2/admin/u3adm/P118459,4,P118459.4.4,o i 1
1376214,ki[place]N,epsd2/admin/u3adm/P118459,5,P118459.5.1,o i 2
1376215,udu[sheep]N,epsd2/admin/u3adm/P118459,5,P118459.5.2,o i 2
1376216,ha-ma-zi₂{ki}[]GN,epsd2/admin/u3adm/P118459,5,P118459.5.3,o i 2
1376217,x[NA]NA,epsd2/admin/u3adm/P118459,6,P118459.6.1,o i 3
1376218,2(u)[]NU,epsd2/admin/u3adm/P118459,6,P118459.6.2,o i 3
1376219,1(diš)[]NU,epsd2/admin/u3adm/P118459,6,P118459.6.3,o i 3
1376220,udu[sheep]N,epsd2/admin/u3adm/P118459,6,P118459.6.4,o i 3
1376221,ki[place]N,epsd2/admin/u3adm/P118459,7,P118459.7.1,o i 4
1376222,udu[sheep]N,epsd2/admin/u3adm/P118459,7,P118459.7.2,o i 4
1376223,maš-kan₂[NA]NA,epsd2/admin/u3adm/P118459,7,P118459.7.3,o i 4
1376224,du-du{ki}[]GN,epsd2/admin/u3adm/P118459,7,P118459.7.4,o i 4
1376225,x[NA]NA,epsd2/admin/u3adm/P118459,8,P118459.8.1,o i 5
1376226,udu[sheep]N,epsd2/admin/u3adm/P118459,8,P118459.8.2,o i 5
1376227,ki[place]N,epsd2/admin/u3adm/P118459,9,P118459.9.1,o i 6
1376228,lugal-ezem-ta[]PN,epsd2/admin/u3adm/P118459,9,P118459.9.2,o i 6
1376229,x[NA]NA,epsd2/admin/u3adm/P118459,10,P118459.10.1,o i 7
1376230,udu[sheep]N,epsd2/admin/u3adm/P118459,10,P118459.10.2,o i 7
1376231,ki[place]N,epsd2/admin/u3adm/P118459,10,P118459.10.3,o i 7
1376232,ARAD₂-ta[NA]NA,epsd2/admin/u3adm/P118459,10,P118459.10.4,o i 7
1376233,x[NA]NA,epsd2/admin/u3adm/P118459,11,P118459.11.1,o i 8
1376234,udu[sheep]N,epsd2/admin/u3adm/P118459,11,P118459.11.2,o i 8
1376235,ki[place]N,epsd2/admin/u3adm/P118459,11,P118459.11.3,o i 8
1376236,ensik[ruler]N,epsd2/admin/u3adm/P118459,11,P118459.11.4,o i 8
1376237,aš₂-nun-na{ki}-ta[]GN,epsd2/admin/u3adm/P118459,11,P118459.11.5,o i 8
1376238,x[NA]NA,epsd2/admin/u3adm/P118459,12,P118459.12.1,o i 9
1376239,2(diš)[]NU,epsd2/admin/u3adm/P118459,12,P118459.12.2,o i 9
1376240,udu[sheep]N,epsd2/admin/u3adm/P118459,12,P118459.12.3,o i 9
1376241,ki[place]N,epsd2/admin/u3adm/P118459,13,P118459.13.1,o i 10
1376242,tu-ra-am-i₃-li₂-ta[]PN,epsd2/admin/u3adm/P118459,13,P118459.13.2,o i 10
1376243,x[NA]NA,epsd2/admin/u3adm/P118459,14,P118459.14.1,o i 11
1376244,6(diš)[]NU,epsd2/admin/u3adm/P118459,14,P118459.14.2,o i 11
1376245,udu[sheep]N,epsd2/admin/u3adm/P118459,14,P118459.14.3,o i 11
1376246,ki[place]N,epsd2/admin/u3adm/P118459,15,P118459.15.1,o i 12
1376247,iš-me-dingir-ta[]PN,epsd2/admin/u3adm/P118459,15,P118459.15.2,o i 12
1376248,x[NA]NA,epsd2/admin/u3adm/P118459,16,P118459.16.1,o i 13
1376249,udu[sheep]N,epsd2/admin/u3adm/P118459,16,P118459.16.2,o i 13
1376250,uš[die]V/i,epsd2/admin/u3adm/P118459,16,P118459.16.3,o i 13
1376251,ki[place]N,epsd2/admin/u3adm/P118459,17,P118459.17.1,o i 14
1376252,a-a-dingir-ta[]PN,epsd2/admin/u3adm/P118459,17,P118459.17.2,o i 14
1376253,7(geš₂)[]NU,epsd2/admin/u3adm/P118459,18,P118459.18.1,o i 15
1376254,4(u)[]NU,epsd2/admin/u3adm/P118459,18,P118459.18.2,o i 15
1376255,5(diš)[]NU,epsd2/admin/u3adm/P118459,18,P118459.18.3,o i 15
1376256,x-ta[NA]NA,epsd2/admin/u3adm/P118459,19,P118459.19.1,o i 16
1376257,1(u)[]NU,epsd2/admin/u3adm/P118459,21,P118459.21.1,o ii 1
1376258,1(diš)[]NU,epsd2/admin/u3adm/P118459,21,P118459.21.2,o ii 1
1376259,udu[sheep]N,epsd2/admin/u3adm/P118459,21,P118459.21.3,o ii 1
1376260,ara[times]N,epsd2/admin/u3adm/P118459,21,P118459.21.4,o ii 1
1376261,1(diš)-kam[]NU,epsd2/admin/u3adm/P118459,21,P118459.21.5,o ii 1
1376262,8(diš)[]NU,epsd2/admin/u3adm/P118459,22,P118459.22.1,o ii 2
1376263,udu[sheep]N,epsd2/admin/u3adm/P118459,22,P118459.22.2,o ii 2
1376264,ara[times]N,epsd2/admin/u3adm/P118459,22,P118459.22.3,o ii 2
1376265,2(diš)-kam[]NU,epsd2/admin/u3adm/P118459,22,P118459.22.4,o ii 2
1376266,ešeš[festival]N,epsd2/admin/u3adm/P118459,23,P118459.23.1,o ii 3
1376267,1(u)[]NU,epsd2/admin/u3adm/P118459,24,P118459.24.1,o ii 4
1376268,3(diš)[]NU,epsd2/admin/u3adm/P118459,24,P118459.24.2,o ii 4
1376269,udu[sheep]N,epsd2/admin/u3adm/P118459,24,P118459.24.3,o ii 4
1376270,ŋi[night]N,epsd2/admin/u3adm/P118459,24,P118459.24.4,o ii 4
1376271,7(diš)[]NU,epsd2/admin/u3adm/P118459,25,P118459.25.1,o ii 5
1376272,udu[sheep]N,epsd2/admin/u3adm/P118459,25,P118459.25.2,o ii 5
1376273,ur-{d}iškur[]PN,epsd2/admin/u3adm/P118459,25,P118459.25.3,o ii 5
1376274,1(diš)[]NU,epsd2/admin/u3adm/P118459,26,P118459.26.1,o ii 6
1376275,udu[sheep]N,epsd2/admin/u3adm/P118459,26,P118459.26.2,o ii 6
1376276,lugal-ezem[]PN,epsd2/admin/u3adm/P118459,26,P118459.26.3,o ii 6
1376277,1(diš)[]NU,epsd2/admin/u3adm/P118459,27,P118459.27.1,o ii 7
1376278,udu[sheep]N,epsd2/admin/u3adm/P118459,27,P118459.27.2,o ii 7
1376279,ur-{d}šara₂[]PN,epsd2/admin/u3adm/P118459,27,P118459.27.3,o ii 7
