name;professions
be-li₂-a-zu;{'dubsar[scribe]'}
be-li₂-ba-ni;{'u[and]', 'FN', 'lu[person]'}
be-li₂-du₁₀;{'kurušda[fattener]', 'ragaba[rider]', 'muhaldim[cook]', 'uddatuš[jester]'}
be-li₂-i₃-li₂;{'ragaba[rider]', 'u', 'PN'}
be-li₂-kal;{'kuš[official]'}
be-li₂-šar;{'lu[person]'}
be₆-bu-ru;{'galamah[singer]'}
bi-in-gu-bi-iš;{'kurušda[fattener]'}
bil₂-li;{'lu[person]'}
bi₂-bi₂;{'dam[spouse]', 'šabra[administrator]'}
bi₂-bi₂-a;{'maššugidgid[diviner]', 'nubanda[overseer]', 'lu[person]'}
bi₂-bi₂-a#;{'maššugidgid[diviner]'}
bi₂-du₁₁-i₃-sa₆;{'ragaba[rider]', 'sukkal[secretary]'}
bi₂-na-tum;{'dumu[child]'}
bi₂-za-ti;{'nubanda[overseer]'}
bi₂-zu-a;{'nin[sister]'}
bu-bu;{'nubanda[overseer]'}
bu-du-ur₂;{'lu[person]'}
bu-ku-[šum];{'ragaba[rider]'}
bu-ku-šum;{'nubanda[overseer]', 'ragaba[rider]', 'šabra[administrator]'}
bu-la-lum;{'šagia[cup-bearer]'}
bu-la-mu;{'unud[cowherd]'}
bu-lu-lu;{'lu[person]'}
bu-ri₂-tum;{'GN'}
bu-zu-a;{'lu[person]'}
bu-zu-zu;{'šagia[cup-bearer]'}
bu-ša-am;{'lu[person]', 'sukkal[secretary]', 'ensik[ruler]'}
bu-ša-am?;{'sukkal[secretary]'}
bur-ma-ma;{'nubanda[overseer]', 'AN', 'damgar[merchant]', 'sukkal[secretary]'}
bur-na-zu;{'mu[year]'}
bur-{d}iškur;{'nubanda[overseer]'}
bur-{d}mer;{'nubanda[overseer]'}
bu₃-ka-ka;{'simug[smith]'}
bu₃-lu₅;{'PN'}
bu₃-lu₅-lu₅;{'PN'}
bu₃-u₂-da-a;{'damgar[merchant]'}
bu₃-ša-am;{'lu[person]', 'sukkal[secretary]'}
bu₃-šu-du;{'lu[person]'}
bu₃?-ša-am;{'lu[person]'}
da-[...];{'ensik[ruler]'}
da-a-a;{'AN', 'šeš[brother]', 'u', 'šabra[administrator]', 'PN', 'sukkal[secretary]', 'nubanda[overseer]'}
da-a-a-ni;{'X', 'muhaldim[cook]'}
da-a-a-ti;{'dubsar[scribe]'}
da-a-da;{'kurušda[fattener]'}
da-a-ga;{'ŋal[be]'}
da-a-ti;{'dubsar[scribe]', 'kuš[official]'}
da-a-zi;{'lu[person]'}
da-a-zi-te;{'lu[person]'}
da-a-zi-te#;{'lu[person]'}
da-bad₃-da;{'X', 'PN'}
da-da-<ga>;{'ensik[ruler]'}
da-da-a;{'susig[flayer]', 'šarrabdu[administrator]', 'nubanda[overseer]', 'u', 'sukkal[secretary]'}
da-da-ga;{'ŋar[place]', 'nubanda[overseer]', 'ensik[ruler]'}
da-da-mu;{'dubsar[scribe]'}
da-da-ni;{'dubsar[scribe]', 'X', 'ensik[ruler]'}
da-da-u₃-x;{'u'}
da-ga;{'dumu[child]'}
da-gi;{'ugula[overseer]'}
da-hu-ni;{'X'}
da-num₂;{'nubanda[overseer]'}
da-ri₂-iš-ma-tum;{'emeda[nursemaid]'}
da-sal-ib-ri;{'lu[person]'}
da-šu-ug;{'X'}
dabₓ(U₈)-ba;{'PN'}
dam-ga-na#?;{'AN'}
dan-na-li;{'lu[person]'}
dan-num₂;{'šeš[brother]'}
dara₃-abzu;{'du[spread]'}
dara₃-abzu#;{'AN'}
di-ku₅-i₃-li₂;{'amarga[calf]', 'damgar[merchant]', 'muhaldim[cook]'}
dingir#-dan;{'sukkal[secretary]'}
dingir#-kal;{'nubanda[overseer]'}
dingir-DI-ma-at;{'šagia[cup-bearer]'}
dingir-DI?-ma-at;{'šagia[cup-bearer]'}
dingir-[kal];{'sukkal[secretary]'}
dingir-a-hi;{'lu[person]'}
dingir-a-zu;{'nubanda[overseer]', 'u', 'sukkal[secretary]'}
dingir-ba-[ni];{'sipad[shepherd]'}
dingir-ba-ni;{'nagada[herdsman]', 'AN', 'šabra[administrator]', 'PN', 'sipad[shepherd]', 'šagia[cup-bearer]', 'ensik[ruler]', 'sukkal[secretary]', 'hazanum[mayor]', 'nubanda[overseer]', 'X', 'muhaldim[cook]'}
dingir-dan;{'nagada[herdsman]', 'dubsar[scribe]', 'ŋiri[foot]', 'šabra[administrator]', 'PN', 'sukkal[secretary]', 'MAR.TU[westerner]', 'nubanda[overseer]', 'muhaldim[cook]'}
dingir-illat;{'dumu[child]'}
dingir-kal;{'sukkal[secretary]'}
dingir-kal-la;{'dubsar[scribe]'}
dingir-ki-ma-at;{'uš[die]', 'n'}
dingir-ku-zi-ri₂;{'muhaldim[cook]'}
dingir-la-ni;{'dumu[child]'}
dingir-li-li₂;{'dumu[child]'}
dingir-lugal#;{'AN'}
dingir-ra-bi₂;{'mu[year]', 'nubanda[overseer]', 'lu[person]', 'unud[cowherd]'}
dingir-sa₆-ga;{'unud[cowherd]'}
dingir-su-dan;{'arad[slave]'}
dingir-su-ra-bi₂;{'nubanda[overseer]', 'kuš[official]'}
dingir-sukkal;{'muhaldim[cook]', 'nubanda[overseer]', 'lu[person]'}
dingir-su₂-ra-bi₂;{'sipad[shepherd]'}
dingir-šu;{'sipad[shepherd]'}
dingir-šu-ki-in;{'nubanda[overseer]'}
dingir-šu-sipa;{'GN'}
dingir]-ba#-ni;{'nubanda[overseer]'}
dingir]-dan#;{'nubanda[overseer]'}
du-du-še₃;{'e[speak]'}
du-li-a;{'lu[person]'}
du-nu-um;{'šeš[brother]'}
du-ri-ib-bi₂-ik-ma;{'ensik[ruler]'}
du-uk-ra-ke₄;{'zid[right]'}
du-u₂-du;{'ašgab[leatherworker]', 'PN'}
du-šu-mu-um;{'dumu[child]', 'nubanda[overseer]', 'erin[people]'}
du₁₀-i₃-li₂;{'lu[person]', 'sipad[shepherd]', 'u[and]', 'šagia[cup-bearer]', 'agaʾus[soldier]', 'ensik[ruler]', 'muhaldim[cook]', 'kuš[official]'}
du₁₁!-ga-zi-da;{'kuš[official]'}
du₁₁#-ga#-zi-da;{'kuš[official]'}
du₁₁-ga#-[zi-da;{'kuš[official]'}
du₁₁-ga-[zi]-da;{'kuš[official]'}
du₁₁-ga-zi;{'kurušda[fattener]'}
du₁₁-ga-zi-da;{'kuš[official]'}
e-ba-tal;{'ragaba[rider]'}
e-er-{d}iškur;{'šagia[cup-bearer]'}
e-la-ak-nu-id;{'u[and]', 'nagada[herdsman]'}
e-la-la;{'tibira[sculptor]'}
e-la-nu-um;{'MAR.TU[westerner]'}
e-lam-ma-gum₂;{'ur[root]'}
e-ma-ma;{'damgar[merchant]'}
e-ni-iš#-a#-[gu]-um#;{'u'}
e-pi-ri;{'kuš[official]'}
e-te-el-pu₃!-{d}šul-gi;{'dubsar[scribe]'}
e-tu-um;{'lu[person]'}
e-ze₂-mi-na;{'ragaba[rider]'}
e-zu-un-{d}da-gan;{'lu[person]'}
edin-e-ki-ag₂;{'sukkal[secretary]', 'sipad[shepherd]'}
en#-mah-gal-an#-na;{'en[priest]'}
en#-mah-gal-an-na;{'en[priest]'}
en#-nun-e-[{d}amar]-{d}suen-ra-[ki]-ag₂#;{'en[priest]'}
en#-nun-e-{d}amar#-[{d}suen]-ra-ki-ag₂;{'en[priest]'}
en-[mah-gal]-an-na;{'en[priest]'}
en-bara₂;{'šagia[cup-bearer]'}
en-dingir-mu;{'zig[rise]', 'PN', 'sug[replace]'}
en-e;{'šudu[equipped]', 'iri[city]'}
en-e-ne;{'FN'}
en-ki;{'AN'}
en-mah-gal-[an-na];{'huŋ[hire]'}
en-mah-gal-[an]-na;{'en[priest]'}
en-mah-gal-an-[na];{'en[priest]'}
en-mah-gal-an-na;{'en[priest]', 'DN'}
en-mah-gal]-an-na;{'en[priest]'}
en-me-zi-an-na;{'en[priest]'}
en-nam-i₃-li₂;{'dubsar[scribe]'}
en-nam-{d}suen;{'nubanda[overseer]'}
en-nam-{d}šul-gi;{'muhaldim[cook]'}
en-ne₂;{'ki[place]'}
en-nun-e-{d}amar-[{d}]suen#-ra-ki-ag₂;{'en[priest]'}
en-nun-e]-{d}amar-{d}suen-ra-ki-[ag₂;{'en[priest]'}
en-nun]-ne₂#-{d}amar#-[{d}suen]-ki-ag₂;{'en[priest]'}
en-ubur-zi-[an-na;{'en[priest]'}
en-um-eš₁₈-dar;{'erešdiŋir[priestess]', 'munus[woman]'}
en-um-i₃-li₂;{'nagada[herdsman]', 'lu[person]', 'kugdim[smith]', 'šagia[cup-bearer]', 'FN', 'dumu[child]', 'ragaba[rider]', 'enkud[tax-collector]', 'hazanum[mayor]', 'muhaldim[cook]'}
en-um-{d}iškur;{'šarrabdu[administrator]'}
en-ur₂-ku₃-ge;{'idu[doorkeeper]'}
en-u₂-a;{'nagada[herdsman]'}
en-u₂-u₂;{'lu[person]'}
en-{d}nanše-[ki]-ag₂#;{'šagia[cup-bearer]'}
en-{d}nanše-ki#-ag₂;{'šagia[cup-bearer]'}
en-{d}nanše-ki-ag₂;{'šagia[cup-bearer]'}
en-ša₃-<ku₃>-ge;{'en[priest]'}
en-ša₃-ku₃#-[ge];{'en[priest]'}
en-ša₃-ku₃-ge;{'en[priest]', 'FN', 'šabra[administrator]'}
en]-mah#-gal-[an-na;{'en[priest]'}
en]-mah-gal-an-na;{'en[priest]'}
engar-du₁₀;{'lu[person]', 'ud[sun]'}
er₃#-re-šum;{'šarrabdu[administrator]'}
er₃#-re-šum#;{'šarrabdu[administrator]'}
er₃-pa₂-dan;{'nagada[herdsman]'}
er₃-ra-ba-ni;{'dubsar[scribe]', 'ugula[overseer]', 'kurušda[fattener]', 'ragaba[rider]', 'nubanda[overseer]', 'X', 'muhaldim[cook]'}
er₃-ra-dan;{'nagada[herdsman]'}
er₃-ra-na#-[da;{'šagia[cup-bearer]'}
er₃-ra-na-da;{'šagia[cup-bearer]'}
er₃-ra-na-dan;{'šagia[cup-bearer]'}
er₃-ra-nu-id;{'mušendu[bird-catcher]', 'dumu[child]'}
er₃-ra-ur-sag;{'dumu[child]', 'PN', 'ummia[expert]'}
er₃-ra-ur-sag-[ga₂];{'šeš[brother]'}
er₃-ra-ur-sag-ga₂?;{'tuku[acquire]'}
er₃-re-eb;{'dumu[child]', 'nubanda[overseer]', 'šeš[brother]'}
er₃-re-šum;{'šarrabdu[administrator]', 'nagada[herdsman]'}
er₃-tum-il-šu;{'nar[musician]'}
er₃-{d}nanna;{'sukkalmah[official]', 'sukkal[secretary]'}
er₃-šu-ti-dingir;{'nubanda[overseer]'}
ezem-{d}[...];{'ud[sun]'}
eš₁₈-dar-il-šu;{'FN'}
eš₁₈-dar-il₆-su;{'FN'}
eš₁₈-dar-tu-kul₂-ti;{'emeda[nursemaid]'}
eš₁₈?-dar?-al-šu;{'FN'}
eš₃-gi-a;{'X'}
eš₃-gi-na;{'muhaldim[cook]'}
e₂-[x;{'AN'}
e₂-a-[x;{'AN'}
e₂-a-ba#-ni#;{'AN'}
e₂-a-ba-ni;{'dubsar[scribe]', 'sipad[shepherd]', 'ensik[ruler]', 'bisaŋdubak[archivist]'}
e₂-a-dingir;{'PN'}
e₂-a-du-du;{'šag[heart]'}
e₂-a-i₃-li₂;{'ki[place]', 'u', 'PN'}
e₂-a-kal;{'nubanda[overseer]'}
e₂-a-ma-lik;{'nubanda[overseer]'}
e₂-a-ni-ša;{'ud[sun]'}
e₂-a-ra-[bi₂];{'ud[sun]'}
e₂-a-ra-bi₂;{'X', 'ensik[ruler]'}
e₂-a-šar;{'dubsar[scribe]'}
e₂-du₃-du₃;{'šabra[administrator]'}
e₂-gissu;{'ragaba[rider]'}
e₂-gu₄;{'niga[fattened]', 'PN'}
e₂-gu₄-ka;{'u'}
e₂-ki;{'ummia[expert]'}
e₂-ki-bi;{'sipad[shepherd]'}
e₂-ki-gal-la;{'mu[year]', 'u'}
e₂-kisal;{'gid[long]', 'e[house]'}
e₂-tum;{'kišib[seal]'}
e₂-um;{'lu[person]'}
e₂-uš-bar;{'nakabtum[stockyard?]'}
e₂-u₆-e;{'ensik[ruler]'}
e₂-x;{'u'}
e₃#-lu-num₂;{'DN'}
e₃-[x;{'u'}
e₃-lu-num₂;{'X', 'šag[heart]', 'TN', 'e[house]', 'ak[do]'}
ga-a-ga-ma;{'damgar[merchant]'}
ga-ab-lu-lu;{'lu[person]'}
ga-ba-ba;{'lu[person]'}
ga-da-bi;{'lu[person]'}
ga-la-ah;{'dug[speak]'}
ga-na-za;{'dubsar[scribe]'}
ga-ra-du;{'dumu[child]'}
ga-rig₂;{'ak[do]'}
ga-x;{'X'}
gab₂-us₂;{'PN'}
gar₃-dingir;{'sipad[shepherd]'}
ga₂-a-ke₄-eš₂;{'ragaba[rider]'}
geme₂-bara₂-si-ga;{'lu[person]'}
geme₂-sa₆-ga;{'dam[spouse]'}
geme₂-{d}en-lil₂-[la₂];{'lukur[priestess]'}
geme₂-{d}en-lil₂-la₂;{'dumumunus[daughter]', 'FN', 'lukur[priestess]'}
geme₂-{d}nanna#;{'dumumunus[daughter]'}
geš-zu-di-ga;{'X'}
gi-ir-ša-ti;{'lu[person]'}
gi-ne₂;{'ab[cow]'}
gi-nu-na;{'nubanda[overseer]'}
gir-ri;{'lu[person]'}
giri₃#-ni;{'ragaba[rider]'}
giri₃#-ni-i₃-sa₆;{'nubanda[overseer]'}
giri₃-da-a;{'gud[ox]'}
giri₃-gub;{'kan[gate]'}
giri₃-ni;{'lu[person]', 'sukkal[secretary]'}
giri₃-ni#-i₃-sa₆;{'šabra[administrator]'}
giri₃-ni-i₃#-sa₆;{'nubanda[overseer]'}
giri₃-ni-i₃-[sa₆];{'dumu[child]'}
giri₃-ni-i₃-sa₆;{'unud[cowherd]', 'nubanda[overseer]', 'šabra[administrator]', 'sukkal[secretary]'}
giri₃-{d}nanše;{'u'}
giri₃-ša-ma;{'kuš[official]'}
gir₂-lu₂;{'zabar[bronze]'}
gu-[za-ni;{'kurušda[fattener]'}
gu-ba-ru-um;{'MAR.TU[westerner]'}
gu-du-du;{'u'}
gu-du-me-ri-iš;{'X'}
gu-ra#-a;{'lu[person]'}
gu-ra-a;{'lu[person]'}
gu-ru-ru;{'PN'}
gu-za-ni;{'u[and]', 'kurušda[fattener]', 'AN', 'bar[outside]'}
gu-zu-lum;{'šukud[fisherman]'}
gu-zu-zu;{'lu[person]'}
gul-ku-nu-um;{'MAR.TU[westerner]'}
gun₄!-na;{'u[and]'}
gur₈-gur₈-me-gal₂;{'niga[fattened]'}
gu₂-li-i₃-sa₆;{'damgar[merchant]'}
gu₂-lu-ub₂;{'lugal[king]'}
gu₂-ne;{'šag[heart]'}
gu₃#-de₂#-a;{'ensik[ruler]'}
gu₃#-de₂-a;{'u', 'ensik[ruler]', 'kuš[official]'}
gu₃-de₂-[a];{'ensik[ruler]'}
gu₃-de₂-a;{'ŋar[place]', 'bisaŋdubak[archivist]', 'dubsar[scribe]', 'emuhaldim[kitchen]', 'damgar[merchant]', 'šabra[administrator]', 'dumu[child]', 'ensik[ruler]', 'sukkal[secretary]', 'kuš[official]'}
gu₄-geš;{'ašag[field]', 'šugid[~animal]', 'uš[die]', 'u', 'PN', 'u[and]', 'n', 'X'}
ha#-ab-ru;{'ragaba[rider]'}
ha-[li₂;{'sukkal[secretary]'}
ha-[x-x;{'sukkal[secretary]'}
ha-ab-ru;{'ragaba[rider]'}
ha-an-za-ab-tum-ma-še₃;{'ak[do]'}
ha-ar-bi₂-in;{'nagada[herdsman]'}
ha-ar-ši-tum;{'lugal[king]'}
ha-aš-[ma]-nu-um;{'MAR.TU[westerner]'}
ha-ba-an-zi-zi;{'išib[priest]'}
ha-ba-ba;{'lu[person]'}
ha-ba-ba-tum;{'muhaldim[cook]'}
ha-ba-lu₅#-ge₂;{'ensik[ruler]'}
ha-ba-lu₅-<ge₂>;{'ensik[ruler]'}
ha-ba-lu₅-ge;{'ensik[ruler]'}
ha-ba-lu₅-ge₂;{'ensik[ruler]', 'lu[person]'}
ha-ba-lu₅-ke₄;{'ensik[ruler]'}
ha-da-ti;{'šarrabdu[administrator]'}
ha-ha-ša;{'damgar[merchant]'}
ha-la-a;{'nubanda[overseer]', 'X'}
ha-la-ti;{'emeda[nursemaid]'}
ha-li₂-li₂;{'dubsar[scribe]', 'munus[woman]'}
ha-ni;{'sukkal[secretary]'}
ha-ri-iš-hu-un;{'AN'}
ha-ši-ip-a-tal;{'šakkanak[general]'}
hal!-li₂-a;{'nubanda[overseer]'}
hal-hal-la;{'itud[moon]', 'n'}
hal-i₃-lum;{'nubanda[overseer]'}
hal-la-a;{'dumu[child]'}
hal-li₂;{'dubsar[scribe]', 'kurušda[fattener]', 'lu[person]'}
hal-li₂-a;{'dubsar[scribe]'}
he?-da-ti;{'šarrabdu[administrator]'}
he₂-du-ut-{d}amar-{d}suen;{'dumu[child]'}
he₂-na-lah₅;{'dumu[child]'}
hi-li;{'kuš[official]'}
hi-li#-iš;{'lu[person]'}
hi-li-a;{'dam[spouse]', 'pad[find]'}
hi-li-abzu;{'dumu[child]'}
hi-li-iš;{'lu[person]'}
hi-lum;{'a[arm]'}
hu!-al-la;{'šarrabdu[administrator]'}
hu-[la-al];{'dubsar[scribe]'}
hu-[la]-al;{'šarrabdu[administrator]'}
hu-ba;{'u[and]', 'lu[person]'}
hu-ba-a;{'šakkanak[general]', 'u'}
hu-ba-nimgir-si-NI;{'ensik[ruler]'}
hu-ba-nu;{'PN'}
hu-bi₂-dam;{'šarrabdu[administrator]'}
hu-bi₂-dam?;{'šarrabdu[administrator]'}
hu-bu-ti-a;{'sukkal[secretary]'}
hu-la-al;{'dubsar[scribe]', 'šarrabdu[administrator]', 'dumu[child]'}
hu-la-li₂;{'agaʾus[soldier]'}
hu-li-[bar];{'ensik[ruler]'}
hu-li-bar;{'lu[person]', 'ensik[ruler]'}
hu-ma-za;{'erešdiŋir[priestess]'}
hu-na-zi;{'nubanda[overseer]'}
hu-nu-nu-ur;{'ŋiri[foot]', 'u'}
hu-su-uz-za-ar-ra-ri;{'kuš[official]'}
hu-ul-li-bar;{'ensik[ruler]'}
hu-un-ga-ad;{'sipad[shepherd]'}
hu-un-gi₄-la-ah;{'nubanda[overseer]'}
hu-un-ha-ab-bur;{'nubanda[overseer]'}
hu-un-ha-ab-ur;{'šakkanak[general]'}
hu-un-ha-ad;{'ašgab[leatherworker]'}
hu-un-hur-ti;{'lu[person]'}
hu-un-ki-ib-ri;{'lu[person]'}
hu-un-nu-du-uk#;{'sukkal[secretary]'}
hu-un-nu-um;{'kuš[official]'}
hu-un-ti-ba;{'lu[person]'}
hu-un-{d}šul-gi;{'nubanda[overseer]', 'X', 'ud[sun]'}
hu-wa-wa;{'zadim[stone-cutter]', 'šabra[administrator]'}
hu-zi-ri;{'sukkal[secretary]'}
hu-zi-ri#;{'sukkal[secretary]'}
hu]-la-al;{'dubsar[scribe]'}
i#-bi₂-{d}suen;{'X'}
i-ba-ti;{'lu[person]'}
i-bi₂;{'nagada[herdsman]'}
i-bi₂-[{d}suen;{'lugal[king]'}
i-bi₂-zu;{'nubanda[overseer]', 'sukkal[secretary]', 'kuš[official]'}
i-bi₂-{d}nu-muš-da;{'nubanda[overseer]'}
i-bi₂-{d}suen;{'dikud[judge]', 'unud[cowherd]', 'mu[year]', 'nubanda[overseer]'}
i-din-dingir;{'šagia[cup-bearer]', 'min[two]'}
i-din-er₃-ra;{'dubsar[scribe]', 'ki[place]', 'lu[person]', 'PN'}
i-din-i-šum;{'dumu[child]'}
i-din-{d}iškur;{'si[horn]', 'u', 'PN', 'sipad[shepherd]', 'WN', 'sukkal[secretary]', 'kuš[official]'}
i-din-{d}suen;{'nubanda[overseer]', 'dumu[child]', 'lu[person]'}
i-din?-er₃-ra;{'lu[person]'}
i-di₃-[dingir;{'min[two]'}
i-di₃-a;{'dikud[judge]', 'X'}
i-di₃-er₃-ra;{'ugula[overseer]', 'lu[person]'}
i-di₃-er₃-ra-ka;{'ŋal[be]'}
i-di₃-e₂-a;{'nubanda[overseer]', 'šabra[administrator]', 'šeš[brother]', 'kuš[official]'}
i-di₃-i-šum;{'nagada[herdsman]'}
i-di₃-lum;{'nubanda[overseer]'}
i-di₃-zu;{'agaʾus[soldier]', 'lu[person]'}
i-di₃-{d}iškur;{'kuš[official]'}
i-di₃-{d}suen;{'dubsar[scribe]', 'AN', 'nubanda[overseer]'}
i-di₃-šu!-[lum];{'lu[person]'}
i-du-a;{'dumu[child]'}
i-gi-ru-mah;{'šakkanak[general]'}
i-gi₄;{'nubanda[overseer]'}
i-ki-zu;{'PN'}
i-ku-mi#-[šar;{'AN'}
i-ku-mi-šar;{'dubsar[scribe]', 'FN', 'nubanda[overseer]', 'kuš[official]'}
i-ku-un-pi₂-{d}utu;{'PN'}
i-la-ak-ra-am;{'sukkal[secretary]'}
i-la-bu-ga-du;{'ragaba[rider]'}
i-la-bu-i-ga-tu;{'ragaba[rider]'}
i-me-er;{'nubanda[overseer]'}
i-me-er₃;{'nubanda[overseer]'}
i-mi#-[id]-dingir;{'šabra[administrator]'}
i-mi-id-dingir;{'nagada[herdsman]', 'ragaba[rider]', 'šabra[administrator]'}
i-mi-id-eš₁₈-dar;{'kuš[official]'}
i-mi-id-eš₁₈?-dar?;{'u'}
i-pi₅-iq-na-nu-um;{'nubanda[overseer]'}
i-ri-ib;{'nubanda[overseer]', 'X', 'ensik[ruler]', 'PN'}
i-ri-ib₂;{'nubanda[overseer]'}
i-su-ri₂-iq;{'šagia[cup-bearer]'}
i-su₂-a-ri₂-ik;{'FN', 'šabra[administrator]'}
i-su₂]-a-ri₂#-ik;{'šabra[administrator]'}
i-ta₂-ra-ak-i₃-li₂;{'šakkanak[general]'}
i-tu-a;{'ragaba[rider]', 'X'}
i-tu-ri-a;{'šabra[administrator]', 'ensik[ruler]'}
i-tur₂-dingir;{'ud[sun]'}
i-za;{'lu[person]'}
i-za-nu-um;{'nubanda[overseer]', 'lu[person]'}
i-za-num₂;{'MAR.TU[westerner]'}
i-za-ri-iq;{'maššugidgid[diviner]'}
i-za-ri₂-iq;{'ensik[ruler]'}
i-zi-a-ri₂-[ik];{'maššugidgid[diviner]'}
i-zi-in-er₃-ra;{'nagada[herdsman]'}
i-zu-a;{'dubsar[scribe]'}
i-zu-a-ri₂-ik;{'ensik[ruler]'}
i-zu-sa-bar;{'dubsar[scribe]'}
i-ša-we-er;{'dumu[child]'}
i-šar-a-ni-iš-su₂;{'lu[person]'}
i-šar-be-li₂;{'ragaba[rider]', 'šabra[administrator]'}
i-šar-i₃-li₂;{'dubsar[scribe]', 'udda[stand]'}
i-šar-ki-in;{'gala[singer]'}
i-šar-kur-ba#-šum#;{'u'}
i-šar-kur-ba-aš;{'ragaba[rider]'}
i-šar-kur-ba-šum;{'ragaba[rider]'}
i-šar-pa₂-dan;{'AN', 'lu[person]', 'šabra[administrator]', 'sipad[shepherd]', 'šagia[cup-bearer]', 'ragaba[rider]', 'sukkal[secretary]'}
i-ši-we-er;{'ensik[ruler]'}
i-šum-ba-ni;{'muhaldim[cook]'}
i-šum-ba-ni#;{'dumu[child]'}
i]-din-er₃-ra;{'lu[person]'}
ia₃-a-da-az;{'lu[person]'}
ia₃-ab-ti;{'X'}
ia₃-ši-li-im;{'ensik[ruler]'}
ia₃-ši-li-im?;{'ensik[ruler]'}
ib-ni-dingir;{'šarrabdu[administrator]', 'PN', 'nubanda[overseer]', 'lu[person]', 'sukkal[secretary]'}
ib-ni-{d}iškur;{'šarrabdu[administrator]', 'šakkanak[general]', 'ensik[ruler]'}
ib-ni-{d}suen;{'PN', 'sukkal[secretary]'}
id-da-a;{'damgar[merchant]', 'u', 'šabra[administrator]'}
id-ni-in-{d}suen;{'dumu[child]', 'nubanda[overseer]'}
id-ni-{d}suen;{'dumu[child]'}
ig-kid;{'gid[long]'}
igi#-kar₂;{'PN'}
igi#-kar₂#;{'PN'}
igi-[kar₂;{'AN'}
igi-an-na-ke₄-zu;{'ensik[ruler]'}
igi-gun₃?;{'n'}
igi-kar₂;{'sag[good]', 'e[house]', 'dukug[locus]', 'egia[bride]', 'u', 'PN', 'arad[slave]', 'FN', 'mu[year]', 'dumu[child]', 'erešdiŋir[priestess]', 'dam[spouse]', 'X'}
igi-kar₂?;{'dam[spouse]'}
igi-lugal-še₃;{'tuš[sit]'}
igi-maš?-šu;{'u[and]'}
igi-sa₆-sa₆;{'še[barley]'}
igi-sa₆-sa₆-ge;{'de[bring]'}
igi-{d}en-lil₂-še₃;{'X', 'PN'}
igi-{d}en-lil₂-še₃#;{'PN'}
igi-{d}x-x;{'u[and]'}
ih-ta-na-su₂-nu-ut;{'šuʾi[barber]'}
ik-bu-zum;{'lu[person]'}
ik-šu-dum;{'MAR.TU[westerner]'}
im-lik-e₂-a;{'ensik[ruler]'}
im-ti-dam;{'dubsar[scribe]', 'geme[worker]', 'dumu[child]'}
in#-ta-e₃-a;{'PN'}
in#-ta-e₃-a-ta#;{'PN'}
in#-za-mu;{'unud[cowherd]'}
in-[ta]-e₃-a;{'PN'}
in-da-a;{'šabra[administrator]'}
in-gu-du;{'X'}
in-ta-[e₃-a-ta];{'PN'}
in-ta-[e₃-a];{'PN'}
in-ta-[e₃]-a;{'PN'}
in-ta-e₃;{'PN'}
in-ta-e₃#-a#;{'PN'}
in-ta-e₃#-a#-ta#;{'PN'}
in-ta-e₃-[a];{'PN'}
in-ta-e₃-a;{'e[house]', 'zig[rise]', 'ŋiri[foot]', 'dubsar[scribe]', 'PN', 'u[and]', 'n'}
in-ta-e₃-a-ka;{'ŋal[be]'}
in-za-mu;{'u[and]', 'unud[cowherd]'}
in-ši-we-er;{'dumu[child]'}
inim#-{d}nanna;{'PN'}
inim#-{d}nanna-zu;{'šabra[administrator]'}
inim-dingir-še₃;{'engar[farmer]'}
inim-ma-ni-zi;{'dam[spouse]'}
inim-zi;{'simug[smith]'}
inim-{d}inanna;{'nubanda[overseer]', 'kuš[official]'}
inim-{d}nanna;{'engar[farmer]', 'FN', 'dumu[child]', 'u', 'zu[material]'}
inim-{d}x;{'u'}
inim-{d}šara₂;{'dubsar[scribe]'}
ip#-hur;{'šarrabdu[administrator]'}
ip-hu-ha;{'dumu[child]', 'lu[person]'}
ip-hur;{'šarrabdu[administrator]', 'nubanda[overseer]', 'kuš[official]'}
ip-qu₂-ša;{'šarrabdu[administrator]', 'agaʾus[soldier]', 'lu[person]', 'šagia[cup-bearer]'}
iq-bi₂-dingir;{'šabra[administrator]', 'sukkal[secretary]'}
ir-du-a;{'nubanda[overseer]'}
iri-ni-ta#;{'ŋen[go]'}
it-hi-pa₂-tal;{'lu[person]'}
it-ma-nu-um;{'MAR.TU[westerner]'}
it-ra-ak-i₃-li₂;{'nubanda[overseer]', 'sukkal[secretary]'}
iš#-[me]-{d}da-gan;{'lu[person]'}
iš-me-dingir;{'MAR.TU[westerner]', 'ara[times]', 'nubanda[overseer]', 'u', 'sipad[shepherd]'}
iš-me-er₃-ra;{'dumu[child]'}
iš-me-{d}da-gan;{'lu[person]'}
iš-me-{d}ištaran;{'dumu[child]'}
iš-pu-ga-ru;{'ugula[overseer]'}
i₃!-li₂!-dan;{'X'}
i₃#-li₂-tab-ba;{'engar[farmer]'}
i₃-da-ga;{'nagada[herdsman]'}
i₃-kal-la;{'dumu[child]', 'muhaldim[cook]'}
i₃-la-la;{'sukkal[secretary]'}
i₃-la-ti;{'sipad[shepherd]'}
i₃-lal₃-lum;{'ensik[ruler]'}
i₃-li₂-[...;{'MAR.TU[westerner]'}
i₃-li₂-a;{'dubsar[scribe]', 'nar[musician]'}
i₃-li₂-a-ti;{'sipad[shepherd]'}
