name;professions
na-ha-pa₂-tal;{'X', 'ragaba[rider]', 'lu[person]', 'sukkal[secretary]'}
na-he₂-zi;{'dumu[child]'}
na-lu₅;{'AN', 'šulaʾa[consignment]', 'PN', 'kurušda[fattener]', 'X', 'šag[heart]', 'ud[sun]'}
na-lu₅#;{'u', 'PN'}
na-me-er-dingir?;{'azu[doctor]'}
na-na#-u₃#;{'lu[person]'}
na-na-u₃;{'lu[person]'}
na-ra-am-i₃-li₂;{'mu[year]', 'nubanda[overseer]', 'u', 'sukkal[secretary]'}
na-ra-am-{d}iškur;{'nubanda[overseer]', 'sukkal[secretary]'}
na-sa₆;{'ŋar[place]', 'kurušda[fattener]', 'u', 'PN', 'ud[sun]'}
na-sa₆#;{'kurušda[fattener]', 'PN'}
na-sa₆#-[ta;{'PN'}
na-sa₆#-[ta];{'PN'}
na-sa₆#?;{'kurušda[fattener]'}
na-sa₆-[ta;{'PN'}
na-sa₆-ra;{'bangi[response]', 'zig[rise]'}
na-silim;{'azlag[fuller]', 'FN', 'šabra[administrator]', 'ud[sun]'}
na-tum-da;{'ki[place]'}
na-wa-ar-še-en;{'FN'}
na]-ap-la-num₂;{'MAR.TU[westerner]'}
na]-lu₅;{'PN'}
na]-lu₅-ta#;{'PN'}
na]-sa₆#;{'PN'}
nam-ha-ni-bi;{'zir[break]'}
nam-mah-{d}ba-ba₆;{'ragaba[rider]'}
nam-ti-ab;{'šagia[cup-bearer]'}
nam-zi-tar-ra;{'dikud[judge]', 'nubanda[overseer]', 'ensik[ruler]'}
ne-[ni]-la;{'sukkal[secretary]'}
ne-gi-bu-um;{'kugbabbar[silver]'}
ne-ra-ti;{'lu[person]'}
ni#?-ba?-{d}lamma;{'PN'}
ni-AN-bu-li;{'šeš[brother]'}
ni-a-um;{'kuš[official]'}
ni-ba-ba;{'šabra[administrator]'}
ni-da-gu₂;{'lu[person]'}
ni-im-zi;{'lu[person]'}
ni-in-mu;{'nubanda[overseer]'}
ni-tam-ma;{'gin[firm]'}
ni-tam-ma#;{'u'}
nigar{gar}-ki-du₁₀;{'FN', 'X', 'sukkal[secretary]'}
nig₂-[mu-mu]-kal-[le;{'ragaba[rider]'}
nig₂-du₁₁-ga-ni;{'sipad[shepherd]'}
nig₂-kal-la;{'nubanda[overseer]'}
nig₂-ma-ma;{'nubanda[overseer]'}
nig₂-mu-mu-kal-le;{'ragaba[rider]'}
nig₂-pa;{'PN'}
nig₂-se₃-ga;{'AN'}
nig₂-x;{'u'}
nig₂-{d}ba-ba₆;{'dubsar[scribe]', 'kurušda[fattener]', 'šidim[builder]'}
nig₂-šu-ba-ba#;{'MAR.TU[westerner]'}
nimgir-di-de₃;{'nubanda[overseer]'}
nin-ga₂;{'X', 'u'}
nin-ha-ma-ti;{'kurušda[fattener]', 'ragaba[rider]', 'du[go]'}
nin-he₂-du₇;{'egia[bride]'}
nin-ik-sur₂;{'lu[person]'}
nin-ka;{'gub[stand]'}
nin-kur;{'niga[fattened]'}
nin-ku₃-zu#;{'dumu[child]'}
nin-ne-na-ba;{'dumu[child]'}
nin-šuba₃;{'lu[person]'}
nin?-{d}nin-gubalag;{'nar[musician]'}
nin₉?-kal-la;{'dumu[child]'}
nir-i₃-da-gal₂;{'šakkanak[general]'}
nu!-ur₂-{d}suen;{'dubsar[scribe]'}
nu#-ur₂#-[{d}suen];{'dubsar[scribe]'}
nu#-ur₂-{d#}suen#;{'šagia[cup-bearer]'}
nu#-ur₂-{d}iškur;{'ragaba[rider]'}
nu#-ur₂-{d}suen;{'dubsar[scribe]'}
nu-[ur₂-{d}suen;{'dubsar[scribe]'}
nu-[ur₂-{d}x;{'u'}
nu-ba-an;{'nubanda[overseer]'}
nu-banda₃-gu₄;{'FN'}
nu-da-tum;{'MAR.TU[westerner]'}
nu-hi-dingir;{'ragaba[rider]', 'sukkal[secretary]'}
nu-hi-lum;{'lu[person]'}
nu-ki-{d}iškur;{'u'}
nu-uk-ra-nu-um;{'MAR.TU[westerner]'}
nu-ur₂#-[{d}]suen#;{'dubsar[scribe]'}
nu-ur₂#-[{d}suen;{'dubsar[scribe]'}
nu-ur₂#-{d}suen;{'šatam[official]'}
nu-ur₂-[{d}iškur];{'dubsar[scribe]'}
nu-ur₂-[{d}suen];{'dubsar[scribe]'}
nu-ur₂-eš₁₈-dar;{'PN', 'nubanda[overseer]', 'dubsar[scribe]', 'sukkal[secretary]'}
nu-ur₂-eš₁₈?-dar?;{'ensik[ruler]'}
nu-ur₂-i₃-li₂;{'lu[person]', 'dubsar[scribe]', 'GN', 'šagia[cup-bearer]', 'dumu[child]', 'nubanda[overseer]', 'hazanum[mayor]'}
nu-ur₂-ma;{'n'}
nu-ur₂-ra;{'šagia[cup-bearer]'}
nu-ur₂-ra-a;{'šagia[cup-bearer]'}
nu-ur₂-ra-a#?;{'šagia[cup-bearer]'}
nu-ur₂-su₂;{'nubanda[overseer]'}
nu-ur₂-zu;{'šagia[cup-bearer]', 'nubanda[overseer]', 'dubsar[scribe]', 'lu[person]'}
nu-ur₂-zu-[bi;{'ŋal[be]'}
nu-ur₂-{d}[suen;{'dubsar[scribe]'}
nu-ur₂-{d}[suen];{'dubsar[scribe]'}
nu-ur₂-{d}da-gan;{'FN', 'ensik[ruler]'}
nu-ur₂-{d}iškur;{'dubsar[scribe]', 'šagia[cup-bearer]', 'ragaba[rider]', 'sukkal[secretary]', 'PN'}
nu-ur₂-{d}iškur#;{'dubsar[scribe]'}
nu-ur₂-{d}suen;{'lu[person]', 'dubsar[scribe]', 'kuš[official]', 'PN', 'šagia[cup-bearer]', 'dumu[child]', 'mu[year]', 'sukkal[secretary]', 'šatam[official]'}
nu-ur₂-{d}suen#;{'dubsar[scribe]', 'u', 'šatam[official]'}
nu-ur₂-{d}suen#?;{'dubsar[scribe]'}
nu-ur₂-{d}suen];{'šarrabdu[administrator]', 'dubsar[scribe]'}
nu-ur₂-{d}utu;{'ragaba[rider]'}
nu-ur₂-{d}šul-gi;{'X', 'en[cvne]'}
nu-ur₂?-{d}suen;{'dubsar[scribe]'}
nu-ur₂]-{d}suen;{'dubsar[scribe]'}
nu-x;{'AN', 'u'}
nu?-ri-lugal?;{'ŋeš[tree]'}
nu]-ur₂#-{d}suen;{'PN'}
nu]-ur₂-eš₁₈?-dar?;{'u'}
nu]-ur₂-{d}iškur;{'dubsar[scribe]'}
nu]-ur₂-{d}suen;{'dubsar[scribe]'}
pa-na-na;{'lu[person]'}
pa₂-da-ni;{'FN'}
pa₃-da;{'nukirik[gardener]', 'huŋ[hire]'}
pa₃-da-mu;{'sukkal[secretary]'}
pa₃]-da;{'DN'}
pa₄-pa₄;{'nin[sister]'}
pe-ru-ru-ti;{'lukur[priestess]'}
peš₂-tur-tur;{'dumumunus[daughter]'}
pi₂-ir-ha-šum;{'sukkal[secretary]'}
pu-du-um-ki-ri-iš;{'lu[person]'}
pu-hi-i₃-zi;{'X'}
pu-šu-ki-in;{'nubanda[overseer]', 'lu[person]'}
pu₃-um-wa-qar;{'dubsar[scribe]', 'u'}
qu₂-ra-ad-i₃-li₂;{'šarrabdu[administrator]', 'nubanda[overseer]', 'šatam[official]'}
ra#-ši#;{'lu[person]'}
ra-ab-hu-ti;{'sukkal[secretary]'}
ra-ba-il;{'MAR.TU[westerner]'}
ra-ha-u₃;{'MAR.TU[westerner]'}
ra-ši;{'lu[person]'}
ra?-bu-tum;{'PN'}
ri#-iz-dingir;{'šarrabdu[administrator]'}
ri-[x];{'u'}
ri-ba-ga-da;{'ragaba[rider]', 'šuʾi[barber]'}
ri-ga-ba-da;{'ragaba[rider]'}
ri-ib!-hu-ti;{'sukkal[secretary]'}
ri-ib-hu-ti;{'sukkal[secretary]'}
ri-ma-nu-um;{'MAR.TU[westerner]'}
ri-mi-dingir;{'ragaba[rider]'}
ri-zi-dingir;{'ragaba[rider]'}
ri₂-ba-a;{'ensik[ruler]'}
ri₂?-ba-a;{'ensik[ruler]'}
ru-ba-tum;{'dam[spouse]'}
ru-uš-dam;{'dumu[child]'}
ru?-hu;{'nubanda[overseer]'}
sag-du₃;{'X'}
sag-{d}nanna-zu;{'šabra[administrator]'}
sal-mah;{'AN', 'muhaldim[cook]'}
sal?-mah;{'muhaldim[cook]'}
sa₂-ah-ha;{'GN'}
sa₂-si₂;{'udu[sheep]'}
sa₃-si₂;{'munus[woman]', 'PN', 'u[and]', 'n', 'šakkanak[general]', 'X', 'ud[sun]'}
sa₃-si₂#;{'AN'}
sa₃-si₂-ka;{'ŋar[place]'}
sa₃-si₂-še₃;{'itud[moon]'}
si-<la>;{'engar[farmer]'}
si-PI-it;{'mušendu[bird-catcher]'}
si-la;{'unud[cowherd]'}
sipa-hi-li;{'X'}
sipa-si-in;{'šagia[cup-bearer]'}
sipa-si-ni;{'šagia[cup-bearer]'}
sipa-si:in;{'šagia[cup-bearer]'}
sipa-{d}nanše-in-pa₃;{'idu[doorkeeper]'}
si₂-mat-i₃-li₂;{'dumu[child]'}
su-pu-uš;{'lu[person]'}
suhuš-gi-in;{'dumu[child]', 'min[two]'}
suhuš-ki-in;{'šakkanak[general]', 'lu[person]', 'dubsar[scribe]', 'PN', 'u[and]', 'kurušda[fattener]', 'sukkal[secretary]', 'nubanda[overseer]'}
su₂-su₂-wa-da-ar;{'lu[person]'}
ta;{'e[speak]', 'ud[sun]'}
ta?-gu₄?;{'šagia[cup-bearer]'}
ta?-ra?-am?-dingir;{'dubsar[scribe]'}
tab-ba-i₃-li₂;{'nagada[herdsman]', 'dumu[child]', 'sipad[shepherd]'}
tah-ša-tal;{'ragaba[rider]', 'PN'}
ta₂-bur-PA-tum;{'egia[bride]'}
ta₂-din-eš₁₈-dar;{'X'}
ta₂-din-ki-za;{'nar[musician]'}
ta₂-di₃-ki-za;{'nar[musician]'}
ta₂-hi#-iš-a-tal;{'PN'}
ta₂-hi-iš-a-tal;{'PN'}
ta₂-hi-iš-a-tal#;{'PN'}
ta₂-hi-iš-še-en;{'lu[person]'}
ta₂-hi-še-en;{'agaʾus[soldier]', 'nubanda[overseer]', 'lu[person]'}
ta₂-ki#-ru#-[um];{'šar[~cloth]'}
ta₂-ki-ru#-[um;{'šar[~cloth]'}
ta₂-ki-ru#-um;{'šar[~cloth]'}
ta₂-ki-ru-um#;{'šar[~cloth]'}
ta₂-ra-am-{d}šul-gi;{'dumumunus[daughter]'}
te-u₃;{'dumu[child]', 'nubanda[overseer]', 'GN'}
ti-ze₂-ma-ma;{'dumumunus[daughter]'}
tu-ga;{'šabra[administrator]'}
tu-li-id-{d}utu-ši;{'erešdiŋir[priestess]'}
tu-li₂-id-{d#}[utu-ši];{'erešdiŋir[priestess]'}
tu-li₂-id-{d}utu;{'erešdiŋir[priestess]'}
tu-li₂-id-{d}utu-ši;{'erešdiŋir[priestess]'}
tu-ra-a;{'nagada[herdsman]'}
tu-ra-am-i₃#-li₂;{'u[and]'}
tu-ra-am-i₃-li₂;{'damgar[merchant]', 'muhaldim[cook]'}
tu-ra-am-{d}da-gan;{'ragaba[rider]'}
tu-ra-nu-um;{'MAR.TU[westerner]'}
tur-ba-IGI;{'huŋ[hire]'}
tu₃-a-ra-am-{d}da-gan;{'lu[person]'}
u-bar-tum;{'azu[doctor]', 'aba[who?]'}
u-bar-um;{'nubanda[overseer]', 'ugula[overseer]', 'PN'}
ukken-ne₂;{'AN', 'u'}
ul-lam-še-en;{'lu[person]'}
ulu₃-di;{'dubsar[scribe]', 'PN'}
um-ku-lu-lu;{'nubanda[overseer]'}
um-me;{'X', 'ga[milk]'}
um-mi-du₁₀;{'dumu[child]'}
un-da;{'šabra[administrator]'}
un-za-mu;{'engar[farmer]'}
ur#-[nigar]{gar#};{'kuš[official]'}
ur#-[{d}ba-ba₆?];{'muhaldim[cook]'}
ur#-[{d}en-lil₂-la₂];{'šarrabdu[administrator]'}
ur#-[{d}gilgamesₓ(|BIL₃.GA.MES|);{'šarrabdu[administrator]'}
ur#-[{d}lugal-banda₃{da};{'dubsar[scribe]'}
ur#-e₂-an-na;{'ensik[ruler]'}
ur#-e₂-dar-a;{'šagia[cup-bearer]'}
ur#-mes;{'unud[cowherd]', 'ensik[ruler]'}
ur#-mes#;{'ensik[ruler]'}
ur#-nigar;{'dubsar[scribe]'}
ur#-{d#}ba#-ba₆#;{'u[and]'}
ur#-{d#}lamma;{'ensik[ruler]'}
ur#-{d#}šul-[pa]-e₃#;{'dubsar[scribe]'}
ur#-{d}ba-ba₆;{'unud[cowherd]', 'muhaldim[cook]', 'šabra[administrator]'}
ur#-{d}iškur;{'ensik[ruler]'}
ur#-{d}nin-gal;{'šabra[administrator]'}
ur#-{d}nin-pa;{'nar[musician]'}
ur#-{d}suen;{'FN'}
ur#-{d}šara₂;{'šagia[cup-bearer]'}
ur#-{geš}gigir;{'unud[cowherd]'}
ur#-šu#-ga#-lam#-ma#;{'PN'}
ur-[...];{'šabra[administrator]', 'dumu[child]', 'lu[person]', 'arad[slave]'}
ur-[mes];{'ensik[ruler]'}
ur-[nigar]{gar};{'kaguruk[supervisor]'}
ur-[x;{'u'}
ur-[x];{'muhaldim[cook]'}
ur-[x]-x;{'PN'}
ur-[{d}]lamma;{'šagia[cup-bearer]'}
ur-[{d}šul]-pa-e₃;{'dubsar[scribe]'}
ur-[šu];{'muhaldim[cook]'}
ur-ab-ba;{'engar[farmer]'}
ur-ad-gi₄-gi₄;{'galamah[singer]'}
ur-al-la;{'nagada[herdsman]', 'idu[doorkeeper]'}
ur-am₃-ma;{'dumu[child]'}
ur-banda₃{da};{'kurušda[fattener]'}
ur-bara₂-si-ga;{'lu[person]'}
ur-dam;{'uddatuš[jester]', 'malah[sailor]'}
ur-dub;{'ensik[ruler]'}
ur-du₆;{'šagia[cup-bearer]'}
ur-du₆-ku₃;{'šuʾi[barber]'}
ur-du₆-ku₃-ga;{'sukkal[secretary]', 'kuš[official]'}
ur-eš₃-ku₃-ga;{'šuʾi[barber]'}
ur-e₁₁-dam;{'kuš[official]'}
ur-e₁₁-e;{'damgar[merchant]', 'kuš[official]'}
ur-e₂-a;{'ensik[ruler]'}
ur-e₂-an-na;{'u', 'dumu[child]', 'ensik[ruler]', 'sukkal[secretary]', 'nubanda[overseer]', 'gugal[inspector]'}
ur-e₂-nun-na;{'nagada[herdsman]'}
ur-ga₂-gi₄-a;{'dubsar[scribe]'}
ur-ge₆-par₄-ra;{'dubsar[scribe]'}
ur-ki-gu-la;{'arad[slave]'}
ur-ki-ku₃-ga;{'nar[musician]'}
ur-kun;{'sipad[shepherd]'}
ur-kun!;{'sipad[shepherd]'}
ur-ku₃-[nun-na;{'PN'}
ur-ku₃-ga;{'kuš[official]'}
ur-ku₃-nun#-na;{'PN'}
ur-ku₃-nun-<na>;{'kurušda[fattener]'}
ur-ku₃-nun-[na];{'PN'}
ur-ku₃-nun-na;{'ŋal[be]', 'ŋiri[foot]', 'dubsar[scribe]', 'šabra[administrator]', 'PN', 'dumu[child]', 'n', 'muhaldim[cook]'}
ur-ku₃-nun-na#;{'PN'}
ur-ku₃-nun-na-ka;{'ŋal[be]'}
ur-ku₃-nun-na-ka#;{'ŋar[place]'}
ur-ku₃-nun]-na;{'PN'}
ur-ku₃]-nun-na;{'PN'}
ur-li;{'itud[moon]'}
ur-lugal;{'nagada[herdsman]', 'dumu[child]', 'kišib[seal]'}
ur-ma?-mi;{'ummia[expert]'}
ur-me-lam₂-an-na;{'sukkal[secretary]'}
ur-me-me;{'šarrabdu[administrator]', 'dumu[child]', 'min[two]', 'sukkal[secretary]'}
ur-mes;{'lu[person]', 'zir[break]', 'šabra[administrator]', 'arad[slave]', 'PN', 'dumu[child]', 'n', 'šakkanak[general]', 'nubanda[overseer]', 'ugula[overseer]', 'u', 'ara[times]', 'ensik[ruler]', 'nar[musician]', 'bisaŋdubak[archivist]', 'malah[sailor]', 'siškur[prayer]', 'nukirik[gardener]', 'muhaldim[cook]', 'nagada[herdsman]', 'ŋal[be]', 'dubsar[scribe]', 'šagia[cup-bearer]', 'agaʾus[soldier]', 'mušendu[bird-catcher]'}
ur-mes!;{'u'}
ur-mu;{'šakkanak[general]'}
ur-nigar;{'dubsar[scribe]', 'u', 'lu[person]', 'lal[small]'}
ur-nigar#{gar};{'šabra[administrator]'}
ur-nigar[{gar}];{'kaguruk[supervisor]'}
ur-nigar{gar#?};{'u'}
ur-nigar{gar};{'santanak[gardener]', 'nagada[herdsman]', 'kaguruk[supervisor]', 'AN', 'lu[person]', 'šeš[brother]', 'unud[cowherd]', 'PN', 'sipad[shepherd]', 'šagia[cup-bearer]', 'simug[smith]', 'FN', 'dumu[child]', 'nubanda[overseer]', 'nar[musician]', 'sukkal[secretary]', 'kaš[runner]', 'šakkanak[general]', 'X', 'muhaldim[cook]', 'kuš[official]'}
ur-nig₂;{'AN', 'dubsar[scribe]', 'u', 'dumu[child]', 'n', 'X', 'muhaldim[cook]'}
ur-pu₂-mun-na;{'bar[outside]'}
ur-ra;{'zir[break]', 'kišib[seal]'}
ur-sa₆#;{'AN'}
ur-sa₆-ga;{'AN', 'kaguruk[supervisor]', 'lu[person]', 'dubsar[scribe]', 'mu[name]', 'u', 'šabra[administrator]', 'sipad[shepherd]', 'kurušda[fattener]', 'FN', 'dumu[child]', 'dikud[judge]', 'nubanda[overseer]', 'sukkal[secretary]', 'mušendu[bird-catcher]', 'en[cvne]', 'šakkanak[general]', 'X', 'muhaldim[cook]'}
ur-sa₆-ga#?;{'u'}
ur-sa₆-ga-mu;{'bisaŋdubak[archivist]'}
ur-sa₆-sa₆-ga;{'ensik[ruler]'}
ur-si-gar-ra;{'agaʾus[soldier]'}
ur-su;{'lu[person]'}
ur-sukkal;{'GN', 'šabra[administrator]', 'u[and]', 'šagia[cup-bearer]', 'dumu[child]', 'nar[musician]', 'sukkal[secretary]'}
ur-ti;{'kurušda[fattener]'}
ur-tilla₂!;{'šabra[administrator]'}
ur-tilla₃;{'FN'}
ur-tilla₅;{'FN', 'sukkal[secretary]'}
ur-tul₂-sag;{'unud[cowherd]'}
ur-tum-ma-al;{'šarrabdu[administrator]', 'idu[doorkeeper]', 'dumu[child]', 'X'}
ur-tur;{'PN'}
ur-tur-ra;{'en[cvne]'}
ur-uš-gid₂-da;{'dubsar[scribe]'}
ur-uš-gid₂]-da;{'dubsar[scribe]'}
ur-x;{'ki[place]', 'u', 'AN', 'ensik[ruler]'}
ur-x-[...];{'nar[musician]'}
ur-x-[x]-x;{'AN'}
ur-zu;{'lu[person]'}
ur-{d#}nin#-gubalag;{'nar[musician]'}
ur-{d#}šul#-[...];{'dumu[child]'}
ur-{d}EN-[x];{'dumu[child]'}
ur-{d}KA#;{'AN'}
ur-{d}[...];{'PN'}
ur-{d}[lamma;{'ensik[ruler]'}
ur-{d}[x];{'dubsar[scribe]'}
ur-{d}[šul-gi]-ra;{'AN'}
ur-{d}[šul]-pa-e₃;{'dubsar[scribe]'}
ur-{d}]ba-ba₆;{'dubsar[scribe]'}
ur-{d}]lugal#-banda₃{da};{'dubsar[scribe]'}
ur-{d}]nin-kur-ra;{'ensik[ruler]'}
ur-{d}a-šar₂;{'nubanda[overseer]'}
ur-{d}amar-{d}suen;{'sukkal[secretary]'}
ur-{d}asar-lu₂-hi;{'šabra[administrator]'}
ur-{d}ašnan;{'dumu[child]'}
ur-{d}ba#-ba₆#;{'u', 'muhaldim[cook]'}
ur-{d}ba-[ba₆;{'AN'}
ur-{d}ba-[ba₆];{'muhaldim[cook]'}
ur-{d}ba-ba₆;{'lu[person]', 'unud[cowherd]', 'šabra[administrator]', 'PN', 'dumu[child]', 'nubanda[overseer]', 'X', 'ugula[overseer]', 'u', 'engar[farmer]', 'FN', 'mu[year]', 'ensik[ruler]', 'nar[musician]', 'AN', 'šeš[brother]', 'kurušda[fattener]', 'sukkal[secretary]', 'muhaldim[cook]', 'nagada[herdsman]', 'dubsar[scribe]', 'sipad[shepherd]', 'mušendu[bird-catcher]', 'kuš[official]'}
ur-{d}ba-ba₆-[ta;{'PN'}
ur-{d}ba-ba₆-ka;{'ŋal[be]'}
ur-{d}ba-ba₆-ke₄;{'ŋar[place]'}
ur-{d}ba-ba₆?;{'u'}
ur-{d}ba]-ba₆;{'muhaldim[cook]'}
ur-{d}bil₂-sag;{'ugula[overseer]'}
ur-{d}bil₃;{'nagada[herdsman]'}
ur-{d}da-mu;{'lumah[priest]', 'lu[person]', 'sukkal[secretary]'}
ur-{d}dam-gal-nun-<na>;{'dubsar[scribe]'}
ur-{d}dam-gal-nun-na;{'dubsar[scribe]', 'X'}
ur-{d}dam-ki-na;{'u'}
ur-{d}dumu-zi;{'engar[farmer]', 'kurušda[fattener]', 'kuš[official]'}
ur-{d}dumu-zi-da;{'nagada[herdsman]', 'unud[cowherd]', 'PN', 'sipad[shepherd]', 'FN', 'dumu[child]', 'agaʾus[soldier]', 'sukkal[secretary]', 'nubanda[overseer]'}
ur-{d}en;{'tur[small]'}
ur-{d}en-ki;{'lungak[brewer]', 'kurušda[fattener]', 'dumu[child]'}
ur-{d}en-lil₂;{'dubsar[scribe]'}
ur-{d}en-lil₂-[la₂?];{'sipad[shepherd]'}
ur-{d}en-lil₂-la₂;{'šarrabdu[administrator]', 'lu[person]', 'šeš[brother]', 'dubsar[scribe]', 'unud[cowherd]', 'damgar[merchant]', 'sipad[shepherd]', 'u[and]', 'kurušda[fattener]', 'idu[doorkeeper]', 'dikud[judge]', 'dumu[child]', 'dubsarmah[official]'}
ur-{d}en-lil₂]-la₂;{'dubsar[scribe]'}
ur-{d}er₃-ra;{'šuʾi[barber]'}
ur-{d}geštin-an-ka;{'u'}
ur-{d}gibil₆;{'šagia[cup-bearer]'}
ur-{d}gilgames₃;{'šabra[administrator]'}
ur-{d}gilgamesₓ(|BIL₃.GA.MES|);{'šarrabdu[administrator]', 'šagia[cup-bearer]', 'AN', 'ummia[expert]'}
ur-{d}gubalag;{'nar[musician]'}
ur-{d}ha-[ia₃;{'arad[slave]'}
ur-{d}ha-ia₃;{'sukkal[secretary]'}
ur-{d}hendur#-sag;{'ugula[overseer]'}
ur-{d}hendur-sag;{'X', 'lu[person]'}
ur-{d}ig-alim;{'lu[person]', 'dubsar[scribe]', 'šabra[administrator]', 'engar[farmer]', 'kurušda[fattener]', 'dumu[child]', 'muhaldim[cook]'}
ur-{d}iškur;{'dubsar[scribe]', 'unud[cowherd]', 'šabra[administrator]', 'šuʾi[barber]', 'PN', 'engar[farmer]', 'dumu[child]', 'ensik[ruler]', 'en[cvne]', 'ašgab[leatherworker]'}
ur-{d}ištaran;{'kurušda[fattener]', 'FN', 'nubanda[overseer]', 'dumu[child]'}
ur-{d}kal-kal;{'kurušda[fattener]'}
ur-{d}ku₃-nun-na;{'lu[person]'}
ur-{d}lamma;{'nagada[herdsman]', 'AN', 'lu[person]', 'šeš[brother]', 'dubsar[scribe]', 'unud[cowherd]', 'nagar[carpenter]', 'u', 'šagia[cup-bearer]', 'kurušda[fattener]', 'dumu[child]', 'ensik[ruler]', 'muhaldim[cook]', 'ummia[expert]'}
ur-{d}lamma#;{'ensik[ruler]'}
ur-{d}li₉#-[si₄];{'ensik[ruler]'}
ur-{d}li₉-si₄;{'nubanda[overseer]', 'taka[abandon]', 'ensik[ruler]'}
ur-{d}li₉-si₄-na;{'ensik[ruler]'}
ur-{d}lugal-banda₃#[{da}];{'dubsar[scribe]'}
ur-{d}lugal-banda₃{da};{'dubsar[scribe]', 'šabra[administrator]', 'bisaŋdubak[archivist]'}
ur-{d}lugal-edin-ka;{'kurušda[fattener]'}
ur-{d}namma;{'GN', 'u'}
ur-{d}nanna;{'sukkal[secretary]', 'PN', 'ensik[ruler]'}
ur-{d}nanše;{'šeš[brother]', 'malah[sailor]', 'gala[singer]', 'šabra[administrator]', 'sipad[shepherd]', 'šagia[cup-bearer]', 'kurušda[fattener]', 'mu[year]', 'dumu[child]'}
ur-{d}nanše?;{'dubsar[scribe]'}
ur-{d}nin#?-si₄#?-an-na;{'u'}
ur-{d}nin-[kur-ra];{'ensik[ruler]'}
ur-{d}nin-a-zu;{'idu[doorkeeper]'}
ur-{d}nin-da;{'unud[cowherd]'}
ur-{d}nin-gal;{'u', 'simug[smith]', 'GN', 'šabra[administrator]'}
ur-{d}nin-geš-zi-da;{'idu[doorkeeper]', 'dikud[judge]', 'FN', 'nubanda[overseer]', 'damgar[merchant]'}
ur-{d}nin-gubalag;{'šabra[administrator]', 'u', 'nar[musician]', 'sukkal[secretary]'}
ur-{d}nin-kur-ra;{'ensik[ruler]'}
ur-{d}nin-kur₂-ra;{'ensik[ruler]'}
ur-{d}nin-mug;{'šagia[cup-bearer]', 'ensik[ruler]', 'lu[person]'}
ur-{d}nin-pa;{'nar[musician]'}
ur-{d}nin-sun₂;{'dikud[judge]', 'šabra[administrator]'}
ur-{d}nin-tu;{'X'}
ur-{d}nin-urta;{'ensik[ruler]'}
ur-{d}nin-šubur;{'nubanda[overseer]', 'u'}
ur-{d}nisaba;{'lu[person]'}
ur-{d}nun-gal;{'idu[doorkeeper]', 'mu[year]', 'PN'}
ur-{d}nusku;{'šabra[administrator]'}
ur-{d}saman₃;{'dumu[child]'}
ur-{d}suen;{'AN', 'lu[person]', 'šeš[brother]', 'unud[cowherd]', 'šabra[administrator]', 'u', 'u[and]', 'idu[doorkeeper]', 'FN', 'dumu[child]', 'ensik[ruler]', 'zadim[stone-cutter]', 'muhaldim[cook]', 'ud[sun]'}
ur-{d}suen#;{'FN', 'muhaldim[cook]'}
ur-{d}suen#?;{'AN'}
ur-{d}tilla?;{'FN'}
ur-{d}tilla₃;{'FN', 'saŋŋa[official]'}
ur-{d}tum-ma-al;{'muhaldim[cook]'}
ur-{d}utu;{'engar[farmer]', 'nubanda[overseer]', 'muhaldim[cook]'}
ur-{d}x;{'AN', 'u', 'sipad[shepherd]'}
ur-{d}x-[x];{'dumu[child]'}
ur-{d}x-x;{'dumu[child]'}
ur-{d}šar-ru-gen?;{'sukkal[secretary]'}
ur-{d}šar-ru-gin₇;{'sukkal[secretary]'}
ur-{d}šara₂;{'AN', 'lu[person]', 'bisaŋdubak[archivist]', 'sipad[shepherd]', 'šagia[cup-bearer]', 'dumu[child]'}
ur-{d}šu-mah;{'ugula[overseer]'}
ur-{d}šu-zi-an-ka;{'muhaldim[cook]'}
ur-{d}šu-{d}suen;{'ragaba[rider]', 'sukkal[secretary]'}
ur-{d}šul-gi;{'šagia[cup-bearer]', 'dumu[child]', 'muhaldim[cook]', 'šabra[administrator]', 'sipad[shepherd]'}
ur-{d}šul-gi-ra;{'šarrabdu[administrator]', 'e[house]', 'bisaŋdubak[archivist]', 'šabra[administrator]', 'PN', 'šagia[cup-bearer]', 'dumu[child]', 'ensik[ruler]'}
ur-{d}šul-pa-e₃;{'AN', 'ur[roof]', 'lu[person]', 'dubsar[scribe]', 'sukkalmah[official]', 'malah[sailor]', 'sipad[shepherd]', 'šagia[cup-bearer]', 'kurušda[fattener]', 'dumu[child]', 'ragaba[rider]', 'mu[year]', 'sukkal[secretary]', 'kul[collect]', 'X', 'muhaldim[cook]'}
ur-{d}šul-pa-e₃#;{'AN', 'PN'}
ur-{geš}gigir;{'šukud[fisherman]', 'unud[cowherd]', 'ugula[overseer]', 'PN', 'sipad[shepherd]', 'idu[doorkeeper]', 'FN', 'dumu[child]', 'ensik[ruler]'}
ur-šar-ru-gin₇;{'sukkal[secretary]'}
ur-še₃;{'FN'}
ur-šu;{'muhaldim[cook]'}
ur-šu!;{'muhaldim[cook]'}
ur-šu-ga-lam#-[ma];{'dubsar[scribe]'}
ur-šu-ga-lam-ma;{'ŋar[place]', 'dubsar[scribe]', 'susig[flayer]', 'PN', 'sipad[shepherd]', 'n'}
ur-šu-ku₃-ga;{'irara[oil-presser]'}
ur-šum;{'FN'}
