p_index,people_involved
303453,"[(('a-ab-ba-a', 'None'), ""['recipient']"", 2), (('lu₂-{d}inanna', 'None'), ""['recipient']"", 12), (('šeš-šeš', 'None'), ""['recipient']"", 4), (('a₂-u₂-u₂', 'None'), ""['recipient']"", 1), (('a-a-kal-la', 'None'), ""['recipient']"", 132), (('lu₂-giri₁₇-zal', 'nagada[herdsman]'), ""['recipient']"", 1), (('lu₂-{d}en-lil₂-la₂', 'None'), ""['recipient']"", 3), (('nar-zi', 'None'), ""['recipient']"", 1), (('dingir-ba-ni', 'None'), ""['recipient']"", 24), (('ur-ku₃-nun-na', 'PN'), ""['source']"", 37)]"
124963,"[(('ab-ba-sa₆-ga', 'None'), ""['source']"", 1409), (('ur-nigar{gar}', 'kuš[official]'), ""['intermediary']"", 0), (('ip-hur', 'kuš[official]'), ""['intermediary']"", 0), (('be-li₂-a-zu', 'None'), ""['recipient']"", 27), (('šu-e₂-a', 'kuš[official]'), ""['intermediary']"", 3)]"
124915,"[(('ur-mes', 'None'), ""['intermediary']"", 105), (('ur-ku₃-nun-na', 'None'), ""['source', 'intermediary']"", 255), (('ur-{d}nanše', 'None'), ""['intermediary']"", 17), (('nu-ur₂-{d}suen', 'None'), ""['recipient']"", 81), (('sa₃-si₂', 'None'), ""['intermediary']"", 33), (('ur-šu-ga-lam-ma', 'None'), ""['intermediary']"", 37), (('šu-i₃-li₂', 'None'), ""['intermediary']"", 12), (('al-la-mu', 'None'), ""['intermediary']"", 8), (('ur-ku₃-nun-na', 'PN'), ""['source', 'intermediary']"", 22)]"
102915,"[(('ur-mes', 'None'), ""['recipient']"", 4), (('ur-uš-gid₂-da', 'None'), ""['intermediary']"", 1), (('{d}en-lil₂-la₂', 'None'), ""['recipient']"", 10), (('ur-{d}lugal-banda₃{da}', 'None'), ""['intermediary']"", 1), (('a-a-dingir', 'None'), ""['intermediary']"", 1)]"
142635,"[(('id-da-a', 'None'), ""['new owner']"", 14), (('ARAD₂-mu', 'None'), ""['representative']"", 590), (('ur-{d}suen', 'None'), ""['new owner']"", 35), (('a-a-kal-la', 'None'), ""['representative']"", 127), (('lugal-u₄-su₃-še₃', 'None'), ""['new owner']"", 2), (('na-sa₆', 'PN'), ""['source']"", 161)]"
128190,"[(('ur-ku₃-nun-na', 'None'), ""['recipient']"", 352), (('ur-ku₃-nun-na', 'None'), ""['recipient']"", 353), (('lu₂-{d}inanna', 'None'), ""['intermediary']"", 9), (('ur-{d}šuš₃-{d}ba-ba₆', 'None'), ""['intermediary']"", 4), (('a-al-la-mu', 'None'), ""['intermediary']"", 10)]"
117274,"[(('zu-ba-ga', 'None'), ""['recipient']"", 34), (('igi-{d}en-lil₂-še₃', 'None'), ""['recipient']"", 24), (('tah-ša-tal', 'None'), ""['recipient']"", 21), (('na-lu₅', 'None'), ""['recipient']"", 427), (('en-dingir-mu', 'None'), ""['recipient']"", 104)]"
105137,"[(('ur-ku₃-nun-na', 'None'), ""['recipient']"", 110), (('lu₂-sa₆-ga', 'dubsar[scribe]'), ""['intermediary']"", 2), (('ba-mu', 'None'), ""['recipient']"", 5), (('ba-mu', 'None'), ""['recipient']"", 6), (('ba-mu', 'None'), ""['recipient']"", 7), (('lugal-ša₃-la₂', 'None'), ""['recipient']"", 0), (('ur-{d}ba-ba₆', 'dumu[child]'), ""['recipient']"", 4), (('na-lu₅', 'None'), ""['recipient']"", 176)]"
102378,"[(('ab-ba-sa₆-ga', 'None'), ""['source']"", 78), (('nu-ur₂-{d}suen', 'dubsar[scribe]'), ""['intermediary']"", 7), (('{d}utu-GIR₂@g-gal', 'None'), ""['new owner']"", 0), (('{d}en-lil₂-zi-ša₃-gal₂', 'None'), ""['representative']"", 2), (('ur-{d}ba-ba₆', 'muhaldim[cook]'), ""['representative']"", 1), (('wa-ta₂-ru-um', 'FN'), ""['new owner']"", 0)]"
105979,"[(('la-la-mu', 'sukkal[secretary]'), ""['intermediary']"", 1), (('hu-zi-ri', 'sukkal[secretary]'), ""['intermediary']"", 1), (('ARAD₂-mu', 'None'), ""['representative']"", 104), (('zu-ba-ga', 'PN'), ""['source']"", 2), (('ad-da-kal-la', 'dubsar[scribe]'), ""['intermediary']"", 4), (('{d}en-lil₂-zi-ša₃-gal₂', 'None'), ""['representative']"", 11)]"
332364,"[(('šu-{d}nin-šubur', 'None'), ""['intermediary']"", 18), (('ab-ba-sa₆-ga', 'None'), ""['source']"", 2632), (('{d}nanna-i₃-sa₆', 'None'), ""['intermediary']"", 5), (('šu-da-da', 'None'), ""['intermediary']"", 18), (('šu-er₃-ra', 'None'), ""['recipient']"", 85)]"
123370,"[(('be-li₂-a-ri₂-ik', 'None'), ""['representative']"", 7), (('ur-{d}en-lil₂-la₂', 'None'), ""['new owner']"", 19), (('ur-nigar{gar}', 'kaguruk[supervisor]'), ""['new owner']"", 8), (('ku-u₃', 'None'), ""['new owner']"", 1), (('šeš-da-da', 'FN'), ""['new owner']"", 39)]"
106364,"[(('ur-mes', 'None'), ""['recipient']"", 65), (('ur-{d}nanše', 'None'), ""['recipient']"", 10), (('in-ta-e₃-a', 'None'), ""['source']"", 276), (('in-ta-e₃-a', 'None'), ""['source']"", 277), (('sa₃-si₂', 'None'), ""['recipient']"", 22), (('kur-bi-la-ak', 'None'), ""['source']"", 4)]"
125973,"[(('ar-ši-ah', 'ensik[ruler]'), ""['recipient']"", 2), (('ab-ba-sa₆-ga', 'None'), ""['source']"", 1548), (('a-hu-we-er', 'None'), ""['source', 'recipient']"", 189), (('a-hu-we-er', 'None'), ""['source', 'recipient']"", 190), (('in-ta-e₃-a', 'None'), ""['recipient']"", 655), (('ur-{d}ba-ba₆', 'dumu[child]'), ""['recipient']"", 9), (('{d}nanna-zi-ša₃-gal₂', 'ensik[ruler]'), ""['recipient']"", 1), (('ur-{d}ba-ba₆', 'šabra[administrator]'), ""['recipient']"", 4), (('{d}šara₂-kam', 'ensik[ruler]'), ""['recipient']"", 2), (('{d}šul-gi-a-a-mu', 'None'), ""['recipient']"", 216), (('{d}nanna-ki-ag₂', 'šabra[administrator]'), ""['recipient']"", 5), (('ama-zi-mu', 'šabra[administrator]'), ""['recipient']"", 1)]"
113174,"[(('ab-ba-sa₆-ga', 'None'), ""['source']"", 882), (('ur-{d}en-lil₂-la₂', 'None'), ""['intermediary']"", 10), (('šeš-šeš', 'None'), ""['intermediary']"", 0), (('da-ga-mu', 'None'), ""['intermediary']"", 0), (('šu-er₃-ra', 'None'), ""['recipient']"", 19)]"
144262,"[(('in-ta-e₃-a', 'None'), ""['recipient']"", 973), (('in-ta-e₃-a', 'None'), ""['recipient']"", 974), (('in-ta-e₃-a', 'None'), ""['recipient']"", 975), (('ur-{d}šul-pa-e₃', 'lu[person]'), ""['intermediary']"", 1), (('ba-ga-tum', 'None'), ""['source']"", 2), (('ur-{d}šul-pa-e₃', 'None'), ""['intermediary']"", 29)]"
129478,"[(('{d}utu-ba-ni', 'ensik[ruler]'), ""['recipient']"", 4), (('lu₂-{d}nin-šubur', 'šabra[administrator]'), ""['recipient']"", 1), (('be-li₂-a-zu', 'None'), ""['recipient']"", 37), (('ur-{d}ba-ba₆', 'unud[cowherd]'), ""['recipient']"", 2), (('na-silim', 'šabra[administrator]'), ""['recipient']"", 2), (('ha-ba-lu₅-ge₂', 'ensik[ruler]'), ""['recipient']"", 1)]"
125026,"[(('lu₂-{d}utu', 'None'), ""['source']"", 19), (('in-ta-e₃-a', 'None'), ""['source']"", 582), (('ur-{d}ba-ba₆', 'None'), ""['source']"", 130), (('sa₃-si₂', 'None'), ""['source']"", 35), (('šu-i₃-li₂', 'None'), ""['source', 'recipient']"", 13), (('šu-i₃-li₂', 'None'), ""['source', 'recipient']"", 14)]"
130424,"[(('ur-ku₃-nun-na', 'None'), ""['intermediary']"", 369), (('ur-nig₂', 'None'), ""['new owner', 'intermediary']"", 34), (('in-ta-e₃-a', 'None'), ""['intermediary']"", 816), (('lu₂-ša-lim', 'None'), ""['source', 'intermediary']"", 18), (('lu₂-ša-lim', 'None'), ""['source', 'intermediary']"", 19), (('lu₂-ša-lim', 'None'), ""['source', 'intermediary']"", 20), (('lu₂-ša-lim', 'None'), ""['source', 'intermediary']"", 21), (('šu-i₃-li₂', 'None'), ""['recipient', 'intermediary']"", 24), (('šu-i₃-li₂', 'None'), ""['recipient', 'intermediary']"", 25), (('al-la-mu', 'None'), ""['recipient']"", 17)]"
103248,"[(('{d}en-lil₂-la₂', 'None'), ""['recipient']"", 22), (('na-sa₆', 'None'), ""['source']"", 27), (('lu₂-sa₆-ga', 'None'), ""['source']"", 5), (('a-tu', 'None'), ""['source']"", 0), (('a-ab-ba-bi', 'None'), ""['source']"", 0)]"
332358,"[(('ur-nigar{gar}', 'None'), ""['recipient']"", 863), (('ur-nigar{gar}', 'None'), ""['recipient']"", 864), (('ARAD₂-mu', 'None'), ""['representative']"", 747), (('a-a-kal-la', 'None'), ""['representative']"", 143), (('na-sa₆', 'PN'), ""['source']"", 180), (('nu-i₃-da', 'None'), ""['new owner']"", 16)]"
136233,"[(('ab-ba-sa₆-ga', 'None'), ""['source']"", 2146), (('ur-{d}nanše', 'None'), ""['intermediary']"", 27), (('lugal-ezem', 'None'), ""['intermediary']"", 34), (('er₃-re-šum', 'None'), ""['intermediary']"", 6), (('nu-ur₂-{d}suen', 'None'), ""['recipient']"", 121), (('a-hu-ni', 'kuš[official]'), ""['intermediary']"", 2), (('du₁₀-i₃-li₂', 'None'), ""['intermediary']"", 6)]"
103926,"[(('nu-ur₂-{d}suen', 'dubsar[scribe]'), ""['intermediary']"", 15), (('ARAD₂-mu', 'None'), ""['representative']"", 57), (('ab-ba-sa₆-ga', 'PN'), ""['source']"", 41), (('ur-{d}ba-ba₆', 'muhaldim[cook]'), ""['representative']"", 5), (('lugal-inim-gi-na', 'sukkal[secretary]'), ""['intermediary']"", 3)]"
125468,"[(('lu₂-{d}nanna', 'šabra[administrator]'), ""['new owner']"", 9), (('ur-{d}ba-ba₆', 'None'), ""['representative']"", 132), (('lugal-nir-gal₂', 'None'), ""['new owner']"", 10), (('ar-ši-ah', 'None'), ""['new owner']"", 1), (('na-sa₆', 'PN'), ""['source']"", 128)]"
108690,"[(('i-zu-sa-bar', 'None'), ""['source']"", 1), (('ur-tur', 'None'), ""['source']"", 6), (('a-a-dingir', 'None'), ""['recipient']"", 16), (('šu-i₃-li₂', 'None'), ""['source']"", 7), (('hu-nu-nu-ur', 'None'), ""['intermediary']"", 1), (('a-la-mu', 'None'), ""['source']"", 5), (('sa₃-si₂', 'PN'), ""['source']"", 1), (('e₂-ki-gal-la', 'None'), ""['source']"", 0)]"
123348,"[(('ab-ba-sa₆-ga', 'None'), ""['intermediary']"", 1108), (('na-sa₆', 'None'), ""['source', 'recipient']"", 216), (('na-sa₆', 'None'), ""['source', 'recipient']"", 217), (('da-da', 'None'), ""['source']"", 2), (('dingir-dan', 'None'), ""['source']"", 3), (('ur-{d}lamma', 'None'), ""['source']"", 8)]"
106325,"[(('du₁₁-ga-zi-da', 'kuš[official]'), ""['new owner']"", 0), (('ur-{d}ba-ba₆', 'None'), ""['representative']"", 52), (('ARAD₂-mu', 'None'), ""['representative', 'new owner']"", 117), (('ARAD₂-mu', 'None'), ""['representative', 'new owner']"", 118), (('na-sa₆', 'PN'), ""['source']"", 34), (('šeš-zi-mu', 'None'), ""['new owner']"", 1)]"
117412,"[(('zu-ba-ga', 'PN'), ""['source']"", 7), (('ad-da-kal-la', 'dubsar[scribe]'), ""['intermediary']"", 10), (('{d}en-lil₂-zi-ša₃-gal₂', 'None'), ""['representative']"", 23), (('ku₃-{d}nanna', 'sukkal[secretary]'), ""['representative']"", 3), (('tu-ra-am-{d}da-gan', 'None'), ""['representative']"", 17), (('la-ma-har', 'šagia[cup-bearer]'), ""['representative']"", 4), (('a-hu-ni', 'šagia[cup-bearer]'), ""['representative']"", 9)]"
131620,"[(('lugal-ša₃-la₂', 'None'), ""['new owner']"", 6), (('amar-{d}da-mu', 'None'), ""['new owner']"", 4), (('šu-eš₁₈-dar', 'None'), ""['new owner']"", 12), (('ur-{d}ba-ba₆', 'None'), ""['representative']"", 171), (('er₃-ra-ur-sag', 'None'), ""['new owner']"", 3), (('na-sa₆', 'PN'), ""['source']"", 142), (('a-mur-e₂-a', 'None'), ""['new owner']"", 6), (('a-bu-ni', 'None'), ""['new owner']"", 7)]"
201034,"[(('na-sa₆', 'None'), ""['recipient']"", 461), (('ur-sa₆-ga-mu', 'None'), ""['recipient', 'intermediary']"", 1), (('ur-sa₆-ga-mu', 'None'), ""['recipient', 'intermediary']"", 2), (('ur-sa₆-ga-mu', 'None'), ""['recipient', 'intermediary']"", 3), (('ur-sa₆-ga-mu', 'None'), ""['recipient', 'intermediary']"", 4)]"
134751,"[(('ur-nigar{gar}', 'None'), ""['source']"", 591), (('ur-nigar{gar}', 'kaguruk[supervisor]'), ""['source']"", 15), (('{d}en-lil₂-la₂', 'None'), ""['recipient']"", 149), (('pa₃-da-mu', 'None'), ""['source']"", 1), (('ma-at-i₃-li₂', 'None'), ""['source']"", 1)]"
117311,"[(('ur-{d}ba-ba₆', 'sipad[shepherd]'), ""['intermediary']"", 1), (('ur-nig₂', 'None'), ""['recipient']"", 19), (('lu₂-sa₆-ga', 'None'), ""['source']"", 30), (('ur-{d}ba-ba₆', 'None'), ""['intermediary']"", 88), (('ur-nig₂', 'dumu[child]'), ""['recipient']"", 0)]"
272553,"[(('u₃-zi-nu-ri', 'None'), ""['source']"", 2), (('la-ma-ša', 'None'), ""['recipient']"", 1), (('lu₂-{d}utu', 'dubsar[scribe]'), ""['source']"", 1), (('lu₂-{d}utu', 'None'), ""['source']"", 38), (('ur-nigar{gar}', 'None'), ""['intermediary']"", 922), (('ARAD₂', 'None'), ""['source']"", 7), (('nam-zi-tar-ra', 'None'), ""['source']"", 7), (('ba-zi', 'None'), ""['source']"", 5), (('ma-at-i₃-li₂', 'None'), ""['source']"", 2), (('za-zi', 'None'), ""['source']"", 2)]"
103872,"[(('a-da-lal₃', 'ragaba[rider]'), ""['intermediary']"", 0), (('ur-{d}šul-pa-e₃', 'None'), ""['source']"", 1), (('{d}šul-gi-a-a-mu', 'None'), ""['source']"", 33), (('un-da-ga', 'None'), ""['source']"", 1), (('a-da-lal₃', 'None'), ""['intermediary']"", 2)]"
129509,"[(('šu-{d}en-lil₂-la₂', 'None'), ""['source']"", 0), (('ARAD₂', 'None'), ""['source']"", 6), (('lugal-ezem', 'None'), ""['source']"", 18), (('ur-{d}suen', 'None'), ""['source']"", 28), (('lu₂-ša-lim', 'None'), ""['representative']"", 16), (('ur-{d}šul-pa-e₃', 'None'), ""['recipient']"", 21), (('a-a-dingir', 'None'), ""['recipient']"", 34), (('šu-{d}[...]', 'None'), ""['new owner', 'intermediary']"", 2)]"
101810,"[(('ab-ba-sa₆-ga', 'None'), ""['source']"", 2886), (('ur-{d}ba-ba₆', 'None'), ""['representative']"", 249), (('ARAD₂-mu', 'None'), ""['representative']"", 802), (('ba-ba-an-še-en', 'None'), ""['new owner']"", 19), (('šeš-zi-mu', 'None'), ""['new owner']"", 11)]"
320496,"[(('ur-{d}nin-gal', 'None'), ""['new owner']"", 6), (('bu-u₂-du', 'None'), ""['new owner']"", 7), (('ARAD₂-mu', 'None'), ""['representative']"", 689), (('maš-tur', 'šagia[cup-bearer]'), ""['representative']"", 38), (('maš-tur', 'šagia[cup-bearer]'), ""['representative']"", 39)]"
101313,"[(('lu₂-dingir-[ra]', 'None'), ""['recipient']"", 0), (('ur-{d}utu', 'None'), ""['recipient']"", 0), (('igi-ni-da-a', 'None'), ""['recipient']"", 0), (('igi-ni-da-a', 'None'), ""['recipient']"", 1), (('ur-{d}ig-alim', 'None'), ""['recipient']"", 0), (('ur-{d}nin-geš-zi-da', 'None'), ""['recipient']"", 0), (('lu₂-{d}geš-bar-e₃', 'None'), ""['recipient']"", 0), (('a₂-bi₂-li₂', 'None'), ""['recipient']"", 0), (('a-da-lal₃', 'None'), ""['recipient']"", 0)]"
103690,"[(('ur-mes', 'None'), ""['intermediary']"", 9), (('ur-ku₃-nun-na', 'None'), ""['intermediary']"", 41), (('lugal-ezem', 'None'), ""['intermediary']"", 1), (('ur-{d}ba-ba₆', 'None'), ""['intermediary']"", 23), (('a-la-mu', 'None'), ""['recipient']"", 0)]"
117195,"[(('nu-ur₂-i₃-li₂', 'None'), ""['intermediary']"", 4), (('ur-mes', 'None'), ""['intermediary']"", 96), (('ur-ku₃-nun-na', 'None'), ""['source']"", 202), (('in-ta-e₃-a', 'None'), ""['source']"", 381), (('a-a-dingir', 'None'), ""['intermediary']"", 23), (('{d}šul-gi-iri-mu', 'None'), ""['recipient']"", 325), (('{d}šul-gi-iri-mu', 'None'), ""['recipient']"", 326), (('a-al-la-mu', 'None'), ""['intermediary']"", 7)]"
320506,"[(('ur-{d}nin-gal', 'None'), ""['new owner']"", 7), (('lu₂-{d}nin-šubur', 'None'), ""['new owner']"", 17), (('ARAD₂-mu', 'None'), ""['representative']"", 701), (('ur-{d}nin-gubalag', 'None'), ""['new owner']"", 8), (('a-a-kal-la', 'None'), ""['representative']"", 136)]"
104053,"[(('ur-ku₃-nun-na', 'None'), ""['recipient']"", 47), (('a-bi₂-du₁₀', 'None'), ""['source']"", 0), (('na-sa₆', 'None'), ""['source']"", 49), (('ur-al-la', 'None'), ""['source']"", 0), (('ur-lugal', 'None'), ""['source']"", 1)]"
111893,"[(('a-hu-we-er', 'PN'), ""['source']"", 8), (('lu₂-{d}da-mu', 'sukkal[secretary]'), ""['intermediary']"", 1), (('ur-{d}lamma', 'šagia[cup-bearer]'), ""['intermediary']"", 2), (('dingir-dan', 'sukkal[secretary]'), ""['representative']"", 12), (('nu-ur₂-{d}suen', 'šagia[cup-bearer]'), ""['intermediary']"", 1), (('šu-{d}šul-gi', 'sukkal[secretary]'), ""['intermediary']"", 3)]"
130524,"[(('ur-ku₃-nun-na', 'None'), ""['source']"", 370), (('ARAD₂-mu', 'None'), ""['representative']"", 507), (('a-hu-wa-qar', 'None'), ""['intermediary']"", 8), (('a-hu-wa-qar', 'šarrabdu[administrator]'), ""['intermediary']"", 5), (('{d}šul-gi-iri-mu', 'None'), ""['recipient']"", 586)]"
126764,"[(('in-ta-e₃-a', 'None'), ""['source']"", 737), (('ur-šar-ru-gin₇', 'None'), ""['representative']"", 2), (('{d}nanna-ma-ba', 'dubsar[scribe]'), ""['intermediary']"", 91), (('{d}nanna-ma-ba', 'None'), ""['intermediary']"", 42), (('ba-a-a', 'sukkal[secretary]'), ""['intermediary']"", 1)]"
110438,"[(('ur-{d}dumu-zi-da', 'sukkal[secretary]'), ""['intermediary']"", 2), (('ARAD₂-mu', 'None'), ""['representative']"", 188), (('ra-ab-hu-ti', 'sukkal[secretary]'), ""['intermediary']"", 0), (('en-dingir-mu', 'None'), ""['source']"", 80), (('šu-{d}šul-gi', 'sukkal[secretary]'), ""['intermediary']"", 2)]"
103224,"[(('ur-nig₂', 'None'), ""['recipient']"", 2), (('ur-sa₆-ga', 'None'), ""['intermediary']"", 0), (('maš-tur', 'šagia[cup-bearer]'), ""['representative']"", 1), (('šu-ma-ma', 'None'), ""['source']"", 9), (('šu-i₃-li₂', 'None'), ""['intermediary']"", 0)]"
126770,"[(('id-da-a', 'None'), ""['new owner']"", 13), (('a-da-tum', 'None'), ""['new owner']"", 2), (('ur-{d}ba-ba₆', 'None'), ""['representative']"", 160), (('sa₃-si₂', 'None'), ""['new owner']"", 42), (('lu₂-ku₃-zu', 'None'), ""['new owner']"", 1), (('ab-ba-sa₆-ga', 'PN'), ""['source']"", 154), (('ur-{d}en-gal-du-du', 'None'), ""['new owner']"", 3), (('a-bu-ni', 'None'), ""['new owner']"", 6)]"
135075,"[(('{d}nanše-GIR₂@g?-gal', 'None'), ""['representative']"", 51), (('ARAD₂-mu', 'None'), ""['representative', 'new owner']"", 556), (('ARAD₂-mu', 'None'), ""['representative', 'new owner']"", 557), (('lu₂-{d}nanna', 'None'), ""['new owner']"", 19), (('a-a-kal-la', 'None'), ""['representative']"", 123), (('ab-ba-sa₆-ga', 'PN'), ""['source']"", 184), (('wa-ta₂-ru-um', 'FN'), ""['new owner']"", 15)]"
102164,"[(('{d}nanna-igi-du', 'šagia[cup-bearer]'), ""['representative']"", 4), (('ARAD₂-mu', 'None'), ""['representative']"", 21), (('{d}en-lil₂-zi-ša₃-gal₂', 'None'), ""['representative']"", 1), (('ta₂-hi-iš-a-tal', 'None'), ""['representative']"", 4), (('a-bi₂-si₂-im-ti', 'None'), ""['intermediary']"", 2), (('er₃-re-šum', 'šarrabdu[administrator]'), ""['intermediary']"", 2), (('{d}šu-{d}suen-i-pa₂-la-ah-{d}en-lil₂', 'šagia[cup-bearer]'), ""['representative']"", 0)]"
116888,"[(('ba-mu', 'None'), ""['representative']"", 11), (('{d}nanna-lu₂-du₁₀', 'None'), ""['new owner']"", 0), (('šeš-da-da', 'FN'), ""['new owner']"", 23), (('ur-{d}suen', 'None'), ""['new owner']"", 18), (('ur-sukkal', 'šagia[cup-bearer]'), ""['new owner']"", 1)]"
113896,"[(('ur-{d}ba-ba₆-ke₄', 'ŋar[place]'), ""['source']"", 1), (('ur-{d}nin-a-zu', 'None'), ""['recipient']"", 2), (('ur-{d}nin-a-zu', 'None'), ""['recipient']"", 3), (('ur-{d}nin-a-zu', 'None'), ""['recipient']"", 4), (('ur-{d}ba-ba₆', 'None'), ""['source']"", 72)]"
131087,"[(('in-ta-e₃-a', 'None'), ""['intermediary']"", 830), (('in-ta-e₃-a', 'None'), ""['intermediary']"", 831), (('da-da', 'None'), ""['source']"", 4), (('ur-šu-ga-lam-ma', 'None'), ""['source']"", 54), (('na-we-er-dingir', 'None'), ""['source']"", 8), (('ur-{d}lamma', 'None'), ""['recipient']"", 13)]"
212199,"[(('a-hu-we-er', 'PN'), ""['source']"", 23), (('ARAD₂-mu', 'None'), ""['representative']"", 787), (('i₃-li₂-be-li₂', 'sukkal[secretary]'), ""['intermediary']"", 5), (('šu-{d}šul-gi', 'sukkal[secretary]'), ""['intermediary']"", 16), (('ur-{d}lugal-banda₃{da}', 'dubsar[scribe]'), ""['intermediary']"", 8)]"
135062,"[(('{d}nanše-GIR₂@g?-gal', 'None'), ""['representative']"", 49), (('šeš-da-da', 'FN'), ""['new owner']"", 69), (('ARAD₂-mu', 'None'), ""['representative']"", 551), (('na-sa₆', 'PN'), ""['source']"", 155), (('e₂-a-i₃-li₂', 'None'), ""['new owner']"", 54)]"
105887,"[(('id-da-a', 'None'), ""['new owner']"", 1), (('a-ba-{d}en-lil₂-gin₇', 'None'), ""['new owner']"", 17), (('lugal-ma₂-gur₈-re', 'None'), ""['new owner']"", 13), (('ur-{d}ba-ba₆', 'None'), ""['representative']"", 48), (('šu-kab-ta₂', 'None'), ""['new owner']"", 0), (('ur-{d}suen', 'None'), ""['new owner']"", 8), (('ab-ba-sa₆-ga', 'PN'), ""['source']"", 55), (('a-bu-ni', 'None'), ""['new owner']"", 1)]"
115939,"[(('ur-mes', 'None'), ""['source']"", 90), (('ur-ku₃-nun-na', 'None'), ""['recipient']"", 188), (('ur-ku₃-nun-na', 'None'), ""['recipient']"", 189), (('{d}utu-bar-ra', 'None'), ""['source']"", 1), (('ur-{d}šuš₃-{d}ba-ba₆', 'None'), ""['source']"", 1), (('a-da-lal₃', 'None'), ""['source']"", 10)]"
143893,"[(('ab-ba-sa₆-ga', 'None'), ""['source']"", 2210), (('{d}nanše-GIR₂@g-gal', 'None'), ""['representative']"", 137), (('ARAD₂-mu', 'None'), ""['representative', 'new owner']"", 602), (('ARAD₂-mu', 'None'), ""['representative', 'new owner']"", 603), (('a-bi₂-si₂-im-ti', 'None'), ""['intermediary']"", 17), (('šeš-kal-la', 'None'), ""['new owner']"", 27)]"
145511,"[(('ur-mes', 'None'), ""['recipient']"", 187), (('ur-mes', 'None'), ""['recipient']"", 188), (('lugal-ezem', 'None'), ""['intermediary']"", 37), (('sa₃-si₂', 'None'), ""['source']"", 68), (('a-la-mu', 'None'), ""['intermediary']"", 11)]"
134686,"[(('ab-ba-sa₆-ga', 'None'), ""['source']"", 2042), (('šu-{d}suen', 'None'), ""['new owner']"", 15), (('ur-{d}ba-ba₆', 'None'), ""['representative']"", 178), (('ba-ba-an-še-en', 'None'), ""['representative']"", 14), (('šu-da-da', 'None'), ""['new owner']"", 14)]"
125781,"[(('i₃-lal₃-lum', 'None'), ""['new owner']"", 24), (('{d}en-lil₂-i₃-sa₆', 'None'), ""['new owner']"", 2), (('lu-lu-a', 'None'), ""['new owner']"", 1), (('ARAD₂-mu', 'None'), ""['representative']"", 380), (('na-sa₆', 'PN'), ""['source']"", 131)]"
106366,"[(('a-hu-we-er', 'None'), ""['source']"", 69), (('ARAD₂-mu', 'None'), ""['representative']"", 121), (('ha-ni', 'sukkal[secretary]'), ""['intermediary']"", 2), (('{d}nanna-kam', 'sukkal[secretary]'), ""['representative']"", 5), (('ur-{d}lugal-banda₃{da}', 'dubsar[scribe]'), ""['intermediary']"", 3)]"
126624,"[(('ab-ba-sa₆-ga', 'None'), ""['source']"", 1696), (('ur-{d}šul-gi', 'None'), ""['recipient']"", 2), (('lu₂-{d}nanna', 'šabra[administrator]'), ""['recipient']"", 11), (('nu-ur₂-{d}suen', 'None'), ""['recipient']"", 100), (('be-li₂-a-zu', 'None'), ""['source', 'recipient']"", 32), (('be-li₂-a-zu', 'None'), ""['source', 'recipient']"", 33), (('{d}šul-gi-a-a-mu', 'None'), ""['source']"", 244), (('{d}šul-gi#-[iri-mu]', 'None'), ""['recipient']"", 1), (('en-dingir-mu', 'None'), ""['source']"", 153), (('šu-i₃-li₂', 'None'), ""['recipient']"", 18), (('šu-er₃-ra', 'None'), ""['recipient']"", 53), (('ab-ba-[sa₆]-ga', 'None'), ""['source']"", 2)]"
113175,"[(('i₃-lal₃-lum', 'None'), ""['representative']"", 8), (('i₃-lal₃-lum', 'None'), ""['representative']"", 9), (('ab-ba-sa₆-ga', 'None'), ""['source']"", 883), (('ša₃-ta-ku₃-zu', 'ragaba[rider]'), ""['representative']"", 0), (('ur-{d}ba-ba₆', 'None'), ""['representative']"", 69), (('ARAD₂-mu', 'None'), ""['representative']"", 208), (('lu₂-{d}en-ki', 'sukkal[secretary]'), ""['intermediary']"", 0)]"
117621,"[(('i₃-lal₃-lum', 'None'), ""['new owner']"", 16), (('be-li₂-a-ri₂-ik', 'None'), ""['new owner']"", 3), (('šu-ma-ma', 'ensik[ruler]'), ""['new owner']"", 0), (('nir-i₃-da-gal₂', 'None'), ""['new owner']"", 6), (('{d}šul-gi-i₃-li₂', 'None'), ""['new owner']"", 48), (('i-bi₂-{d}ištaran', 'None'), ""['new owner']"", 1), (('ur-mes', 'ensik[ruler]'), ""['new owner']"", 1), (('ab-ba-sa₆-ga', 'PN'), ""['source']"", 102), (('ur-{d}en-gal-du-du', 'None'), ""['new owner']"", 2), (('nu-ur₂-{d}iškur', 'ragaba[rider]'), ""['representative']"", 0), (('a-bu-ni', 'None'), ""['new owner']"", 4)]"
128022,"[(('lu₂-{d}utu', 'None'), ""['intermediary']"", 22), (('a-hu-a', 'None'), ""['intermediary']"", 2), (('gu-za-ni', 'None'), ""['intermediary']"", 2), (('ur-{d}šul-pa-e₃', 'None'), ""['intermediary']"", 20), (('šu-{d}[...]', 'None'), ""['intermediary']"", 0)]"
