name,normalized name,roles,profession,family,p index,date
lugal-ku₄?-ra,,,,,['201474'],
lugal-ku₄?-ra,,,,,['210543'],['76.0308']
lugal-lu₂?-eb?,,,,['dumu x-x-x'],['430295'],
lugal-mah-{d}šara₂,,,,,['114062'],['82.0915']
lugal-mas-su,,[{'intermediary'}],,,['100628'],
lugal-mas-su,,,,,['100820'],
lugal-mas-su₂,Lugalmassu[]PN,[{'intermediary'}],,,['124466'],['66.0020']
lugal-ma₂!-gur₈-re,Lugalmagure[]PN,[{'representative'}],,,['416441'],['71.0926']
lugal-ma₂#-gur₈#-re,Lugalmagure[]PN,,,,['125025'],
lugal-ma₂-[gur₈-re],Lugalmagure[]PN,,,,['126706'],['77.1105']
lugal-ma₂-gur₈#-re,Lugalmagure[]PN,,,,['320511'],['73.0930']
lugal-ma₂-gur₈-[re,Lugalmagure[]PN,,['maškim[administrator]'],,['106388'],['84.1023']
lugal-ma₂-gur₈-[re],Lugalmagure[]PN,[{'recipient'}],['ensik[ruler]'],,['104123'],
lugal-ma₂-gur₈-[re],Lugalmagure[]PN,,['unud[cowherd]'],,['332152'],
lugal-ma₂-gur₈-re#-ta,Lugalmagure[]PN,[{'source'}],,,['108708'],['73.0000']
lugal-ma₂-gur₈-re#,Lugalmagure[]PN,,,,['218203'],['80.1200']
lugal-ma₂-gur₈-re-ta,Lugalmagure[]PN,[{'source'}],,,['105156'],['75.1200']
lugal-ma₂-gur₈-re,Lugalmagure[]PN,[{'intermediary'}],,,['103252'],
lugal-ma₂-gur₈-re,Lugalmagure[]PN,,,,['104680'],
lugal-ma₂-gur₈-re,Lugalmagure[]PN,,,,['123488'],
lugal-ma₂-gur₈-re,Lugalmagure[]PN,,,,['126313'],
lugal-ma₂-gur₈-re,Lugalmagure[]PN,,,,['126313'],
lugal-ma₂-gur₈-re,Lugalmagure[]PN,,,,['126313'],
lugal-ma₂-gur₈-re,Lugalmagure[]PN,,,,['126667'],
lugal-ma₂-gur₈-re,Lugalmagure[]PN,[{'representative'}],,,['126761'],
lugal-ma₂-gur₈-re,Lugalmagure[]PN,[{'recipient'}],,,['129499'],
lugal-ma₂-gur₈-re,Lugalmagure[]PN,,,,['144312'],
lugal-ma₂-gur₈-re,Lugalmagure[]PN,,['šagia[cup-bearer]'],,['235233'],
lugal-ma₂-gur₈-re,Lugalmagure[]PN,,,,['430317'],
lugal-ma₂-gur₈-re,Lugalmagure[]PN,,,['dumu sa₆-ga-zu'],['456329'],
lugal-ma₂-gur₈-re,Lugalmagure[]PN,,['sukkal[secretary]'],,['126606'],['62.0800']
lugal-ma₂-gur₈-re,Lugalmagure[]PN,,,,['117430'],['64.0200']
lugal-ma₂-gur₈-re,Lugalmagure[]PN,[{'representative'}],['sukkal[secretary]'],,['101727'],['65.0527']
lugal-ma₂-gur₈-re,Lugalmagure[]PN,,['sukkal[secretary]'],,['332359'],['65.0902']
lugal-ma₂-gur₈-re,Lugalmagure[]PN,[{'representative'}],['sukkal[secretary]'],,['133920'],['65.1003']
lugal-ma₂-gur₈-re,Lugalmagure[]PN,,,,['128126'],['65.1204']
lugal-ma₂-gur₈-re,Lugalmagure[]PN,,['sukkal[secretary]'],,['122153'],['66.0607']
lugal-ma₂-gur₈-re,Lugalmagure[]PN,,['sukkal[secretary]'],,['123702'],['66.0901']
lugal-ma₂-gur₈-re,Lugalmagure[]PN,,['sukkal[secretary]'],,['124861'],['66.0909']
lugal-ma₂-gur₈-re,Lugalmagure[]PN,,['sukkal[secretary]'],,['115910'],['66.0911']
lugal-ma₂-gur₈-re,Lugalmagure[]PN,,['sukkal[secretary]'],,['106322'],['66.1017']
lugal-ma₂-gur₈-re,Lugalmagure[]PN,,['sukkal[secretary]'],,['212067'],['66.1018']
lugal-ma₂-gur₈-re,Lugalmagure[]PN,,['sukkal[secretary]'],,['124451'],['66.1125']
lugal-ma₂-gur₈-re,Lugalmagure[]PN,[{'representative'}],,,['124893'],['67.0207']
lugal-ma₂-gur₈-re,Lugalmagure[]PN,[{'representative'}],,,['122790'],['67.0214']
lugal-ma₂-gur₈-re,Lugalmagure[]PN,,['sukkal[secretary]'],,['294851'],['67.0528']
lugal-ma₂-gur₈-re,Lugalmagure[]PN,,['sukkal[secretary]'],,['118474'],['67.0529']
lugal-ma₂-gur₈-re,Lugalmagure[]PN,[{'representative'}],,,['433577'],['67.0608']
lugal-ma₂-gur₈-re,Lugalmagure[]PN,[{'representative'}],,,['102345'],['67.1019']
lugal-ma₂-gur₈-re,Lugalmagure[]PN,,,,['126312'],['68.0101']
lugal-ma₂-gur₈-re,Lugalmagure[]PN,[{'representative'}],,,['124345'],['68.0309']
lugal-ma₂-gur₈-re,Lugalmagure[]PN,[{'representative'}],,,['105855'],['68.0313']
lugal-ma₂-gur₈-re,Lugalmagure[]PN,[{'representative'}],,,['118625'],['68.0313']
lugal-ma₂-gur₈-re,Lugalmagure[]PN,[{'representative'}],,,['118593'],['68.0314']
lugal-ma₂-gur₈-re,Lugalmagure[]PN,[{'representative'}],,,['126207'],['68.0317']
lugal-ma₂-gur₈-re,Lugalmagure[]PN,,,,['105854'],['68.0425']
lugal-ma₂-gur₈-re,Lugalmagure[]PN,,['šabra[administrator]'],,['111894'],['68.0520']
lugal-ma₂-gur₈-re,Lugalmagure[]PN,[{'representative'}],,,['107767'],['68.0603']
lugal-ma₂-gur₈-re,Lugalmagure[]PN,[{'representative'}],,,['107768'],['68.0603']
lugal-ma₂-gur₈-re,Lugalmagure[]PN,[{'representative'}],,,['135069'],['68.0604']
lugal-ma₂-gur₈-re,Lugalmagure[]PN,[{'representative'}],,,['453367'],['68.0605']
lugal-ma₂-gur₈-re,Lugalmagure[]PN,[{'representative'}],,,['126779'],['68.0609']
lugal-ma₂-gur₈-re,Lugalmagure[]PN,,,,['143924'],['68.0900']
lugal-ma₂-gur₈-re,Lugalmagure[]PN,[{'representative'}],,,['143924'],['68.0900']
lugal-ma₂-gur₈-re,Lugalmagure[]PN,[{'intermediary'}],,,['320527'],['68.0900']
lugal-ma₂-gur₈-re,Lugalmagure[]PN,[{'representative'}],,,['131109'],['68.0923']
lugal-ma₂-gur₈-re,Lugalmagure[]PN,,,,['292620'],['68.1100']
lugal-ma₂-gur₈-re,Lugalmagure[]PN,,,,['292620'],['68.1100']
lugal-ma₂-gur₈-re,Lugalmagure[]PN,,,,['292620'],['68.1100']
lugal-ma₂-gur₈-re,Lugalmagure[]PN,,,,['118493'],['68.1200']
lugal-ma₂-gur₈-re,Lugalmagure[]PN,[{'representative'}],,,['131648'],['69.0111']
lugal-ma₂-gur₈-re,Lugalmagure[]PN,[{'representative'}],,,['109609'],['69.0129']
lugal-ma₂-gur₈-re,Lugalmagure[]PN,,['sukkal[secretary]'],,['143939'],['69.0713']
lugal-ma₂-gur₈-re,Lugalmagure[]PN,,,,['112979'],['69.1204']
lugal-ma₂-gur₈-re,Lugalmagure[]PN,,,,['112979'],['69.1204']
lugal-ma₂-gur₈-re,Lugalmagure[]PN,,['nubanda[overseer]'],,['210498'],['70.0121']
lugal-ma₂-gur₈-re,Lugalmagure[]PN,,,,['104085'],['70.0125']
lugal-ma₂-gur₈-re,Lugalmagure[]PN,,,,['136240'],['70.0617']
lugal-ma₂-gur₈-re,Lugalmagure[]PN,,,,['108701'],['70.0701']
lugal-ma₂-gur₈-re,Lugalmagure[]PN,,,,['105887'],['70.0727']
lugal-ma₂-gur₈-re,Lugalmagure[]PN,,,,['143994'],['70.0902']
lugal-ma₂-gur₈-re,Lugalmagure[]PN,,,,['200557'],['70.0927']
lugal-ma₂-gur₈-re,Lugalmagure[]PN,,,,['116195'],['70.1001']
lugal-ma₂-gur₈-re,Lugalmagure[]PN,,,,['125771'],['70.1020']
lugal-ma₂-gur₈-re,Lugalmagure[]PN,,,,['124914'],['70.1112']
lugal-ma₂-gur₈-re,Lugalmagure[]PN,,,,['103363'],['70.1119']
lugal-ma₂-gur₈-re,Lugalmagure[]PN,[{'recipient'}],,,['105886'],['70.1229']
lugal-ma₂-gur₈-re,Lugalmagure[]PN,,,,['125448'],['71.0103']
lugal-ma₂-gur₈-re,Lugalmagure[]PN,,,,['211971'],['71.0223']
lugal-ma₂-gur₈-re,Lugalmagure[]PN,,,,['142404'],['71.0526']
lugal-ma₂-gur₈-re,Lugalmagure[]PN,,,,['123973'],['71.0724']
lugal-ma₂-gur₈-re,Lugalmagure[]PN,,,,['142576'],['71.0803']
lugal-ma₂-gur₈-re,Lugalmagure[]PN,,,,['107843'],['71.0815']
lugal-ma₂-gur₈-re,Lugalmagure[]PN,,,,['416447'],['71.0909']
lugal-ma₂-gur₈-re,Lugalmagure[]PN,,,,['125474'],['71.0910']
lugal-ma₂-gur₈-re,Lugalmagure[]PN,,,,['117315'],['71.0925']
lugal-ma₂-gur₈-re,Lugalmagure[]PN,,,,['131594'],['71.1009']
lugal-ma₂-gur₈-re,Lugalmagure[]PN,,,,['132017'],['71.1123']
lugal-ma₂-gur₈-re,Lugalmagure[]PN,,,,['100983'],['71.1201']
lugal-ma₂-gur₈-re,Lugalmagure[]PN,,,,['126320'],['71.1208']
lugal-ma₂-gur₈-re,Lugalmagure[]PN,,,,['124060'],['72.0801']
lugal-ma₂-gur₈-re,Lugalmagure[]PN,,,,['126220'],['72.0915']
lugal-ma₂-gur₈-re,Lugalmagure[]PN,,,,['135079'],['72.1025']
lugal-ma₂-gur₈-re,Lugalmagure[]PN,,,,['124244'],['73.0220']
lugal-ma₂-gur₈-re,Lugalmagure[]PN,,,,['105942'],['73.0508']
lugal-ma₂-gur₈-re,Lugalmagure[]PN,,,,['320511'],['73.0930']
lugal-ma₂-gur₈-re,Lugalmagure[]PN,,,,['320511'],['73.0930']
lugal-ma₂-gur₈-re,Lugalmagure[]PN,[{'recipient'}],,,['134717'],['73.1003']
lugal-ma₂-gur₈-re,Lugalmagure[]PN,,,,['101872'],['73.1017']
lugal-ma₂-gur₈-re,Lugalmagure[]PN,,,,['211502'],['73.1221']
lugal-ma₂-gur₈-re,Lugalmagure[]PN,[{'recipient'}],['šabra[administrator]'],,['144216'],['73.5000']
lugal-ma₂-gur₈-re,Lugalmagure[]PN,,,,['105963'],['74.0203']
lugal-ma₂-gur₈-re,Lugalmagure[]PN,,,,['103117'],['74.0205']
lugal-ma₂-gur₈-re,Lugalmagure[]PN,[{'source'}],,,['332369'],['74.0707']
lugal-ma₂-gur₈-re,Lugalmagure[]PN,,,,['108668'],['74.0821']
lugal-ma₂-gur₈-re,Lugalmagure[]PN,,,,['103238'],['74.0909']
lugal-ma₂-gur₈-re,Lugalmagure[]PN,,,,['111797'],['74.0912']
lugal-ma₂-gur₈-re,Lugalmagure[]PN,,,,['131104'],['74.1003']
lugal-ma₂-gur₈-re,Lugalmagure[]PN,,['sukkal[secretary]'],,['128920'],['74.1129']
lugal-ma₂-gur₈-re,Lugalmagure[]PN,[{'representative'}],,,['118630'],['74.1214']
lugal-ma₂-gur₈-re,Lugalmagure[]PN,,,,['106440'],['75.0008']
lugal-ma₂-gur₈-re,Lugalmagure[]PN,,,,['103240'],['75.0112']
lugal-ma₂-gur₈-re,Lugalmagure[]PN,,,,['135231'],['75.0324']
lugal-ma₂-gur₈-re,Lugalmagure[]PN,,,,['211821'],['75.0325']
lugal-ma₂-gur₈-re,Lugalmagure[]PN,[{'representative'}],,,['111799'],['75.0327']
lugal-ma₂-gur₈-re,Lugalmagure[]PN,,['šabra[administrator]'],,['117168'],['75.0600']
lugal-ma₂-gur₈-re,Lugalmagure[]PN,,,,['106353'],['75.1007']
lugal-ma₂-gur₈-re,Lugalmagure[]PN,,,,['200511'],['76.0600']
lugal-ma₂-gur₈-re,Lugalmagure[]PN,,,,['127828'],['76.0703']
lugal-ma₂-gur₈-re,Lugalmagure[]PN,[{'representative'}],,,['134689'],['76.1212']
lugal-ma₂-gur₈-re,Lugalmagure[]PN,[{'recipient'}],,,['115487'],['77.0100']
lugal-ma₂-gur₈-re,Lugalmagure[]PN,,,,['125982'],['78.0622']
lugal-ma₂-gur₈-re,Lugalmagure[]PN,,,,['111800'],['78.0701']
lugal-ma₂-gur₈-re,Lugalmagure[]PN,[{'representative'}],,,['112230'],['79.0125']
lugal-ma₂-gur₈-re,Lugalmagure[]PN,,,,['130759'],['79.0706']
lugal-ma₂-gur₈-re,Lugalmagure[]PN,,,,['121508'],['80.1109']
lugal-ma₂-gur₈-re,Lugalmagure[]PN,,,,['126168'],['81.0320']
lugal-ma₂-gur₈-re,Lugalmagure[]PN,,,,['102340'],['81.0629']
lugal-ma₂-gur₈-re,Lugalmagure[]PN,,,,['130525'],['82.0625']
lugal-ma₂-gur₈-re,Lugalmagure[]PN,,,,['127564'],['82.0700']
lugal-ma₂-gur₈-re,Lugalmagure[]PN,,,,['118448'],['82.0706']
lugal-ma₂-gur₈-re,Lugalmagure[]PN,[{'representative'}],,,['125871'],['82.1010']
lugal-ma₂-gur₈-re,Lugalmagure[]PN,,,,['122203'],['82.1013']
lugal-ma₂-gur₈-re,Lugalmagure[]PN,,,,['134945'],['82.1225']
lugal-ma₂-gur₈-re,Lugalmagure[]PN,,,,['201139'],['84.0000']
lugal-ma₂-gur₈-re,Lugalmagure[]PN,,,,['303373'],['84.0704']
lugal-ma₂-gur₈-re,Lugalmagure[]PN,,['unud[cowherd]'],,['126113'],['84.0800']
lugal-ma₂-gur₈-re,Lugalmagure[]PN,[{'representative'}],,,['101403'],['84.1001']
lugal-ma₂-gur₈-re,Lugalmagure[]PN,[{'representative'}],,,['101403'],['84.1001']
lugal-ma₂-gur₈-re,Lugalmagure[]PN,[{'representative'}],,,['115594'],['84.1013']
lugal-ma₂-gur₈-re,Lugalmagure[]PN,[{'representative'}],,,['118556'],['84.1027']
lugal-ma₂-gur₈-re,Lugalmagure[]PN,,,,['201102'],['84.1226']
lugal-ma₂-gur₈-re,Lugalmagure[]PN,"[{'source', 'representative'}]",,,['100990'],['86.0100']
lugal-ma₂-gur₈-re,Lugalmagure[]PN,,['sukkal[secretary]'],,['134756'],['86.0800']
lugal-me#-[lam₂],Lugalmelim[]PN,[{'source'}],['kuš[official]'],,['123804'],['67.0800']
lugal-me#?-a#?,Lugalmeʾa[]PN,,,,['106237'],
lugal-me-[lam₂],Lugalmelim[]PN,,,,['135023'],['63.1217']
lugal-me-a,Lugalmeʾa[]PN,,,,['430233'],
lugal-me-du₁₀-x,,,,,['142939'],
lugal-me-e₃-a-ta,Lugalmeʾeʾa[]PN,[{'source'}],,,['131090'],['69.0000']
lugal-me-e₃-a,Lugalmeʾeʾa[]PN,,,,['131588'],['63.1230']
lugal-me-e₃-a,Lugalmeʾeʾa[]PN,,['nagada[herdsman]'],,['106205'],['72.0400']
lugal-me-lam₂#,Lugalmelim[]PN,,['sukkal[secretary]'],,['123530'],['65.1105']
lugal-me-lam₂-ta,Lugalmelim[]PN,[{'source'}],,,['104221'],
lugal-me-lam₂-ta,Lugalmelim[]PN,[{'source'}],,,['104357'],['77.0600']
lugal-me-lam₂-ta,Lugalmelim[]PN,[{'source'}],,,['118559'],['78.0000']
lugal-me-lam₂-ta,Lugalmelim[]PN,[{'source'}],,,['201022'],['78.0718']
lugal-me-lam₂-ta,Lugalmelim[]PN,[{'source'}],,,['103213'],['78.1100']
lugal-me-lam₂-ta,Lugalmelim[]PN,[{'source'}],,,['111934'],['79.0100']
lugal-me-lam₂-ta,Lugalmelim[]PN,[{'source'}],,,['118563'],['79.0100']
lugal-me-lam₂-ta,Lugalmelim[]PN,[{'source'}],,,['103923'],['81.0000']
lugal-me-lam₂-ta,Lugalmelim[]PN,[{'source'}],,,['109345'],['81.0100']
lugal-me-lam₂-ta,Lugalmelim[]PN,[{'source'}],,,['320543'],['82.0000']
lugal-me-lam₂-ta,Lugalmelim[]PN,[{'source'}],,,['103688'],['82.0314']
lugal-me-lam₂-ta,Lugalmelim[]PN,[{'source'}],,,['129488'],['82.0502']
lugal-me-lam₂-ta,Lugalmelim[]PN,[{'source'}],,,['103207'],['82.1203']
lugal-me-lam₂-ta,Lugalmelim[]PN,[{'source'}],,,['125700'],['85.1200']
lugal-me-lam₂,Lugalmelim[]PN,[{'recipient'}],,,['103925'],
lugal-me-lam₂,Lugalmelim[]PN,,,,['104455'],
lugal-me-lam₂,Lugalmelim[]PN,,['sukkal[secretary]'],,['106298'],
lugal-me-lam₂,Lugalmelim[]PN,,,,['107357'],
lugal-me-lam₂,Lugalmelim[]PN,,,,['107635'],
lugal-me-lam₂,Lugalmelim[]PN,,,,['108690'],
lugal-me-lam₂,Lugalmelim[]PN,,,,['113173'],
lugal-me-lam₂,Lugalmelim[]PN,[{'source'}],,,['117204'],
lugal-me-lam₂,Lugalmelim[]PN,,,,['117511'],
lugal-me-lam₂,Lugalmelim[]PN,,,,['123250'],
lugal-me-lam₂,Lugalmelim[]PN,,,,['123440'],
lugal-me-lam₂,Lugalmelim[]PN,,,,['123671'],
lugal-me-lam₂,Lugalmelim[]PN,,,,['125445'],
lugal-me-lam₂,Lugalmelim[]PN,[{'source'}],,,['125655'],
lugal-me-lam₂,Lugalmelim[]PN,,,,['134018'],
lugal-me-lam₂,Lugalmelim[]PN,,,,['142403'],
lugal-me-lam₂,Lugalmelim[]PN,,,,['430317'],
lugal-me-lam₂,Lugalmelim[]PN,,,['dumu nam-ha-ni'],['430319'],
lugal-me-lam₂,Lugalmelim[]PN,,,,['430319'],
lugal-me-lam₂,Lugalmelim[]PN,,,,['430651'],
lugal-me-lam₂,Lugalmelim[]PN,,,,['430652'],
lugal-me-lam₂,Lugalmelim[]PN,,,,['458285'],
lugal-me-lam₂,Lugalmelim[]PN,,,,['330582'],
lugal-me-lam₂,Lugalmelim[]PN,,,,['131667'],['50.0700']
lugal-me-lam₂,Lugalmelim[]PN,,,,['303730'],['60.0000']
lugal-me-lam₂,Lugalmelim[]PN,,,,['131588'],['63.1230']
lugal-me-lam₂,Lugalmelim[]PN,,,,['332577'],['64.0310']
lugal-me-lam₂,Lugalmelim[]PN,[{'representative'}],,,['112417'],['64.0509']
lugal-me-lam₂,Lugalmelim[]PN,[{'representative'}],,,['124446'],['64.0515']
lugal-me-lam₂,Lugalmelim[]PN,[{'representative'}],,,['117580'],['64.0612']
lugal-me-lam₂,Lugalmelim[]PN,[{'representative'}],,,['127347'],['64.0710']
lugal-me-lam₂,Lugalmelim[]PN,,,,['433576'],['64.0726']
lugal-me-lam₂,Lugalmelim[]PN,,['sukkal[secretary]'],,['117611'],['65.0402']
lugal-me-lam₂,Lugalmelim[]PN,,['sukkal[secretary]'],,['106313'],['65.0502']
lugal-me-lam₂,Lugalmelim[]PN,,['ensik[ruler]'],,['142132'],['67.1103']
lugal-me-lam₂,Lugalmelim[]PN,,,,['406806'],['68.1216']
lugal-me-lam₂,Lugalmelim[]PN,,['ensik[ruler]'],,['127615'],['70.0100']
lugal-me-lam₂,Lugalmelim[]PN,,['ensik[ruler]'],,['127615'],['70.0100']
lugal-me-lam₂,Lugalmelim[]PN,[{'intermediary'}],,,['124342'],['70.0900']
lugal-me-lam₂,Lugalmelim[]PN,,,,['116153'],['71.0909']
lugal-me-lam₂,Lugalmelim[]PN,,['ensik[ruler]'],,['416433'],['71.1003']
lugal-me-lam₂,Lugalmelim[]PN,,,,['126279'],['72.0927']
lugal-me-lam₂,Lugalmelim[]PN,,,,['131595'],['73.0512']
lugal-me-lam₂,Lugalmelim[]PN,,,,['202529'],['74.0400']
lugal-me-lam₂,Lugalmelim[]PN,,,,['104454'],['75.0500']
lugal-me-lam₂,Lugalmelim[]PN,,['ensik[ruler]'],,['107915'],['75.1127']
lugal-me-lam₂,Lugalmelim[]PN,,,,['104273'],['76.0900']
lugal-me-lam₂,Lugalmelim[]PN,,,,['115588'],['79.0100']
lugal-me-lam₂,Lugalmelim[]PN,,,,['117195'],['81.1200']
lugal-me-lam₂,Lugalmelim[]PN,,,,['126103'],['84.0200']
lugal-me-lam₂,Lugalmelim[]PN,,,,['134951'],['84.0621']
lugal-me-lam₂,Lugalmelim[]PN,,,,['118531'],['84.0700']
lugal-me-lam₂,Lugalmelim[]PN,,,,['218163'],['84.0900']
lugal-me-lam₂,Lugalmelim[]PN,,,,['145133'],['85.0300']
lugal-me-lam₂,Lugalmelim[]PN,[{'intermediary'}],,,['124578'],['85.1100']
lugal-me,,,,,['108701'],['70.0701']
lugal-me,,[{'representative'}],,,['108701'],['70.0701']
lugal-me₃-ta,Lugalmek[]PN,[{'source'}],,,['101694'],['51.0000']
lugal-mu-ma-ag₂,,,['ugula[overseer]'],,['128946'],
lugal-mu,,,,,['103022'],
lugal-mu,,[{'source'}],,,['103763'],
lugal-mu,,[{'source'}],['e[house]'],,['103787'],
lugal-mu,,[{'source'}],['e[house]'],,['111906'],
lugal-mu,,[{'source'}],,,['118491'],
lugal-mu,,,,,['123365'],['47.1100']
lugal-mu,,,['kaš[beer]'],,['103638'],['66.0000']
lugal-mu,,,['e[house]'],,['407247'],['68.1100']
lugal-mu,,,['ba[allot]'],,['125959'],['76.0800']
lugal-nam-tar-re-ra,Lugalnamtare[]PN,,,,['145145'],
lugal-nam-tar-re,Lugalnamtare[]PN,,,,['117479'],
lugal-nam-tar-re,Lugalnamtare[]PN,,,,['143517'],
lugal-nam-tar-re,Lugalnamtare[]PN,,,['dumu du-du'],['430323'],
lugal-nam-tar-re,Lugalnamtare[]PN,[{'intermediary'}],['sukkal[secretary]'],,['103172'],['69.0105']
lugal-nam-tar-re,Lugalnamtare[]PN,,,,['118448'],['82.0706']
lugal-nam-tar-re,Lugalnamtare[]PN,,,['dumu du-du'],['145148'],['85.0109']
lugal-nam₂-mah,,,,,['103394'],
lugal-nam₂-mah,,,,,['116194'],
lugal-nam₂-mah,,,,,['117244'],
lugal-nam₂-mah,,[{'source'}],['kurušda[fattener]'],,['108712'],['73.1200']
lugal-nam₂-mah,,,,,['211882'],['73.1200']
lugal-nam₂?-mah,,,,,['125729'],['83.1124']
lugal-nesag-e#,Lugalnesaŋe[]PN,[{'intermediary'}],['lu[person]'],,['104171'],
lugal-nesag-e,Lugalnesaŋe[]PN,[{'intermediary'}],,,['107701'],['65.1014']
lugal-ni-mah,,,,,['456329'],
lugal-ni-mah,,[{'intermediary'}],['šagia[cup-bearer]'],,['123511'],['65.0418']
lugal-ni-mah,,[{'intermediary'}],['šagia[cup-bearer]'],,['123616'],['65.0805']
lugal-ni-mah,,"[{'representative', 'intermediary'}]",['šagia[cup-bearer]'],,['200530'],['68.0721']
lugal-nig₂-lagar-e,Lugalniŋlagare[]PN,[{'source'}],['ugula[overseer]'],,['125062'],['52.0000']
lugal-nig₂-lagar-e,Lugalniŋlagare[]PN,,,,['122581'],['62.0200']
lugal-nig₂-lagar-e,Lugalniŋlagare[]PN,,,,['129478'],['77.0100']
lugal-nig₂-si-sa₂-e,Lugalniŋsisaʾe[]PN,,,['dumu gu-še'],['136225'],
lugal-nimgir?,Lugalniŋir[]PN,,,,['430294'],
lugal-nimgir?,Lugalniŋir[]PN,,,,['135567'],['83.0300']
lugal-nir-[gal₂],Lugalnirŋal[]PN,,,,['123626'],
lugal-nir-gal₂-ta,Lugalnirŋal[]PN,[{'source'}],,,['125016'],
lugal-nir-gal₂-ta,Lugalnirŋal[]PN,[{'source'}],,,['129506'],
lugal-nir-gal₂-ta,Lugalnirŋal[]PN,[{'source'}],,,['105823'],['64.0700']
lugal-nir-gal₂-ta,Lugalnirŋal[]PN,[{'source'}],,,['125798'],['64.0700']
lugal-nir-gal₂-ta,Lugalnirŋal[]PN,[{'source'}],,,['107640'],['64.0800']
lugal-nir-gal₂-ta,Lugalnirŋal[]PN,[{'source'}],,,['131964'],['65.0900']
lugal-nir-gal₂,Lugalnirŋal[]PN,,,,['106225'],
lugal-nir-gal₂,Lugalnirŋal[]PN,,,,['113173'],
lugal-nir-gal₂,Lugalnirŋal[]PN,,,,['117462'],
lugal-nir-gal₂,Lugalnirŋal[]PN,,,,['117479'],
lugal-nir-gal₂,Lugalnirŋal[]PN,,,,['122132'],
lugal-nir-gal₂,Lugalnirŋal[]PN,,,,['122148'],
lugal-nir-gal₂,Lugalnirŋal[]PN,,,,['122160'],
lugal-nir-gal₂,Lugalnirŋal[]PN,,['šabra[administrator]'],,['128356'],
lugal-nir-gal₂,Lugalnirŋal[]PN,,,,['134788'],
lugal-nir-gal₂,Lugalnirŋal[]PN,,,,['134792'],
lugal-nir-gal₂,Lugalnirŋal[]PN,,,,['134795'],
lugal-nir-gal₂,Lugalnirŋal[]PN,,,,['320498'],
lugal-nir-gal₂,Lugalnirŋal[]PN,,,,['430618'],
lugal-nir-gal₂,Lugalnirŋal[]PN,,,,['273410'],['61.0000']
lugal-nir-gal₂,Lugalnirŋal[]PN,[{'representative'}],,,['117595'],['61.0124']
lugal-nir-gal₂,Lugalnirŋal[]PN,,,,['116191'],['62.0800']
lugal-nir-gal₂,Lugalnirŋal[]PN,,,,['134065'],['62.0808']
lugal-nir-gal₂,Lugalnirŋal[]PN,,,,['129460'],['63.0925']
lugal-nir-gal₂,Lugalnirŋal[]PN,,,,['107621'],['64.0501']
lugal-nir-gal₂,Lugalnirŋal[]PN,,,,['105818'],['64.0700']
lugal-nir-gal₂,Lugalnirŋal[]PN,,['šabra[administrator]'],,['102933'],['65.0201']
lugal-nir-gal₂,Lugalnirŋal[]PN,,,,['123672'],['65.0215']
lugal-nir-gal₂,Lugalnirŋal[]PN,,,,['125578'],['65.0425']
lugal-nir-gal₂,Lugalnirŋal[]PN,[{'representative'}],,,['112313'],['65.1101']
lugal-nir-gal₂,Lugalnirŋal[]PN,,,,['134883'],['65.1101']
lugal-nir-gal₂,Lugalnirŋal[]PN,,,,['125468'],['66.0601']
lugal-nir-gal₂,Lugalnirŋal[]PN,,,,['248864'],['66.0718']
lugal-nir-gal₂,Lugalnirŋal[]PN,,,,['125772'],['67.0112']
lugal-nir-gal₂,Lugalnirŋal[]PN,,,,['131652'],['67.0130']
lugal-nir-gal₂,Lugalnirŋal[]PN,[{'source'}],,,['103248'],['67.0502']
lugal-nir-gal₂,Lugalnirŋal[]PN,,,,['114068'],['71.0825']
lugal-ni₂#-te-na#,,,,,['234989'],['74.0700']
lugal-pa-<e₃>,,,['šabra[administrator]'],,['126313'],
lugal-pa-[e₃],Lugalpaʾe[]PN,,,,['130521'],['79.1230']
lugal-pa-e₃#,Lugalpaʾe[]PN,,['ensik[ruler]'],,['128944'],
lugal-pa-e₃#,Lugalpaʾe[]PN,,,,['135019'],['61.1221']
lugal-pa-e₃#,Lugalpaʾe[]PN,,,,['102526'],['64.0906']
lugal-pa-e₃-ta,Lugalpaʾe[]PN,[{'source'}],,,['116225'],['61.0800']
lugal-pa-e₃-ta,Lugalpaʾe[]PN,[{'source'}],,,['126315'],['66.0800']
lugal-pa-e₃,Lugalpaʾe[]PN,,,,['100214'],
lugal-pa-e₃,Lugalpaʾe[]PN,,,,['108024'],
lugal-pa-e₃,Lugalpaʾe[]PN,,,,['117201'],
lugal-pa-e₃,Lugalpaʾe[]PN,,,,['123359'],
lugal-pa-e₃,Lugalpaʾe[]PN,,,,['128356'],
lugal-pa-e₃,Lugalpaʾe[]PN,,,,['142050'],
lugal-pa-e₃,Lugalpaʾe[]PN,,,,['430122'],
lugal-pa-e₃,Lugalpaʾe[]PN,,,,['430191'],
lugal-pa-e₃,Lugalpaʾe[]PN,,,,['430324'],
lugal-pa-e₃,Lugalpaʾe[]PN,,,,['456364'],
lugal-pa-e₃,Lugalpaʾe[]PN,,,,['211676'],
lugal-pa-e₃,Lugalpaʾe[]PN,,,,['103909'],['61.0516']
lugal-pa-e₃,Lugalpaʾe[]PN,,,,['116191'],['62.0800']
lugal-pa-e₃,Lugalpaʾe[]PN,,,,['107676'],['65.0216']
