name,normalized name,roles,profession,family,p index,date
...-da-ta],,[{'source'}],,,['126167'],['65.0500']
...-du,,,,,['430246'],
...-du,,,,,['458711'],
...]-a,,,,,['113325'],['68.0000']
...]-da,,,,,['330643'],['65.1008']
...]-ga,,,,,['320863'],['67.1119']
...]-ne#-ta,,,,,['123978'],['71.0700']
<ARAD₂>-u₃!,,,['hazanum[mayor]'],,['126313'],
<a?>-bi₂-si₂-im-ti-še₃,,,,,['126509'],['72.0900']
<la₂>-NI,,,['a[arm]'],,['101440'],
<na>-lu₅-ta,,[{'source'}],,,['142424'],['67.0514']
AB-[x],,,,,['104181'],
AB-ma?-lik,Abummalik[]PN,[{'intermediary'}],,,['104135'],
AN#?,,,,,['115591'],
AN#,,,,,['131620'],['66.1125']
AN-...,,,,['dumu in-na-e₃'],['430243'],
AN-AN,,,,,['129505'],
AN-AN,,,,,['129505'],
AN-[...],,,,,['104217'],['62.0300']
AN-[...],,,,,['201025'],['74.1002']
AN-[...],,,,,['108667'],['85.1000']
AN-geš,,,,,['101863'],['71.0923']
AN-keš₂,AN.keš₂[]PN,,,,['131588'],['63.1230']
AN-x-[x],,,,,['115817'],
AN-x-[x],,,,,['102351'],['66.1021']
AN?,,,['zid[right]'],,['112427'],['75.1027']
AN,,,,,['102456'],
AN,,,,,['106307'],
AN,,,,,['106862'],
AN,,,['ŋar[place]'],,['109268'],
AN,,,,,['131625'],
AN,,,,,['134698'],
AN,,,,,['126672'],['49.0800']
AN,,,,,['101357'],['55.0600']
AN,,,,,['115392'],['62.1211']
AN,,,,,['107485'],['63.1000']
AN,,,,,['128400'],['64.0600']
AN,,[{'representative'}],,,['115503'],['66.0912']
AN,,[{'source'}],['guza[chair]'],,['123769'],['68.1119']
AN,,[{'source'}],['gu[cord]'],,['131089'],['69.0100']
AN,,,,,['123810'],['70.0929']
AN,,,['munus[woman]'],,['104184'],['74.1106']
AN,,,,,['200532'],['75.0000']
AN,,,,,['107359'],['75.1200']
AN,,,,,['102020'],['77.0609']
AN,,,,,['101016'],['81.1207']
AN,,,,,['103590'],['85.0527']
AN,,,,,['106414'],['86.0313']
ARAD₂!-mu,,[{'representative'}],,,['123751'],['70.0123']
ARAD₂#-[mu],,,['maškim[administrator]'],,['124306'],['75.1117']
ARAD₂#-[mu],,[{'representative'}],,,['124924'],['77.0900']
ARAD₂#-mu#,,"[{'source', 'representative'}]",,,['332347'],['61.0100']
ARAD₂#-mu#,,"[{'source', 'representative'}]",,,['126353'],['76.0924']
ARAD₂#-mu#,,[{'representative'}],,,['109324'],['77.1214']
ARAD₂#-mu,,[{'representative'}],,,['113019'],['64.0900']
ARAD₂#-mu,,[{'source'}],['maškim[administrator]'],,['102508'],['66.0726']
ARAD₂#-mu,,[{'representative'}],,,['212094'],['68.1200']
ARAD₂#-mu,,[{'representative'}],,,['235384'],['69.1100']
ARAD₂#-mu,,[{'representative'}],,,['128903'],['70.0108']
ARAD₂#-mu,,[{'representative'}],,,['114333'],['71.0705']
ARAD₂#-mu,,[{'representative'}],,,['104035'],['72.0508']
ARAD₂#-mu,,,,,['124244'],['73.0220']
ARAD₂#-mu,,,['maškim[administrator]'],,['235387'],['76.1200']
ARAD₂#-mu,,[{'representative'}],,,['416430'],['78.1129']
ARAD₂#-mu,,,,,['118477'],['86.0400']
ARAD₂#?-mu,,,,,['103864'],['74.1100']
ARAD₂#?-{d}nanna,,,['sukkalmah[official]'],,['218167'],['74.1100']
ARAD₂-...,,,,,['430421'],
ARAD₂-<<sanga>>-mu-ta?,,[{'source'}],,,['202529'],['74.0400']
ARAD₂-<mu>,,[{'representative'}],,,['116884'],['65.1025']
ARAD₂-[...],,,,,['129508'],
ARAD₂-[...],,,,['dumu ...'],['430339'],
ARAD₂-[...],,[{'source'}],,,['103327'],['75.1200']
ARAD₂-[...],,,,,['117296'],['79.0415']
ARAD₂-[da]-na,,,,,['144566'],['78.0800']
ARAD₂-[hul₃-la],,,,,['118462'],
ARAD₂-[hul₃-la],,[{'intermediary'}],,,['201452'],['76.0410']
ARAD₂-[mu,,,['maškim[administrator]'],,['105191'],['74.1219']
ARAD₂-[mu,,,['maškim[administrator]'],,['134689'],['76.1212']
ARAD₂-[mu],,[{'representative'}],,,['131059'],['67.0810']
ARAD₂-[mu],,[{'representative'}],,,['101802'],['75.0900']
ARAD₂-[mu],,[{'representative'}],,,['118568'],['77.0000']
ARAD₂-[mu],,,,,['101343'],['85.0311']
ARAD₂-[mu],,,,,['104303'],['86.1225']
ARAD₂-[x,,,,,['125976'],['84.1112']
ARAD₂-da,,[{'source'}],,,['101449'],['74.1200']
ARAD₂-dingir-ra,,,,,['125958'],
ARAD₂-e₂-ninnu,,[{'recipient'}],,,['100617'],
ARAD₂-gi₄-sal₄-la{ki},,,,,['128115'],['56.0500']
ARAD₂-hu-la,,,,,['143517'],
ARAD₂-hul₃-la,,,,,['122207'],
ARAD₂-hul₃-la,,,,,['390769'],
ARAD₂-hul₃-la,,,,,['430285'],
ARAD₂-hul₃-la,,,,,['115909'],['65.0603']
ARAD₂-hul₃-la,,,,,['201433'],['68.0917']
ARAD₂-hul₃-la,,,,,['127615'],['70.0100']
ARAD₂-hul₃-la,,,,,['235015'],['71.0200']
ARAD₂-hul₃-la,,,,,['109629'],['71.0602']
ARAD₂-hul₃-la,,,,,['124864'],['71.0812']
ARAD₂-hul₃-la,,,,,['123826'],['71.0822']
ARAD₂-hul₃-la,,[{'representative'}],,,['290411'],['76.0416']
ARAD₂-hul₃-la,,,,,['128878'],['84.0100']
ARAD₂-hul₃?-la,,,['ŋar[place]'],,['201164'],['68.0900']
ARAD₂-hul₃,,[{'recipient'}],,,['115426'],['68.0310']
ARAD₂-ku₃-ga-ta,,[{'source'}],,,['131631'],['87.1000']
ARAD₂-mu!,,,,,['122148'],
ARAD₂-mu!,,[{'representative'}],,,['134691'],['76.0317']
ARAD₂-mu#,,,,,['142788'],['66.1220']
ARAD₂-mu#,,,['maškim[administrator]'],,['126179'],['68.0705']
ARAD₂-mu#,,,['maškim[administrator]'],,['102015'],['70.0816']
ARAD₂-mu#,,,['maškim[administrator]'],,['108797'],['73.0820']
ARAD₂-mu#,,,,,['218203'],['80.1200']
ARAD₂-mu-ta#,,[{'source'}],,,['202523'],['63.0600']
ARAD₂-mu-ta,,[{'source'}],,,['332073'],['67.0900']
ARAD₂-mu,,[{'representative'}],,,['101405'],
ARAD₂-mu,,[{'representative'}],,,['102164'],
ARAD₂-mu,,[{'representative'}],,,['103244'],
ARAD₂-mu,,,,,['103482'],
ARAD₂-mu,,[{'representative'}],,,['104176'],
ARAD₂-mu,,,,,['105232'],
ARAD₂-mu,,,,,['106117'],
ARAD₂-mu,,,,,['107624'],
ARAD₂-mu,,,,,['107804'],
ARAD₂-mu,,[{'representative'}],,,['108030'],
ARAD₂-mu,,,,,['113624'],
ARAD₂-mu,,[{'representative'}],,,['113944'],
ARAD₂-mu,,[{'representative'}],,,['117267'],
ARAD₂-mu,,[{'representative'}],,,['118423'],
ARAD₂-mu,,,['ensik[ruler]'],,['125621'],
ARAD₂-mu,,"[{'source', 'representative'}]",,,['125827'],
ARAD₂-mu,,,,,['125958'],
ARAD₂-mu,,[{'recipient'}],,,['126272'],
ARAD₂-mu,,,,,['126313'],
ARAD₂-mu,,,['sukkalmah[official]'],,['126313'],
ARAD₂-mu,,,,,['126368'],
ARAD₂-mu,,,,,['128619'],
ARAD₂-mu,,"[{'representative', 'intermediary'}]",,,['128940'],
ARAD₂-mu,,,,,['133838'],
ARAD₂-mu,,,,,['134698'],
ARAD₂-mu,,[{'representative'}],,,['135107'],
ARAD₂-mu,,[{'representative'}],,,['135134'],
ARAD₂-mu,,,,,['136225'],
ARAD₂-mu,,[{'representative'}],,,['142417'],
ARAD₂-mu,,[{'representative'}],,,['303795'],
ARAD₂-mu,,[{'representative'}],,,['320496'],
ARAD₂-mu,,[{'representative'}],,,['332030'],
ARAD₂-mu,,[{'representative'}],,,['332038'],
ARAD₂-mu,,,,,['332133'],
ARAD₂-mu,,,,,['406817'],
ARAD₂-mu,,[{'representative'}],,,['126259'],['18.0003']
ARAD₂-mu,,,['maškim[administrator]'],,['123697'],['18.0824']
ARAD₂-mu,,"[{'source', 'representative'}]",,,['412630'],['59.0700']
ARAD₂-mu,,[{'representative'}],,,['143516'],['60.0109']
ARAD₂-mu,,[{'representative'}],,,['332650'],['60.0126']
ARAD₂-mu,,[{'representative'}],,,['142791'],['60.1119']
ARAD₂-mu,,[{'representative'}],,,['332346'],['60.1219']
ARAD₂-mu,,[{'representative'}],,,['330237'],['61.0302']
ARAD₂-mu,,[{'representative'}],,,['134081'],['62.0415']
ARAD₂-mu,,,,,['211514'],['62.0524']
ARAD₂-mu,,"[{'source', 'representative'}]",,,['303587'],['62.0917']
ARAD₂-mu,,,,,['126649'],['62.1000']
ARAD₂-mu,,,,,['116259'],['62.1115']
ARAD₂-mu,,,,,['113437'],['63.0300']
ARAD₂-mu,,"[{'source', 'representative'}]",,,['320620'],['63.0613']
ARAD₂-mu,,[{'representative'}],,,['103159'],['63.0800']
ARAD₂-mu,,[{'representative'}],,,['142406'],['63.0830']
ARAD₂-mu,,"[{'source', 'representative'}]",,,['211604'],['63.0927']
ARAD₂-mu,,[{'representative'}],,,['211817'],['63.1211']
ARAD₂-mu,,[{'representative'}],,,['109240'],['64.0100']
ARAD₂-mu,,,['MAR.TU[westerner]'],,['116192'],['64.0101']
ARAD₂-mu,,,,,['129461'],['64.0113']
ARAD₂-mu,,[{'representative'}],,,['128893'],['64.0129']
ARAD₂-mu,,"[{'source', 'representative'}]",,,['480377'],['64.0305']
ARAD₂-mu,,[{'representative'}],,,['248876'],['64.0307']
ARAD₂-mu,,[{'recipient'}],,,['123336'],['64.0500']
ARAD₂-mu,,[{'representative'}],,,['124459'],['64.0515']
ARAD₂-mu,,[{'representative'}],,,['102631'],['64.0519']
ARAD₂-mu,,[{'representative'}],,,['106309'],['64.0527']
ARAD₂-mu,,"[{'source', 'representative'}]",,,['117434'],['64.0715']
ARAD₂-mu,,[{'representative'}],,,['127348'],['64.0715']
ARAD₂-mu,,[{'representative'}],,,['124636'],['64.0803']
ARAD₂-mu,,[{'representative'}],,,['135032'],['64.0829']
ARAD₂-mu,,,['maškim[administrator]'],,['112091'],['64.0904']
ARAD₂-mu,,[{'representative'}],,,['390983'],['64.0907']
ARAD₂-mu,,[{'representative'}],,,['105819'],['64.0918']
ARAD₂-mu,,"[{'source', 'representative'}]",,,['122664'],['64.1106']
ARAD₂-mu,,[{'representative'}],,,['130537'],['65.0015']
ARAD₂-mu,,[{'representative'}],,,['102573'],['65.0117']
ARAD₂-mu,,,,,['123672'],['65.0215']
ARAD₂-mu,,,,,['118426'],['65.0221']
ARAD₂-mu,,,,,['131591'],['65.0221']
ARAD₂-mu,,[{'representative'}],,,['112419'],['65.0222']
ARAD₂-mu,,[{'representative'}],,,['211847'],['65.0223']
ARAD₂-mu,,[{'representative'}],,,['210421'],['65.0300']
ARAD₂-mu,,[{'representative'}],,,['124344'],['65.0309']
ARAD₂-mu,,[{'representative'}],,,['107680'],['65.0314']
ARAD₂-mu,,[{'representative'}],,,['131850'],['65.0317']
ARAD₂-mu,,[{'representative'}],,,['212113'],['65.0318']
ARAD₂-mu,,[{'representative'}],,,['126775'],['65.0410']
ARAD₂-mu,,[{'representative'}],,,['303355'],['65.0414']
ARAD₂-mu,,[{'representative'}],,,['100975'],['65.0420']
ARAD₂-mu,,,,,['107686'],['65.0501']
ARAD₂-mu,,,,,['125831'],['65.0501']
ARAD₂-mu,,[{'representative'}],,,['106316'],['65.0510']
ARAD₂-mu,,,,,['126400'],['65.0519']
ARAD₂-mu,,[{'representative'}],,,['103993'],['65.0600']
ARAD₂-mu,,[{'representative'}],,,['406804'],['65.0600']
ARAD₂-mu,,[{'representative'}],,,['107689'],['65.0607']
ARAD₂-mu,,[{'representative'}],,,['107690'],['65.0615']
ARAD₂-mu,,"[{'source', 'representative'}]",,,['105170'],['65.0705']
ARAD₂-mu,,"[{'source', 'representative'}]",,,['117190'],['65.0712']
ARAD₂-mu,,[{'representative'}],,,['123703'],['65.0715']
ARAD₂-mu,,[{'representative'}],,,['123535'],['65.0724']
ARAD₂-mu,,[{'representative'}],,,['123464'],['65.0725']
ARAD₂-mu,,[{'representative'}],,,['122133'],['65.0730']
ARAD₂-mu,,,['gala[singer]'],['dumu ad-da-bi'],['118469'],['65.0828']
ARAD₂-mu,,[{'representative'}],,,['118469'],['65.0828']
ARAD₂-mu,,,,,['210100'],['65.0904']
ARAD₂-mu,,[{'representative'}],,,['248676'],['65.0906']
ARAD₂-mu,,[{'representative'}],,,['113608'],['65.0913']
ARAD₂-mu,,[{'representative'}],,,['123580'],['65.0930']
ARAD₂-mu,,,,,['107698'],['65.1005']
ARAD₂-mu,,,,,['330643'],['65.1008']
ARAD₂-mu,,,['maškim[administrator]'],,['248736'],['65.1013']
ARAD₂-mu,,[{'representative'}],,,['143751'],['65.1015']
ARAD₂-mu,,[{'representative'}],,,['107702'],['65.1016']
ARAD₂-mu,,[{'representative'}],,,['107703'],['65.1017']
ARAD₂-mu,,[{'representative'}],,,['107705'],['65.1025']
ARAD₂-mu,,,,,['118628'],['65.1105']
ARAD₂-mu,,[{'representative'}],,,['126541'],['65.1111']
ARAD₂-mu,,[{'representative'}],,,['142635'],['65.1115']
ARAD₂-mu,,[{'representative'}],,,['135059'],['65.1120']
ARAD₂-mu,,[{'representative'}],,,['123293'],['65.1121']
ARAD₂-mu,,[{'representative'}],,,['330548'],['65.1208']
ARAD₂-mu,,"[{'source', 'representative'}]",,,['289524'],['65.1223']
ARAD₂-mu,,[{'representative'}],,,['112420'],['65.1227']
ARAD₂-mu,,,,,['330240'],['65.1228']
ARAD₂-mu,,[{'representative'}],,,['341922'],['66.0508']
ARAD₂-mu,,[{'representative'}],,,['106325'],['66.0605']
ARAD₂-mu,,[{'representative'}],,,['106325'],['66.0605']
ARAD₂-mu,,,,,['101389'],['66.0611']
ARAD₂-mu,,,,,['135060'],['66.0613']
ARAD₂-mu,,[{'representative'}],,,['124859'],['66.0626']
ARAD₂-mu,,[{'representative'}],,,['134160'],['66.0715']
ARAD₂-mu,,"[{'source', 'representative'}]",,,['107713'],['66.0720']
ARAD₂-mu,,[{'representative'}],,,['134237'],['66.0802']
ARAD₂-mu,,"[{'source', 'representative'}]",,,['200583'],['66.0802']
ARAD₂-mu,,[{'representative'}],,,['117510'],['66.0812']
ARAD₂-mu,,[{'representative'}],,,['125835'],['66.0813']
ARAD₂-mu,,[{'representative'}],,,['330482'],['66.0820']
ARAD₂-mu,,[{'representative'}],,,['321022'],['66.0822']
ARAD₂-mu,,[{'representative'}],,,['211479'],['66.0826']
ARAD₂-mu,,[{'representative'}],,,['122157'],['66.0906']
ARAD₂-mu,,,,,['124861'],['66.0909']
ARAD₂-mu,,[{'representative'}],,,['124861'],['66.0909']
ARAD₂-mu,,[{'representative'}],,,['124814'],['66.0910']
ARAD₂-mu,,[{'representative'}],,,['135062'],['66.0923']
ARAD₂-mu,,,,,['101390'],['66.0929']
ARAD₂-mu,,[{'representative'}],,,['101390'],['66.0929']
ARAD₂-mu,,,,,['107724'],['66.1005']
ARAD₂-mu,,,,,['465780'],['66.1100']
ARAD₂-mu,,,['sukkal[secretary]'],,['330484'],['66.1100']
ARAD₂-mu,,[{'representative'}],,,['105833'],['66.1115']
ARAD₂-mu,,[{'representative'}],,,['143011'],['66.1116']
ARAD₂-mu,,[{'representative'}],,,['109223'],['66.1120']
ARAD₂-mu,,[{'representative'}],,,['125924'],['66.1204']
ARAD₂-mu,,[{'representative'}],,,['102702'],['66.1210']
ARAD₂-mu,,[{'representative'}],,,['103298'],['66.1212']
ARAD₂-mu,,[{'representative'}],,,['136250'],['66.1212']
ARAD₂-mu,,[{'representative'}],,,['115506'],['66.1213']
ARAD₂-mu,,,,,['101313'],['67.0000']
ARAD₂-mu,,[{'representative'}],,,['125889'],['67.0116']
ARAD₂-mu,,[{'representative'}],,,['131561'],['67.0118']
ARAD₂-mu,,[{'representative'}],,,['135063'],['67.0126']
ARAD₂-mu,,"[{'source', 'representative'}]",,,['124521'],['67.0200']
ARAD₂-mu,,[{'representative'}],,,['103089'],['67.0202']
ARAD₂-mu,,,['maškim[administrator]'],,['107523'],['67.0214']
ARAD₂-mu,,,['ugula[overseer]'],,['424375'],['67.0214']
ARAD₂-mu,,[{'representative'}],,,['143878'],['67.0218']
ARAD₂-mu,,[{'representative'}],,,['289535'],['67.0223']
ARAD₂-mu,,[{'representative'}],,,['200529'],['67.0226']
ARAD₂-mu,,[{'representative'}],,,['126010'],['67.0304']
ARAD₂-mu,,[{'representative'}],,,['143875'],['67.0309']
ARAD₂-mu,,[{'representative'}],,,['124162'],['67.0322']
ARAD₂-mu,,[{'representative'}],,,['124895'],['67.0327']
ARAD₂-mu,,"[{'source', 'representative'}]",,,['107737'],['67.0400']
ARAD₂-mu,,[{'representative'}],,,['212130'],['67.0428']
ARAD₂-mu,,"[{'source', 'representative'}]",,,['107742'],['67.0500']
ARAD₂-mu,,"[{'source', 'representative'}]",,,['125854'],['67.0500']
ARAD₂-mu,,[{'representative'}],,,['125945'],['67.0506']
ARAD₂-mu,,[{'representative'}],,,['125945'],['67.0506']
ARAD₂-mu,,[{'representative'}],,,['125945'],['67.0506']
ARAD₂-mu,,[{'representative'}],,,['125945'],['67.0506']
ARAD₂-mu,,[{'representative'}],,,['125945'],['67.0506']
ARAD₂-mu,,[{'representative'}],,,['125945'],['67.0506']
ARAD₂-mu,,[{'representative'}],,,['125945'],['67.0506']
ARAD₂-mu,,[{'representative'}],,,['125945'],['67.0506']
ARAD₂-mu,,[{'representative'}],,,['125945'],['67.0506']
ARAD₂-mu,,[{'representative'}],,,['132123'],['67.0516']
ARAD₂-mu,,[{'representative'}],,,['117468'],['67.0527']
ARAD₂-mu,,[{'representative'}],,,['102704'],['67.0621']
ARAD₂-mu,,[{'representative'}],,,['143883'],['67.0626']
ARAD₂-mu,,[{'representative'}],,,['125781'],['67.0715']
ARAD₂-mu,,[{'representative'}],,,['122192'],['67.0721']
ARAD₂-mu,,[{'representative'}],,,['332072'],['67.0723']
ARAD₂-mu,,[{'representative'}],,,['103997'],['67.0803']
ARAD₂-mu,,[{'representative'}],,,['107749'],['67.0817']
ARAD₂-mu,,"[{'source', 'representative'}]",,,['113157'],['67.0817']
ARAD₂-mu,,[{'representative'}],,,['115513'],['67.0820']
ARAD₂-mu,,[{'representative'}],,,['103125'],['67.0829']
ARAD₂-mu,,[{'representative'}],,,['103674'],['67.0906']
ARAD₂-mu,,[{'representative'}],,,['123767'],['67.0916']
ARAD₂-mu,,,['šabra[administrator]'],,['131067'],['67.0917']
ARAD₂-mu,,[{'representative'}],,,['212406'],['67.0917']
ARAD₂-mu,,[{'representative'}],,,['117302'],['67.0921']
ARAD₂-mu,,[{'representative'}],,,['321037'],['67.0926']
ARAD₂-mu,,[{'representative'}],,,['332605'],['67.1003']
ARAD₂-mu,,[{'representative'}],,,['116230'],['67.1018']
ARAD₂-mu,,[{'representative'}],,,['102956'],['67.1102']
ARAD₂-mu,,[{'representative'}],,,['127397'],['67.1103']
ARAD₂-mu,,,,,['303623'],['67.1113']
ARAD₂-mu,,[{'representative'}],,,['126583'],['67.1126']
ARAD₂-mu,,[{'representative'}],,,['200539'],['67.1204']
ARAD₂-mu,,[{'representative'}],,,['209821'],['67.1212']
ARAD₂-mu,,[{'representative'}],,,['117304'],['67.1223']
ARAD₂-mu,,[{'representative'}],,,['211503'],['67.1229']
ARAD₂-mu,,[{'representative'}],,,['106562'],['68.0000']
ARAD₂-mu,,,,,['126312'],['68.0101']
ARAD₂-mu,,,,,['126312'],['68.0101']
ARAD₂-mu,,,,,['143893'],['68.0101']
ARAD₂-mu,,[{'representative'}],,,['143893'],['68.0101']
ARAD₂-mu,,[{'representative'}],,,['112852'],['68.0116']
ARAD₂-mu,,[{'representative'}],,,['127334'],['68.0118']
ARAD₂-mu,,,['maškim[administrator]'],,['320575'],['68.0120']
ARAD₂-mu,,[{'representative'}],,,['131110'],['68.0122']
ARAD₂-mu,,[{'representative'}],,,['126430'],['68.0130']
ARAD₂-mu,,[{'representative'}],,,['101391'],['68.0401']
ARAD₂-mu,,[{'representative'}],,,['107766'],['68.0401']
ARAD₂-mu,,[{'representative'}],,,['212078'],['68.0407']
ARAD₂-mu,,[{'representative'}],,,['132121'],['68.0410']
ARAD₂-mu,,[{'representative'}],,,['200509'],['68.0414']
ARAD₂-mu,,[{'representative'}],,,['115508'],['68.0415']
ARAD₂-mu,,[{'representative'}],,,['115509'],['68.0416']
ARAD₂-mu,,,,,['105854'],['68.0425']
ARAD₂-mu,,,,,['143125'],['68.0511']
ARAD₂-mu,,[{'representative'}],,,['303511'],['68.0515']
ARAD₂-mu,,[{'representative'}],,,['481071'],['68.0516']
ARAD₂-mu,,[{'representative'}],,,['126227'],['68.0521']
ARAD₂-mu,,,,,['145526'],['68.0528']
ARAD₂-mu,,[{'representative'}],,,['135072'],['68.0611']
ARAD₂-mu,,[{'representative'}],,,['124902'],['68.0613']
ARAD₂-mu,,[{'representative'}],,,['115511'],['68.0615']
ARAD₂-mu,,[{'representative'}],,,['124903'],['68.0616']
ARAD₂-mu,,[{'representative'}],,,['105862'],['68.0621']
ARAD₂-mu,,[{'representative'}],,,['109591'],['68.0700']
ARAD₂-mu,,[{'representative'}],,,['105178'],['68.0701']
ARAD₂-mu,,[{'representative'}],,,['200530'],['68.0721']
ARAD₂-mu,,[{'representative'}],,,['104191'],['68.0805']
ARAD₂-mu,,[{'representative'}],,,['105179'],['68.0806']
ARAD₂-mu,,[{'representative'}],,,['124905'],['68.0811']
ARAD₂-mu,,[{'representative'}],,,['135070'],['68.0814']
ARAD₂-mu,,[{'representative'}],,,['103263'],['68.0825']
ARAD₂-mu,,[{'representative'}],,,['211838'],['68.0826']
ARAD₂-mu,,[{'representative'}],,,['124907'],['68.0827']
ARAD₂-mu,,,,,['115749'],['68.0900']
ARAD₂-mu,,[{'representative'}],,,['143924'],['68.0900']
ARAD₂-mu,,[{'representative'}],,,['143924'],['68.0900']
ARAD₂-mu,,[{'representative'}],,,['143924'],['68.0900']
ARAD₂-mu,,[{'representative'}],,,['143924'],['68.0900']
ARAD₂-mu,,[{'representative'}],,,['143924'],['68.0900']
ARAD₂-mu,,[{'representative'}],,,['143924'],['68.0900']
ARAD₂-mu,,[{'representative'}],,,['143924'],['68.0900']
ARAD₂-mu,,[{'representative'}],,,['143924'],['68.0900']
ARAD₂-mu,,[{'representative'}],,,['143924'],['68.0900']
ARAD₂-mu,,[{'representative'}],,,['143924'],['68.0900']
ARAD₂-mu,,[{'representative'}],,,['211920'],['68.0912']
ARAD₂-mu,,[{'representative'}],,,['212064'],['68.0916']
ARAD₂-mu,,[{'representative'}],,,['124909'],['68.0924']
ARAD₂-mu,,[{'representative'}],,,['136227'],['68.0925']
ARAD₂-mu,,[{'representative'}],,,['134682'],['68.1007']
ARAD₂-mu,,[{'representative'}],,,['103110'],['68.1009']
ARAD₂-mu,,[{'representative'}],,,['212104'],['68.1013']
ARAD₂-mu,,[{'representative'}],,,['416204'],['68.1111']
ARAD₂-mu,,[{'representative'}],,,['133922'],['68.1115']
ARAD₂-mu,,,['maškim[administrator]'],,['123769'],['68.1119']
ARAD₂-mu,,[{'representative'}],,,['100220'],['68.1120']
ARAD₂-mu,,[{'representative'}],,,['127420'],['68.1130']
ARAD₂-mu,,[{'representative'}],,,['134678'],['68.1202']
ARAD₂-mu,,[{'representative'}],,,['123740'],['68.1210']
ARAD₂-mu,,[{'representative'}],,,['123863'],['68.1226']
ARAD₂-mu,,[{'representative'}],,,['129469'],['69.0103']
ARAD₂-mu,,[{'representative'}],,,['127306'],['69.0212']
ARAD₂-mu,,[{'representative'}],,,['130381'],['69.0215']
ARAD₂-mu,,[{'representative'}],,,['116173'],['69.0216']
ARAD₂-mu,,[{'representative'}],,,['103858'],['69.0323']
ARAD₂-mu,,[{'representative'}],,,['303655'],['69.0518']
ARAD₂-mu,,[{'representative'}],,,['131597'],['69.0600']
ARAD₂-mu,,[{'representative'}],,,['106230'],['69.0608']
ARAD₂-mu,,,,,['103975'],['69.0712']
ARAD₂-mu,,[{'representative'}],,,['124524'],['69.0717']
ARAD₂-mu,,[{'representative'}],,,['124802'],['69.0901']
ARAD₂-mu,,[{'representative'}],,,['123771'],['69.0910']
ARAD₂-mu,,[{'representative'}],,,['125487'],['69.0925']
ARAD₂-mu,,[{'representative'}],,,['135084'],['69.1005']
ARAD₂-mu,,[{'representative'}],,,['132062'],['69.1010']
ARAD₂-mu,,[{'representative'}],,,['126177'],['69.1017']
ARAD₂-mu,,[{'representative'}],,,['124097'],['69.1100']
ARAD₂-mu,,[{'representative'}],,,['303757'],['69.1102']
ARAD₂-mu,,[{'representative'}],,,['104788'],['69.1103']
ARAD₂-mu,,[{'representative'}],,,['124095'],['69.1119']
ARAD₂-mu,,[{'representative'}],,,['103917'],['69.1125']
ARAD₂-mu,,[{'representative'}],,,['131097'],['69.1126']
ARAD₂-mu,,,,,['103682'],['69.1128']
ARAD₂-mu,,,,,['103952'],['69.1200']
ARAD₂-mu,,[{'representative'}],,,['112979'],['69.1204']
ARAD₂-mu,,,,,['135073'],['69.1207']
ARAD₂-mu,,[{'representative'}],,,['129471'],['70.0105']
ARAD₂-mu,,[{'representative'}],,,['105896'],['70.0124']
ARAD₂-mu,,[{'representative'}],,,['144006'],['70.0127']
ARAD₂-mu,,[{'representative'}],,,['126455'],['70.0202']
ARAD₂-mu,,[{'representative'}],,,['123775'],['70.0208']
ARAD₂-mu,,[{'representative'}],,,['102859'],['70.0210']
ARAD₂-mu,,,,,['103561'],['70.0214']
ARAD₂-mu,,[{'representative'}],,,['124174'],['70.0218']
ARAD₂-mu,,[{'representative'}],,,['218070'],['70.0226']
ARAD₂-mu,,,,,['106338'],['70.0309']
ARAD₂-mu,,[{'representative'}],,,['416435'],['70.0316']
ARAD₂-mu,,[{'representative'}],,,['134166'],['70.0322']
ARAD₂-mu,,[{'representative'}],,,['212080'],['70.0403']
ARAD₂-mu,,[{'representative'}],,,['115520'],['70.0405']
ARAD₂-mu,,[{'representative'}],,,['134239'],['70.0408']
ARAD₂-mu,,[{'representative'}],,,['103639'],['70.0411']
ARAD₂-mu,,[{'representative'}],,,['145435'],['70.0414']
ARAD₂-mu,,[{'representative'}],,,['128904'],['70.0418']
ARAD₂-mu,,[{'representative'}],,,['235281'],['70.0419']
ARAD₂-mu,,[{'representative'}],,,['135093'],['70.0426']
ARAD₂-mu,,[{'representative'}],,,['127528'],['70.0427']
ARAD₂-mu,,[{'representative'}],,,['102930'],['70.0429']
ARAD₂-mu,,[{'representative'}],,,['131047'],['70.0502']
ARAD₂-mu,,[{'representative'}],,,['101394'],['70.0506']
ARAD₂-mu,,[{'representative'}],,,['135095'],['70.0508']
ARAD₂-mu,,,['sukkal[secretary]'],,['108017'],['70.0509']
ARAD₂-mu,,[{'representative'}],,,['114331'],['70.0509']
ARAD₂-mu,,[{'representative'}],,,['105192'],['70.0515']
ARAD₂-mu,,[{'representative'}],,,['124100'],['70.0606']
ARAD₂-mu,,[{'representative'}],,,['320548'],['70.0614']
ARAD₂-mu,,[{'representative'}],,,['112129'],['70.0622']
ARAD₂-mu,,[{'representative'}],,,['108701'],['70.0701']
ARAD₂-mu,,[{'representative'}],,,['124101'],['70.0701']
ARAD₂-mu,,[{'recipient'}],['sukkalmah[official]'],,['105890'],['70.0800']
ARAD₂-mu,,[{'representative'}],,,['128908'],['70.0800']
ARAD₂-mu,,[{'representative'}],,,['135077'],['70.0828']
