,Name,id_word,role,profession,CDLI No
35263,ur-{d}en-lil₂-la₂[]PN,P124858.14.3,,,P124858
35264,na-sa₆[]PN,P124858.17.1,new owner,,P124858
35265,a-ba-{d}en-lil₂-gin₇[]PN,P122791.6.1,,,P122791
35266,{d}šul-gi-si₂-im-ti[]PN,P122791.9.1,new owner,,P122791
35267,a₂-bi₂-li₂-a[]PN,P122791.11.1,recipient,,P122791
35268,{d}šul-gi-a-a-mu-ta[]PN,P320607.10.2,source,,P320607
35269,{d}en-lil₂-la₂[]PN,P320607.13.4,,,P320607
35270,lu₂-dingir-ra-ta[]PN,P102823.8.2,source,,P102823
35271,{d}šul-gi-iri-mu[]PN,P102823.9.1,recipient,,P102823
35272,ab-ba-sa₆-ga-ta[]PN,P135160.7.2,source,,P135160
35273,ab-ba-sa₆-ga-ta[]PN,P102879.5.2,source,,P102879
35274,in-ta-e₃-a[]PN,P102879.6.1,recipient,,P102879
35275,ur-{d}dumu-zi[]PN,P115488.5.1,representative,,P115488
35276,a₂-bi₂-li₂-a[]PN,P115488.7.1,representative,,P115488
35277,ur-{d}dumu-zi[]PN,P115488.12.1,representative,,P115488
35278,{d}šul-gi-si₂-im-ti[]PN,P115488.13.3,,,P115488
35279,a-hi-ma-ta[]PN,P115488.15.2,source,,P115488
35280,na-lu₅-ta[]PN,P128183.8.2,source,,P128183
35281,{d}šul-gi-iri-mu[]PN,P128183.9.1,recipient,,P128183
35282,ab-ba-sa₆-ga-ta[]PN,P104530.5.2,source,,P104530
35283,hu-un-nu-du-uk[]PN,P104530.6.1,,sukkal[secretary]N,P104530
35284,{d}amar-{d}suen[]PN,P104530.14.1,,,P104530
35285,hu-un-nu-du-uk[]PN,P104530.17.1,,,P104530
35286,{d}šul-gi-i₃-li₂-ta[]PN,P131698.4.2,source,,P131698
35287,ab-ba-kal-la[]PN,P131698.6.2,,,P131698
35288,{d}nanna-ku₃-zu[]PN,P131698.9.2,intermediary,,P131698
35289,{d}i-bi₂-{d}suen[]PN,P131698.11.2,,lugal[king]N,P131698
35290,{d}šul-gi-a-a-mu[]PN,P416210.9.1,recipient,,P416210
35291,{d}amar-{d}suen[]PN,P416210.11.2,,lugal[king]N,P416210
35292,en-bara₂[]PN,P102457.5.2,intermediary,šagia[cup-bearer]N,P102457
35293,{d}nin-gir₂-su-ka-i₃-sa₆[]PN,P102457.9.2,intermediary,,P102457
35294,{d}utu-bar-ra[]PN,P125871.4.1,,,P125871
35295,lugal-ma₂-gur₈-re[]PN,P125871.5.1,representative,,P125871
35296,ur-ku₃-nun-na-ta[]PN,P125871.9.2,source,,P125871
35297,lu₂-ša-lim[]PN,P125871.11.2,intermediary,dubsar[scribe]N,P125871
35298,{d}šul-gi-i₃-li₂-ta[]PN,P134951.4.2,source,,P134951
35299,ur-ku₃-nun-na[]PN,P134951.5.1,recipient,,P134951
35300,lugal-me-lam₂[]PN,P134951.19.1,,dubsar[scribe]N,P134951
35301,{d}en-lil₂-la₂[]PN,P134951.21.2,,kurušda[fattener]N,P134951
35302,{d}nanna-sa₆-ga[]PN,P105954.6.1,recipient,,P105954
35303,a-hu-we-er[]PN,P105954.8.2,intermediary,,P105954
35304,{d}šul-gi-iri-mu[]PN,P105954.10.2,,,P105954
35305,nu-ur₂-{d}suen-ta[]PN,P105954.11.2,source,,P105954
35306,ab-ba-sa₆-ga-ta[]PN,P109619.5.2,source,,P109619
35307,ur-šu-ga-lam-ma[]PN,P109619.6.1,recipient,,P109619
35308,{d}en-lil₂-la₂[]PN,P109619.11.4,,,P109619
35309,ur-{d}suen[]PN,P101446.4.1,,,P101446
35310,a₂-bi₂-li₂[]PN,P101446.6.1,,,P101446
35311,ba-mu[]PN,P145383.5.1,recipient,,P145383
35312,ba-mu[]PN,P145383.11.1,representative,,P145383
35313,ba-mu[]PN,P145383.13.1,recipient,,P145383
35314,ur-{d}šul-pa-e₃[]PN,P145383.16.4,,,P145383
35315,gu-da-lum[]PN,P145383.21.1,representative,,P145383
35316,en-dingir-mu[]PN,P145383.28.1,representative,,P145383
35317,nin₉-kal-la[]PN,P145383.29.5,,,P145383
35318,ARAD₂-hu-la[]PN,P145383.31.5,,agaʾus[soldier]N,P145383
35319,a-ha-ni-šu[]PN,P145383.34.4,,ugula[overseer]N,P145383
35320,da-a-ga[]PN,P145383.38.7,,,P145383
35321,da-a-ga[]PN,P145383.39.4,,,P145383
35322,lugal-ma₂-gur₈-re[]PN,P143994.4.1,,,P143994
35323,ha-ši-pa₂-tal[]PN,P143994.5.3,new owner,,P143994
35324,ARAD₂-mu[]PN,P143994.6.1,representative,,P143994
35325,ab-ba-sa₆-ga-ta[]PN,P143994.8.2,source,,P143994
35326,a-a-kal-la[]PN,P235941.6.1,representative,,P235941
35327,na-sa₆-ta[]PN,P235941.11.2,source,,P235941
35328,zu₂-ga-li-ta[]PN,P290521.12.2,source,,P290521
35329,ur-{d}šul-pa-e₃[]PN,P290521.20.1,,dubsar[scribe]N,P290521
35330,ur-{d}ha-ia₃[]PN,P290521.22.2,,arad[slave]N,P290521
35331,{d}en-ki[]PN,P126276.34.4,,,P126276
35332,a-na-tum[]PN,P126276.36.1,,,P126276
35333,a-ma[]PN,P126276.47.5,,,P126276
35334,šu-{d}nin-šubur[]PN,P126276.52.1,,,P126276
35335,{d}šul-gi-ra[]PN,P126276.61.4,,,P126276
35336,ur-{d}gilgamesₓ(|BIL₃.GA.MES|)[]PN,P126276.66.1,,,P126276
35337,ti-im-ti-be-li₂-ba-ni[]PN,P126276.80.3,,,P126276
35338,ur-ma-mi[]PN,P126276.82.1,,,P126276
35339,er₃-ra-ur-sag[]PN,P126276.95.1,,,P126276
35340,šu-{d}nisaba[]PN,P126276.107.1,,,P126276
35341,bu-um-ma[]PN,P126276.109.4,,,P126276
35342,a-kab[]PN,P126276.114.5,,,P126276
35343,lugal-engar[]PN,P126276.117.1,,lu[person]N,P126276
35344,dingir-ba-ni[]PN,P126276.138.1,,,P126276
35345,lu₂-{geš}šinig[]PN,P126276.138.2,,,P126276
35346,lu₂-{d}nin-šubur[]PN,P126276.142.2,,,P126276
35347,giri₃-lugal-iti-da[]PN,P126276.144.1,,,P126276
35348,ta₂-hi-iš-a-tal-ta[]PN,P134901.6.2,source,,P134901
35349,{d}en-ki[]PN,P134901.11.3,,,P134901
35350,ur-mes[]PN,P134901.13.1,,,P134901
35351,la-na[]PN,P134901.14.2,,kurušda[fattener]N,P134901
35352,a₂-na-na-ta[]PN,P109497.17.2,source,,P109497
35353,lu-lu-bu-um[]PN,P109497.18.4,,,P109497
35354,ku-ba-tum-še₃[]PN,P102168.6.2,,,P102168
35355,ur-{d}ba-ba₆[]PN,P102168.7.2,,,P102168
35356,in-ta-e₃-a-ta[]PN,P102168.8.2,source,,P102168
35357,{d}nin-lil₂-tum-zi-nu-šu[]PN,P101877.6.2,,en[priest]N,P101877
35358,ARAD₂-mu[]PN,P101877.8.1,representative,,P101877
35359,i₃-li₂-a[]PN,P101877.12.2,intermediary,dubsar[scribe]N,P101877
35360,{d}nanna-ma-ba-ka[]PN,P101877.12.5,,,P101877
35361,a₂-bi₂-li₂-a[]PN,P104949.12.5,,šabra[administrator]N,P104949
35362,iš-me-dingir[]PN,P104949.13.5,,nubanda[overseer]N,P104949
35363,dingir-ba-ni[]PN,P104949.14.3,,ugula[overseer]N,P104949
35364,šu-{d}utu[]PN,P104949.15.3,,,P104949
35365,ku₃-{d}nin-gal[]PN,P104949.16.3,,,P104949
35366,ur-{d}nin-geš-zi-da[]PN,P104949.17.3,,damgar[merchant]N,P104949
35367,giri₃-ni[]PN,P104949.34.5,,damgar[merchant]N,P104949
35368,šu-ku-bu-um[]PN,P104949.35.3,,damgar[merchant]N,P104949
35369,lu₂-{d}nanna[]PN,P104949.36.3,,,P104949
35370,še-le-bu-um[]PN,P104949.37.3,,,P104949
35371,ma-an-nu-a[]PN,P104949.38.5,,nubanda[overseer]N,P104949
35372,e₂-a-ma-lik[]PN,P104949.39.3,,nubanda[overseer]N,P104949
35373,ši-nu-nu-tum[]PN,P104949.40.3,,,P104949
35374,i-ri-ib[]PN,P104949.41.3,,ugula[overseer]N,P104949
35375,nigar{gar}-ki-du₁₀[]PN,P104949.42.3,,ugula[overseer]N,P104949
35376,šu-{d}nu-muš-da[]PN,P104949.43.5,,agaʾus[soldier]N,P104949
35377,i-tu-ki-in[]PN,P104949.44.5,,ugula[overseer]N,P104949
35378,na-lu₅-ta[]PN,P303768.8.2,source,,P303768
35379,ur-nigar{gar}[]PN,P303768.9.1,recipient,,P303768
35380,i₃-lal₃-lum[]PN,P111924.5.2,,ensik[ruler]N,P111924
35381,ab-ba-sa₆-ga[]PN,P111924.9.1,new owner,,P111924
35382,ab-ba-sa₆-ga-ta[]PN,P480067.6.2,source,,P480067
35383,lu₂-dingir-ra[]PN,P480067.7.1,recipient,,P480067
35384,{d}amar-{d}suen[]PN,P480067.12.2,,lugal[king]N,P480067
35385,ta₂-hi-iš-a-tal-ta[]PN,P218027.16.2,source,,P218027
35386,lugal-ezem[]PN,P218027.18.2,intermediary,dubsar[scribe]N,P218027
35387,lugal-ezem[]PN,P218027.24.1,,dubsar[scribe]N,P218027
35388,lugal-ku₃-zu[]PN,P115581.8.2,,,P115581
35389,{d}nanna-ma-ba[]PN,P115581.13.2,intermediary,dubsar[scribe]N,P115581
35390,{d}i-bi₂-{d}suen[]PN,P115581.16.2,,lugal[king]N,P115581
35391,{d}nanna-ma-ba[]PN,P115581.24.1,,dubsar[scribe]N,P115581
35392,u₂-na-ab-še-en₆[]PN,P115581.26.2,,arad[slave]N,P115581
35393,na-lu₅-ta[]PN,P320737.7.2,source,,P320737
35394,ur-nigar{gar}[]PN,P320737.9.1,recipient,,P320737
35395,{d}en-lil₂-la₂[]PN,P320737.12.3,,,P320737
35396,ur-{d}ba-ba₆[]PN,P123883.5.1,representative,,P123883
35397,{d}šul-gi-na-da[]PN,P123883.8.2,new owner,,P123883
35398,ab-ba-sa₆-ga-ta[]PN,P123883.12.2,source,,P123883
35399,a-ba-{d}en-lil₂-gin₇[]PN,P106153.4.2,,,P106153
35400,e-te-al-pu₃-{d}da-gan[]PN,P106153.6.1,,,P106153
35401,{d}šul-gi-si₂-im-tum[]PN,P106153.9.1,new owner,,P106153
35402,be-li₂-du₁₀[]PN,P106153.10.1,recipient,,P106153
35403,ki-{d}suen[]PN,P107800.5.1,,,P107800
35404,{d}ensi₂-gal-ab-zu[]PN,P107800.9.4,,,P107800
35405,maš-tur[]PN,P107800.11.1,,šagia[cup-bearer]N,P107800
35406,a-mur-dingir[]PN,P107800.13.4,,lu[person]N,P107800
35407,nam-ha-ni[]PN,P107800.14.1,,sukkal[secretary]N,P107800
35408,{d}šul-gi-a-a-mu-ta[]PN,P107800.17.1,source,,P107800
35409,be-li₂-i₃-li₂-ta[]PN,P105199.7.2,source,,P105199
35410,šar-ru-um-i₃-li₂[]PN,P105199.10.2,intermediary,,P105199
35411,lugal-ad-da[]PN,P103948.3.3,,,P103948
35412,{d}suen-ugula[]PN,P103948.7.4,,,P103948
35413,a₂-na-na[]PN,P103948.11.4,,,P103948
35414,ur-{d}nin-su[]PN,P103948.12.7,,,P103948
35415,na-sa₆-ta[]PN,P103948.13.2,source,,P103948
35416,{d}en-lil₂-la₂[]PN,P103948.14.1,recipient,,P103948
35417,{d}šul-gi-{d}utu-igi-mu[]PN,P107559.8.2,intermediary,,P107559
35418,a₂-bi₂-li₂-a[]PN,P107559.10.2,,,P107559
35419,en-dingir-mu-ta[]PN,P106331.8.2,source,,P106331
35420,ur-nigar{gar}[]PN,P106331.10.1,recipient,,P106331
35421,{d}amar-{d}suen[]PN,P106331.13.2,,lugal[king]N,P106331
35422,{d}nin-ti₂-ug₅-ga[]PN,P127372.5.5,,,P127372
35423,a-hu-ni-ta[]PN,P127372.13.2,source,,P127372
35424,na-sa₆[]PN,P127372.14.1,recipient,,P127372
35425,a₂-an-za[]PN,P103308.4.2,,,P103308
35426,lugal-ku₃-zu[]PN,P103308.5.1,,,P103308
35427,lu₂-dingir-ra-ta[]PN,P103308.6.2,source,,P103308
35428,in-ta-e₃-a-ta[]PN,P125704.8.2,source,,P125704
35429,ur-mes[]PN,P125704.12.1,,,P125704
35430,la-na[]PN,P125704.13.2,,kurušda[fattener]N,P125704
35431,{d}nanše-GIR₂@g-gal[]PN,P126172.9.1,representative,,P126172
35432,du-bu-du-bu[]PN,P126172.16.3,,,P126172
35433,ur-{d}šul-pa-e₃[]PN,P126172.18.3,,,P126172
35434,hi-ša-ar[]PN,P126172.27.1,,,P126172
35435,šu-bi₂-iš-hu-ha[]PN,P126172.30.8,,,P126172
35436,du-uk-ra[]PN,P126172.32.1,,lu[person]N,P126172
35437,la-ba-na-am-zi[]PN,P126172.35.1,,lu[person]N,P126172
35438,ad-da-bu-ni-hu-tah[]PN,P126172.36.5,,lu[person]N,P126172
35439,bu-ul-ba-ad[]PN,P126172.37.5,,,P126172
35440,a-mur-{d}šul-gi[]PN,P126172.40.5,,,P126172
35441,{d}šul-gi-pa-li₂-il[]PN,P126172.41.5,,,P126172
35442,a-mi-ir-{d}šul-gi[]PN,P124911.4.1,,,P124911
35443,suhuš-ki-in[]PN,P124911.9.2,new owner,,P124911
35444,ur-{d}ba-ba₆[]PN,P124911.10.1,representative,,P124911
35445,ab-ba-sa₆-ga-ta[]PN,P124911.12.2,source,,P124911
35446,{d}en-lil₂-la₂[]PN,P124911.14.3,,,P124911
35447,in-ta-e₃-a-ta[]PN,P117321.8.2,source,,P117321
35448,nu-ur₂-{d}suen[]PN,P117321.11.2,intermediary,dubsar[scribe]N,P117321
35449,an-nu-ni-tum[]PN,P126359.4.1,,,P126359
35450,a₂-bi₂-la-ti[]PN,P126359.10.2,intermediary,,P126359
35451,da-bad₃-da[]PN,P126359.14.1,,,P126359
35452,ma-šum[]PN,P126359.14.2,representative,,P126359
35453,be-li₂-du₁₀-ta[]PN,P126359.17.2,source,,P126359
35454,gu₃-de₂-a[]PN,P145811.4.2,,ensik[ruler]N,P145811
35455,ab-ba-sa₆-ga[]PN,P145811.6.1,new owner,,P145811
35456,{d}amar-{d}suen[]PN,P145811.12.2,,lugal[king]N,P145811
35457,nu-ur₂-{d}utu-ta[]PN,P118528.5.3,source,,P118528
35458,ur-ku₃-nun-na[]PN,P118528.6.1,recipient,,P118528
35459,ur-ku₃-nun-na[]PN,P118528.20.1,,dubsar[scribe]N,P118528
35460,lu₂-{d}nin-gir₂-su[]PN,P118528.22.2,,kurušda[fattener]N,P118528
35461,ARAD₂-mu[]PN,P102460.6.1,representative,,P102460
35462,lu₂-dingir-ra-ta[]PN,P102460.12.2,source,,P102460
35463,na-lu₅-ta[]PN,P135000.6.2,source,,P135000
35464,{d}šul-gi-iri-mu[]PN,P135000.8.1,recipient,,P135000
35465,{d}šul-gi-iri-mu[]PN,P320817.10.1,recipient,,P320817
35466,ab-ba-sa₆-ga-ta[]PN,P124064.5.2,source,,P124064
35467,u₂-ta₂-mi-šar-ra-am[]PN,P124064.6.1,recipient,,P124064
35468,ur-{d}ba-ba₆[]PN,P106325.4.1,representative,,P106325
35469,šeš-zi-mu[]PN,P106325.6.2,new owner,,P106325
35470,du₁₁-ga-zi-da[]PN,P106325.8.2,new owner,kuš[official]N,P106325
35471,ARAD₂-mu[]PN,P106325.15.2,new owner,zabardab[official]N,P106325
35472,ARAD₂-mu[]PN,P106325.18.1,representative,,P106325
35473,na-sa₆-ta[]PN,P106325.23.2,source,,P106325
35474,na-me-er-dingir[]PN,P112979.5.2,intermediary,,P112979
35475,wa-wa-ti[]PN,P112979.6.5,new owner,damgar[merchant]N,P112979
35476,a-hu-ni[]PN,P112979.7.2,intermediary,sukkal[secretary]N,P112979
35477,lugal-ma₂-gur₈-re[]PN,P112979.8.1,,,P112979
35478,bi₂-bi₂-a[]PN,P112979.10.1,,,P112979
35479,ARAD₂-mu[]PN,P112979.11.1,representative,,P112979
35480,lugal-ma₂-gur₈-re[]PN,P112979.15.2,new owner,,P112979
35481,{d}nanše-GIR₂@g-gal[]PN,P112979.16.1,representative,,P112979
35482,šu-{d}suen[]PN,P112979.18.2,new owner,,P112979
35483,a-a-kal-la[]PN,P112979.19.1,representative,,P112979
35484,ab-ba-sa₆-ga-ta[]PN,P112979.22.2,source,,P112979
35485,{d}en-lil₂-la₂[]PN,P112979.24.3,,,P112979
35486,ur-{d}ba-ba₆[]PN,P115537.6.2,,unud[cowherd]N,P115537
35487,ur-{d}nun-gal-ta[]PN,P115537.12.2,source,,P115537
35488,dingir-ra-bi₂-ta[]PN,P115537.15.2,source,,P115537
35489,sag-ku₅-ta[]PN,P115537.18.2,source,,P115537
35490,lugal-si-gar-ta[]PN,P115537.40.2,source,,P115537
35491,ur-{d}nin-da-ta[]PN,P115537.43.2,source,,P115537
35492,lu₂-dingir-ra-ta[]PN,P115537.46.2,source,,P115537
35493,šeš-kal-la-ta[]PN,P115537.51.2,source,,P115537
35494,in-za-mu-ta[]PN,P115537.54.2,source,,P115537
35495,{d}utu-me-lam₂-ta[]PN,P115537.65.2,source,,P115537
35496,ur-{d}ba-ba₆-ta[]PN,P115537.68.2,source,,P115537
35497,{d}nanna-i₃-sa₆-ta[]PN,P115537.71.2,source,,P115537
35498,lugal-KU-ta[]PN,P115537.74.2,source,,P115537
35499,ur-mes-ta[]PN,P115537.77.2,source,,P115537
35500,ur-{d}ig-alim-ta[]PN,P115537.80.2,source,,P115537
35501,al-la-ta[]PN,P115537.83.2,source,,P115537
35502,ab-ba-sa₆-ga-ta[]PN,P113602.5.2,source,,P113602
35503,in-ta-e₃-a[]PN,P113602.6.1,recipient,,P113602
35504,lu₂-{d}dumu-zi-da[]PN,P123996.3.6,intermediary,,P123996
35505,šeš-kal-la[]PN,P123996.6.2,intermediary,,P123996
35506,šu-du-du[]PN,P123996.10.2,intermediary,,P123996
35507,ur-mes[]PN,P123996.12.2,intermediary,,P123996
35508,lugal-dumu-gi₇[]PN,P123996.14.2,intermediary,,P123996
35509,an-dingir-su[]PN,P123996.16.2,intermediary,,P123996
35510,šu-{d}nin-šubur[]PN,P123996.19.2,intermediary,,P123996
35511,ur-{d}en-lil₂-la₂[]PN,P123996.23.2,intermediary,,P123996
35512,dingir-ba-ni[]PN,P123996.25.2,intermediary,,P123996
35513,a₂-bi₂-li₂-a[]PN,P123996.27.6,intermediary,,P123996
35514,ab-ba-sa₆-ga-ta[]PN,P123996.29.2,source,,P123996
35515,šu-er₃-ra[]PN,P123996.30.1,recipient,,P123996
35516,en-dingir-mu-ta[]PN,P144261.6.2,source,,P144261
35517,{d}šul-gi-iri-mu[]PN,P144261.8.1,recipient,,P144261
35518,lugal-ku₃-zu[]PN,P105958.5.2,new owner,,P105958
35519,ur-{d}šul-pa-e₃[]PN,P105958.6.1,,muhaldim[cook]N,P105958
35520,lugal-amar-ku₃-ta[]PN,P105958.9.2,source,,P105958
35521,ur-{d}ba-ba₆-ta[]PN,P117210.4.3,source,,P117210
35522,lu₂-ša-lim-ta[]PN,P117210.5.5,source,,P117210
35523,ku₃-{d}nanna-ta[]PN,P117210.6.3,source,,P117210
35524,dingir-ba-ni[]PN,P117210.15.2,,,P117210
35525,igi-an-ki[]PN,P117210.16.3,intermediary,,P117210
35526,{d}nanna-ku₃-zu[]PN,P117210.18.2,,,P117210
35527,lu₂-ša-lim[]PN,P117210.19.3,intermediary,,P117210
35528,ARAD₂-{d}nanna[]PN,P117210.20.6,intermediary,,P117210
35529,dingir-ba-ni[]PN,P117210.23.2,intermediary,,P117210
35530,ur-{d}li₉-si₄[]PN,P117210.23.3,,,P117210
35531,igi-maš-šu[]PN,P117210.24.1,,,P117210
35532,u₂-da-nu-um[]PN,P117210.25.3,,,P117210
35533,inim-zi[]PN,P117210.26.4,,simug[smith]N,P117210
35534,ni-tam-ma[]PN,P117210.30.3,,,P117210
35535,in-ta-e₃-a-ta[]PN,P201116.8.2,source,,P201116
35536,{d}nanna-ma-ba[]PN,P201116.11.2,intermediary,dubsar[scribe]N,P201116
35537,{d}nanna-ma-ba[]PN,P201116.17.1,,dubsar[scribe]N,P201116
35538,u₂-na-ab-še-en₆[]PN,P201116.19.2,,,P201116
35539,e-la-ak-nu-id[]PN,P124234.5.1,,nagada[herdsman]N,P124234
35540,nu-ur₂-{d}suen-ta[]PN,P124234.8.2,source,,P124234
35541,ur-{d}suen-ta[]PN,P105587.4.2,source,,P105587
35542,lugal-inim-gi-na-ke₄[]PN,P105587.5.1,recipient,,P105587
35543,ki-lu₅-la[]PN,P104147.5.2,,,P104147
35544,ur-{d}iškur[]PN,P104147.11.2,,,P104147
35545,u₂-ta₂-mi-šar-ra-am-ta[]PN,P114334.10.2,source,,P114334
35546,{d}šul-gi-iri-mu[]PN,P114334.11.1,recipient,,P114334
35547,ur-sa₆-ga[]PN,P104490.5.1,recipient,,P104490
35548,{d}en-ki[]PN,P104490.10.3,,,P104490
35549,ur-sa₆-ga[]PN,P104490.12.1,,dubsar[scribe]N,P104490
35550,{d}en-lil₂-la₂[]PN,P104490.14.2,,sipad[shepherd]N,P104490
35551,in-zu[]PN,P102959.5.2,,,P102959
35552,šu-ku-bu-um[]PN,P102959.6.2,intermediary,sukkal[secretary]N,P102959
35553,ab-ba-sa₆-ga[]PN,P102959.13.1,new owner,,P102959
35554,{d}amar-{d}suen[]PN,P102959.16.2,,lugal[king]N,P102959
35555,lu₂-sa₆-ga[]PN,P429938.6.3,,gudug[priest]N,P429938
35556,ba-mu[]PN,P429938.9.1,,,P429938
35557,ur-tilla₃[]PN,P429938.10.3,,,P429938
35558,ab-ba-sa₆-ga-ta[]PN,P104456.4.2,source,,P104456
35559,lugal-me-lam₂[]PN,P104456.5.1,recipient,,P104456
35560,lugal-me-lam₂[]PN,P104456.12.1,,dubsar[scribe]N,P104456
35561,nam-ha-ni[]PN,P104456.14.2,,galamah[singer]N,P104456
35562,na-ap-la-num₂[]PN,P201505.7.1,,,P201505
35563,a-a-ga[]PN,P201505.14.1,,,P201505
35564,a-ni-me-eš₂[]PN,P201505.15.2,,,P201505
35565,du-nu-um[]PN,P201505.18.2,,,P201505
35566,a-pu-nu-um[]PN,P201505.20.1,,,P201505
35567,za-u₃-pu[]PN,P201505.28.1,,,P201505
35568,sa-bi-a-nu-um[]PN,P201505.32.1,,,P201505
35569,i-ri₂-a-bu-um[]PN,P201505.34.1,,,P201505
35570,ni-mu-du[]PN,P201505.38.5,,,P201505
35571,ku-ri-ru[]PN,P201505.45.1,,,P201505
35572,a-gi-pu-um[]PN,P201505.47.1,,,P201505
35573,la-im-ša-lim[]PN,P201505.50.1,,,P201505
35574,i-la-a-bu-um[]PN,P201505.53.1,,,P201505
35575,wi-wi-um[]PN,P201505.57.1,,,P201505
35576,lu₂-a₂-nu-um[]PN,P201505.63.1,,,P201505
35577,a-bi-nu-um[]PN,P201505.70.1,,,P201505
35578,a-bu-um-dingir[]PN,P201505.83.1,,,P201505
35579,mu-da-ba-ni-lum[]PN,P201505.86.1,,,P201505
35580,e-li-lum[]PN,P201505.89.1,,,P201505
35581,ir-hi-ni-lum[]PN,P201505.93.1,,,P201505
35582,i₃-lum-da-mi-nu-um[]PN,P201505.95.1,,,P201505
35583,ad-ga-nu-um[]PN,P201505.98.1,,,P201505
35584,lu₂-ma₂-gur₈-re[]PN,P201505.118.1,,,P201505
35585,in-ta-e₃-a[]PN,P201505.162.1,,,P201505
35586,be-li₂-a-ri₂-ik[]PN,P128407.7.1,recipient,,P128407
35587,en-ubur-zi-an-na[]PN,P128407.10.2,,en[priest]N,P128407
35588,dingir-ba-ni[]PN,P212057.7.1,,sipad[shepherd]N,P212057
35589,na-sa₆-ta[]PN,P212057.10.2,source,,P212057
35590,ab-ba-sa₆-ga-ta[]PN,P101316.5.2,source,,P101316
35591,lu₂-dingir-ra[]PN,P101316.6.1,recipient,,P101316
35592,{d}amar-{d}suen[]PN,P101316.10.2,,lugal[king]N,P101316
35593,{d}en-lil₂-la₂[]PN,P101316.10.5,,,P101316
35594,u₂-ta₂-mi-šar-ra-am-ta[]PN,P469973.4.2,source,,P469973
35595,na-lu₅[]PN,P469973.5.1,recipient,,P469973
35596,en-dingir-mu[]PN,P118464.8.2,,,P118464
35597,ur-nigar{gar}[]PN,P118464.9.1,recipient,,P118464
35598,a-mur-dingir[]PN,P416435.3.4,,lu[person]N,P416435
35599,li-ba-nu-ug-ša-ba-aš[]PN,P416435.4.3,,ensik[ruler]N,P416435
35600,lu₂-{d}da-mu[]PN,P416435.5.2,intermediary,sukkal[secretary]N,P416435
35601,gu-ra-a[]PN,P416435.6.4,,lu[person]N,P416435
35602,ARAD₂-mu[]PN,P416435.10.1,representative,,P416435
35603,{d}šul-gi-a-a-mu-ta[]PN,P416435.12.2,source,,P416435
35604,{d}en-lil₂-la₂[]PN,P416435.15.4,,,P416435
35605,{d}en-ki[]PN,P235034.20.1,,,P235034
35606,nin-ul-gur₃[]PN,P235034.20.2,,,P235034
35607,nu-ur₂-{d}suen-ta[]PN,P235034.29.2,source,,P235034
35608,e₂-a-ni-ša[]PN,P414538.12.3,,,P414538
35609,dingir-ba-ni[]PN,P414538.15.4,recipient,,P414538
35610,lu₂-du₁₀-ga[]PN,P414538.18.6,,,P414538
35611,na-lu₅[]PN,P414538.18.7,recipient,,P414538
35612,na-sa₆[]PN,P124643.8.1,new owner,,P124643
35613,na-lu₅-ta[]PN,P125692.5.2,source,,P125692
35614,ur-mes[]PN,P125692.9.2,,,P125692
35615,{d}en-ki[]PN,P125692.11.3,,,P125692
35616,ur-mes[]PN,P125692.13.1,,,P125692
35617,la-na[]PN,P125692.14.2,,kurušda[fattener]N,P125692
35618,a-a-kal-la[]PN,P106319.8.1,representative,,P106319
35619,na-sa₆-ta[]PN,P106319.14.2,source,,P106319
35620,ab-ba-sa₆-ga[]PN,P125741.4.2,,,P125741
35621,suhuš-ki-in[]PN,P125741.5.1,recipient,,P125741
35622,šu-eš₁₈-dar[]PN,P125741.6.2,,kurušda[fattener]N,P125741
35623,ARAD₂-{d}nanna[]PN,P104206.10.1,,,P104206
35624,šu-ma-ma-ta[]PN,P118303.8.2,source,,P118303
35625,{d}šul-gi-iri-mu[]PN,P118303.9.1,recipient,,P118303
35626,{d}nanše-GIR₂@g-gal[]PN,P123666.5.1,representative,,P123666
35627,{d}šul-gi-si₂-im-ti[]PN,P123666.6.4,,,P123666
35628,na-ra-am-i₃-li₂[]PN,P123666.7.1,representative,,P123666
35629,ur-{d}šul-gi[]PN,P123666.10.1,representative,,P123666
35630,na-lu₅[]PN,P123666.13.2,,,P123666
35631,{d}šul-gi-i₃-li₂[]PN,P105145.6.2,,,P105145
35632,ra-bi₂-bi₂[]PN,P105145.6.4,,,P105145
35633,ab-ba-sa₆-ga-ta[]PN,P105145.8.2,source,,P105145
35634,šu-er₃-ra[]PN,P105145.9.1,recipient,,P105145
35635,{d}en-lil₂-la₂[]PN,P105145.12.3,,,P105145
35636,ur-nigar{gar}[]PN,P320984.6.1,recipient,,P320984
35637,me-{d}ištaran[]PN,P144403.4.1,,,P144403
35638,ARAD₂-mu[]PN,P144403.7.1,representative,,P144403
35639,nu-ur₂-{d}iškur[]PN,P144403.12.2,intermediary,dubsar[scribe]N,P144403
35640,nu-ur₂-{d}iškur[]PN,P144403.18.1,,dubsar[scribe]N,P144403
35641,šu-er₃-ra[]PN,P144403.20.2,,,P144403
35642,ri₂-ba-a[]PN,P122166.9.2,,ensik[ruler]N,P122166
35643,na-sa₆[]PN,P122166.10.1,recipient,,P122166
35644,bu₃-u₂-da{ki}[]PN,P122166.11.2,intermediary,,P122166
35645,dingir-ba-ni[]PN,P125446.9.1,,sipad[shepherd]N,P125446
35646,na-sa₆[]PN,P125446.10.3,,,P125446
