,name,role,profession,p_index
606,a-na-mu,reciever,NA,125048
607,ARAD₂-ta,source,NA,125050
608,a-na-mu,reciever,NA,125050
609,lugal-ezem-ta,source,NA,125056
610,a-kal-la,reciever,NA,125056
611,ARAD₂-ta,source,NA,125068
612,bu₃-du,reciever,NA,125068
613,ARAD₂-ta,source,NA,125073
614,ša₃-a-da,reciever,NA,125073
615,ARAD₂-ta,source,NA,125078
616,lu₂-banda₃{da},reciever,NA,125078
617,ab-ba-ta,source,NA,125080
618,ba-sa₆,reciever,NA,125080
619,lugal-ezem-ta,source,NA,125082
620,ha-la-mu,reciever,NA,125082
621,ARAD₂-ta,source,NA,125094
622,lugal-a₂-zi-da,reciever,NA,125094
623,ur-geš-ša₃-ga-ta,source,NA,125111
624,a-kal-la,reciever,NA,125111
625,ARAD₂-ta,source,NA,125131
626,lugal-he₂-gal₂,reciever,NA,125131
627,ARAD₂-ta,source,NA,125148
628,ka-ku₃,reciever,NA,125148
629,ARAD₂-ta,source,NA,125157
630,šu-u₂,reciever,NA,125157
631,hu-wa-wa-ta,source,NA,125160
632,ka-ku₃,reciever,NA,125160
633,ARAD₂-ta,source,NA,125199
634,da-da-a,reciever,NA,125199
635,ARAD₂-ta,source,NA,125201
636,ur-dingir-ra,reciever,NA,125201
637,lu₂-kal-la-ta,source,NA,125279
638,i₃-kal-la,reciever,NA,125279
639,ur-{d}li₉-si₄-ta,source,NA,125363
640,lu₂-banda₃{da},reciever,NA,125363
641,na-ra-[am-i₃]-li₂-ta,source,NA,125634
642,lugal-ša₃-la₂,reciever,NA,125634
643,lugal-ku₃-zu-ta,source,NA,125777
644,šu-eš₁₈-dar,reciever,NA,125777
645,lu₂-dingir-ra-ta,source,NA,125842
646,ur-nigar{gar},reciever,NA,125842
647,a-mur-dingir-ta,source,NA,125951
648,lugal-ku₃-zu,reciever,NA,125951
649,{d}šara₂-kam-ta,source,NA,125968
650,ba-ba-ti,reciever,NA,125968
651,lu₂-dingir-ra-ta,source,NA,126012
652,ur-nigar{gar},reciever,NA,126012
653,na-ra-am-i₃-li₂-ta,source,NA,126050
654,{d}utu-GIR₂@g-[gal,reciever,NA,126050
655,a-hu-ni-ta,source,NA,126086
656,ur-nigar{gar},reciever,NA,126086
657,ur-{d}ig-alim-ta,source,NA,126290
658,ur₂-dingir,reciever,NA,126290
659,{d}šul-gi-a-a-mu-ta,source,NA,126396
660,ur-nigar{gar},reciever,NA,126396
661,a-hu-ni-ta,source,NA,126497
662,ur-nigar{gar},reciever,NA,126497
663,lu₂-dingir-ra-ta,source,NA,126500
664,ur-nigar{gar},reciever,NA,126500
665,{d}šara₂-kam-ta,source,NA,126815
666,ba-ba-ti,reciever,NA,126815
667,šu-{d}en-lil₂-la₂,source,NA,126819
668,ur-lal₃,reciever,NA,126819
669,na-ra-am-i₃-li₂-ta,source,NA,126820
670,ur!-lal₃#,reciever,NA,126820
671,ur-{d}al-la-ta,source,NA,126981
672,lu₂-{d}na-ru₂-a,reciever,NA,126981
673,lugal-e₂-mah-e-ta,source,NA,127098
674,da-da-ga,reciever,NA,127098
675,ab-ba-sa₆#-ga-ta,source,NA,127616
676,lu₂-{d}utu#,reciever,NA,127616
677,a-du-mu-ta,source,NA,127642
678,ur-{d}iškur,reciever,NA,127642
679,ur-{d}suen-ta,source,NA,127643
680,ur-{d}iškur,reciever,NA,127643
681,a-du-mu-ta,source,NA,127645
682,ur-{d}iškur,reciever,NA,127645
683,ur-gu₂-en-na-ta,source,NA,127952
684,a-kal-la-mu,reciever,NA,127952
685,na-ba-sa₆-ta,source,NA,127969
686,eš-am₃,reciever,NA,127969
687,ur-e₁₁-e-ta,source,NA,128048
688,si-NE-e,reciever,NA,128048
689,ur-gu₂-en-na-ta,source,NA,128049
690,lu₂-{d}utu,reciever,NA,128049
691,ur-{d}nanna-ta,source,NA,128121
692,{d}šul-gi-iri-mu,reciever,NA,128121
693,ARAD₂-ta,source,NA,128305
694,ur-dingir-ra,reciever,NA,128305
695,lu₂-gi-[na]-ta,source,NA,128333
696,i₃-kal-la,reciever,NA,128333
697,e₂-ur₂-bi-ta,source,NA,128436
698,ur-eš₃-lil₂-la₂,reciever,NA,128436
699,lu₂-dingir-ra-ta,source,NA,128455
700,{d}utu-mu,reciever,NA,128455
701,lu₂-kal-la-ta,source,NA,128756
702,ur-{d}dumu-zi-da,reciever,NA,128756
703,da-a-ga-ta,source,NA,129099
704,u₃-ma-ni,reciever,NA,129099
705,lugal-a₂-zi-da-ta,source,NA,129120
706,{d}šara₂-ba-zi-ge,reciever,NA,129120
707,lu₂-kal-la-ta,source,NA,129152
708,lu₂-u₁₈,reciever,NA,129152
709,lugal-ur₂-ra-ni-ta,source,NA,129232
710,i₃-kal-la,reciever,NA,129232
711,ur]-{d}nin-tu-ta,source,NA,129233
712,[i₃]-kal-la,reciever,NA,129233
713,lu₂-kal-la-ta,source,NA,129239
714,i₃-kal-la,reciever,NA,129239
715,ur-{d}nin-tu-ta,source,NA,129243
716,i₃-kal-la,reciever,NA,129243
717,ur-{d}nin-zu-ta,source,NA,129328
718,a-kal-la,reciever,NA,129328
719,ur-nigar{gar}-ta,source,NA,129334
720,ba-sa₆,reciever,NA,129334
721,lugal-{geš}gigir-re-ta,source,NA,129347
722,da-da-ga,reciever,NA,129347
723,ur-{d}ba-ba₆-ta,source,NA,129656
724,a-x-x,reciever,NA,129656
725,ur-{d}igi-ma-še₃-ta,source,NA,129801
726,nig₂-{d}ba-ba₆,reciever,NA,129801
727,ur-dun-ta,source,NA,130051
728,a-kal-la,reciever,NA,130051
729,lu₂-{d}šul-gi-ra-ta,source,NA,130149
730,[ur-{d}en]-lil₂-la₂,reciever,NA,130149
731,lugal-he₂-gal₂-ta,source,NA,130234
732,lu₂-giri₁₇-zal,reciever,NA,130234
733,lu₂-kal-la-ta,source,NA,130397
734,i₃-kal-la,reciever,NA,130397
735,ur-sila-luh-ta,source,NA,130402
736,la-ni-mu,reciever,NA,130402
737,pa₃-da-ta,source,NA,130567
738,a-kal-la,reciever,NA,130567
739,šeš-kal-la-ta,source,NA,130639
740,ku₃-ga-ni,reciever,NA,130639
741,ur-{d}ur₃-bar-tab-ta,source,NA,130736
742,lu₂-{d}nin-šubur,reciever,NA,130736
743,lu₂-kal-la-ta,source,NA,130737
744,lu₂-he₂-gal₂,reciever,NA,130737
745,da-da-ga-ta,source,NA,130750
746,a-kal-la,reciever,NA,130750
747,šeš-kal-la-ta,source,NA,130846
748,ur-zu,reciever,NA,130846
749,lu₂-igi-sa₆-sa₆-ta,source,NA,130847
750,ur-zu,reciever,NA,130847
751,si-NE-e-ta,source,NA,130950
752,AN-an-ne₂,reciever,NA,130950
753,ur-{d}šara₂,source,NA,130980
754,la-ni-mu,reciever,NA,130980
755,lugal-e₂-mah-e-ta,source,NA,131019
756,lugal-e-ba-an-sa₆,reciever,NA,131019
757,ur-{d}šul-pa-e₃-ta,source,NA,131025
758,la-ni-mu,reciever,NA,131025
759,ur-sila-luh-ta,source,NA,131028
760,la-ni-mu,reciever,NA,131028
761,ma₂-gur₈-re-ta,source,NA,131083
762,{d}utu-mu,reciever,NA,131083
763,ba-zi-ta,source,NA,131133
764,ur-mes,reciever,NA,131133
765,lu₂-{d}kal-la-ta,source,NA,131143
766,an-ne₂,reciever,NA,131143
767,ur-{d}nun-gal-ta,source,NA,131145
768,lugal-ezem,reciever,NA,131145
769,ur-ba-gara₂-ta,source,NA,131174
770,lugal-dumu-gi₇,reciever,NA,131174
771,ka₅-a-mu-ta,source,NA,131291
772,si-du₃,reciever,NA,131291
773,gu₃-de₂-a-ta,source,NA,131340
774,a-hu-a,reciever,NA,131340
775,u₄-de₃-nig₂-sa₆-ga-ta,source,NA,131351
776,ur-nigar{gar},reciever,NA,131351
777,ba-zi-ta,source,NA,131407
778,ur-{d}ba-ba₆,reciever,NA,131407
779,ur-{d}nin-tu-ta,source,NA,131768
780,i₃-kal-la,reciever,NA,131768
781,lu₂-giri₁₇-zal,reciever,NA,132175
782,lu₂-{d}igi-ma-še₃-ta,source,NA,132175
783,ur-{d}nin-geš-zi-da-ta,source,NA,132177
784,lugal-im-ru-a,reciever,NA,132177
785,ur-{d}ga₂-tum₃-du₁₀-ta,source,NA,132184
786,ur-{d}nanše-ke₄,reciever,NA,132184
787,al-la-mu-ta,source,NA,132266
788,al-la,reciever,NA,132266
789,al-la-mu-ta,source,NA,132356
790,ur-{d}nanše,reciever,NA,132356
791,lugal-im-ru-a-ta,source,NA,132471
792,ur-{d}nin-geš-zi-da,reciever,NA,132471
793,ur-nigar{gar}-ta,source,NA,132473
794,ur-mes,reciever,NA,132473
795,al-la-mu-ta,source,NA,132515
796,ur-{d}nin-geš-zi-da,reciever,NA,132515
797,al-la-mu-ta,source,NA,132552
798,ur-e₂-ninnu,reciever,NA,132552
799,lu₂-e₂-ku₄?-ra₂-ta,source,NA,132556
800,ur-{d}nanše,reciever,NA,132556
801,al-la-mu-ta,source,NA,132596
802,ur-{d}nin-geš-zi-da,reciever,NA,132596
803,ur-šu-ga-lam-ma-ta,source,NA,132601
804,na-ba-sa₆,reciever,NA,132601
805,al-la-mu-ta,source,NA,132605
806,ur-e₂-ninnu,reciever,NA,132605
807,ur-{d}ig-alim-ta,source,NA,132607
808,lugal-sukkal,reciever,NA,132607
809,ur-{d}šuš₃-{d}ba-ba₆-ta,source,NA,132623
810,ur-{d}en-lil₂,reciever,NA,132623
811,lugal-im-ru-a-ta,source,NA,132654
812,ur-{d}nin-geš-zi-da,reciever,NA,132654
813,ur-šu-ga-[lam-ma,reciever,NA,132694
814,na-ba-sa₆-ta,source,NA,132694
815,a-kal-la-ta,source,NA,132813
816,ARAD₂-PA,reciever,NA,132813
817,al-la-mu-ta,source,NA,132888
818,ur-mes,reciever,NA,132888
819,lu₂-uš-gi-na-ta,source,NA,132890
820,ur-nigar{gar},reciever,NA,132890
821,lu₂-gi-na-ta,source,NA,132901
822,ur-mes,reciever,NA,132901
823,al-la-mu-ta,source,NA,132911
824,lugal-iri-da,reciever,NA,132911
825,na-ba-sa₆#-ta,source,NA,133128
826,ur-šu-ga-lam-ma,reciever,NA,133128
827,ur-sa₆-ga-mu-ta,source,NA,133175
828,a-hu-a,reciever,NA,133175
829,{d}lamma-iri-na-ta,source,NA,133176
830,lugal-{d}šul-gi,reciever,NA,133176
831,al-la-ta,source,NA,133178
832,ur-{d}ba-ba₆,reciever,NA,133178
833,al-la-mu-ta,source,NA,133258
834,a-hu-a,reciever,NA,133258
835,ba-zi-ta,source,NA,133383
836,ur-e₂-ninnu,reciever,NA,133383
837,ur-gu-la-ta,source,NA,133491
838,ur-{d}igi-ma-še₃,reciever,NA,133491
839,[na-ba]-sa₆#-ta,source,NA,133527
840,ur-šu-ga-lam-ma,reciever,NA,133527
841,lu₂-nam-tar-ra-ta,source,NA,133667
842,lu₂-{d}geš-bar-e₃,reciever,NA,133667
843,lu₂-{d}nin-gir₂-su-ta,source,NA,133668
844,ur-nig₂,reciever,NA,133668
845,ka₅-a-mu,reciever,NA,133715
846,igi-tur-tur-ta,source,NA,133715
847,a-hu-ni-ta,source,NA,133945
848,ur-nigar{gar},reciever,NA,133945
849,{d}šul-gi-a-a-mu-ta,source,NA,133955
850,ur-nigar{gar},reciever,NA,133955
851,lu₂-dingir-ra-ta,source,NA,134273
852,ur-nigar{gar},reciever,NA,134273
853,lugal-im-ru-a-ta,source,NA,134297
854,ur-{d}nin-geš-zi-da,reciever,NA,134297
855,lugal-im-ru-a-ta,source,NA,134298
856,ur-{d}nin-geš-zi-da,reciever,NA,134298
857,ka-tar-ta,source,NA,134331
858,e₂-ki,reciever,NA,134331
859,lugal-nam-tar-re-ta,source,NA,134359
860,lu₂-du₁₀-ga,reciever,NA,134359
861,na-lu₅-ta,source,NA,134967
862,ur-nigar{gar},reciever,NA,134967
863,a-ba-{d}en-lil₂-gin₇-ta,source,NA,135017
864,{d}šul-gi-iri-mu,reciever,NA,135017
865,lu₂-kal-la-ta,source,NA,135193
866,a-kal-la,reciever,NA,135193
867,e₂-ur₂-bi-du₁₀-ta,source,NA,135311
868,ur-e₂-mah,reciever,NA,135311
869,e₂-gal-e-si-ta,source,NA,135318
870,ARAD₂-mu,reciever,NA,135318
871,a-kal-la-ta,source,NA,135494
872,lugal-ezem,reciever,NA,135494
873,ba-zi-ta,source,NA,135762
874,ur-{d}ba-ba₆,reciever,NA,135762
875,ba-zi-ta,source,NA,135769
876,ur-{d}ba-ba₆,reciever,NA,135769
877,lu₂-{d}nin-gir₂-su-ta,source,NA,135774
878,ur-mes,reciever,NA,135774
879,ur-{d}en-lil₂-la₂-ta,source,NA,135841
880,ma-ni,reciever,NA,135841
881,ur-{d}nin-tu-ta,source,NA,136013
882,i₃-kal-la,reciever,NA,136013
883,a-gu-ta,source,NA,136075
884,za₃-ga-ni,reciever,NA,136075
885,a-hu-ni-ta,source,NA,136093
886,ur-nigar{gar},reciever,NA,136093
887,si-du₃,source,NA,136181
888,a-hu-a,reciever,NA,136181
889,ur-ru-ta,source,NA,136203
890,a-kal-la,reciever,NA,136203
891,lugal-[...]-ta,source,NA,136412
892,nam-zi-tar-ra,reciever,NA,136412
893,lu₂-me-lam₂-ta,source,NA,136582
894,lu₂-{d}šul-gi,reciever,NA,136582
895,lum-ma-ta,source,NA,136671
896,ha-bu₃,reciever,NA,136671
897,kur-mu-gam-ta,source,NA,136728
898,lu₂-{d}en-ki,reciever,NA,136728
899,kur-mu-gam-ta,source,NA,136729
900,lu₂-{d}en-ki,reciever,NA,136729
901,ARAD₂-{d}nanna-ta,source,NA,136746
902,a-hu-wa-qar,reciever,NA,136746
903,ur-gu₂-edin-na-ta,source,NA,136748
904,a-hu-wa-qar,reciever,NA,136748
905,šu-ku-bu-um-ta,source,NA,136758
906,a-hu-wa-qar,reciever,NA,136758
907,ARAD₂-{d}nanna-ta,source,NA,136759
908,a-hu-wa-qar,reciever,NA,136759
909,ARAD₂-{d}nanna-ta,source,NA,136760
910,a-hu-wa-qar,reciever,NA,136760
911,ur-gu₂-edin-na-ta,source,NA,136761
912,a-hu-wa-qar,reciever,NA,136761
913,ARAD₂-{d}nanna-ta,source,NA,136763
914,a-hu-wa-qar,reciever,NA,136763
915,ARAD₂-{d}nanna-ta,source,NA,136765
916,a-hu-wa-qar,reciever,NA,136765
917,ARAD₂-{d}nanna-ta,source,NA,136766
918,a-hu-wa-qar,reciever,NA,136766
919,ARAD₂-{d}nanna-ta,source,NA,136779
920,a-hu-wa-qar,reciever,NA,136779
921,ARAD₂-{d}nanna-ta,source,NA,136780
922,a-hu-wa-qar,reciever,NA,136780
923,ARAD₂-{d}nanna-ta,source,NA,136798
924,a-hu-wa-qar,reciever,NA,136798
925,ARAD₂-{d}nanna-ta,source,NA,136800
926,a-hu-wa-qar,reciever,NA,136800
927,dingir-su-ra-bi₂-ta,source,NA,136815
928,a-hu-wa-qar,reciever,NA,136815
929,dingir-su-ra-bi₂-ta,source,NA,136816
930,a-hu-wa-qar,reciever,NA,136816
931,ARAD₂-{d}nanna-ta,source,NA,136823
932,a-hu-wa-qar,reciever,NA,136823
933,ARAD₂-{d}nanna-ta,source,NA,136844
934,a-hu-wa-qar,reciever,NA,136844
935,ur-gu₂-edin-na-ta,source,NA,136853
936,a-hu-wa-qar,reciever,NA,136853
937,ur-gu₂-edin-na-ta,source,NA,136856
938,a-hu-wa-qar,reciever,NA,136856
939,ur-gu₂-edin-na-ta,source,NA,136857
940,a-hu-ba-qar,reciever,NA,136857
941,ur-gu₂-edin-na-ta,source,NA,136860
942,a-hu-wa-qar,reciever,NA,136860
943,ARAD₂-{d}nanna-ta,source,NA,136861
944,a-hu-wa-qar,reciever,NA,136861
945,ur-gu₂-edin-na-ta,source,NA,136862
946,a-hu-wa-qar,reciever,NA,136862
947,ARAD₂-{d}nanna-ta,source,NA,136873
948,a-hu-wa-qar,reciever,NA,136873
949,ARAD₂-{d}nanna-ta,source,NA,136879
950,a-hu-wa-qar,reciever,NA,136879
951,ARAD₂-{d}nanna-ta,source,NA,136883
952,a-hu-wa-qar,reciever,NA,136883
953,ARAD₂-{d}nanna-ta,source,NA,136885
954,a-hu-wa-qar,reciever,NA,136885
955,bu-ru-uq-ta,source,NA,136888
956,a-hu-wa-qar,reciever,NA,136888
957,ur-gu₂-edin-na-ta,source,NA,136893
958,a-hu-wa-qar,reciever,NA,136893
959,ARAD₂-{d}nanna-ta,source,NA,136907
960,a-hu-wa-qar,reciever,NA,136907
961,dingir-su-ra-bi₂-ta,source,NA,136908
962,a-hu-wa-qar,reciever,NA,136908
963,ARAD₂-{d}nanna-ta,source,NA,136914
964,a-hu-wa-qar,reciever,NA,136914
965,ARAD₂-{d}nanna-ta,source,NA,136946
966,a-hu-wa-qar,reciever,NA,136946
967,ARAD₂-{d}nanna-ta,source,NA,136964
968,a-hu-wa-qar,reciever,NA,136964
969,ARAD₂-{d}nanna-ta,source,NA,136971
970,a-hu-wa-qar,reciever,NA,136971
971,ARAD₂-{d}nanna-ta,source,NA,136977
972,a-hu-wa-qar,reciever,NA,136977
973,amar-{d}iškur-ta,source,NA,136982
974,a-hu-wa-qar,reciever,NA,136982
975,ur-gu₂-edin-na-ta,source,NA,136987
976,a-hu-wa-qar,reciever,NA,136987
977,{d}i-bi₂-{d}suen-{d}en-lil₂-da-nir-gal₂-ta,source,NA,136997
978,a-hu-wa-qar,reciever,NA,136997
979,ur-gu₂-edin-na-ta,source,NA,137002
980,a-hu-wa-<qar>,reciever,NA,137002
981,ur-še-il₂-la-ta,source,NA,137005
982,a-hu-wa-qar,reciever,NA,137005
983,ur-gu₂-edin-na-ta,source,NA,137016
984,a-hu-wa-qar,reciever,NA,137016
985,dingir-su-ra-bi₂-ta,source,NA,137081
986,a-hu-wa-qar,reciever,NA,137081
987,dingir-su-ra-bi₂-ta,source,NA,137088
988,a-hu-wa-qar,reciever,NA,137088
989,dingir-su-ra-bi₂-ta,source,NA,137089
990,a-hu-wa-qar,reciever,NA,137089
991,dingir-su-ra-bi₂-ta,source,NA,137092
992,a-hu-wa-qar,reciever,NA,137092
993,dingir-su-ra-bi₂-ta,source,NA,137094
994,a-hu-wa-qar,reciever,NA,137094
995,lu₂-{d}en-ki-ta,source,NA,137119
996,{d}i-bi₂-{d}suen-{d}en-lil₂-da-nir-gal₂,reciever,NA,137119
997,{d}nanna-kam-ta,source,NA,137123
998,a-hu-wa-qar,reciever,NA,137123
999,{d}nanna-kam-ta,source,NA,137130
1000,a-hu-wa-qar,reciever,NA,137130
1001,{d}nanna-kam-ta,source,NA,137132
1002,a-hu-wa-qar,reciever,NA,137132
1003,{d}nanna-kam-ta,source,NA,137141
1004,a-hu-wa-qar,reciever,NA,137141
1005,ur-e₂-ninnu-ta,source,NA,137197
1006,ur-du₆,reciever,NA,137197
1007,a-ab-ba-zi-mu-ta,source,NA,137292
1008,lu₂-gi-na,reciever,NA,137292
1009,na-silim-ta,source,NA,137319
1010,ur-ku₃-nun-na,reciever,NA,137319
1011,ur-ku₃-nun-na-ta,source,NA,137324
1012,i-di₃-{d}suen,reciever,NA,137324
1013,nam-zi-tar-ra-ta,source,NA,137460
1014,giri₃#-AB-NE,reciever,NA,137460
1015,ur-{d}ba-ba₆-ta,source,NA,137598
1016,bur-ma-ma,reciever,NA,137598
1017,ur-{d}ba-ba₆-ta,source,NA,137610
1018,ur-mes,reciever,NA,137610
1019,ur-{d}ba-ba₆-ta,source,NA,137611
1020,ur-mes,reciever,NA,137611
1021,nig₂-sa₆-ga-ta,source,NA,137661
1022,lu₂-sukkal-ke₄,reciever,NA,137661
1023,šu]-e₂-a-ta,source,NA,137672
1024,ARAD₂-{d}nanna,reciever,NA,137672
1025,ki-zi-ta,source,NA,137689
1026,ki-zi,reciever,NA,137689
1027,ur-{geš}gigir,reciever,NA,138003
1028,lu₂-dingir-ra,source,NA,138003
1029,šu-ku₈-bu-um,reciever,NA,138005
1030,nig₂-{d}ba-ba₆-ta,source,NA,138005
1031,ur-e₂-an-na-ta,source,NA,138069
1032,a-hu-wa-qar,reciever,NA,138069
1033,lu₂-{d}ba-ba₆-ta,source,NA,138070
1034,a-hu-wa-qar,reciever,NA,138070
1035,ur-e₂-an-na-ta,source,NA,138075
1036,a-hu-wa-qar,reciever,NA,138075
1037,a-hu-šu-ni-ta,source,NA,138083
1038,{d}suen-iš-ti-gal,reciever,NA,138083
1039,ur-dingir-ra-ta,source,NA,138085
1040,ge₆-par₄-ki-du₁₀,reciever,NA,138085
1041,[ARAD₂-{d}]nanna-ta,source,NA,138618
1042,a-hu-[wa]-qar,reciever,NA,138618
1043,ARAD₂-{d}nanna-ta,source,NA,138631
1044,a-hu-wa-qar,reciever,NA,138631
1045,ARAD₂-{d}nanna-ta,source,NA,138633
1046,a-hu-wa-qar,reciever,NA,138633
1047,ARAD₂-{d}nanna-ta,source,NA,138727
1048,a-hu-wa-qar,reciever,NA,138727
1049,ARAD₂-{d}nanna-ta,source,NA,138735
1050,a-hu-wa-qar,reciever,NA,138735
1051,ARAD₂-{d}nanna-ta,source,NA,138742
1052,a-hu-wa-qar,reciever,NA,138742
1053,ARAD₂-ta,source,NA,139517
1054,lugal-ba-ta-e₃,reciever,NA,139517
1055,ARAD₂-ta,source,NA,139518
1056,lu₂-giri₁₇-zal,reciever,NA,139518
1057,ARAD₂-ta,source,NA,139525
1058,ba-a-mu,reciever,NA,139525
1059,ARAD₂-ta,source,NA,139528
1060,da-da-a,reciever,NA,139528
1061,lu₂-dingir-ra-ta,source,NA,139603
1062,ur-{d}šara₂,reciever,NA,139603
1063,a-a-kal-la-ta,source,NA,139650
1064,lugal-ku₃-zu,reciever,NA,139650
1065,lu₂-kal-la-ta,source,NA,139899
1066,i₃-kal-la,reciever,NA,139899
1067,lugal-ša₃-la₂-ta,source,NA,140030
1068,ur#-{d}šul-pa-e₃,reciever,NA,140030
1069,ur-{d}[...]-ta,source,NA,140127
1070,ur-{d}[šul-pa]-e₃#,reciever,NA,140127
1071,lugal-ušur₃-ta,source,NA,140182
1072,ARAD₂-mu,reciever,NA,140182
1073,ur-{d}nin-tu-ta,source,NA,140199
1074,i₃-kal-la,reciever,NA,140199
1075,ur-{d}šul-pa-e₃-ta,source,NA,140295
1076,lu₂-du₁₀-ga,reciever,NA,140295
1077,ur-{d}šul-pa-e₃-ta,source,NA,140350
1078,lugal-ezem,reciever,NA,140350
1079,giri₃-{d}nanna-i₃-dab₅-ta,source,NA,140520
1080,lugal-ušurₓ(|LAL₂.TUG₂|),reciever,NA,140520
1081,lugal-a-ni-sa₆-ta,source,NA,141280
1082,i₃-kal-la,reciever,NA,141280
1083,ur-e₁₁-e-ta,source,NA,141311
1084,nigar{gar}-ki-du₁₀,reciever,NA,141311
1085,ur-gu₂-edin-na,source,NA,141424
1086,i₃-kal-la,reciever,NA,141424
1087,ur-{d}šul-pa-e₃-ta,source,NA,141491
1088,gur₄-za-an,reciever,NA,141491
1089,a-kal-la,source,NA,141675
1090,ab-ba-gi-na,reciever,NA,141675
1091,lugal-nesag-e-ta,source,NA,141682
1092,nu-ur₂-[{d}]iškur,reciever,NA,141682
1093,lu₂-uru₁₁{ki}-ta,source,NA,141862
1094,ur-{d}ba-ba₆,reciever,NA,141862
1095,maš-maš-ne,reciever,NA,141984
1096,a-gu-ta,source,NA,141984
1097,lugal-ku₃-ga-ni-ta,source,NA,141992
1098,lugal-he₂-gal₂,reciever,NA,141992
1099,lugal-kisal-ta,source,NA,141997
1100,da-da-a,reciever,NA,141997
1101,[lugal]-e₂!-mah-e-ta,source,NA,142004
1102,a-kal-la,reciever,NA,142004
1103,lu₂-du₁₀-ga,source,NA,142009
1104,gu-du-du,reciever,NA,142009
1105,lu₂-{d}ha-ia₃-ta,source,NA,142011
1106,gu#-du-du,reciever,NA,142011
1107,lugal-me-du₁₀-ga-ta,source,NA,142108
1108,lugal-HAR-e,reciever,NA,142108
1109,nam-ha-ni-ta,source,NA,142167
1110,uš-mu,reciever,NA,142167
1111,a-kal-la-ta,source,NA,142177
1112,ur-zu,reciever,NA,142177
1113,i₇-pa-e₃-ta,source,NA,142288
1114,lu₂-gi-na,reciever,NA,142288
1115,ARAD₂-ta,source,NA,142327
1116,lugal-ba-ta-ra#-e₃-a,reciever,NA,142327
1117,ARAD₂-mu-ta,source,NA,142620
1118,na-silim,reciever,NA,142620
1119,lugal-ezem-ta,source,NA,142762
1120,lu₂-eb-gal,reciever,NA,142762
1121,ur-e₁₁-e-ta,source,NA,143008
1122,ur-{d}šara₂,reciever,NA,143008
1123,an-gu-gu-ta,source,NA,143015
1124,la-ni-mu,reciever,NA,143015
1125,na-ra-am-i₃-li₂-ta,source,NA,143205
1126,{d}nin-lil₂-ama-mu,reciever,NA,143205
1127,ur-{d}gu-nu-ra-ta,source,NA,143213
1128,ur-{d}utu,reciever,NA,143213
1129,ur-{d}li₉-si₄-ta,source,NA,143216
1130,lugal-gu₂-en-e,reciever,NA,143216
1131,ur-{d}li₉-si₄-ta,source,NA,143235
1132,lu₂-banda₃{da},reciever,NA,143235
1133,šeš-kal-la-ta,source,NA,143260
1134,a-kal-la,reciever,NA,143260
1135,ARAD₂-ta,source,NA,143262
1136,ur-{d}iškur,reciever,NA,143262
1137,ARAD₂-ta,source,NA,143268
1138,{d}šara₂-a-zi,reciever,NA,143268
1139,šeš-kal-la-ta,source,NA,143284
1140,ukken-ne₂,reciever,NA,143284
1141,ARAD₂-ta,source,NA,143317
1142,ka-ku₃,reciever,NA,143317
1143,ur-{d}bil₂-ta,source,NA,143341
1144,ur-sa₆-ga,reciever,NA,143341
1145,lugal-ezem-ta,source,NA,143371
1146,lugal-nig₂-lagar-e,reciever,NA,143371
1147,ARAD₂-ta,source,NA,143475
1148,lugal-{geš}kiri₆,reciever,NA,143475
1149,ARAD₂-ta,source,NA,143482
1150,ba-sa₆-ga,reciever,NA,143482
1151,ur-e₁₁-e-ta,source,NA,143483
1152,lu₂-banda₃{da},reciever,NA,143483
1153,ur-ki-ku₃-ga-ta,source,NA,143520
1154,ur-{d}šara₂,reciever,NA,143520
1155,lu₂-giri₁₇-zal-ta,source,NA,143565
1156,ukken-ne₂,reciever,NA,143565
1157,ku₃-ga-ni-ta,source,NA,143700
1158,i₃-kal-la,reciever,NA,143700
1159,ARAD₂-ta,source,NA,143781
1160,ur-{geš}gigir,reciever,NA,143781
1161,ARAD₂-ta,source,NA,143782
1162,ur-dingir-ra,reciever,NA,143782
1163,ur-nigar{gar},reciever,NA,143924
1164,ab-ba-sa₆-ga-ta,source,NA,143924
1165,lu₂-kal-la-ta,source,NA,143971
1166,ur-{d}šara₂,reciever,NA,143971
1167,{d}šara₂-kam-ta,source,NA,143989
1168,za-ni-a,reciever,NA,143989
1169,lu₂-{d}nam₂-an-ka-ta,source,NA,144101
1170,nig₂-lagar-e,reciever,NA,144101
1171,lu₂-giri₁₇-zal-ta,source,NA,144154
1172,lu₂-dingir-ra,reciever,NA,144154
1173,ARAD₂-ta,source,NA,144155
1174,a-kal-la,reciever,NA,144155
1175,ur-sa₆-sa₆,reciever,NA,144215
1176,lu₂-{d}šul-gi-ra-ta,source,NA,144215
1177,ab-ba-sa₆-ga-ta,source,NA,144419
1178,u₃-[ma-ni],reciever,NA,144419
1179,du-šu-mu-um-e,reciever,NA,145045
1180,a-da-lal₃,source,NA,145045
1181,hal-la-a,reciever,NA,145237
1182,ur-{d}suen-ta,source,NA,145237
1183,bi₂-du₁₁-ga-ta,source,NA,145256
1184,lu₂-du₁₀-ga,reciever,NA,145256
1185,lugal-sa₆-ga-ta,source,NA,145290
1186,lu₂-gi-na,reciever,NA,145290
1187,{d}šara₂-za-me!-en-ta,source,NA,145326
1188,am₃-mu,reciever,NA,145326
