name,role,profession,p id,year,processed year
ur-eš₃-lil₂-la₂,['recipient'],None,117649,Amar-Suen.07.12.00,73.1200
ur-eš₃-lil₂-la₂,['recipient'],None,117649,Amar-Suen.07.12.00,73.1200
ba-a-mu,['recipient'],None,117652,Shulgi.43.11.00,61.1100
{d}nanna-i₃-gi,['source'],None,117652,Shulgi.43.11.00,61.1100
ba-a-mu,['recipient'],None,117652,Shulgi.43.11.00,61.1100
{d}nanna-i₃-gi,['source'],None,117652,Shulgi.43.11.00,61.1100
ba-a-mu#,['recipient'],None,117652,Shulgi.43.11.00,61.1100
ba-a-mu,['recipient'],None,117652,Shulgi.43.11.00,61.1100
ab-ba-sa₆-ga,['source'],None,117674,Amar-Suen.05.06.05,71.0605
na-lu₅,['recipient'],None,117674,Amar-Suen.05.06.05,71.0605
a-hu-we-er,['source'],None,117680,Amar-Suen.04.09m.00 (intercalated),70.0900
{d}šul-gi-iri-mu,['recipient'],None,117680,Amar-Suen.04.09m.00 (intercalated),70.0900
a-kal-la,['recipient'],None,117684,Shulgi.39.00.00,57.0000
a-kal-la,['recipient'],None,117684,Shulgi.39.00.00,57.0000
{d}suen-a-bu-šu,['representative'],šagia[cup-bearer],118285,Ibbi-Suen.01.04.06,85.0406
{d}šul-gi-si-sa₂,['source'],None,118285,Ibbi-Suen.01.04.06,85.0406
ma-num₂-ki-{d}šul-gi,['intermediary'],dubsar[scribe],118285,Ibbi-Suen.01.04.06,85.0406
ma-num₂-ki-{d}šul-gi,['intermediary'],None,118285,Ibbi-Suen.01.04.06,85.0406
lugal,['source'],None,118295,Amar-Suen.02.03.00,68.0300
al-la,['intermediary'],MAR.TU[westerner],118295,Amar-Suen.02.03.00,68.0300
na-ra-am-i₃-li₂,['recipient'],None,118295,Amar-Suen.02.03.00,68.0300
na-sa₆,['source'],None,118296,Shulgi.46.05.00,64.0500
na-lu₅,['recipient'],None,118296,Shulgi.46.05.00,64.0500
na-ra-am-i₃-li₂,['source'],None,118297,Amar-Suen.01.12.00,67.1200
lu₂-{d}nanna,['recipient'],šabra[administrator],118297,Amar-Suen.01.12.00,67.1200
ab-ba-sa₆-ga,['source'],None,118298,Amar-Suen.04.08.10,70.0810
en-dingir-mu,['recipient'],None,118298,Amar-Suen.04.08.10,70.0810
lu₂-dingir-ra,['source'],None,118299,Amar-Suen.01.09.11,67.0911
ur-nigar{gar},['recipient'],None,118299,Amar-Suen.01.09.11,67.0911
šu-ma-ma,['source'],None,118303,Amar-Suen.07.01.29,73.0129
{d}šul-gi-iri-mu,['recipient'],None,118303,Amar-Suen.07.01.29,73.0129
in-ta-e₃-a,['source'],None,118304,Amar-Suen.04.11.20,70.1120
na-lu₅,['source'],None,118309,Shulgi.46.10.00,64.1000
na-sa₆,['recipient'],None,118309,Shulgi.46.10.00,64.1000
ab#-ba-sa₆-ga,['source'],None,118312,Amar-Suen.09.03.24,75.0324
u₂-ta₂-mi-šar-ra-am,['recipient'],None,118312,Amar-Suen.09.03.24,75.0324
{d}šara₂-kam,['source'],None,118313,Amar-Suen.05.11.00,71.1100
za-ni-a,['recipient'],None,118313,Amar-Suen.05.11.00,71.1100
lu₂-{d}nin-šubur,['intermediary'],dubsar[scribe],118313,Amar-Suen.05.11.00,71.1100
na-sa₆,['source'],PN,118316,Shulgi.47.08.12 (us2 year),65.0812
dam-gir₂-nun-ne₂,['recipient'],None,118317,Shulgi.30.05.00,48.0500
nir-i₃-da-gal₂,['new owner'],None,118318,Amar-Suen.01.11.27,67.1127
ab#-ba-sa₆-ga,['source'],PN,118318,Amar-Suen.01.11.27,67.1127
lu₂-sa₆-ga,['source'],None,118330,Amar-Suen.09.08.22,75.0822
ur-šu-ga-lam-ma,['intermediary'],dubsar[scribe],118330,Amar-Suen.09.08.22,75.0822
er₃-ra-na-da,['representative'],None,118331,Shulgi.43.06.05,61.0605
a-hi-ma,['source'],None,118337,"Shulgi.30.06.00, Shulgi.30.09.00",48.0600
šu-ku₈-bu-um,['intermediary'],None,118337,"Shulgi.30.06.00, Shulgi.30.09.00",48.0600
e₂-a-i₃-li₂,['new owner'],None,118338,Amar-Suen.01.03.22,67.0322
šeš-da-da,['new owner'],FN,118338,Amar-Suen.01.03.22,67.0322
{d}nanše-GIR₂@g-gal,['representative'],None,118338,Amar-Suen.01.03.22,67.0322
lu₂-dingir-ra,['intermediary'],None,118338,Amar-Suen.01.03.22,67.0322
{d}en-lil₂-la₂,['intermediary'],None,118338,Amar-Suen.01.03.22,67.0322
[ARAD₂]-mu,['representative'],None,118338,Amar-Suen.01.03.22,67.0322
na]-sa₆#,['source'],PN,118338,Amar-Suen.01.03.22,67.0322
a-hu-we-er,['source'],None,118340,Amar-Suen.09.12.06,75.1206
{d}šul-gi-iri-mu,['recipient'],None,118340,Amar-Suen.09.12.06,75.1206
[a]-kal-la,['recipient'],kurušda[fattener],118344,Shulgi.40.05.00 (us2 year),58.0500
na-lu₅,['recipient'],kurušda[fattener],118344,Shulgi.40.05.00 (us2 year),58.0500
bu₃-zu-a,['recipient'],None,118344,Shulgi.40.05.00 (us2 year),58.0500
ad-da-kal-la,['source'],None,118345,Ibbi-Suen.01.08.01,85.0801
lu₂-dingir-ra,['recipient'],None,118345,Ibbi-Suen.01.08.01,85.0801
ur-nigar{gar},['recipient'],None,118348,Shu-Suen.05.07.00 (us2 year),80.0700
ur-nigar{gar},['recipient'],None,118348,Shu-Suen.05.07.00 (us2 year),80.0700
ab-ba,['source'],None,118354,Ibbi-Suen.02.04.00,86.0400
ab-ba-a,['source'],None,118354,Ibbi-Suen.02.04.00,86.0400
ur-ku₃-nun-na,['recipient'],None,118354,Ibbi-Suen.02.04.00,86.0400
ur-nigar{gar},['recipient'],None,118355,Shu-Suen.05.08.00 (us2 year),80.0800
šu-{d}en-lil₂,['source'],None,118356,Shulgi.44.01.00,62.0100
lugal-ša₃-la₂,['source'],None,118356,Shulgi.44.01.00,62.0100
{d}en-lil₂-la₂,['recipient'],None,118356,Shulgi.44.01.00,62.0100
ur-ku₃-nun-na,['recipient'],None,118359,"Shu-Suen.07.02.00, Shu-Suen.07.04.00, Shu-Suen.07.05.00, Shu-Suen.07.06.00, Shu-Suen.07.08.00, Shu-Suen.07.09.00, Shu-Suen.07.10.00, Shu-Suen.07.11.00, Shu-Suen.07.12.00",82.0200
{d}nanna-ki-ag₂,['recipient'],šabra[administrator],118360,Amar-Suen.04.09.26,70.0926
{d}šul-gi-a-a-mu,['source'],None,118360,Amar-Suen.04.09.26,70.0926
lu₂-du₁₀-ga,['source'],None,118361,Amar-Suen.08.10.00,74.1000
na-sa₆,['source'],None,118375,Shulgi.44.02m.20 (intercalated) =? Shulgi.45.02.20 ,62.0220
a-hu-ni,['recipient'],None,118375,Shulgi.44.02m.20 (intercalated) =? Shulgi.45.02.20 ,62.0220
{d}šul-gi-a-a-mu,['intermediary'],None,118375,Shulgi.44.02m.20 (intercalated) =? Shulgi.45.02.20 ,62.0220
igi-{d}en-lil₂-še₃,['source'],None,118378,Amar-Suen.08.10.28,74.1028
{d}šul-gi-iri-mu,['recipient'],None,118378,Amar-Suen.08.10.28,74.1028
ur-tur,['source'],None,118379,Amar-Suen.06.07.29,72.0729
lu₂-sa₆-ga,['recipient'],None,118379,Amar-Suen.06.07.29,72.0729
na-sa₆,['recipient'],None,118381,Shulgi.47.07.00 (us2 year),65.0700
a-lu₅-lu₅,['intermediary'],None,118384,Amar-Suen.06.12.30 (us2 year),72.1230
ad-da-mu,['intermediary'],šagia[cup-bearer],118390,Amar-Suen.02.12.20,68.1220
{d}šul-gi-a-a-mu,['source'],PN,118390,Amar-Suen.02.12.20,68.1220
en-dingir-mu,['source'],None,118392,Shulgi.46.04.13 (us2 year),64.0413
ur-nigar{gar},['recipient'],None,118392,Shulgi.46.04.13 (us2 year),64.0413
na-lu₅,['source'],None,118394,Shulgi.46.11.29,64.1129
na-sa₆,['recipient'],None,118394,Shulgi.46.11.29,64.1129
a-ba-{d}šara₂-gin₇,['source'],None,118395,Shu-Suen.05.00.00 (us2 year),80.0000
giri₃-{d}šara₂-i₃-dab₅,['recipient'],None,118395,Shu-Suen.05.00.00 (us2 year),80.0000
a-hu-ni,['representative'],šagia[cup-bearer],118398,Ibbi-Suen.01.05.11,85.0511
a₂-na-na,['source'],ugula[overseer],118399,"Shulgi.44.01.00, Shulgi.44.05m.00 (intercalated)=? Shulgi.45.05.00 (intercalated?)",62.0100
na-lu₅,['source'],None,118401,Amar-Suen.05.03.00,71.0300
in-ta-e₃-a,['recipient'],None,118401,Amar-Suen.05.03.00,71.0300
in-ta-e₃-a,['recipient'],None,118409,Shu-Suen.03.07.29,78.0729
nu-ur₂-{d}suen,['intermediary'],dubsar[scribe],118409,Shu-Suen.03.07.29,78.0729
šu-eš₁₈-dar,['source'],None,118410,Shu-Suen.01.04.00,76.0400
ur-šu-ga-lam-ma,['source'],None,118412,Ibbi-Suen.01.10.00,85.1000
lu₂-{d}nin-gir₂-su,['recipient'],None,118412,Ibbi-Suen.01.10.00,85.1000
lu₂-{d}nin-gir₂-su,['recipient'],None,118412,Ibbi-Suen.01.10.00,85.1000
{d}nanna-i₃-gi,['intermediary'],kuš[official],118414,Shu-Suen.02.08.30,77.0830
in-ta-e₃-a,['recipient'],None,118414,Shu-Suen.02.08.30,77.0830
ARAD₂,['source'],None,118415,--.--.--.--,
lugal-ušurₓ(|LAL₂.TUG₂|),['source'],None,118417,Amar-Suen.07.00.00,73.0000
lugal-amar-ku₃,['intermediary'],dubsar[scribe],118418,Shu-Suen.04.08.30,79.0830
in-ta-e₃-a,['recipient'],None,118418,Shu-Suen.04.08.30,79.0830
lugal-amar-ku₃,['intermediary'],None,118418,Shu-Suen.04.08.30,79.0830
na-sa₆,['source'],None,118421,Shulgi.44.12d.00 (intercalated),62.1200
{d}en-lil₂-la₂,['recipient'],None,118421,Shulgi.44.12d.00 (intercalated),62.1200
ur-{d}eš₁₈-[dar],['new owner'],None,118422,Shulgi.--.--.--.--,18.0000
šeš-sa₆-ga,['new owner'],None,118422,Shulgi.--.--.--.--,18.0000
ad-da-tur,['new owner'],None,118422,Shulgi.--.--.--.--,18.0000
a-da-lal₃,['new owner'],ragaba[rider],118422,Shulgi.--.--.--.--,18.0000
i-di₃-{d}iškur,['new owner'],kuš[official],118422,Shulgi.--.--.--.--,18.0000
[a]-a-kal-la,['representative'],None,118422,Shulgi.--.--.--.--,18.0000
ARAD₂-mu,['representative'],None,118422,Shulgi.--.--.--.--,18.0000
en-{d}nanše-ki-ag₂,['representative'],šagia[cup-bearer],118426,Shulgi.47.02.21 (us2 year),65.0221
na-sa₆,['source'],None,118426,Shulgi.47.02.21 (us2 year),65.0221
ur-ku₃-nun-na,['source'],None,118431,Shu-Suen.07.06.29,82.0629
ur-ku₃-nun-na,['source'],None,118431,Shu-Suen.07.06.29,82.0629
ab-ba-sa₆-ga,['source'],None,118445,Amar-Suen.09.00.00,75.0000
ur-lugal,['recipient'],None,118445,Amar-Suen.09.00.00,75.0000
ur-lugal,['recipient'],None,118445,Amar-Suen.09.00.00,75.0000
ab-ba-sa₆-ga,['source'],None,118446,Amar-Suen.06.05.02,72.0502
tu-ra-am-{d}da-gan,['recipient'],None,118446,Amar-Suen.06.05.02,72.0502
[in]-ta-e₃-a,['recipient'],None,118448,Shu-Suen.07.07.06,82.0706
{d}nanna-ma-ba,['intermediary'],dubsar[scribe],118448,Shu-Suen.07.07.06,82.0706
be#-li₂-i₃-li₂,['source'],None,118450,Shu-Suen.03.09.00,78.0900
be#-li₂-i₃-li₂,['source'],None,118450,Shu-Suen.03.09.00,78.0900
šeš-ki-[ag₂?],['intermediary'],None,118452,00.00.12d.00 (intercalated),
ur-{d}ba-ba₆,['source'],None,118457,Amar-Suen.01.00.00,67.0000
lugal#-ezem,['source'],None,118459,Ibbi-Suen.02.00.00,86.0000
ARAD₂,['source'],None,118459,Ibbi-Suen.02.00.00,86.0000
tu#-ra-am-i₃-li₂,['source'],None,118459,Ibbi-Suen.02.00.00,86.0000
iš]-me-dingir,['source'],None,118459,Ibbi-Suen.02.00.00,86.0000
a]-a-dingir,['source'],None,118459,Ibbi-Suen.02.00.00,86.0000
a-a-dingir,['recipient'],None,118459,Ibbi-Suen.02.00.00,86.0000
ur-du₆!(KI)-ku₃-ga-ke₄,['recipient'],None,118460,Shulgi.46.00.00,64.0000
ki-tuš-lu₂,['recipient'],None,118460,Shulgi.46.00.00,64.0000
[lu₂]-dingir#-ra-ke₄,['recipient'],None,118460,Shulgi.46.00.00,64.0000
ki-tuš-lu₂,['recipient'],X,118460,Shulgi.46.00.00,64.0000
a-hu-a,['source'],None,118462,00.00.00.00,
nin₉-tur-tur-ra#,['source'],None,118462,00.00.00.00,
la-ma-ha-ar,['representative'],šagia[cup-bearer],118463,Shu-Suen.02.02.25,77.0225
uri₅{ki}-ki-du₁₀,['representative'],None,118463,Shu-Suen.02.02.25,77.0225
in-ta-e₃-a,['source'],None,118463,Shu-Suen.02.02.25,77.0225
nu-ur₂-{d}suen,['intermediary'],dubsar[scribe],118463,Shu-Suen.02.02.25,77.0225
ur-nigar{gar},['recipient'],None,118464,Shulgi.47.11.20 (us2 year),65.1120
lu₂-{d}šara₂,['source'],None,118466,Shu-Suen.08.01.00,83.0100
u₂-na-ba-tal,['recipient'],None,118466,Shu-Suen.08.01.00,83.0100
{d}nanše-GIR₂@g-gal,['representative'],None,118469,Shulgi.47.08.28 (us2 year),65.0828
lugal-i₃-mah,['intermediary'],šagia[cup-bearer],118469,Shulgi.47.08.28 (us2 year),65.0828
kur-giri₃-ni-še₃,['representative'],None,118469,Shulgi.47.08.28 (us2 year),65.0828
ku₃-{d}nanna,['intermediary'],sukkal[secretary],118469,Shulgi.47.08.28 (us2 year),65.0828
ARAD₂-mu,['representative'],dumu[child],118469,Shulgi.47.08.28 (us2 year),65.0828
ARAD₂-mu,['representative'],None,118469,Shulgi.47.08.28 (us2 year),65.0828
lu₂-dingir-ra,['source'],None,118469,Shulgi.47.08.28 (us2 year),65.0828
giri₃-ni-i₃-sa₆,['intermediary'],None,118470,Amar-Suen.09.08.21,75.0821
ARAD₂-mu,['representative'],None,118470,Amar-Suen.09.08.21,75.0821
nu-ur₂-{d}iškur,['intermediary'],dubsar[scribe],118470,Amar-Suen.09.08.21,75.0821
ab-ba-sa₆-ga,['recipient'],None,118472,Amar-Suen.05.12.29,71.1229
ur-{d}ig-alim,['source'],None,118473,Shu-Suen.01.12.00,76.1200
lugal-inim-gi-na,['intermediary'],sukkal[secretary],118474,Amar-Suen.01.05.29,67.0529
lugal-ma₂-gur₈-re,['representative'],sukkal[secretary],118474,Amar-Suen.01.05.29,67.0529
lu₂-dingir-ra,['source'],None,118474,Amar-Suen.01.05.29,67.0529
ša₃-kal,['new owner'],None,118475,Shulgi.46.06.00,64.0600
na-silim,['new owner'],None,118475,Shulgi.46.06.00,64.0600
ur-nigar{gar},['new owner'],None,118475,Shulgi.46.06.00,64.0600
a-a-kal-la,['representative'],None,118475,Shulgi.46.06.00,64.0600
inim-gi-na,['source'],None,118476,Shulgi.33.07.00 (us2 year),51.0700
ab-ba-gi-na,['intermediary'],None,118476,Shulgi.33.07.00 (us2 year),51.0700
ur-sa₆-ga,['recipient'],None,118476,Shulgi.33.07.00 (us2 year),51.0700
{d}nanna-ma-ba,['intermediary'],dubsar[scribe],118477,Ibbi-Suen.02.04.00,86.0400
šu-na-mu-gi₄,['source'],None,118478,"Amar-Suen.08.00.00, Amar-Suen.09.00.00, Shu-Suen.01.05.00 ",74.0000
ba-ba-an-še-en,['representative'],None,118479,Amar-Suen.05.08.12,71.0812
ARAD₂-mu,['representative'],None,118479,Amar-Suen.05.08.12,71.0812
ša₃-gul-lum,['new owner'],nubanda[overseer],118481,Shulgi.46.04.00,64.0400
ku-u₃,['new owner'],nubanda[overseer],118481,Shulgi.46.04.00,64.0400
ki-KA-bar-KU,['representative'],None,118481,Shulgi.46.04.00,64.0400
a-bi₂-du₁₀,['intermediary'],lu[person],118481,Shulgi.46.04.00,64.0400
ARAD₂-mu,['representative'],None,118481,Shulgi.46.04.00,64.0400
na-lu₅,['recipient'],None,118482,Shu-Suen.05.07.19 (us2 year),80.0719
ur-ku₃-nun-na,['recipient'],None,118482,Shu-Suen.05.07.19 (us2 year),80.0719
{d}šul-gi-iri#-[mu],['intermediary'],None,118484,Amar-Suen.08.05.28,74.0528
šu-ab-ba,['intermediary'],u,118484,Amar-Suen.08.05.28,74.0528
ARAD₂-mu,['representative'],None,118484,Amar-Suen.08.05.28,74.0528
igi-{d}en-lil₂-še₃,['source'],None,118484,Amar-Suen.08.05.28,74.0528
u₃-zi-nu-ri,['source'],None,118489,Amar-Suen.09.05.00,75.0500
ur-{d}ba-ba₆,['recipient'],None,118489,Amar-Suen.09.05.00,75.0500
lu₂-bala-sa₆-ga,['intermediary'],kuš[official],118489,Amar-Suen.09.05.00,75.0500
ur-{d}ba-ba₆,['recipient'],None,118489,Amar-Suen.09.05.00,75.0500
lu₂-dingir-ra,['source'],None,118493,Amar-Suen.02.12.00,68.1200
lu₂-dingir-ra,['source'],None,118496,Shulgi.47.04.00 (us2 year),65.0400
ur-nigar{gar},['recipient'],None,118496,Shulgi.47.04.00 (us2 year),65.0400
a-da-lal₃,['source'],None,118504,Shulgi.44.02.00,62.0200
{d}en-lil₂-la₂,['recipient'],None,118505,Amar-Suen.09.04.00,75.0400
be-li₂-a-zu,['recipient'],None,118506,Shu-Suen.03.03.00 (us2 year),78.0300
lu₂-{d}ba-ba₆,['source'],None,118507,Shulgi.28.12.00,46.1200
igi-sa₆-sa₆,['source'],None,118507,Shulgi.28.12.00,46.1200
lugal-he₂-gal₂,['source'],None,118507,Shulgi.28.12.00,46.1200
{d}dumu-zi-bad₃,['source'],None,118507,Shulgi.28.12.00,46.1200
ulu₃-di,['recipient'],None,118507,Shulgi.28.12.00,46.1200
{d}dumu-zi-bad₃,['source'],None,118507,Shulgi.28.12.00,46.1200
ma₂-gur₈-re,['source'],None,118507,Shulgi.28.12.00,46.1200
ur-{d}lamma,['source'],None,118507,Shulgi.28.12.00,46.1200
ur-nig₂,['recipient'],None,118507,Shulgi.28.12.00,46.1200
ur-{d}lamma,['source'],None,118507,Shulgi.28.12.00,46.1200
ur-{d}dumu-zi-da,['intermediary'],sukkal[secretary],118509,Amar-Suen.07.08.20,73.0820
ARAD₂-mu,['representative'],None,118509,Amar-Suen.07.08.20,73.0820
en-dingir-mu,['source'],PN,118509,Amar-Suen.07.08.20,73.0820
lugal-kam?,['recipient'],None,118510,Ibbi-Suen.01.10.21,85.1021
nu-ur₂-{d}iškur,['source'],None,118523,Ibbi-Suen.01.07.00,85.0700
ur-ku₃-nun-na,['recipient'],None,118523,Ibbi-Suen.01.07.00,85.0700
ur-ku₃-nun-na,['recipient'],None,118523,Ibbi-Suen.01.07.00,85.0700
{d}šul-gi-i₃-li₂,['source'],None,118524,Ibbi-Suen.01.10.00,85.1000
ur-ku₃-nun-na,['recipient'],None,118524,Ibbi-Suen.01.10.00,85.1000
ur-ku₃-nun-na,['recipient'],None,118524,Ibbi-Suen.01.10.00,85.1000
lu₂-{d}utu,['source'],None,118525,Shu-Suen.09.06.00,84.0600
ur-ku₃-nun-na,['recipient'],None,118525,Shu-Suen.09.06.00,84.0600
{d}en-lil₂-la₂,['intermediary'],None,118525,Shu-Suen.09.06.00,84.0600
ur-ku₃-nun-na,['recipient'],None,118525,Shu-Suen.09.06.00,84.0600
a₂-li₂-id,['source'],None,118526,Shu-Suen.09.11.00,84.1100
ur-ku₃-nun-na,['recipient'],None,118526,Shu-Suen.09.11.00,84.1100
ur-ku₃-nun-na,['recipient'],None,118526,Shu-Suen.09.11.00,84.1100
a-a-dingir,['source'],None,118527,Shu-Suen.09.11.00,84.1100
nu-ur₂-{d}utu,['source'],None,118528,Shu-Suen.09.08.00,84.0800
ur-ku₃-nun-na,['recipient'],None,118528,Shu-Suen.09.08.00,84.0800
ur-ku₃-nun-na,['recipient'],None,118528,Shu-Suen.09.08.00,84.0800
in-ta-e₃-a,['source'],None,118529,Shu-Suen.09.06.00,84.0600
[ur]-ku₃-nun-na,['recipient'],None,118529,Shu-Suen.09.06.00,84.0600
šeš-šeš,['source'],None,118530,Shu-Suen.09.07.00,84.0700
šu-{d}nisaba,['source'],None,118530,Shu-Suen.09.07.00,84.0700
lu₂-{d}inanna,['source'],None,118530,Shu-Suen.09.07.00,84.0700
lu₂-{d}dumu-zi-da,['source'],None,118530,Shu-Suen.09.07.00,84.0700
nam-ha-ni,['source'],None,118530,Shu-Suen.09.07.00,84.0700
a₂-u₂-u₂,['source'],None,118530,Shu-Suen.09.07.00,84.0700
lu₂-me-lam₂,['source'],None,118530,Shu-Suen.09.07.00,84.0700
ur-{d}iškur,['source'],None,118530,Shu-Suen.09.07.00,84.0700
lugal-u₂-šim-e,['source'],None,118530,Shu-Suen.09.07.00,84.0700
i-din-er₃-ra,['source'],None,118530,Shu-Suen.09.07.00,84.0700
ur-ku₃-nun-na,['recipient'],None,118530,Shu-Suen.09.07.00,84.0700
ur-ku₃-nun-na,['recipient'],None,118530,Shu-Suen.09.07.00,84.0700
ab-ba-kal-la,['source'],PN,118531,Shu-Suen.09.07.00,84.0700
lu₂-{d}en-lil₂-la₂,['intermediary'],None,118533,Shu-Suen.09.07.00,84.0700
ur-{d}dumu-zi-da,['intermediary'],None,118533,Shu-Suen.09.07.00,84.0700
iš-me-dingir,['intermediary'],None,118533,Shu-Suen.09.07.00,84.0700
sa₃-si₂,['source'],None,118533,Shu-Suen.09.07.00,84.0700
a-a-dingir,['source'],None,118534,Shu-Suen.09.07.00,84.0700
ab-ba-kal-la,['source'],None,118535,Ibbi-Suen.01.00.00,85.0000
ab-ba-kal-la,['recipient'],None,118536,00.00.00.00,
ab-ba-kal-la,['recipient'],None,118536,00.00.00.00,
ab-ba-kal-la,['recipient'],None,118537,Shu-Suen.08.00.00,83.0000
ab-ba-kal-la,['recipient'],None,118537,Shu-Suen.08.00.00,83.0000
uri₅{ki}-ki-du₁₀,['recipient'],muhaldim[cook],118538,Shu-Suen.09.11.00,84.1100
in-ta-e₃-a,['recipient'],None,118539,"Shu-Suen.02.06.00 ?, Shu-Suen.02.12.00 ?, Shu-Suen.03.04.09 (us2 year)",77.0600
{d}nanna-ma-ba,['intermediary'],dubsar[scribe],118539,"Shu-Suen.02.06.00 ?, Shu-Suen.02.12.00 ?, Shu-Suen.03.04.09 (us2 year)",77.0600
{d}nanna-ma-ba,['intermediary'],None,118539,"Shu-Suen.02.06.00 ?, Shu-Suen.02.12.00 ?, Shu-Suen.03.04.09 (us2 year)",77.0600
in-ta-e₃-a,['source'],None,118540,Shu-Suen.06.04.00 (us2-us2 year),81.0400
in-ta-e₃-a,['source'],None,118541,Shu-Suen.02.06.14,77.0614
be-li₂-a-zu,['source'],None,118542,Shu-Suen.05.00.00 (us2 year),80.0000
ur-{d}iškur,['source'],None,118542,Shu-Suen.05.00.00 (us2 year),80.0000
šu-{d}nin-šubur,['source'],None,118542,Shu-Suen.05.00.00 (us2 year),80.0000
in-ta-e₃-a,['source'],None,118544,Shu-Suen.08.11.14,83.1114
{d}nanna-ma-ba,['intermediary'],dubsar[scribe],118544,Shu-Suen.08.11.14,83.1114
in-ta-e₃-a,['recipient'],None,118545,Ibbi-Suen.01.02.00,85.0200
ur-{d}da-mu,['intermediary'],lu[person],118545,Ibbi-Suen.01.02.00,85.0200
hu-nu-nu-ur,['recipient'],None,118546,Ibbi-Suen.01.12d.00 (intercalated),85.1200
ur-mes,['representative'],šagia[cup-bearer],118547,Shu-Suen.04.03.20,79.0320
lugal-me-lam₂,['source'],PN,118548,Shu-Suen.07.00.00,82.0000
lu₂-dingir-ra,['recipient'],None,118549,Shu-Suen.07.00.00,82.0000
lu₂-{d}da-mu,['intermediary'],None,118550,Shu-Suen.09.10.00,84.1000
a-bu-du₁₀,['intermediary'],None,118550,Shu-Suen.09.10.00,84.1000
{d}nanna-ma-ba,['source'],None,118550,Shu-Suen.09.10.00,84.1000
na-we-er-dingir,['source'],None,118552,Shu-Suen.02.10.00,77.1000
ri-mi-dingir,['recipient'],None,118552,Shu-Suen.02.10.00,77.1000
lugal-ša₃-la₂,['source'],None,118554,Shulgi.43.05.00,61.0500
{d}en-lil₂-la₂,['recipient'],None,118554,Shulgi.43.05.00,61.0500
lugal-ma₂-gur₈-re,['representative'],None,118556,Shu-Suen.09.10.27,84.1027
ur-ku₃-nun-na,['source'],PN,118556,Shu-Suen.09.10.27,84.1027
nu-ur₂-{d}suen,['intermediary'],dubsar[scribe],118556,Shu-Suen.09.10.27,84.1027
ur-šu,['recipient'],muhaldim[cook],118558,Shu-Suen.09.02.00,84.0200
šu-{d}iškur,"['source', 'recipient', 'intermediary']",None,118559,Shu-Suen.03.00.00,78.0000
in-ta-e₃-a,['source'],None,118559,Shu-Suen.03.00.00,78.0000
lugal-me-lam₂,['source'],None,118559,Shu-Suen.03.00.00,78.0000
šu-{d}iškur,"['source', 'recipient', 'intermediary']",None,118559,Shu-Suen.03.00.00,78.0000
in-ta-e₃-a,['source'],zig[rise],118559,Shu-Suen.03.00.00,78.0000
šu-{d}iškur,"['source', 'recipient', 'intermediary']",None,118559,Shu-Suen.03.00.00,78.0000
šu-{d}iškur,"['source', 'recipient', 'intermediary']",None,118559,Shu-Suen.03.00.00,78.0000
šu-ma-mi-tum,['recipient'],None,118559,Shu-Suen.03.00.00,78.0000
ta₂-hi-iš-a-tal#,['source'],PN,118562,Shu-Suen.02.11.24,77.1124
{d}šul-gi-dingir-kalam-ma,['intermediary'],None,118563,Shu-Suen.04.01.00,79.0100
lugal-me-lam₂,['source'],None,118563,Shu-Suen.04.01.00,79.0100
ab-ba-sa₆-ga,['source'],None,118564,Amar-Suen.04.07.01,70.0701
šu-er₃-ra,['recipient'],None,118564,Amar-Suen.04.07.01,70.0701
ARAD₂-[mu],['representative'],None,118568,Shu-Suen.02.00.00,77.0000
ab-ba-sa₆-ga,['source'],None,118570,Amar-Suen.05.11.03,71.1103
u₂-ta₂-mi-šar-ra-am,['recipient'],None,118570,Amar-Suen.05.11.03,71.1103
[a₂-bi₂]-li₂-a,['source'],None,118571,Shulgi.--.06.10,18.0610
in-ta-e₃-a,['recipient'],None,118573,Shu-Suen.07.09.21,82.0921
nu-ur₂-{d}suen,['intermediary'],dubsar[scribe],118573,Shu-Suen.07.09.21,82.0921
be-li₂-du₁₀,['recipient'],None,118574,Shulgi.33.07.00 (us2 year),51.0700
lu₂-dingir-ra,['source'],None,118575,Shulgi.47.10.18 (us2 year),65.1018
na-sa₆,['recipient'],None,118575,Shulgi.47.10.18 (us2 year),65.1018
ab-ba-sa₆-ga,['source'],None,118576,Amar-Suen.05.03.23,71.0323
in-ta-e₃-a,['recipient'],None,118576,Amar-Suen.05.03.23,71.0323
na-sa₆,['recipient'],None,118577,Shulgi.47.05.06 (us2 year),65.0506
na-sa₆,['source'],None,118579,Shulgi.47.11d.26 (intercalated) (us2 year),65.1126
ab-ba-sa₆-ga,['source'],None,118580,Amar-Suen.04.08.06,70.0806
lu₂-dingir-ra#?,['recipient'],None,118580,Amar-Suen.04.08.06,70.0806
lu₂-dingir-ra,['source'],None,118581,Amar-Suen.03.06.28,69.0628
{d}šul-gi-iri-mu,['recipient'],None,118581,Amar-Suen.03.06.28,69.0628
na-sa₆,['source'],PN,118583,Shulgi.47.11.25 (us2 year),65.1125
u₂-la-i-li₂-iš,['representative'],ragaba[rider],118584,Shu-Suen.08.08.00 ?,83.0800
nu-ur₂-{d}iškur,['source'],PN,118584,Shu-Suen.08.08.00 ?,83.0800
