name,role,profession,p id,year,processed year
lu₂-{d}dumu-zi-da,['source'],None,115911,Shu-Suen.01.07.00,76.0700
i-bi₂,['source'],None,115911,Shu-Suen.01.07.00,76.0700
nam-ha-ni,['source'],None,115911,Shu-Suen.01.07.00,76.0700
i-din-e₂-a,['source'],None,115911,Shu-Suen.01.07.00,76.0700
a-bi₂-si₂-im-ti,['intermediary'],None,115912,"Shu-Suen.02.10.02, Shu-Suen.02.10.25",77.1002
ur-{d}šara₂,['representative'],šagia[cup-bearer],115914,Ibbi-Suen.02.09.03,86.0903
ur-{d}šara₂,['representative'],lu[person],115914,Ibbi-Suen.02.09.03,86.0903
a-na-ti,['representative'],sukkal[secretary],115914,Ibbi-Suen.02.09.03,86.0903
en-um-{d}iškur,['representative'],None,115914,Ibbi-Suen.02.09.03,86.0903
a-na-ti,['representative'],sukkal[secretary],115914,Ibbi-Suen.02.09.03,86.0903
en-um-{d}iškur,['representative'],None,115914,Ibbi-Suen.02.09.03,86.0903
uš-mu,['intermediary'],dubsar[scribe],115914,Ibbi-Suen.02.09.03,86.0903
la-gi-ip,['intermediary'],u,115915,00.00.10.27,
a-a-dingir,['recipient'],None,115917,--.--.10.00,
a-la-mu,['recipient'],None,115917,--.--.10.00,
ur-{d}suen,['intermediary'],None,115935,Amar-Suen.06.11.00,72.1100
iš-me-dingir,['recipient'],None,115935,Amar-Suen.06.11.00,72.1100
{d}nanše-GIR₂@g?-gal,['representative'],None,115936,Shulgi.44.01m.00 (intercalated) =? Shulgi.45.01.00 (intercalated?) ,62.0100
na-lu₅,['source'],None,115936,Shulgi.44.01m.00 (intercalated) =? Shulgi.45.01.00 (intercalated?) ,62.0100
ab-ba-sa₆-ga,['source'],None,115937,"Amar-Suen.02.03.07, Amar-Suen.02.03.27",68.0307
lu₂-dingir-ra,['recipient'],None,115937,"Amar-Suen.02.03.07, Amar-Suen.02.03.27",68.0307
ab-ba-sa₆-ga,['source'],None,115938,"Amar-Suen.09.05.02, Amar-Suen.09.05.28",75.0502
zu-ba-ga,['recipient'],None,115938,"Amar-Suen.09.05.02, Amar-Suen.09.05.28",75.0502
ur-{d}šuš₃-{d}ba-ba₆,['source'],None,115939,Shu-Suen.09.10.00,84.1000
{d}utu-bar-ra,['source'],None,115939,Shu-Suen.09.10.00,84.1000
a-da-lal₃,['source'],None,115939,Shu-Suen.09.10.00,84.1000
ur-mes,['source'],None,115939,Shu-Suen.09.10.00,84.1000
ur-ku₃-nun-na,['recipient'],None,115939,Shu-Suen.09.10.00,84.1000
ur-ku₃-nun-na,['recipient'],None,115939,Shu-Suen.09.10.00,84.1000
ur-{d}utu,['recipient'],None,115953,Shulgi.44.07.00,62.0700
ur-{d}utu,['recipient'],None,115953,Shulgi.44.07.00,62.0700
ab-ba-sa₆-ga,['source'],None,115972,Amar-Suen.08.09.02,74.0902
ab-ba-sa₆-ga,['source'],None,115973,Amar-Suen.08.12.13,74.1213
u₂-ta₂-mi-šar-ra-am,['recipient'],None,115973,Amar-Suen.08.12.13,74.1213
lu₂-{d}nin-sun₂,['recipient'],unud[cowherd],115974,Amar-Suen.08.10.17,74.1017
ab-ba-sa₆-ga,['source'],None,115974,Amar-Suen.08.10.17,74.1017
ab-ba-sa₆-ga,['source'],None,115975,Amar-Suen.08.09.20,74.0920
en-dingir-mu,['recipient'],None,115975,Amar-Suen.08.09.20,74.0920
ab-ba-sa₆-ga,['source'],None,115976,Amar-Suen.08.09.26,74.0926
u₂-ta₂-mi-šar-ra-am,['recipient'],None,115976,Amar-Suen.08.09.26,74.0926
ab-ba-sa₆-ga,['source'],None,115977,Amar-Suen.08.11.00,74.1100
a-hu-we-er,['source'],None,115985,Amar-Suen.06.10.12,72.1012
{d}šul-gi-iri-mu,['recipient'],None,115985,Amar-Suen.06.10.12,72.1012
{d}suen-a-bu-šu,['intermediary'],None,115989,Shu-Suen.07.01.02,82.0102
lugal]-amar-ku₃,['source'],None,115989,Shu-Suen.07.01.02,82.0102
a-hu-ni,['source'],None,115991,Shulgi.45.07.29,63.0729
na-sa₆,['recipient'],None,115991,Shulgi.45.07.29,63.0729
ip-qu₂-ša,['intermediary'],šarrabdu[administrator],115992,Shu-Suen.07.04.23,82.0423
ab-ba-sa₆-ga,['source'],None,116000,Amar-Suen.04.12.27,70.1227
na-lu₅,['recipient'],None,116000,Amar-Suen.04.12.27,70.1227
lugal-amar-ku₃,['source'],None,116006,Amar-Suen.08.05.05,74.0505
ta₂-hi-iš-a-tal,['recipient'],None,116006,Amar-Suen.08.05.05,74.0505
ab-ba-sa₆-ga,['source'],None,116007,Amar-Suen.08.08.10,74.0810
na-lu₅,['recipient'],None,116007,Amar-Suen.08.08.10,74.0810
ab-ba-sa₆-ga,['recipient'],None,116153,Amar-Suen.05.09.09,71.0909
e-er-{d}iškur,['intermediary'],šagia[cup-bearer],116154,Shulgi.46.07.30,64.0730
{d}šul-gi-ra,['source'],None,116155,Shu-Suen.01.04.00 ?,76.0400
ur-{d}ha-ia₃,['intermediary'],sukkal[secretary],116157,--.--.--.--,
{d}šul-gi-iri-mu,['intermediary'],None,116157,--.--.--.--,
ad-da-sa₆-ga,['intermediary'],agaʾus[soldier],116157,--.--.--.--,
šu-{d}šul-gi,['intermediary'],sukkal[secretary],116157,--.--.--.--,
[ARAD₂]-mu,['representative'],None,116157,--.--.--.--,
na-sa₆,['recipient'],None,116158,Shulgi.47.11.18 (us2 year),65.1118
ur-{d}ba-ba₆,['representative'],muhaldim[cook],116159,Amar-Suen.06.04.26,72.0426
a-hu-we-er,"['source', 'intermediary']",None,116159,Amar-Suen.06.04.26,72.0426
lu₂-{d}da-mu,['intermediary'],sukkal[secretary],116159,Amar-Suen.06.04.26,72.0426
na-bi₂-{d}suen,['intermediary'],sukkal[secretary],116159,Amar-Suen.06.04.26,72.0426
ARAD₂-mu,['representative'],None,116159,Amar-Suen.06.04.26,72.0426
a-hu-we-er,"['source', 'intermediary']",None,116159,Amar-Suen.06.04.26,72.0426
{d}šul-gi-iri-mu,['source'],None,116160,Shu-Suen.05.01.05 (us2 year),80.0105
in-ta-e₃-a,['recipient'],None,116160,Shu-Suen.05.01.05 (us2 year),80.0105
in-ta-e₃-a,['recipient'],None,116161,Shu-Suen.05.08.30 (us2 year),80.0830
nu-ur₂-{d}suen,['intermediary'],dubsar[scribe],116161,Shu-Suen.05.08.30 (us2 year),80.0830
ab-ba-sa₆-ga,['recipient'],None,116165,Amar-Suen.05.04.19,71.0419
ab-ba-sa₆-ga,['source'],None,116166,"Amar-Suen.05.08.05, Amar-Suen.05.08.08",71.0805
lu₂-{d}ba-ba₆,['recipient'],None,116166,"Amar-Suen.05.08.05, Amar-Suen.05.08.08",71.0805
i₃-lal₃-lum,['representative'],None,116167,Amar-Suen.05.09.01,71.0901
ša₃-ta-ku₃-zu,['representative'],ragaba[rider],116167,Amar-Suen.05.09.01,71.0901
a-a-kal-la,['representative'],None,116167,Amar-Suen.05.09.01,71.0901
ARAD₂-mu,['representative'],None,116167,Amar-Suen.05.09.01,71.0901
ab-ba-sa₆-ga,['source'],None,116167,Amar-Suen.05.09.01,71.0901
nu-ur₂-{d}utu,['representative'],None,116168,Shu-Suen.07.09.01,82.0901
nu-ur₂-{d}utu,['representative'],None,116168,Shu-Suen.07.09.01,82.0901
ur-ku₃-nun-na,['source'],None,116168,Shu-Suen.07.09.01,82.0901
hu-la-al,['intermediary'],dubsar[scribe],116168,Shu-Suen.07.09.01,82.0901
ab-ba-sa₆-ga,['recipient'],None,116169,Amar-Suen.05.03.10,71.0310
a-bu-um-dingir,['intermediary'],None,116171,Shu-Suen.06.05.00,81.0500
ur₅-sa₆-sa₆,['source'],None,116172,Shulgi.47.05.00 (us2 year),65.0500
lugal-inim-gi-na,['intermediary'],sukkal[secretary],116173,Amar-Suen.03.02.16,69.0216
ARAD₂-mu,['representative'],None,116173,Amar-Suen.03.02.16,69.0216
lu₂-dingir-ra,['source'],None,116173,Amar-Suen.03.02.16,69.0216
la-la-mu,['intermediary'],sukkal[secretary],116174,Amar-Suen.08.09.05,74.0905
ARAD₂-mu,['representative'],None,116174,Amar-Suen.08.09.05,74.0905
e₂-gal-e-si,['recipient'],None,116186,Amar-Suen.05.08.00,71.0800
ur-ku₃-nun-na,['source'],None,116189,00.00.12.00,
{d}en-lil₂-la₂,['recipient'],None,116190,"Amar-Suen.03.06.02, Amar-Suen.03.06.25",69.0602
{d}en-lil₂-la₂,['source'],None,116191,Shulgi.44.08.00,62.0800
[ARAD₂]-mu,['representative'],None,116192,"Shulgi.46.01.01 (us2 year), Shulgi.46.01.28 (us2 year)",64.0101
zu-ba-ga,['recipient'],None,116194,00.00.00.00,
igi-{d}en-lil₂-še₃,['recipient'],None,116194,00.00.00.00,
na-lu₅,['recipient'],None,116194,00.00.00.00,
na-ba-sa₆,['recipient'],None,116194,00.00.00.00,
bu₃-un-du?,['recipient'],None,116194,00.00.00.00,
a-ha-ni-šu,['recipient'],None,116194,00.00.00.00,
igi-{d}en-lil₂-še₃,['recipient'],None,116194,00.00.00.00,
du-uk-ra],['new owner'],None,116195,"Amar-Suen.04.10.01, Amar-Suen.04.10.02, Amar-Suen.04.10.03, Amar-Suen.04.10.04, Amar-Suen.04.10.--, Amar-Suen.04.10.08, Amar-Suen.04.10.09 ?, Amar-Suen.04.10.10, Amar-Suen.04.10.11, Amar-Suen.04.10.12, Amar-Suen.04.10.13, Amar-Suen.04.10.15, Amar-Suen.04.",70.1001
[a-a-kal-la,['representative'],None,116195,"Amar-Suen.04.10.01, Amar-Suen.04.10.02, Amar-Suen.04.10.03, Amar-Suen.04.10.04, Amar-Suen.04.10.--, Amar-Suen.04.10.08, Amar-Suen.04.10.09 ?, Amar-Suen.04.10.10, Amar-Suen.04.10.11, Amar-Suen.04.10.12, Amar-Suen.04.10.13, Amar-Suen.04.10.15, Amar-Suen.04.",70.1001
du-uk-ra],['new owner'],None,116195,"Amar-Suen.04.10.01, Amar-Suen.04.10.02, Amar-Suen.04.10.03, Amar-Suen.04.10.04, Amar-Suen.04.10.--, Amar-Suen.04.10.08, Amar-Suen.04.10.09 ?, Amar-Suen.04.10.10, Amar-Suen.04.10.11, Amar-Suen.04.10.12, Amar-Suen.04.10.13, Amar-Suen.04.10.15, Amar-Suen.04.",70.1001
[a-a-kal-la,['representative'],None,116195,"Amar-Suen.04.10.01, Amar-Suen.04.10.02, Amar-Suen.04.10.03, Amar-Suen.04.10.04, Amar-Suen.04.10.--, Amar-Suen.04.10.08, Amar-Suen.04.10.09 ?, Amar-Suen.04.10.10, Amar-Suen.04.10.11, Amar-Suen.04.10.12, Amar-Suen.04.10.13, Amar-Suen.04.10.15, Amar-Suen.04.",70.1001
nu-i₃-da,['new owner'],None,116195,"Amar-Suen.04.10.01, Amar-Suen.04.10.02, Amar-Suen.04.10.03, Amar-Suen.04.10.04, Amar-Suen.04.10.--, Amar-Suen.04.10.08, Amar-Suen.04.10.09 ?, Amar-Suen.04.10.10, Amar-Suen.04.10.11, Amar-Suen.04.10.12, Amar-Suen.04.10.13, Amar-Suen.04.10.15, Amar-Suen.04.",70.1001
ARAD₂-mu,"['representative', 'new owner']",None,116195,"Amar-Suen.04.10.01, Amar-Suen.04.10.02, Amar-Suen.04.10.03, Amar-Suen.04.10.04, Amar-Suen.04.10.--, Amar-Suen.04.10.08, Amar-Suen.04.10.09 ?, Amar-Suen.04.10.10, Amar-Suen.04.10.11, Amar-Suen.04.10.12, Amar-Suen.04.10.13, Amar-Suen.04.10.15, Amar-Suen.04.",70.1001
du-uk-ra,['new owner'],None,116195,"Amar-Suen.04.10.01, Amar-Suen.04.10.02, Amar-Suen.04.10.03, Amar-Suen.04.10.04, Amar-Suen.04.10.--, Amar-Suen.04.10.08, Amar-Suen.04.10.09 ?, Amar-Suen.04.10.10, Amar-Suen.04.10.11, Amar-Suen.04.10.12, Amar-Suen.04.10.13, Amar-Suen.04.10.15, Amar-Suen.04.",70.1001
ARAD₂-mu,"['representative', 'new owner']",None,116195,"Amar-Suen.04.10.01, Amar-Suen.04.10.02, Amar-Suen.04.10.03, Amar-Suen.04.10.04, Amar-Suen.04.10.--, Amar-Suen.04.10.08, Amar-Suen.04.10.09 ?, Amar-Suen.04.10.10, Amar-Suen.04.10.11, Amar-Suen.04.10.12, Amar-Suen.04.10.13, Amar-Suen.04.10.15, Amar-Suen.04.",70.1001
{d}nanna-ki-ag₂,['new owner'],šabra[administrator],116195,"Amar-Suen.04.10.01, Amar-Suen.04.10.02, Amar-Suen.04.10.03, Amar-Suen.04.10.04, Amar-Suen.04.10.--, Amar-Suen.04.10.08, Amar-Suen.04.10.09 ?, Amar-Suen.04.10.10, Amar-Suen.04.10.11, Amar-Suen.04.10.12, Amar-Suen.04.10.13, Amar-Suen.04.10.15, Amar-Suen.04.",70.1001
[lugal-inim-gi-na,['representative'],sukkal[secretary],116195,"Amar-Suen.04.10.01, Amar-Suen.04.10.02, Amar-Suen.04.10.03, Amar-Suen.04.10.04, Amar-Suen.04.10.--, Amar-Suen.04.10.08, Amar-Suen.04.10.09 ?, Amar-Suen.04.10.10, Amar-Suen.04.10.11, Amar-Suen.04.10.12, Amar-Suen.04.10.13, Amar-Suen.04.10.15, Amar-Suen.04.",70.1001
eš₁₈-dar-il-šu,['new owner'],None,116195,"Amar-Suen.04.10.01, Amar-Suen.04.10.02, Amar-Suen.04.10.03, Amar-Suen.04.10.04, Amar-Suen.04.10.--, Amar-Suen.04.10.08, Amar-Suen.04.10.09 ?, Amar-Suen.04.10.10, Amar-Suen.04.10.11, Amar-Suen.04.10.12, Amar-Suen.04.10.13, Amar-Suen.04.10.15, Amar-Suen.04.",70.1001
maš-tur,['representative'],šagia[cup-bearer],116195,"Amar-Suen.04.10.01, Amar-Suen.04.10.02, Amar-Suen.04.10.03, Amar-Suen.04.10.04, Amar-Suen.04.10.--, Amar-Suen.04.10.08, Amar-Suen.04.10.09 ?, Amar-Suen.04.10.10, Amar-Suen.04.10.11, Amar-Suen.04.10.12, Amar-Suen.04.10.13, Amar-Suen.04.10.15, Amar-Suen.04.",70.1001
wa-ta₂-ru-um,['new owner'],FN,116195,"Amar-Suen.04.10.01, Amar-Suen.04.10.02, Amar-Suen.04.10.03, Amar-Suen.04.10.04, Amar-Suen.04.10.--, Amar-Suen.04.10.08, Amar-Suen.04.10.09 ?, Amar-Suen.04.10.10, Amar-Suen.04.10.11, Amar-Suen.04.10.12, Amar-Suen.04.10.13, Amar-Suen.04.10.15, Amar-Suen.04.",70.1001
maš-tur,['representative'],šagia[cup-bearer],116195,"Amar-Suen.04.10.01, Amar-Suen.04.10.02, Amar-Suen.04.10.03, Amar-Suen.04.10.04, Amar-Suen.04.10.--, Amar-Suen.04.10.08, Amar-Suen.04.10.09 ?, Amar-Suen.04.10.10, Amar-Suen.04.10.11, Amar-Suen.04.10.12, Amar-Suen.04.10.13, Amar-Suen.04.10.15, Amar-Suen.04.",70.1001
be-li₂-i₃-li₂,['representative'],None,116195,"Amar-Suen.04.10.01, Amar-Suen.04.10.02, Amar-Suen.04.10.03, Amar-Suen.04.10.04, Amar-Suen.04.10.--, Amar-Suen.04.10.08, Amar-Suen.04.10.09 ?, Amar-Suen.04.10.10, Amar-Suen.04.10.11, Amar-Suen.04.10.12, Amar-Suen.04.10.13, Amar-Suen.04.10.15, Amar-Suen.04.",70.1001
šu-{d}suen,['new owner'],None,116195,"Amar-Suen.04.10.01, Amar-Suen.04.10.02, Amar-Suen.04.10.03, Amar-Suen.04.10.04, Amar-Suen.04.10.--, Amar-Suen.04.10.08, Amar-Suen.04.10.09 ?, Amar-Suen.04.10.10, Amar-Suen.04.10.11, Amar-Suen.04.10.12, Amar-Suen.04.10.13, Amar-Suen.04.10.15, Amar-Suen.04.",70.1001
a-a-kal-la,['representative'],None,116195,"Amar-Suen.04.10.01, Amar-Suen.04.10.02, Amar-Suen.04.10.03, Amar-Suen.04.10.04, Amar-Suen.04.10.--, Amar-Suen.04.10.08, Amar-Suen.04.10.09 ?, Amar-Suen.04.10.10, Amar-Suen.04.10.11, Amar-Suen.04.10.12, Amar-Suen.04.10.13, Amar-Suen.04.10.15, Amar-Suen.04.",70.1001
eš₁₈-dar-dingir-šu],['new owner'],None,116195,"Amar-Suen.04.10.01, Amar-Suen.04.10.02, Amar-Suen.04.10.03, Amar-Suen.04.10.04, Amar-Suen.04.10.--, Amar-Suen.04.10.08, Amar-Suen.04.10.09 ?, Amar-Suen.04.10.10, Amar-Suen.04.10.11, Amar-Suen.04.10.12, Amar-Suen.04.10.13, Amar-Suen.04.10.15, Amar-Suen.04.",70.1001
[maš-tur,['representative'],šagia[cup-bearer],116195,"Amar-Suen.04.10.01, Amar-Suen.04.10.02, Amar-Suen.04.10.03, Amar-Suen.04.10.04, Amar-Suen.04.10.--, Amar-Suen.04.10.08, Amar-Suen.04.10.09 ?, Amar-Suen.04.10.10, Amar-Suen.04.10.11, Amar-Suen.04.10.12, Amar-Suen.04.10.13, Amar-Suen.04.10.15, Amar-Suen.04.",70.1001
lu₂-{d}nanna,['new owner'],šagia[cup-bearer],116195,"Amar-Suen.04.10.01, Amar-Suen.04.10.02, Amar-Suen.04.10.03, Amar-Suen.04.10.04, Amar-Suen.04.10.--, Amar-Suen.04.10.08, Amar-Suen.04.10.09 ?, Amar-Suen.04.10.10, Amar-Suen.04.10.11, Amar-Suen.04.10.12, Amar-Suen.04.10.13, Amar-Suen.04.10.15, Amar-Suen.04.",70.1001
[ur-{d}ba-ba₆,['representative'],None,116195,"Amar-Suen.04.10.01, Amar-Suen.04.10.02, Amar-Suen.04.10.03, Amar-Suen.04.10.04, Amar-Suen.04.10.--, Amar-Suen.04.10.08, Amar-Suen.04.10.09 ?, Amar-Suen.04.10.10, Amar-Suen.04.10.11, Amar-Suen.04.10.12, Amar-Suen.04.10.13, Amar-Suen.04.10.15, Amar-Suen.04.",70.1001
[maš-tur,['representative'],šagia[cup-bearer],116195,"Amar-Suen.04.10.01, Amar-Suen.04.10.02, Amar-Suen.04.10.03, Amar-Suen.04.10.04, Amar-Suen.04.10.--, Amar-Suen.04.10.08, Amar-Suen.04.10.09 ?, Amar-Suen.04.10.10, Amar-Suen.04.10.11, Amar-Suen.04.10.12, Amar-Suen.04.10.13, Amar-Suen.04.10.15, Amar-Suen.04.",70.1001
šu-{d}suen,['new owner'],None,116195,"Amar-Suen.04.10.01, Amar-Suen.04.10.02, Amar-Suen.04.10.03, Amar-Suen.04.10.04, Amar-Suen.04.10.--, Amar-Suen.04.10.08, Amar-Suen.04.10.09 ?, Amar-Suen.04.10.10, Amar-Suen.04.10.11, Amar-Suen.04.10.12, Amar-Suen.04.10.13, Amar-Suen.04.10.15, Amar-Suen.04.",70.1001
a-a-kal-la,['representative'],None,116195,"Amar-Suen.04.10.01, Amar-Suen.04.10.02, Amar-Suen.04.10.03, Amar-Suen.04.10.04, Amar-Suen.04.10.--, Amar-Suen.04.10.08, Amar-Suen.04.10.09 ?, Amar-Suen.04.10.10, Amar-Suen.04.10.11, Amar-Suen.04.10.12, Amar-Suen.04.10.13, Amar-Suen.04.10.15, Amar-Suen.04.",70.1001
ARAD₂-mu,"['representative', 'new owner']",None,116195,"Amar-Suen.04.10.01, Amar-Suen.04.10.02, Amar-Suen.04.10.03, Amar-Suen.04.10.04, Amar-Suen.04.10.--, Amar-Suen.04.10.08, Amar-Suen.04.10.09 ?, Amar-Suen.04.10.10, Amar-Suen.04.10.11, Amar-Suen.04.10.12, Amar-Suen.04.10.13, Amar-Suen.04.10.15, Amar-Suen.04.",70.1001
ur-{d}ba-ba₆,['representative'],None,116195,"Amar-Suen.04.10.01, Amar-Suen.04.10.02, Amar-Suen.04.10.03, Amar-Suen.04.10.04, Amar-Suen.04.10.--, Amar-Suen.04.10.08, Amar-Suen.04.10.09 ?, Amar-Suen.04.10.10, Amar-Suen.04.10.11, Amar-Suen.04.10.12, Amar-Suen.04.10.13, Amar-Suen.04.10.15, Amar-Suen.04.",70.1001
ur-{d}en-gal-du-du,['new owner'],None,116195,"Amar-Suen.04.10.01, Amar-Suen.04.10.02, Amar-Suen.04.10.03, Amar-Suen.04.10.04, Amar-Suen.04.10.--, Amar-Suen.04.10.08, Amar-Suen.04.10.09 ?, Amar-Suen.04.10.10, Amar-Suen.04.10.11, Amar-Suen.04.10.12, Amar-Suen.04.10.13, Amar-Suen.04.10.15, Amar-Suen.04.",70.1001
tah-ša-tal,['intermediary'],ragaba[rider],116195,"Amar-Suen.04.10.01, Amar-Suen.04.10.02, Amar-Suen.04.10.03, Amar-Suen.04.10.04, Amar-Suen.04.10.--, Amar-Suen.04.10.08, Amar-Suen.04.10.09 ?, Amar-Suen.04.10.10, Amar-Suen.04.10.11, Amar-Suen.04.10.12, Amar-Suen.04.10.13, Amar-Suen.04.10.15, Amar-Suen.04.",70.1001
šu-{d}suen,['new owner'],None,116195,"Amar-Suen.04.10.01, Amar-Suen.04.10.02, Amar-Suen.04.10.03, Amar-Suen.04.10.04, Amar-Suen.04.10.--, Amar-Suen.04.10.08, Amar-Suen.04.10.09 ?, Amar-Suen.04.10.10, Amar-Suen.04.10.11, Amar-Suen.04.10.12, Amar-Suen.04.10.13, Amar-Suen.04.10.15, Amar-Suen.04.",70.1001
dingir-DI?-ma-at,['new owner'],šagia[cup-bearer],116195,"Amar-Suen.04.10.01, Amar-Suen.04.10.02, Amar-Suen.04.10.03, Amar-Suen.04.10.04, Amar-Suen.04.10.--, Amar-Suen.04.10.08, Amar-Suen.04.10.09 ?, Amar-Suen.04.10.10, Amar-Suen.04.10.11, Amar-Suen.04.10.12, Amar-Suen.04.10.13, Amar-Suen.04.10.15, Amar-Suen.04.",70.1001
lugal-ma₂-gur₈-re,['new owner'],None,116195,"Amar-Suen.04.10.01, Amar-Suen.04.10.02, Amar-Suen.04.10.03, Amar-Suen.04.10.04, Amar-Suen.04.10.--, Amar-Suen.04.10.08, Amar-Suen.04.10.09 ?, Amar-Suen.04.10.10, Amar-Suen.04.10.11, Amar-Suen.04.10.12, Amar-Suen.04.10.13, Amar-Suen.04.10.15, Amar-Suen.04.",70.1001
ur-{d}ba-ba₆,['representative'],None,116195,"Amar-Suen.04.10.01, Amar-Suen.04.10.02, Amar-Suen.04.10.03, Amar-Suen.04.10.04, Amar-Suen.04.10.--, Amar-Suen.04.10.08, Amar-Suen.04.10.09 ?, Amar-Suen.04.10.10, Amar-Suen.04.10.11, Amar-Suen.04.10.12, Amar-Suen.04.10.13, Amar-Suen.04.10.15, Amar-Suen.04.",70.1001
wa-ta₂-ru-um,['new owner'],FN,116195,"Amar-Suen.04.10.01, Amar-Suen.04.10.02, Amar-Suen.04.10.03, Amar-Suen.04.10.04, Amar-Suen.04.10.--, Amar-Suen.04.10.08, Amar-Suen.04.10.09 ?, Amar-Suen.04.10.10, Amar-Suen.04.10.11, Amar-Suen.04.10.12, Amar-Suen.04.10.13, Amar-Suen.04.10.15, Amar-Suen.04.",70.1001
ze₂-na-na,['new owner'],None,116195,"Amar-Suen.04.10.01, Amar-Suen.04.10.02, Amar-Suen.04.10.03, Amar-Suen.04.10.04, Amar-Suen.04.10.--, Amar-Suen.04.10.08, Amar-Suen.04.10.09 ?, Amar-Suen.04.10.10, Amar-Suen.04.10.11, Amar-Suen.04.10.12, Amar-Suen.04.10.13, Amar-Suen.04.10.15, Amar-Suen.04.",70.1001
be-li₂-a-ri₂-ik,['new owner'],None,116195,"Amar-Suen.04.10.01, Amar-Suen.04.10.02, Amar-Suen.04.10.03, Amar-Suen.04.10.04, Amar-Suen.04.10.--, Amar-Suen.04.10.08, Amar-Suen.04.10.09 ?, Amar-Suen.04.10.10, Amar-Suen.04.10.11, Amar-Suen.04.10.12, Amar-Suen.04.10.13, Amar-Suen.04.10.15, Amar-Suen.04.",70.1001
be-li₂-a-ri₂-ik],['new owner'],None,116195,"Amar-Suen.04.10.01, Amar-Suen.04.10.02, Amar-Suen.04.10.03, Amar-Suen.04.10.04, Amar-Suen.04.10.--, Amar-Suen.04.10.08, Amar-Suen.04.10.09 ?, Amar-Suen.04.10.10, Amar-Suen.04.10.11, Amar-Suen.04.10.12, Amar-Suen.04.10.13, Amar-Suen.04.10.15, Amar-Suen.04.",70.1001
[ARAD₂-mu,['representative'],None,116195,"Amar-Suen.04.10.01, Amar-Suen.04.10.02, Amar-Suen.04.10.03, Amar-Suen.04.10.04, Amar-Suen.04.10.--, Amar-Suen.04.10.08, Amar-Suen.04.10.09 ?, Amar-Suen.04.10.10, Amar-Suen.04.10.11, Amar-Suen.04.10.12, Amar-Suen.04.10.13, Amar-Suen.04.10.15, Amar-Suen.04.",70.1001
ab-ba-sa₆-ga,['source'],PN,116195,"Amar-Suen.04.10.01, Amar-Suen.04.10.02, Amar-Suen.04.10.03, Amar-Suen.04.10.04, Amar-Suen.04.10.--, Amar-Suen.04.10.08, Amar-Suen.04.10.09 ?, Amar-Suen.04.10.10, Amar-Suen.04.10.11, Amar-Suen.04.10.12, Amar-Suen.04.10.13, Amar-Suen.04.10.15, Amar-Suen.04.",70.1001
e-er-be-li₂,['representative'],None,116196,Amar-Suen.09.04.00,75.0400
lu₂-dingir-ra,['source'],None,116196,Amar-Suen.09.04.00,75.0400
ur-ku₃-nun-na,['source'],PN,116197,"Amar-Suen.03.03.02, Amar-Suen.03.03.27",69.0302
i₃-la-bu-ni-ga-du,['recipient'],None,116199,Shulgi.45.10.00,63.1000
i₃-la-bu-ni-ga-du,['recipient'],None,116199,Shulgi.45.10.00,63.1000
na-ra-am-i₃-li₂,['representative'],None,116199,Shulgi.45.10.00,63.1000
na-ra-am-i₃-li₂,['representative'],None,116199,Shulgi.45.10.00,63.1000
na-ra-am-i₃-li₂,['representative'],None,116199,Shulgi.45.10.00,63.1000
i₃-la-bu-ni-ga-du,['recipient'],None,116199,Shulgi.45.10.00,63.1000
a-hu-ni,['source'],None,116201,Shu-Suen.02.02.00 (us2 year) ?,77.0200
a-mur-dingir,['recipient'],None,116201,Shu-Suen.02.02.00 (us2 year) ?,77.0200
ab-ba-sa₆-ga,['source'],None,116206,Amar-Suen.01.09.16,67.0916
kur-ti-dingir,['representative'],None,116207,Amar-Suen.02.04.00,68.0400
lugal-ku₃-zu,['intermediary'],None,116207,Amar-Suen.02.04.00,68.0400
ma-šum,['intermediary'],ragaba[rider],116207,Amar-Suen.02.04.00,68.0400
lugal-ku₃-zu,['intermediary'],None,116207,Amar-Suen.02.04.00,68.0400
šar-ru-um-i₃-li₂,['source'],None,116207,Amar-Suen.02.04.00,68.0400
lugal-iti-da,['source'],None,116208,Amar-Suen.09.07.00,75.0700
ARAD₂-mu,['recipient'],ensik[ruler],116208,Amar-Suen.09.07.00,75.0700
ka₅-a-mu,['intermediary'],kurušda[fattener],116208,Amar-Suen.09.07.00,75.0700
ta₂-hi-iš-a-tal,['source'],None,116209,Shu-Suen.05.09.00 (us2 year),80.0900
a-mur-dingir,['source'],None,116210,Shu-Suen.05.00.00 (us2-us2 year),80.0000
i-din-er₃-ra,['source'],None,116211,Ibbi-Suen.01.02.19,85.0219
a-ba-{d}en-lil₂-gin₇,['recipient'],None,116211,Ibbi-Suen.01.02.19,85.0219
i₃-li₂-mi-la-ad,['source'],None,116212,Shulgi.46.04.00 (us2 year),64.0400
na-sa₆,['source'],None,116212,Shulgi.46.04.00 (us2 year),64.0400
lugal-amar-ku₃,['recipient'],None,116213,Amar-Suen.08.03.24,74.0324
e₂-a-i₃-li₂,['source'],None,116215,Shulgi.45.02.00 (us2-us2 year),63.0200
ab-ba-sa₆-ga,['source'],None,116216,Amar-Suen.04.10.00,70.1000
na-ra-am-i₃-li₂,['source'],None,116219,Shulgi.43.07.00,61.0700
