name,profession,p index
šeš-da-da,FN,107707
na-sa₆,PN,107707
lu₂-dingir-ra,PN,107708
šeš-da-da,FN,107724
na-sa₆,PN,107724
šeš-da-da,FN,107725
na-sa₆,PN,107726
ur-nigar{gar},kaguruk[supervisor],107730
inim-{d}nanna,FN,107730
na-sa₆,PN,107730
er₃-ra-nu-id,mušendu[bird-catcher],107737
{d}šul-gi-ba-ni,šabra[administrator],107741
lu₂-bala-sa₆-ga,dikud[judge],107741
a-da-tum,šakkanak[general],107741
ha-ba-lu₅-ge₂,ensik[ruler],107741
ma-ma-a,lu[person],107742
ar-ši-ku,lu[person],107749
a-hu-ni,PN,107749
eš₃-gi-a,X,107750
na-lu₅,PN,107750
lu₂-dingir-ra,dumu[child],107751
[šu]-eš₁₈#-dar,uddatuš[jester],107762
ab-ba-sa₆-ga,PN,107766
ab-ba-sa₆-ga,PN,107767
ra-ši,lu[person],107768
i₃-li₂-{d}da-gan,lu[person],107768
lugal-inim-gi-na,sukkal[secretary],107768
lu₂-dingir-ra,PN,107768
lu₂-u₁₈!-um,niga[fattened],107794
ur-{d}nin-kur-ra,ensik[ruler],107795
lu₂-dingir-ra,dumu[child],107795
ki-{d}suen,e[house],107800
maš-tur,šagia[cup-bearer],107800
a-mur-dingir,lu[person],107800
šu-da-da,sukkal[secretary],107800
{d}šul-gi-a-a-mu,PN,107800
na-ga,nar[musician],107804
ur-{d}ba-ba₆,unud[cowherd],107808
lu₂-{d}nin-gir₂-su,lu[person],107808
{d}nanna-i₃-sa₆,dumu[child],107813
ab-ba-sa₆-ga,PN,107813
šu-zu,kuš[official],107814
ha-ba-lu₅-ge₂,ensik[ruler],107815
gul-ku-nu-um,MAR.TU[westerner],107818
gu₃-de₂-a,damgar[merchant],107819
gu₃-de₂-a,ensik[ruler],107828
ab-ba-sa₆-ga,PN,107831
ur-nigar{gar},X,107835
inim-{d}nanna,FN,107838
{d}šara₂-kam,ensik[ruler],107838
maš-tur,šagia[cup-bearer],107840
nig₂-mu-mu-kal-le,ragaba[rider],107842
wa-wa-ti,nubanda[overseer],107843
ar-ši-ah,ensik[ruler],107850
ab-ba-sa₆-ga,PN,107851
maš-tur,šagia[cup-bearer],107852
lu₂-an-dul₃,ragaba[rider],107852
na-lu₅,PN,107852
nig₂-mu-mu-kal-le,ragaba[rider],107853
šar-ru-um-i₃-li₂,šagia[cup-bearer],107856
in-[ta]-e₃-a,PN,107861
ur-{d}li₉-si₄,ensik[ruler],107869
u₂-ta₂-mi-šar-ra-am,PN,107870
kal-la-mu,ensik[ruler],107877
aš₂-nun{ki}-ka,GN,107877
ib-ni-{d}suen,sukkal[secretary],107885
ur-{d}ba-ba₆,muhaldim[cook],107885
e₂-gu₄,niga[fattened],107886
ur-{d}ba-ba₆,dumu[child],107887
wa-ta₂-ru-um,FN,107889
ur-{d}šul-gi-ra,šabra[administrator],107901
en-nun-e-{d}amar-[{d}]suen#-ra-ki-ag₂,en[priest],107901
la-ma-har,šagia[cup-bearer],107906
na-lu₅,PN,107906
nu-ur₂-{d}iškur,dubsar[scribe],107909
ku₃-{d}nanna,sukkal[secretary],107911
nu-ur₂-{d}iškur,dubsar[scribe],107911
nu-ur₂-{d}iškur,dubsar[scribe],107912
ur-šu,muhaldim[cook],107913
ur-sa₆-ga,dubsar[scribe],107913
nu-ur₂-{d}iškur,dubsar[scribe],107914
lugal-me-lam₂,ensik[ruler],107915
nu-ur₂-{d}suen,dubsar[scribe],107915
nu-ur₂-ra-a#?,šagia[cup-bearer],107916
nu-ur₂-{d}iškur,dubsar[scribe],107916
{d}nanna-ma-ba,dubsar[scribe],107919
in-ta-e₃-a,PN,107920
{d}nanna-ma-ba,dubsar[scribe],107920
lu₂-{d}suen,dubsar[scribe],107925
{d}nanna-ma-ba,dubsar[scribe],107929
hu-li-bar,ensik[ruler],107930
ha-ni,sukkal[secretary],107930
i₃-u₃-[ša]-na#-ag₂,X,107930
i-šar-pa₂-dan,sukkal[secretary],107930
{d}nanna-kam,sukkal[secretary],107930
a-hu-we-er,PN,107930
ur-{d}lugal-banda₃{da},dubsar[scribe],107930
lugal-a₂-zi-da,šabra[administrator],107931
la-ni,en[priest],107931
ur-{d}ba-ba₆,ensik[ruler],107931
{d}nanna-ma-ba,dubsar[scribe],107931
nu-ur₂-{d}iškur,dubsar[scribe],107932
{d}utu-ba-ni,ensik[ruler],107933
la-na#,kurušda[fattener],107936
hu-li-bar,ensik[ruler],107938
{d}nanna-i₃-gi-in,sukkal[secretary],107938
hu-la-al,dubsar[scribe],107938
šu-ku-bu-um,nubanda[overseer],107940
iq-bi₂-dingir,šabra[administrator],107940
nu-ur₂-{d}suen,dubsar[scribe],107940
{d}nanna-ma-ba!,dubsar[scribe],107942
a-hu-ni,lu[person],107943
ur-{d}lugal-banda₃{da},dubsar[scribe],107944
nu-ur₂-{d}iškur,dubsar[scribe],107948
a-hu-ni,FN,107949
nu-ur₂-{d}suen,dubsar[scribe],107949
nu-ur₂-{d}suen,dubsar[scribe],107950
ba-na-na,lu[person],107951
ur-{d}ba-ba₆,dumu[child],107952
a-ba-{d}en-lil₂-gin₇,PN,107953
ur-ku₃-nun-na,PN,107954
{d}suen-a-bu-šu#,šagia[cup-bearer],107955
{d}šul-gi-i₃-li₂,muhaldim[cook],107957
{d}šu-{d}suen-dingir,šuʾi[barber],107957
er₃-re-šum,šarrabdu[administrator],107957
nu-ur₂-{d}suen,dubsar[scribe],107958
nu-ur₂-{d}suen,dubsar[scribe],107960
{d}šu-{d}suen-la-ma-ha-ar,šagia[cup-bearer],107961
{d}nanna-kam,sukkal[secretary],107961
er₃-re-šum,šarrabdu[administrator],107961
igi-kar₂,egia[bride],107963
ba-zi,ud[sun],107963
hu-la-al,dubsar[scribe],107964
uri₅{ki}-ki-du₁₀,muhaldim[cook],107970
a-ri-du-bu-uk,lu[person],107970
{d}nanna-kam,sukkal[secretary],107970
{d}šul-gi-i₃-li₂,PN,107970
nu-ur₂-{d}suen,šatam[official],107970
šu-er₃-ra,dubsar[scribe],107970
i₃-li₂-gešimmar,dumu[child],107971
li-ba-an-aš-gu-bi,lu[person],107981
li-ba-nu-uk-ša-ba-aš,ensik[ruler],107981
šu-{d}šul-gi,sukkal[secretary],107981
na-ra-am-{d}iškur,sukkal[secretary],107981
a-ha-an-ti-bu,lu[person],107981
li-ba-an-aš-gu-bi,lu[person],107983
li-ba-nu-uk-ša-ba-aš,ensik[ruler],107983
šu-{d}šul-gi,sukkal[secretary],107983
i₃-li₂-{d}da-gan,lu[person],107983
na-bi₂-{d}suen,sukkal[secretary],107983
šu-{d}iš-ha-ra,lu[person],107983
a-hu-we-er,PN,107983
me-eš₁₈-dar,dumu[child],107985
du-uk-ra-ke₄,zid[right],107995
igi-kar₂,PN,107999
šeš-da-da,FN,108003
{d}šul-gi-ra,e[house],108003
{d}en-lil₂-la₂,kurušda[fattener],108006
ur-nigar{gar},nar[musician],108010
šeš-da-da,FN,108012
ARAD₂-mu,sukkal[secretary],108017
wa-ta₂-ru-um,FN,108017
in-ta-e₃-a,PN,108021
šeš-da-da,FN,108023
er₃-ra-na#-[da,šagia[cup-bearer],108024
lu₂-{d}nanna,sukkal[secretary],108024
er₃-ra-na-da,šagia[cup-bearer],108024
lu₂-dingir-[ra,PN,108024
in-ta-e₃-a,PN,108025
{d}nanna-ma-ba,dubsar[scribe],108025
a-a-kal-la,ugula[overseer],108031
ša-at-[{d}]suen,erešdiŋir[priestess],108662
a-hu-a,dumu[child],108662
{d}šara₂-kam,dubsar[scribe],108662
im-lik-e₂-a,ensik[ruler],108662
lugal-me-lam₂#,PN,108662
lu₂-u₁₈-um,niga[fattened],108665
lu₂-u₁₈-um,niga[fattened],108665
lu₂-u₁₈-um,niga[fattened],108665
lu₂-u₁₈-um,niga[fattened],108665
{d}suen-a-bu-šu,šagia[cup-bearer],108665
{d}šu-{d}suen-la-ma-ha-ar,šagia[cup-bearer],108665
ru?-hu,nubanda[overseer],108665
i-šar-ki-in,gala[singer],108665
ba-la-la,nar[musician],108665
{d}nanna-ma-ba,šatam[official],108665
[a-hu]-ni#,dumu[child],108667
nu-ur₂-eš₁₈-dar,nubanda[overseer],108667
na-bi₂-{d}suen,nubanda[overseer],108667
a-hu-ni,dumu[child],108667
a-gu-a-ni,nubanda[overseer],108667
lu₂-{d}nanna,X,108667
lu₂-{d}nanna,GN,108667
lu₂-{d}nin-šubur,nubanda[overseer],108667
lu₂-{d}nanna,GN,108667
a-hu-ni,dumu[child],108667
[nu-ur₂-eš₁₈-dar,nubanda[overseer],108667
na-bi₂-{d}suen#,nubanda[overseer],108667
a-hu-ni,dumu[child],108667
amar-ma-ma,nubanda[overseer],108667
lu₂-{d}nanna,X,108667
dingir-sukkal,lu[person],108667
suhuš-ki-in,kurušda[fattener],108667
dingir-sukkal,lu[person],108667
suhuš-ki-in,kurušda[fattener],108667
inim#-{d}nanna-zu,šabra[administrator],108667
{d}nanna-[ma-ba,dubsar[scribe],108667
ur-{d}šul-pa-e₃,muhaldim[cook],108668
ur-{d}ba-ba₆,muhaldim[cook],108668
ur-{d}nin-gubalag,nar[musician],108668
ur-me-me,sukkal[secretary],108668
ur-me-lam₂-an-na,sukkal[secretary],108668
ab-ba-sa₆-ga,PN,108668
gu₃-de₂-a,ensik[ruler],108670
šu-ma-ma,šuʾi[barber],108670
ur-{d}šu-{d}suen,sukkal[secretary],108670
lu₂-u₁₈-um,niga[fattened],108673
lu₂-u₁₈-um,niga[fattened],108673
lu₂-u₁₈]-um,niga[fattened],108673
lu₂-u₁₈-um],niga[fattened],108673
lugal-ezem,dumu[child],108674
a-da-lal₃,dumu[child],108674
ša-lim-be-li₂,uš[die],108674
hu-un-ha-ad,ašgab[leatherworker],108674
du-u₂-du,ašgab[leatherworker],108674
du-šu-mu-um,dumu[child],108674
{d}suen-ba-ni,dumu[child],108674
um-mi-du₁₀,dumu[child],108674
{d}lamma-e-silim-mu,dumu[child],108674
ma-an-gi,nita[male],108674
a-ba-nam-tag-in-BAD,munus[woman],108674
im-ti-dam,dumu[child],108674
a-na-da-hul,munus[woman],108674
lu₂-dingir-ra,šabra[administrator],108674
ur-mes,dubsar[scribe],108676
hu-la-al,dumu[child],108676
lu₂-sa₆-ga,dumu[child],108676
{d}šul-gi-ba-ni,X,108676
ARAD₂-{d}nanna,kurušda[fattener],108676
lu₂-{d}nin-šubur,dubsar[scribe],108676
a₂-dingir-ga₂,ragaba[rider],108676
lugal-igi-huš,dumu[child],108676
ur-sa₆-ga,dubsar[scribe],108676
ku₃-{d}nanna,dumu[child],108676
{d}utu-mu,lu[person],108676
ur-{d}nanše,dumu[child],108676
ur-{d}ba-ba₆,dumu[child],108676
lu₂-u₁₈-um,niga[fattened],108677
lu₂-u₁₈-um,niga[fattened],108677
lu₂-u₁₈-um,niga[fattened],108677
lu₂-u₁₈-um,niga[fattened],108677
lu₂-u₁₈-um,niga[fattened],108677
lu₂-u₁₈-um,niga[fattened],108677
lu₂-u₁₈-um,niga[fattened],108677
lu₂-u₁₈-um,u[grass],108677
lu₂-u₁₈-um,u[grass],108677
lu₂-u₁₈-um,niga[fattened],108678
lu₂-u₁₈-um,niga[fattened],108678
lu₂-u₁₈-um,niga[fattened],108678
lu₂-u₁₈-um,niga[fattened],108678
{d}šu-{d}suen-i-pa₂-la-ah-{d}en-lil₂,šagia[cup-bearer],108678
ur#-{d}šara₂,šagia[cup-bearer],108678
lugal-ka-še₃,gabari[copy],108678
{d}suen-a-bu-šu,šagia[cup-bearer],108678
šeš-da-da,FN,108680
na-sa₆,PN,108680
{d}šara₂-a₂-zi-da,unud[cowherd],108683
ur-{geš}gigir,unud[cowherd],108683
lu₂-dingir-ra,unud[cowherd],108683
ab-ba-gi-na,unud[cowherd],108683
lu₂-{d}nin-sun₂,unud[cowherd],108683
giri₃-ni-i₃-sa₆,unud[cowherd],108683
gu₃-de₂-a,kuš[official],108683
lu₂-dingir-ra,šabra[administrator],108683
ab-ba-sa₆-ga,PN,108684
{d}šul-gi-zi-mu,muhaldim[cook],108687
sa₃-si₂,PN,108690
ba-er,ki[place],108690
sa₂-si₂,udu[sheep],108690
ba-er,mu[year],108690
a-da-a,PN,108690
za-a-num₂,mu[year],108690
lu₂-{d}nin-šubur,mu[year],108690
hu-nu-nu-ur,ŋiri[foot],108690
a₂-na-na,ara[times],108693
lugal-si-sa₂,muhaldim[cook],108695
lugal-si-sa₂,muhaldim[cook],108695
[ba-mu,X,108697
ab-ba-sa₆-ga,PN,108698
lu₂-{d}nanna,šabra[administrator],108700
lu₂-{d}nanna,dumu[child],108701
dan-num₂,šeš[brother],108701
we-du-um,lu[person],108701
na-du-be-li₂,ensik[ruler],108701
ši-ba-ra-aq,lu[person],108701
še-da-ku-ku,lu[person],108701
zi-nu-gi,lu[person],108701
ne-[ni]-la,sukkal[secretary],108701
lugal-iti-da,guzala[official],108705
ur-{d}ba-ba₆,unud[cowherd],108705
kal-la,dumu[child],108705
hi-li-a,pad[find],108705
lugal-he₂-gal₂,guzala[official],108705
ur-{d}ba-ba₆,muhaldim[cook],108710
ur-{d}ba-ba₆,dumu[child],108710
mu-ri-na-ba,ŋiri[foot],108710
lugal-ša₃-la₂,gala[singer],108710
la-gi-ip,lu[person],108710
ur-ku₃-nun-na,n,108712
ur-mes,n,108712
ur-ku₃-nun-na,ŋiri[foot],108712
lugal-nam₂-mah,kurušda[fattener],108712
ur-{d}lamma,kurušda[fattener],108712
ur-{d}ba-ba₆,dumu[child],108712
ab-ba-sa₆-[ga,dumu[child],108712
šar-ru-um-ba-ni,lu[person],108712
ur-{d}lamma,kurušda[fattener],108712
a-a-kal-la,muhaldim[cook],108736
{d}en-lil₂-zi-ša₃-gal₂-še₃,X,108737
{d}nanna-ma-[ba],dubsar[scribe],108737
pa-na-na,lu[person],108738
ia₃-a-da-az,lu[person],108738
zu-ur₂-zu-ra,lu[person],108738
du-u₂-du,PN,108738
{d}be-la-at-suh₆-ner,u[and],108740
be-li₂-du₁₀,kurušda[fattener],108740
i-din-{d}iškur,si[horn],108741
{d}iškur-dan,šeš[brother],108741
{d}šul-gi-i₃#-[li₂,dumu[child],108742
ab-ba-mu#,damgar[merchant],108742
i-di₃-a,dikud[judge],108742
lugal-dumu-gi₇,FN,108744
en-um-i₃-li₂,FN,108744
{d}nanna#-ma-ba#,dubsar[scribe],108747
igi-kar₂,PN,108749
da-a-a-ni,muhaldim[cook],108787
na-sa₆,PN,108787
hu-li-bar,lu[person],108797
an-ti-a,lu[person],108797
ab-ba-sa₆-ga,PN,108797
nu-ur₂-{d}iškur,sukkal[secretary],109194
ab-ba-sa₆-[a],PN,109194
ab-ba-sa₆-ga,PN,109207
lu₂-{d}nin-gir₂-su,kurušda[fattener],109209
na-ap-la-num₂,MAR.TU[westerner],109223
šeš-da-da,FN,109223
šu#-dur-ul₃,sukkal[secretary],109224
i-šar-pa₂-dan,šabra[administrator],109224
ur-mes,ensik[ruler],109224
{d}nin-lil₂-ama-mu,ragaba[rider],109227
u₂-la-i₃-li₂-iš,ragaba[rider],109227
nin?-{d}nin-gubalag,nar[musician],109227
ab-ba-sa₆-ga,PN,109227
{d}nanna-ma-ba,dubsar[scribe],109227
a-bu-um-dingir,dubsar[scribe],109233
ba-ar-ba-na-zu,X,109240
šu-{d}iškur,sipad[shepherd],109240
mu-šu?-hur-da,lu[person],109240
tab-ba-i₃-li₂,nagada[herdsman],109247
ur-{d}tilla₃,FN,109249
ab-ba-sa₆-ga,PN,109249
i-mi-id-dingir,šabra[administrator],109258
AN,ŋar[place],109268
ur-šu,muhaldim[cook],109307
lu₂-ša-lim,gardu[soldier],109321
ur#-{d}ba-ba₆,muhaldim[cook],109323
šu-eš₁₈-dar,lu[person],109323
ta₂-hi-še-en,lu[person],109323
lu₂-{d}nin-šubur,šabra[administrator],109323
ab-ba-sa₆-ga,PN,109323
ši-la-ti-ir,lu[person],109324
da-a-zi-te#,lu[person],109324
ba-za-za,sukkal[secretary],109324
hu-li-[bar],ensik[ruler],109324
ha-[x-x,sukkal[secretary],109324
ki-ir-bi-ba#,dumu[child],109324
ši-bu-ur₂-ti,lu[person],109324
kal-la,sukkal[secretary],109324
ur-uš-gid₂-da,dubsar[scribe],109324
ma-num₂#-ki-{d}šul#-gi#,šarrabdu[administrator],109324
{d}en-ki,du[spread],109324
nu-ur₂-{d}utu,ragaba[rider],109345
{d}šu-{d}suen-si-sa₂,ragaba[rider],109345
lu₂-{d}nin-šubur,dubsar[scribe],109345
tu-ra-am-{d}da-gan,ragaba[rider],109345
šu-ma-ma,uddatuš[jester],109345
a₂-bi₂-lum-ma,azu[doctor],109345
{d}šul-gi-mi-šar,nar[musician],109345
{d}šul-gi-pa-li₂-il,uddatuš[jester],109345
zu-hu-tum,nubanda[overseer],109345
bi₂-zu-a,nin[sister],109345
a₂-bi₂-li₂,FN,109345
ba-ak-i₃-li₂-a,nar[musician],109345
a₂-bi₂-li₂,FN,109345
a₂-na-na,PN,109497
wa-at-ra-at,ugula[overseer],109500
lu₂-uru₁₁{ki},sukkal[secretary],109500
gu₄-geš,ašag[field],109514
šeš-da-da,FN,109522
bu-ku-šum,nubanda[overseer],109522
na-ap-la-nu-um,MAR.TU[westerner],109527
ur-{d}suen,ensik[ruler],109528
lu₂-dingir-ra,dumu[child],109557
na-lu₅,PN,109562
ur-sa₆-ga#?,u,109584
{d}amar-{d}suen,lugal[king],109586
šu-er₃-ra,PN,109591
[{d}]amar#-{d}suen,lugal[king],109591
ra-ši,lu[person],109609
en-mah-gal-an-na,en[priest],109628
lu₂-dingir-ra,lu[person],109638
{d}šul-gi-a-a-mu,PN,109638
[in]-ta-e₃-a,PN,109645
lu₂-{d}ba-ba₆,unud[cowherd],109646
maš-tur,šagia[cup-bearer],109647
ur-dam,uddatuš[jester],109650
ab]-ba-sa₆#-[ga-ta],PN,109655
šu-zu,kuš[official],109656
ga-a-ga-ma,damgar[merchant],109660
maš-tur,šagia[cup-bearer],109680
wa-ta₂-ru-um,FN,109685
lu₂-u₁₈-um,niga[fattened],109701
li-ba-an-aš-gu-bi,lu[person],109702
li-ba-nu-uk-ša-ba-aš,ensik[ruler],109702
lu₂-{d}da-mu,sukkal[secretary],109702
i₃-li₂-{d}da-gan,lu[person],109702
na-bi₂-{d}suen,sukkal[secretary],109702
šu-{d}iš-ha-ra,lu[person],109702
lu₂-dingir-ra,PN,109750
šu-i₃-li₂,sipad[shepherd],109760
nu-ur₂-{d}suen,PN,109760
igi-kar₂,mu[year],109768
ba-za-za,kuš[official],109768
zu-ba-ga,PN,109768
ad-da-kal-la,dubsar[scribe],109768
{d}nanna-ma-ba,dubsar[scribe],109771
na-ap-la-nu-um,MAR.TU[westerner],109772
in-ta-e₃-a,PN,109772
nu-ur₂-{d}suen,dubsar[scribe],109772
ARAD₂-{d}nanna,šagia[cup-bearer],109781
ip-qu₂-ša,šarrabdu[administrator],109781
nu-ur₂-{d}iškur,dubsar[scribe],109782
lu₂-ša-lim,dubsar[scribe],109783
mu-ša,sig[clear],109784
zu-hu-tum,nubanda[overseer],109785
ur-{d}šu-{d}suen,sukkal[secretary],109785
zu-la-la,nar[musician],109785
hu-la-al,dubsar[scribe],109785
hu-[la-al],dubsar[scribe],109786
du₁₁-ga-zi-da,kuš[official],110433
lu₂-ša-lim,nubanda[overseer],110433
lugal-ma₂-gur₈-re,nubanda[overseer],110433
šu-{d}suen,FN,110434
ur-mes,ensik[ruler],110434
lum-ma,šabra[administrator],110435
{d}nanna-ma-ba,dubsar[scribe],110435
giri₃-ni,sukkal[secretary],110436
la-la-mu,sukkal[secretary],110437
igi-kar₂,e[house],110438
sa₃-si₂,šakkanak[general],110438
ur-{d}dumu-zi-da,sukkal[secretary],110438
šul-ga₂-a-ad,lu[person],110438
šu-{d}šul-gi,sukkal[secretary],110438
mar-hu-ni,lu[person],110438
ra-ab-hu-ti,sukkal[secretary],110438
a-ba-{d}en-lil₂-gin₇,PN,110479
lu₂-{d}nanna,dubsar[scribe],104739
i-zi-in-er₃-ra,nagada[herdsman],111766
i₃-sa₆-ga,GN,111767
{d}nanše-kam,zig[rise],111767
{d}nanna-ma-an-ba,FN,111768
a-mu-a,kul[collect],111768
[ma]-at-i₃-li₂,ama[mother],111768
šu-e₂-a,kuš[official],111796
ur-{d}hendur-sag,X,111796
ur-{d}nin-kur-ra,ensik[ruler],111797
wa-ta₂-ru-um,FN,111797
gu₃-de₂-a,ensik[ruler],111797
da-a-a-ti,dubsar[scribe],111797
ab-ba-sa₆-ga,PN,111798
nu-ur₂-{d}suen,dubsar[scribe],111798
ur-{d}gubalag,nar[musician],111799
nu-ur₂-{d}suen,dubsar[scribe],111799
nu-ur₂-{d}suen,dubsar[scribe],111800
lugal-amar-ku₃,dubsar[scribe],111801
na-sa₆,kurušda[fattener],111801
ur-ku₃-nun-na,PN,111802
la-ma-har,šagia[cup-bearer],111812
in-ši-we-er,dumu[child],111812
ad-da-gi-na,ensik[ruler],111812
ri-ib-hu-ti,sukkal[secretary],111812
ku₃-{d}nanna,sukkal[secretary],111812
zu-ba-ga,PN,111812
ad-da-kal-la,dubsar[scribe],111812
du-ri-ib-bi₂-ik-ma,ensik[ruler],111813
hu-zi-ri#,sukkal[secretary],111813
nu-ur₂-{d}suen,šagia[cup-bearer],111893
{d}nin-ti₂-ug₅-<ga>,GN,111893
ur-{d}lamma,šagia[cup-bearer],111893
li-ba-an-aš-gu-bi,lu[person],111893
li-ba-nu-uk-ša-ba-aš,ensik[ruler],111893
šu-{d}šul-gi,sukkal[secretary],111893
i₃-li₂-{d}da-gan,lu[person],111893
na-bi₂-{d}suen,u,111893
šu-{d}iš-ha-[ra],lu[person],111893
iri-ni-ta#,ŋen[go],111893
lu₂-{d}da-mu,sukkal[secretary],111893
dingir-dan,sukkal[secretary],111893
a-hu-we-er,PN,111893
i₃-li₂-{d}da-gan,lu[person],111894
na-na-u₃,lu[person],111894
lugal-ma₂-gur₈-re,šabra[administrator],111894
{d}šul-gi-a-a-mu,PN,111894
{d}suen-a-bu-šu,šagia[cup-bearer],111898
{d}i-bi₂-{d}suen,aga[tiara],111898
nu-ur₂-{d}suen,šatam[official],111898
hal-li₂-a,dubsar[scribe],111898
u₂-la,dumu[child],111899
{d}šu-{d}suen-dingir,šuʾi[barber],111899
{d}šul-gi-ra-kam,dumu[child],111899
ba-na-na,lu[person],111899
ip-hu-ha,lu[person],111899
{d}šul-gi-i₃-li₂,PN,111899
{d}nanna-ma-ba,šatam[official],111899
tu-ra-a,nagada[herdsman],111902
dingir-su-ra-bi₂,nubanda[overseer],111902
ur-{d}nanna,sukkal[secretary],111903
ARAD₂-{d}nanna,sukkalmah[official],111903
lu₂-{d}nanna,šuʾi[barber],111903
{d}nin-lil₂-ama-mu,sukkal[secretary],111903
{d}šu-{d}suen-mi-gir-[eš₁₈]-dar,dumu[child],111903
ša₃-ta-ku₃-zu,sukkal[secretary],111904
nu-hi-dingir,sukkal[secretary],111905
lugal-an-na-ab-tum₂,dam[spouse],111905
šar-ru-um-i₃-li₂,nubanda[overseer],111905
a-ha-an-si-bu,X,111905
lugal-mu,e[house],111906
lu₂-{d}nanna,dumu[child],111906
ur-mes,agaʾus[soldier],111909
ha-ba-lu₅-ge₂,ensik[ruler],111914
ur-{d}lamma#,ensik[ruler],111915
i-šar-pa₂-dan,ragaba[rider],111917
ur-{d}nin-gal,šabra[administrator],111917
i-su₂]-a-ri₂#-ik,šabra[administrator],111917
ur-{d}lamma,ensik[ruler],111917
ar-ši-ah,ensik[ruler],111919
lu₂-sa₆-ga,PN,111919
ar-ši-ah,ensik[ruler],111920
ur-nigar{gar},dumu[child],111920
ur-{d}iškur,ensik[ruler],111921
suhuš-ki-in,lu[person],111921
šu-ma-ma,ensik[ruler],111921
ur-{d}ba-ba₆,muhaldim[cook],111921
ze₂-e-ze₂,ragaba[rider],111921
ur-{d}ba-ba₆,muhaldim[cook],111921
a-a-kal-la,muhaldim[cook],111921
a₂-bi₂-la-ša,ensik[ruler],111921
gu₃-de₂-a,ensik[ruler],111922
i₃-lal₃-lum,ensik[ruler],111924
im-lik-e₂-a,ensik[ruler],111925
ur-šu-ga-lam-ma,dubsar[scribe],111925
a-hu-ni,šagia[cup-bearer],111926
bu-ša-am,sukkal[secretary],111926
nu-ur₂-{d}iškur,dubsar[scribe],111926
ze₂-pi,n,111927
ur-{d}li₉-si₄,ensik[ruler],111929
bi₂-bi₂,šabra[administrator],111934
i₃-li₂-an-dul₃,šabra[administrator],111934
lu₂-{d}nin-gir₂-su,šabra[administrator],111934
šu-ru-uš-ak,šabra[administrator],111934
{d}utu-ba-ni,ensik[ruler],111934
ur-{d}nin-kur-ra,ensik[ruler],111934
gu₃-de₂-a,kuš[official],111934
{d}šul-gi-x,lu[person],111952
ab-ba-sa₆-ga,PN,111952
e-tu-um,lu[person],111953
na-sa₆,PN,111972
{d}nanna-zi-ša₃-gal₂,ensik[ruler],111980
ur-mes,ensik[ruler],111981
en-ša₃-ku₃-ge,šabra[administrator],111983
nu-ur₂-{d}suen,dubsar[scribe],111990
lu₂-dingir-ra,dumu[child],111991
nu-ur₂-{d}suen,dubsar[scribe],111997
[{d}en-lil₂]-la₂#,WN,112088
na-ap-la-num₂,u,112091
ARAD₂-mu,u,112091
{d}nanna-ma-ba,dubsar[scribe],112092
[{d}]šul#-gi-[ke₄,gub[stand],112095
ba-la-la,ud[sun],112102
lu₂-ša-lim,lu[person],112104
ur-{d}gubalag,nar[musician],112104
nu-hi-dingir,sukkal[secretary],112105
da-da-a,susig[flayer],112107
ur-banda₃{da},kurušda[fattener],112109
a-wa-ar,ragaba[rider],112126
na-sa₆,PN,112126
ku₅-da-mu,šabra[administrator],112128
ur-nigar{gar},santanak[gardener],112128
lu₂-dingir-ra,dumu[child],112128
šu-e₂-a,dumu[child],112128
kur-bi-la-ak,muhaldim[cook],112128
ab-ba-sa₆-ga,PN,112129
suhuš-ki-in,u[and],112137
ha-ba-lu₅#-ge₂,ensik[ruler],112137
ur-sa₆-sa₆-ga,ensik[ruler],112142
ur-nigar{gar},šagia[cup-bearer],112150
na-[...,PN,112150
la-na,kurušda[fattener],112155
ur-{d}ba-ba₆,muhaldim[cook],112169
nu-ur₂-{d}suen,dubsar[scribe],112169
lu₂-u₁₈-um,niga[fattened],112226
in-ta-e₃-a,PN,112230
nu-ur₂-{d}suen,dubsar[scribe],112230
ma₂-sa₆-sa₆,šagia[cup-bearer],112231
{d}nanna-kam,sukkal[secretary],112231
a-ab-ba-a,ensik[ruler],112231
šu-{d}šul-gi,sukkal[secretary],112231
ur-{d}dumu-zi-da,FN,112231
be-li₂-du₁₀,kurušda[fattener],112262
nu-ur₂-{d}suen,dubsar[scribe],112266
lu₂-u₁₈-um,ŋešdu[breeder],112277
lu₂-dingir-ra,dumu[child],112278
na-sa₆,PN,112313
ur-mes,ensik[ruler],112318
ab-ba-sa₆-ga,PN,112318
ur-{d}li₉-si₄,ensik[ruler],112323
šeš-da-da,FN,112324
na-sa₆,PN,112324
a-hu-ni,šagia[cup-bearer],112327
hu-li-bar,lu[person],112334
na-ra-am-{d}iškur,sukkal[secretary],112334
da-a-a-ti,dubsar[scribe],112334
hu-li-bar,ensik[ruler],112335
{d}nanna-i₃-gi-in,sukkal[secretary],112335
{d}nanna-kam,sukkal[secretary],112335
hu-la-al,dubsar[scribe],112335
za-ri₂-iq,ensik[ruler],112336
šu-zu,ŋar[place],112342
na-sa₆,PN,112419
lugal-ni-mah,šagia[cup-bearer],112420
ni-da-gu₂,lu[person],112420
ur-{d}namma,GN,112420
AN?,u,112427
ab-ba-mu,damgar[merchant],112428
šu-ku₈-bu-um,šeš[brother],112428
ša-ab-ša-nu,nubanda[overseer],112428
