name,profession,p index
in-ta-e₃-a,PN,124105
in-ta-e₃-a,PN,124106
in-ta-e₃-a,PN,124109
in#-ta-e₃-a-ta#,PN,124110
in-ta-e₃-a,PN,124111
in-ta-e₃-a,PN,124112
in-ta-e₃-a,PN,124113
in-ta-e₃-a,PN,124116
in-ta-e₃-a,PN,124117
in-ta-e₃-a,PN,124130
in-ta-[e₃-a],PN,124132
in-ta-e₃-a,PN,124133
in-ta-e₃#-a#-ta#,PN,124134
in-ta-e₃-a,PN,124135
in#-ta-e₃-a,PN,124136
in-ta-e₃-a,PN,124137
in-ta-e₃-a,PN,124138
in-ta-e₃-a,PN,124139
in-ta-e₃#-a#,PN,124140
in-ta-e₃-a,PN,124142
dingir-dan,sukkal[secretary],124146
dingir-dan,sukkal[secretary],124147
{d}nanna-ma-ba,dubsar[scribe],124152
{d}nanna-ma-ba,dubsar[scribe],124153
nu-ur₂-{d}suen,dubsar[scribe],124154
{d}nanna-ma-ba,dubsar[scribe],124155
{d}nanna-ma-ba,dubsar[scribe],124156
{d}nanna-ma-[ba],dubsar[scribe],124157
na-ha-pa₂-tal,sukkal[secretary],124158
hu-li-bar,lu[person],124158
giri₃-ni-i₃-sa₆,sukkal[secretary],124158
nu-ur₂-{d}iškur#,dubsar[scribe],124158
nu-ur₂-{d}iškur,dubsar[scribe],124159
en-{d}nanše-ki-ag₂,šagia[cup-bearer],124164
{d#}amar-{d#}suen#,lugal[king],124165
{d}en-lil₂#-la₂,dim[create],124171
nin-ku₃-zu#,dumu[child],124174
na-lu₅,PN,124174
na-ap-la-num₂,MAR.TU[westerner],124176
na-lu₅,PN,124176
na-lu₅,PN,124182
u₂-ta₂-mi-šar-ra-am,ragaba[rider],124183
ur-{d}šul-gi-ra,šagia[cup-bearer],124188
dingir#-dan,sukkal[secretary],124188
bu-ša-am,lu[person],124188
ur-šar-ru-gin₇,sukkal[secretary],124188
na-lu₅,PN,124188
ur-{d}en-lil₂-la₂,dubsar[scribe],124194
na-lu₅#,u,124196
[ku]-ba#-tum,emeda[nursemaid],124200
me#-{d}ištaran,FN,124200
lu₂-bala-sa₆-ga,nubanda[overseer],124202
lugal-ra,kaš[beer],124202
ur-{d}ba-ba₆,muhaldim[cook],124202
a-ab-ba-a,ensik[ruler],124202
šu-{d}šul-gi,sukkal[secretary],124202
a-hu-ni,šagia[cup-bearer],124205
ur#-{d}nin-gal,šabra[administrator],124209
maš-tur,šagia[cup-bearer],124218
lu₂-dingir-ra,PN,124220
ur-sa₆-ga,dubsar[scribe],124225
kal-{d}šul-gi,sipad[shepherd],124231
a-a-kal-la,nagada[herdsman],124232
ur-{d}bil₃,nagada[herdsman],124232
ur-e₂-nun-na,nagada[herdsman],124232
e-la-ak-nu-id,nagada[herdsman],124234
u₂-ta₂-mi-šar-ra-am,PN,124245
dingir#-dan,sukkal[secretary],124246
i-tu-a,ragaba[rider],124250
nig₂-mu-mu-kal-le,ragaba[rider],124252
nig₂-mu-mu-kal-le,ragaba[rider],124254
nig₂-mu-mu-kal-le,ragaba[rider],124255
nig₂-mu-mu-kal-le,ragaba[rider],124257
ur-tur,PN,124262
lu₂-u₁₈-um,niga[fattened],124270
ta₂-hi-iš-a-tal,PN,124271
a-hu-ni,šagia[cup-bearer],124283
mar-hu-ni,lu[person],124283
ri-ib-hu-ti,sukkal[secretary],124283
šul-ga₂-a-ad,lu[person],124285
la-la-mu,sukkal[secretary],124285
i-ša-we-er,dumu[child],124285
ad-da-gi-na,lu[person],124285
ri-ib-hu-ti,sukkal[secretary],124285
ad-da-kal-la,dubsar[scribe],124285
ad-da-kal-la,dubsar[scribe],124287
zu#-ba-ga,zig[rise],124296
ki-ri-ib-ul-me,lu[person],124305
hu-zi-ri,sukkal[secretary],124305
ga-ba-ba,lu[person],124305
zu-ba-ga,PN,124305
ad-da-kal-la,dubsar[scribe],124305
a#-[hu-ni,šagia[cup-bearer],124306
ur-{d}iškur,ensik[ruler],124306
šu-{d#}[nin-šubur,ragaba[rider],124306
ha#-ab-ru,ragaba[rider],124306
na-ap-la-num₂,MAR.TU[westerner],124306
ad#-da#-sa₆-ga,agaʾus[soldier],124306
zu-ba-ga,PN,124306
ad-da-kal-la,dubsar[scribe],124306
igi-{d}en-lil₂-še₃#,PN,124309
er₃-ra-ba-ni,dubsar[scribe],124309
ma-num₂#-[ki-{d}]šul-gi,dubsar[scribe],124312
lu₂-gi-na,šabra[administrator],124315
nu-x,u,124316
šar-ru-ba-ni,ensik[ruler],124317
dingir-la-ni,dumu[child],124318
šu-ru-uš-ki-in,dumu[child],124318
lu₂#-{d}nin-šubur,šabra[administrator],124319
šu-eš₁₈-dar,lu[person],124322
šu-ma-ma,nagada[herdsman],124325
{d#}en#-ki#,šag[heart],124327
{d}amar-{d}suen,lugal[king],124334
na-bi₂-a,nubanda[overseer],124339
lu₂-dingir-ra,FN,124339
tab-ba-i₃-li₂,sipad[shepherd],124340
wa-at-ra-at,ugula[overseer],124340
hal-i₃-lum,nubanda[overseer],124341
en-u₂-u₂,lu[person],124344
lu₂-dingir-ra,PN,124344
ab-ba-sa₆-ga,PN,124345
{d}i-bi₂-{d}suen,lugal[king],124347
šu-{d}nin-šubur,min[two],124361
lu₂-[u₁₈-um,AN,124401
lu₂-u₁₈-um,niga[fattened],124401
šeš-da-da,šarrabdu[administrator],124401
nu-ur₂-{d}suen,šatam[official],124401
pu₃-um-wa-qar,u,124401
a-mur-dingir,ragaba[rider],124402
ab-ba-sa₆-[ga],PN,124403
[{d}]šu-{d}suen-la-ma-ha-ar,šagia[cup-bearer],124409
lu₂-sa₆-[ga],PN,124412
ur-nigar{gar},unud[cowherd],124417
[šu]-eš₁₈-dar,unud[cowherd],124417
ur?-nigar{gar},kuš[official],124417
i-din-er₃-ra,lu[person],124421
a-da-lal₃,ugula[overseer],124423
ur-{d}suen,ensik[ruler],124425
wa-at-ra-at,ugula[overseer],124426
ur-mes,nubanda[overseer],124433
dingir-sukkal,nubanda[overseer],124433
hu-un-gi₄-la-ah,nubanda[overseer],124435
i-pi₅-iq-na-nu-um,nubanda[overseer],124435
bu-ku-[šum],ragaba[rider],124435
ur-nigar{gar},kaguruk[supervisor],124435
ar-za-nu-um,X,124438
ad-[da]-gu#-[la],dubsar[scribe],124438
suhuš-ki-in,sukkal[secretary],124438
šeš-da-da,FN,124440
pe-ru-ru-ti,lukur[priestess],124440
lugal-{d}utu,n,124442
šeš-da-da,FN,124443
šeš-da-da,FN,124445
ur-{d}suen,dumu[child],124447
šeš-da-da,FN,124447
na-sa₆,PN,124448
na-sa₆,PN,124450
lugal-ma₂-gur₈-re,sukkal[secretary],124451
na-sa₆,PN,124451
na-sa₆,PN,124452
en-{d}nanše-ki-ag₂,šagia[cup-bearer],124453
lu₂-sukkal,šagia[cup-bearer],124453
uš-mu,šagia[cup-bearer],124453
lugal-i₃-mah,šagia[cup-bearer],124453
a-hu-ma,ensik[ruler],124453
na-sa₆,PN,124453
{d}iškur-illat,nubanda[overseer],124458
su-pu-uš,lu[person],124461
ur-{d}ha-ia₃,sukkal[secretary],124461
li-ba-an-aš-gu-bi,lu[person],124461
li-ba-nu-uk-ša-ba-aš,ensik[ruler],124461
šu-{d}šul-gi,sukkal[secretary],124461
dan-na-li,lu[person],124461
hu-li-bar,lu[person],124461
la-la-mu,sukkal[secretary],124461
a-hu-we-er,PN,124461
in-ta-e₃-a,PN,124462
{d}lamma-igi-du,bala[turn],124463
lu₂-dingir-ra,dumu[child],124465
šu-i₃-li₂,nubanda[overseer],124466
ša₃-gu₄,laʾu[arrears],124466
ki-iz-zi,lu[person],124466
za-ri-me-me,X,124466
lu₂-dingir-ra,dumu[child],124470
lu₂-u₁₈-um,niga[fattened],124479
ur-tilla₃,FN,124481
ur-tilla₅,FN,124482
šu-ru-uš-ki-in,nubanda[overseer],124485
lu₂-u₁₈-um,niga[fattened],124487
wa-ta₂-ru-um,FN,124487
nigar{gar}-ki-du₁₀,sukkal[secretary],124487
ur-{d}ba-ba₆,muhaldim[cook],124495
lu₂-sa₆-ga,dubsar[scribe],124495
{d}nanna-ma-ba,dubsar[scribe],124496
ur-{d}amar-{d}suen,sukkal[secretary],124497
{d}nanna-ma-ba,dubsar[scribe],124497
{d}amar-{d}suen-<na>-engar#-{d}en-lil₂,šagia[cup-bearer],124499
maš-tur,šagia[cup-bearer],124508
ur-sa₆-ga,lu[person],124508
ur-šu-ga-lam-ma,dubsar[scribe],124508
in-ta-e₃-a,PN,124508
ma-an-nu-um-i₃-li₂,kuš[official],124510
a-hu-šu-ni,sukkal[secretary],124510
u-bar-tum,azu[doctor],124511
ur-mu,šakkanak[general],124521
mar-hu-ni,lu[person],124524
e-ze₂-mi-na,ragaba[rider],124528
en-um-i₃-li₂,ragaba[rider],124528
zu-ba-ga,PN,124528
in-ta-e₃-a,PN,124539
lugal-a₂-zi-da,šabra[administrator],124540
{d}nanna-ma-ba,dubsar[scribe],124540
lugal-a₂-zi-da,šabra[administrator],124541
zu-hu-tum,nubanda[overseer],124541
lu₂-{d}nanna,dumu[child],124541
lu₂-{d}suen,damgar[merchant],124541
ku₃-{d}nanna,damgar[merchant],124541
lugal-an-ne₂,damgar[merchant],124541
lu₂-{d}en-lil₂-la₂,damgar[merchant],124541
lu₂-ama-na,dikud[judge],124541
nu-ur₂-{d}suen,dubsar[scribe],124541
{d}šul-gi-an-dul₃,nubanda[overseer],124542
pu-šu-ki-in,nubanda[overseer],124542
lu₂#-u₁₈-um,u[grass],124542
[bur]-ma-ma,damgar[merchant],124542
lugal-gaba,nubanda[overseer],124542
nu-ur₂-{d}suen,dubsar[scribe],124542
{d}nanna-ma-ba,dubsar[scribe],124543
{d}nanna-ma-ba,dubsar[scribe],124544
i-ri-ib,ensik[ruler],124545
nu-ur₂-{d}suen,lu[person],124545
ARAD₂-{d}nanna,muhaldim[cook],124546
{d}nanna-ma-ba,dubsar[scribe],124547
lugal-a₂-zi-da,šabra[administrator],124548
i-bi₂-zu,nubanda[overseer],124548
{d}nanna-ma-ba,dubsar[scribe],124548
la-na,kurušda[fattener],124550
na-silim,šabra[administrator],124551
lu₂-{d}nin-gir₂-su,kurušda[fattener],124553
hu-la-al,dubsar[scribe],124556
ur-{d}šul-pa-e₃,muhaldim[cook],124557
nu-ur₂-{d}suen,dubsar[scribe],124557
in-ta-e₃-a,PN,124558
{d}nanna-ma-ba,dubsar[scribe],124558
{d}šul-gi-al-mah,dubsar[scribe],124559
nu-ur₂-{d}suen,dubsar[scribe],124561
ba-za-za,sukkal[secretary],124562
ki-ir-na-mi,X,124562
ur-sukkal,sukkal[secretary],124562
hu-la-al,dubsar[scribe],124562
er₃-re-šum,šarrabdu[administrator],124564
kas₃-pu-ša,šagia[cup-bearer],124565
{d}nanna-kam,sukkal[secretary],124565
er₃-re-šum,šarrabdu[administrator],124565
{d}šu-{d}suen-la-ma-ha-ar,šagia[cup-bearer],124566
šu-e₂-a,sukkal[secretary],124566
er₃-re-šum,šarrabdu[administrator],124566
{d}nanna-kam,sukkal[secretary],124567
ur-me-me,šarrabdu[administrator],124567
lu₂-{d}nin-gir₂-su,kurušda[fattener],124568
lu₂-{d}nin-gir₂-su,kurušda[fattener],124572
igi-kar₂,egia[bride],124573
ur-{d}iškur,ensik[ruler],124573
šu-{d}nin-šubur,ragaba[rider],124573
ad-da-kal-la,dubsar[scribe],124573
e₂-gu₄,niga[fattened],124574
lu₂-{d}nin-gir₂-su,kurušda[fattener],124575
lu₂-{d}nanna,šagia[cup-bearer],124576
šu-eš₁₈-dar,šarrabdu[administrator],124577
lu₂-{d}nin-gir₂-su,kurušda[fattener],124578
la-ni,sukkalmah[official],124579
ku-li,PN,124580
a-da-lal₃,šabra[administrator],124581
gu₂-li-i₃-sa₆,damgar[merchant],124582
a-da-lal₃,šabra[administrator],124582
ma-at-i₃-li₂,ragaba[rider],124590
lu₂-{d}inanna,kurušda[fattener],124592
[igi-kar₂],PN,124603
ŠIM,sag[rare],124603
[igi-kar₂],PN,124603
[igi-kar₂,u,124603
[igi]-kar₂#,PN,124603
[igi-kar₂],PN,124603
igi-kar₂,PN,124603
ŠIM#,sag[rare],124603
igi#-kar₂,PN,124603
ŠIM,sag[rare],124603
igi-kar₂,arad[slave],124603
ur-mes,ensik[ruler],124603
igi-kar₂,X,124603
igi-kar₂,PN,124603
ŠIM,sag[rare],124603
igi-kar₂,PN,124603
ŠIM,sag[rare],124603
igi-[kar₂,AN,124603
igi#-kar₂#,PN,124603
igi-kar₂,PN,124603
igi-kar₂,FN,124603
{d}be-la-at-suh-ner,u[and],124605
{d}šul-gi-iri-mu,sukkal[secretary],124613
a-hu-ni,FN,124615
lugal-me-lam₂,PN,124615
na-ra-am-i₃-li₂,u,124616
ama-zi-mu,šabra[administrator],124622
dingir-ba-ni,sipad[shepherd],124633
lu₂-dingir-ra,dumu[child],124641
ur-nigar{gar},kaguruk[supervisor],124641
šeš-da-da,FN,124641
bu-ku-šum,ragaba[rider],124646
šeš-da-da,FN,124646
{d}šara₂-kam,ensik[ruler],124658
nu-ur₂-{d}suen,dumu[child],124660
ur-{d}saman₃,dumu[child],124660
šu-{d}iškur,GN,124660
zu-ba-ga,u,124661
nu-ur₂-{d}suen,dubsar[scribe],124663
la-na,kurušda[fattener],124664
la-na,kurušda[fattener],124666
ur-ku₃-nun-na,PN,124669
ur-mes,ensik[ruler],124670
{d}nanna-ma-ba,dubsar[scribe],124670
ARAD₂-mu,ensik[ruler],124672
{d}suen-a-bu-šu,šagia[cup-bearer],124673
ur-{d}gilgamesₓ(|BIL₃.GA.MES|),šagia[cup-bearer],124789
na-sa₆,PN,124789
lugal-ezem,AN,124799
ur-{d}nin-tu,X,124799
en-u₂-a,nagada[herdsman],124801
u₂-u₂-mu,sukkal[secretary],124814
na-sa₆,PN,124814
šeš-da-da,FN,124815
šeš-da-da,FN,124815
lu₂-sa₆-ga,šabra[administrator],124815
ur-nigar{gar},kaguruk[supervisor],124815
na-sa₆,PN,124815
wa-at-ra-at,ugula[overseer],124852
lu₂-{d}nanna,šabra[administrator],124855
giri₃-ni-i₃-sa₆,šabra[administrator],124855
a-gu-a,kul[collect],124856
ma#-na-a#?,nubanda[overseer],124856
šeš-da-da,FN,124858
lugal-inim-gi-na,sukkal[secretary],124859
lu₂-dingir-ra,PN,124859
ur-{d}en,tur[small],124860
lugal-inim-gi-na,dumu[child],124860
en-ša₃-ku₃-ge,FN,124861
lugal-ma₂-gur₈-re,sukkal[secretary],124861
igi-kar₂,X,124861
ur-{d}šul-pa-e₃,kul[collect],124861
ka-u₂-ka,nar[musician],124861
na-sa₆,PN,124861
gu₃-de₂-a,ensik[ruler],124864
a#?-du-du,šabra[administrator],124864
šu-i₃-li₂,nubanda[overseer],124864
lu₂-{d}nanna,šabra[administrator],124889
en-ša₃-<ku₃>-ge,en[priest],124889
na-sa₆,PN,124889
na-sa₆,PN,124890
na-sa₆,PN,124891
ab-ba-sa₆-ga,PN,124892
na-sa₆,PN,124893
šeš-da-da,FN,124894
na-sa₆,PN,124894
{d}iškur-illat,nubanda[overseer],124895
na-sa₆,PN,124895
ab-ba-sa₆-ga,PN,124897
lu₂-bala-sa₆-ga,kuš[official],124899
ab-ba-sa₆-ga,PN,124899
ab-ba-sa₆#-ga,PN,124903
ab-ba-sa₆-ga,PN,124905
ab-ba-sa₆-ga,PN,124906
i-za-ri-iq,maššugidgid[diviner],124907
ab-ba-sa₆-ga,PN,124908
ša-ši-mi,dam[spouse],124909
a-mi-ir-{d}šul-gi,FN,124911
ab-ba-sa₆-ga,PN,124911
ba-ri-a-šum,lu[person],124912
du₁₀-i₃-li₂,kuš[official],124913
ab-ba-sa₆-ga,PN,124913
ab-ba-sa₆-ga,PN,124914
a-ra,n,124915
ur-ku₃-nun-na,PN,124915
nin-ha-ma-ti,ragaba[rider],124918
ab-ba-sa₆-ga,PN,124918
ab-ba-sa₆-ga,PN,124921
ur-{d}ba-ba₆,muhaldim[cook],124922
lugal-amar-ku₃,PN,124922
ur-{d}ba-ba₆,muhaldim[cook],124923
nu-ur₂-{d}suen,dubsar[scribe],124923
bu-la-lum,šagia[cup-bearer],124924
a-an-na-ti,sukkal[secretary],124924
{d}šu-{d}suen-wu-zu-um-i-šar-re,lu[person],124924
šu-eš₁₈-dar,sukkal[secretary],124924
ga-da-bi,lu[person],124924
ha-ni,sukkal[secretary],124924
ur-{d}]lugal#-banda₃{da},dubsar[scribe],124924
e-lam-ma-gum₂,ur[root],124925
me-{d}ištaran!,dumumunus[daughter],124925
ARAD₂-{d}nanna,sukkalmah[official],124926
{d}nanna-kam,sukkal[secretary],124926
na-lu₅,kurušda[fattener],124927
ARAD₂-{d}nanna,sukkalmah[official],124927
na-bi-{d}suen,dumu[child],124928
i-din-i-šum,dumu[child],124928
dingir-ki-ma-at,uš[die],124928
i-din-i-šum,dumu[child],124928
ur-{d}lamma,ummia[expert],124928
er₃-ra-nu-id,dumu[child],124928
šu-ma-ma,dumu[child],124928
i-šum-ba-ni#,dumu[child],124928
a-bi₂-a,uš[die],124928
ša-at-e₂-a,dumu[child],124928
lu₂-{d}nin-šubur,PN,124928
ur-šar-ru-gin₇,sukkal[secretary],124929
hu-la-al,dubsar[scribe],124929
lugal-me-lam₂,PN,124930
ur-{d}ba-ba₆,šeš[brother],124931
[lu₂-{d}nin-gir₂-su,kurušda[fattener],124931
dingir-su-dan,arad[slave],124933
dingir-ba-ni,muhaldim[cook],124933
lugal-iti-da,guzala[official],124934
gu₄-geš,PN,124937
ur-{d}šul-pa-e₃,lu[person],124937
ur-{d}suen,muhaldim[cook],124942
ur-sa₆-ga,šabra[administrator],124945
kal-la-mu,ensik[ruler],124945
uš-mu,kurušda[fattener],124950
lu₂-dingir-ra,šabra[administrator],124950
lu₂-{d}šara₂,unud[cowherd],124956
a-ab-ba-a,unud[cowherd],124956
lu₂-uru₁₁{ki},unud[cowherd],124956
dingir-ba-ni,PN,124956
sipa-si:in,šagia[cup-bearer],124959
ip-hur,kuš[official],124963
ur-nigar{gar},kuš[official],124963
šu-e₂-a,kuš[official],124963
li-ša-num₂,ensik[ruler],124966
ur-{d}li₉-si₄,ensik[ruler],124967
šu-ti-ru-um,ensik[ruler],124968
{d}nanna-ki-ag₂,šabra[administrator],124969
be-li₂-i₃-li₂,ragaba[rider],124991
li-bur-{d}šul-gi,ragaba[rider],124991
er₃-pa₂-dan,nagada[herdsman],124994
{d}suen-ma-lik,X,124997
šar-ru-um-i₃-li₂,lu[person],124997
dingir-dan,sukkal[secretary],124997
dingir-kal,sukkal[secretary],124997
ku₃-{d}nin-gal,šabra[administrator],125002
ur-{d}ig-alim,kurušda[fattener],125004
lugal-me-lam₂,ensik[ruler],125010
lugal#-ša₃-la₂,dubsar[scribe],125011
la-ma-har,dubsar[scribe],125011
e₂-a-ni-ša,ud[sun],125011
a-hu-ma,ensik[ruler],125012
nu-ur₂-{d}suen,dubsar[scribe],125012
ku₃-{d}nanna,ensik[ruler],125013
lu₂-{d}nin-gir₂-su,kurušda[fattener],125014
hu-na-zi,nubanda[overseer],125015
en-um-i₃-li₂,FN,125016
na-ah-ba-tum,šub[fall],125021
na-ah-ba-tum,šub[fall],125021
ur-mes,nukirik[gardener],125023
a-hu-a,muhaldim[cook],125025
i-su-ri₂-iq,šagia[cup-bearer],125025
lugal-ušur₄?,dumu[child],125027
ur-{d}ba-ba₆,šabra[administrator],125027
dingir-šu,sipad[shepherd],125029
ur-eš₃-ku₃-ga,šuʾi[barber],125032
ur-eš₃-ku₃-ga,šuʾi[barber],125032
{d}suen-al-še₃?,šagia[cup-bearer],125033
ka-li,ašag[field],125036
šeš-sa₆-ga#?,X,125036
a₂-bi₂-li₂,ad.KID[weaver],125037
lugal-nig₂-lagar-e,ugula[overseer],125062
lugal-nig₂-lagar-e,ugula[overseer],125062
ur-nigar{gar},simug[smith],125069
šu#?-[{d}nin?]-šubur,gala[singer],125070
lu₂-du₁₀-ga,išib[priest],125070
a-za,engar[farmer],125070
ur-{d}suen,ensik[ruler],125374
a-hu-ma,ensik[ruler],125374
ur-mes,šabra[administrator],108708
ur-mes,ensik[ruler],125421
wa-ta₂-ru-um,FN,125425
ab-ba-sa₆-ga,PN,125426
ur-sa₆-ga,sukkal[secretary],125427
ur-nigar{gar},kaguruk[supervisor],125431
a₂-bi₂-lum-ma,šarrabdu[administrator],125432
{d}šara₂-kam,ensik[ruler],125433
na-sa₆,PN,125434
lu₂-{d}en-ki,sukkal[secretary],125435
nu-ur₂-{d}iškur,dubsar[scribe],125436
ur-{d}utu,nubanda[overseer],125441
{d}iškur-ra-bi₂,nubanda[overseer],125441
a-wi-te-el₄,MAR.TU[westerner],125444
šeš-da-da,FN,125445
dingir-ba-ni,sipad[shepherd],125446
ab-ba-sa₆-ga,PN,125448
šu-da-da,šabra[administrator],125451
lugal-engar-du₁₀,šabra[administrator],125453
šeš-da-da,FN,125453
nig₂-šu-ba-ba#,MAR.TU[westerner],125457
ur-nigar{gar},kaguruk[supervisor],125457
bu-ku-šum,ragaba[rider],125460
na-sa₆,PN,125461
wa-ta₂-ru-um,saŋŋa[official],125466
lu₂-{d}nanna,šabra[administrator],125468
na-sa₆,PN,125468
ab-ba-sa₆-ga,PN,125474
šeš-kal-la,agaʾus[soldier],125476
ki-{d}suen,X,125484
šeš-da-da,FN,125485
ur-nigar{gar},kaguruk[supervisor],125485
za-la-a,kag[mouth],125485
{d}[nanna]-ma-ba,dubsar[scribe],125492
ki-{d}suen,e[house],125498
ur-du₆,šagia[cup-bearer],125502
wa-ta₂-ru-um,FN,125503
ab-ba-sa₆-ga,PN,125506
i-din?-er₃-ra,lu[person],125507
{d}nanna-ma-ba,dubsar[scribe],125510
lu₂-ša-lim,lu[person],125511
šeš-da-da,FN,125513
lu₂-du₁₀-ga,X,125515
ur-nigar{gar},kaguruk[supervisor],125515
na-sa₆,PN,125515
i-mi-id-dingir,šabra[administrator],125517
šeš-da-da,FN,125518
wa-ta₂-ru-um,FN,125520
in-ta-e₃-a,PN,125537
li-ba-nu-uk-ša-ba-aš,ensik[ruler],125543
ab-ba-sa₆-ga,PN,125543
lu₂-bala-sa₆-ga,sukkal[secretary],125546
šeš-kal-la,PN,125550
ur-mes,šagia[cup-bearer],125550
en-{d}nanše-ki-ag₂,šagia[cup-bearer],125553
na-sa₆,PN,125553
wa-ta₂-ru-um,kurušda[fattener],125554
ba-gu-um,mušendu[bird-catcher],125556
ab-ba-sa₆-ga,PN,125560
ur-mes,šagia[cup-bearer],125578
šar-ru-um-i₃-li₂,sukkal[secretary],125578
[it]-ra-ak-i₃-li₂,lu[person],125578
ku₃-{d}nanna,ensik[ruler],125580
ur-{d}da-mu,sukkal[secretary],125580
{d}nanna-ma-ba,dubsar[scribe],125580
{d}šu-{d}suen-la-ma-ha-ar,šagia[cup-bearer],125581
ur-{d}ha-[ia₃,arad[slave],125581
{d}šu-{d}suen-la-ma-ha-ar,šagia[cup-bearer],125582
šu-e₂-a,sukkal[secretary],125582
mu₆-ha-a,nubanda[overseer],125583
wa-ta₂-ru-um,FN,125583
ur-mes,ensik[ruler],125583
ur-mes,ensik[ruler],125584
a-hu-ni,kuš[official],125584
{d}šul-gi-i₃-li₂,nubanda[overseer],125584
ur-[x,u,125586
[ni]-gar₃-{d}šu-{d}suen,ragaba[rider],125587
nu-ur₂-{d}suen,šatam[official],125587
šu-er₃-ra,dubsar[scribe],125587
me-{d}ištaran,FN,125588
šeš]-kal-la,sipad[shepherd],125588
lu₂-{d}nanna,dumu[child],125588
šu-{d}suen,dumu[child],125588
al-la,MAR.TU[westerner],125588
lu₂-u₁₈-um,niga[fattened],125590
a-ba-{d}en-lil₂-gin₇,PN,125590
ur-{d}en-lil₂-la₂,dubsar[scribe],125590
{d}nanna-ma-ba,šatam[official],125590
ba-[x,u,125591
la-gi-pu-um,lu[person],125597
šu-ab-ba,sukkal[secretary],125597
dingir-dan,sukkal[secretary],125597
la-na,kurušda[fattener],125601
la-na,kurušda[fattener],125602
ab-ba-sa₆-ga,PN,125604
[ha]-ba-ba-tum,muhaldim[cook],125606
ur-{d}šul-pa-e₃,šagia[cup-bearer],125609
a-a-kal-la,muhaldim[cook],125609
ab-ba-sa₆-ga,PN,125609
lu₂-{d}nin-gir₂-su,kurušda[fattener],125611
la-na,kurušda[fattener],125613
al-la-mu,PN,125614
nu-ur₂-{d}iškur,dubsar[scribe],125616
da-a-a-ti,dubsar[scribe],125619
mar₂-da-mu,AN,125620
ARAD₂-mu,ensik[ruler],125621
{d}nanna-zi-ša₃-gal₂,ensik[ruler],125627
a-a-kal-la,muhaldim[cook],125631
lu₂-dingir-ra,dumu[child],125635
ši-ri-ši-[ih?],lu[person],125642
la-na,kurušda[fattener],125643
la-na,kurušda[fattener],125644
la-na,kurušda[fattener],125645
lu₂-{d}nin-gir₂-su,kurušda[fattener],125646
za-ab-ra-am,n,125647
la-na,kurušda[fattener],125648
hi-li-abzu,dumu[child],125650
lu₂-{d}nin-gir₂-su,kurušda[fattener],125653
lu₂-{d}nin-gir₂-su,kurušda[fattener],125655
lu₂-{d}nin-gir₂-su,kurušda[fattener],125656
{d}en-ki,du[spread],125658
la-na,kurušda[fattener],125658
ba-aš-ti,eʾudu[sheephouse],125660
lu₂-iri,dubsar[scribe],125662
nu-ur₂-{d}suen,dubsar[scribe],125662
a-al-la-mu,PN,125663
la-na,kurušda[fattener],125664
la-na,kurušda[fattener],125666
lu₂-{d}nin-gir₂-su,kurušda[fattener],125669
in-ta-e₃-a,PN,125671
lu₂-{d}nin-gir₂-su,kurušda[fattener],125672
ab-ba-kal-la,PN,125675
lu₂-{d}nin-gir₂-su,kurušda[fattener],125675
lu₂-{d}nanna,ugula[overseer],125676
la-na,kurušda[fattener],125683
{d}nanna-igi-du#,šagia[cup-bearer],125685
ib-ni-{d}suen,PN,125685
ba-la-la,nar[musician],125686
UŠ-a-a,šeš[brother],125686
nu-ur₂-{d}suen,šatam[official],125686
hal-li₂-a,dubsar[scribe],125686
la-na,kurušda[fattener],125687
ur-ki-gu-la,arad[slave],125688
ma-an-za-tum,TN,125689
lu₂-{d}šara₂,dumu[child],125690
ib-ni-{d}iškur,šarrabdu[administrator],125690
la-na,kurušda[fattener],125691
la-na,kurušda[fattener],125692
ma-šum,sukkal[secretary],125696
lugal-me-lam₂,PN,125700
lu₂-{d}nin-gir₂-su,kurušda[fattener],125700
la-na,kurušda[fattener],125701
la-na,kurušda[fattener],125703
la-na,kurušda[fattener],125704
la-na,kurušda[fattener],125705
la-na,kurušda[fattener],125706
lugal-amar-ku₃,dubsar[scribe],125710
na-sa₆,kurušda[fattener],125710
la-na,kurušda[fattener],125711
la-na,kurušda[fattener],125712
la-na,kurušda[fattener],125713
ur-šu-ga-lam-ma,PN,125714
la-na,kurušda[fattener],125715
la-na,kurušda[fattener],125717
lu₂-{d}nin-gir₂-su,kurušda[fattener],125719
lu₂-{d}nin-gir₂-su,kurušda[fattener],125720
la-na,kurušda[fattener],125722
lu₂-{d}nin-gir₂-su,kurušda[fattener],125723
lu₂-{d}nin-gir₂-su,kurušda[fattener],125725
ur-{d}en-lil₂-la₂,šarrabdu[administrator],125726
{d}nanna-[ma-ba],dubsar[scribe],125728
inim-{d}nanna,zu[material],125729
lu₂-{d}nin-gir₂-su,kurušda[fattener],125729
lugal-iti-da,PN,125730
lu₂-{d}nanna,dikud[judge],125731
nu-ur₂-{d}[suen],dubsar[scribe],125731
la-na],kurušda[fattener],125732
la-na,kurušda[fattener],125733
la-na,kurušda[fattener],125734
ta₂-hi-iš-a-tal,PN,125735
la-na,kurušda[fattener],125737
šu-eš₁₈-dar,kurušda[fattener],125741
la-na,kurušda[fattener],125742
la-na,kurušda[fattener],125743
