,Name,id_word,CDLI No,role,profession,Original date,Converted Date
42170,{d}suen-a-bu-šu[]PN,P134162.9.2,P134162,intermediary,šagia[cup-bearer]N,SS05 - 12 - 02,80.12020000000003
42171,na-lu₅-ta[]PN,P134162.12.2,P134162,source,,SS05 - 12 - 02,80.12020000000003
42172,šu-eš₁₈-dar[]PN,P134162.14.2,P134162,intermediary,,SS05 - 12 - 02,80.12020000000003
42173,kur-giri₃-ni-še₃[]PN,P134163.6.2,P134163,intermediary,,SH32 - 04 - 00 // SH44 - 00 - 00 // IS03 - 00 - 00,50.04
42174,a-a-kal-la[]PN,P134164.5.1,P134164,recipient,,AS09 - 04 - 24,75.0424
42175,zu-ba-ga-ta[]PN,P134164.6.2,P134164,source,,AS09 - 04 - 24,75.0424
42176,i-din-{d}da-gan[]PN,P134165.3.5,P134165,,,SS01 - 12 - XX,76.12
42177,i-din-{d}da-gan[]PN,P134165.7.2,P134165,,,SS01 - 12 - XX,76.12
42178,bi₂-zu-a[]PN,P134165.8.4,P134165,,,SS01 - 12 - XX,76.12
42179,ba-ba-ti[]PN,P134165.9.4,P134165,,,SS01 - 12 - XX,76.12
42180,lugal-ku₃-zu[]PN,P134165.10.4,P134165,,,SS01 - 12 - XX,76.12
42181,zu-ba-ga-ta[]PN,P134165.15.2,P134165,source,,SS01 - 12 - XX,76.12
42182,ur-{d}en-lil₂-la₂[]PN,P134167.5.1,P134167,representative,,SH46 - 02 - 28,64.02279999999999
42183,na-sa₆-ta[]PN,P134167.8.2,P134167,source,,SH46 - 02 - 28,64.02279999999999
42184,{d}nin-ti₂-ug₅-ga[]PN,P134169.4.2,P134169,,,AS09 - 12 - 02,75.12020000000003
42185,ARAD₂-mu[]PN,P134169.7.2,P134169,,ensik[ruler]N,AS09 - 12 - 02,75.12020000000003
42186,lu₂-sa₆-ga-ta[]PN,P134169.9.2,P134169,source,,AS09 - 12 - 02,75.12020000000003
42187,ur-šu-ga-lam-ma[]PN,P134169.11.2,P134169,intermediary,dubsar[scribe]N,AS09 - 12 - 02,75.12020000000003
42188,ur-ku₃-nun-na[]PN,P134171.25.1,P134171,recipient,,SS08 - 12 - 00,83.12
42189,ur-ku₃-nun-na[]PN,P134171.38.1,P134171,,dubsar[scribe]N,SS08 - 12 - 00,83.12
42190,lu₂-{d}nin-gir₂-su[]PN,P134171.40.2,P134171,,kurušda[fattener]N,SS08 - 12 - 00,83.12
42191,{d}amar-{d}suen-ke₄-ne-še₃[]PN,P134172.7.3,P134172,,,AS06 - 12 - 24,72.1224
42192,{d}šul-gi-iri-mu[]PN,P134172.9.1,P134172,representative,,AS06 - 12 - 24,72.1224
42193,lu₂-dingir-ra-ta[]PN,P134172.11.2,P134172,source,,AS06 - 12 - 24,72.1224
42194,ARAD₂-mu[]PN,P134173.11.1,P134173,representative,,AS09 - 12 - 10,75.12100000000002
42195,nu-ur₂-{d}iškur[]PN,P134173.14.2,P134173,intermediary,dubsar[scribe]N,AS09 - 12 - 10,75.12100000000002
42196,nu-ur₂-{d}iškur[]PN,P134173.20.1,P134173,,,AS09 - 12 - 10,75.12100000000002
42197,šu-{d}iškur[]PN,P134173.21.2,P134173,,sukkal[secretary]N,AS09 - 12 - 10,75.12100000000002
42198,{d}šul-gi-ra[]PN,P134174.9.2,P134174,,,AS08 - 04 - 02,74.04020000000001
42199,e-ma-{d}eš₁₈-dar[]PN,P134174.13.2,P134174,,,AS08 - 04 - 02,74.04020000000001
42200,a-hu-we-er-ta[]PN,P134174.19.2,P134174,source,,AS08 - 04 - 02,74.04020000000001
42201,{d}šul-gi-iri-mu[]PN,P134175.28.1,P134175,recipient,,SS06 - 12 - 00,81.12
42202,ur-šu-ra[]PN,P134175.33.2,P134175,,ugula[overseer]N,SS06 - 12 - 00,81.12
42203,da-a-a[]PN,P134175.42.2,P134175,,,SS06 - 12 - 00,81.12
42204,lu₂-{d}nanna[]PN,P134175.47.2,P134175,,šabra[administrator]N,SS06 - 12 - 00,81.12
42205,šu-e₂-a[]PN,P134175.49.2,P134175,,šabra[administrator]N,SS06 - 12 - 00,81.12
42206,ur-{d}iškur[]PN,P134175.51.2,P134175,,šabra[administrator]N,SS06 - 12 - 00,81.12
42207,ur-ku₃-nun-na[]PN,P134175.67.2,P134175,,,SS06 - 12 - 00,81.12
42208,ur-ku₃-nun-na[]PN,P134175.93.1,P134175,,,SS06 - 12 - 00,81.12
42209,ur-ku₃-nun-na[]PN,P134175.98.2,P134175,,,SS06 - 12 - 00,81.12
42210,ur-ku₃-nun-na-ta[]PN,P134186.7.2,P134186,source,,SS07 - 02 - 14,82.0214
42211,ur-{d}šul-pa-e₃[]PN,P134186.17.1,P134186,,dubsar[scribe]N,SS07 - 02 - 14,82.0214
42212,ur-{d}ha-ia₃[]PN,P134186.18.3,P134186,,arad[slave]N,SS07 - 02 - 14,82.0214
42213,ur-nigar{gar}[]PN,P134187.7.1,P134187,recipient,,AS01 - 05 - 11,67.05109999999999
42214,{d}amar-{d}suen[]PN,P134187.10.2,P134187,,lugal[king]N,AS01 - 05 - 11,67.05109999999999
42215,er₃-re-eb[]PN,P134199.6.2,P134199,,,SS09 - 09 - 00,84.09
42216,er₃-re-eb[]PN,P134199.15.1,P134199,,dubsar[scribe]N,SS09 - 09 - 00,84.09
42217,šu-ku₈-bu-um[]PN,P134233.8.2,P134233,,,SH30 - 05 - 00,48.05
42218,šu-ku₈-bu-um-ma-ta[]PN,P134234.9.2,P134234,source,,SH30 - 08 - 00,48.08
42219,šu-ku₈-bu-um-ta[]PN,P134235.7.2,P134235,source,,SH32?] - 01 - 00 // SH34?] - 01 - 00,0.01
42220,in-ta-e₃-a-ta[]PN,P134236.4.2,P134236,source,,SS01 - 12 - 00,76.12
42221,ba-a-ga-ta[]PN,P134236.5.5,P134236,source,,SS01 - 12 - 00,76.12
42222,be-li₂-a-ri₂-ik[]PN,P134236.6.5,P134236,,,SS01 - 12 - 00,76.12
42223,ur-mes-ta[]PN,P134236.7.5,P134236,source,,SS01 - 12 - 00,76.12
42224,na-lu₅-ta[]PN,P134236.8.4,P134236,source,,SS01 - 12 - 00,76.12
42225,šu-{d}nisaba[]PN,P134236.12.5,P134236,intermediary,,SS01 - 12 - 00,76.12
42226,lugal-ezem[]PN,P134236.17.5,P134236,intermediary,,SS01 - 12 - 00,76.12
42227,ur-mes[]PN,P134236.19.1,P134236,recipient,,SS01 - 12 - 00,76.12
42228,šu-{d}nisaba[]PN,P134236.21.4,P134236,,,SS01 - 12 - 00,76.12
42229,ur-{d}ig-alim[]PN,P134236.22.4,P134236,,,SS01 - 12 - 00,76.12
42230,e-te-il-pu₃-{d}šul-gi[]PN,P134236.23.3,P134236,,,SS01 - 12 - 00,76.12
42231,hu-la-ni[]PN,P134236.24.3,P134236,,,SS01 - 12 - 00,76.12
42232,lugal-ezem[]PN,P134236.25.4,P134236,intermediary,,SS01 - 12 - 00,76.12
42233,er₃-ra-ba-ni[]PN,P134236.26.4,P134236,intermediary,,SS01 - 12 - 00,76.12
42234,nu-ur₂-{d}suen[]PN,P134236.27.1,P134236,recipient,,SS01 - 12 - 00,76.12
42235,šu-eš₁₈-dar[]PN,P134236.28.4,P134236,,,SS01 - 12 - 00,76.12
42236,lugal-amar-ku₃[]PN,P134236.30.3,P134236,recipient,,SS01 - 12 - 00,76.12
42237,ur-ku₃-nun-na[]PN,P134236.32.2,P134236,,,SS01 - 12 - 00,76.12
42238,e₂-gissu[]PN,P134236.33.4,P134236,,,SS01 - 12 - 00,76.12
42239,zu₂-ga-li[]PN,P134236.34.3,P134236,,,SS01 - 12 - 00,76.12
42240,a-a-dingir[]PN,P134236.35.3,P134236,recipient,,SS01 - 12 - 00,76.12
42241,ka₅-a-mu[]PN,P134236.36.3,P134236,recipient,,SS01 - 12 - 00,76.12
42242,kur-bi-la-ak[]PN,P134236.37.3,P134236,recipient,,SS01 - 12 - 00,76.12
42243,{d}iškur-da-mi-iq[]PN,P134236.38.3,P134236,,,SS01 - 12 - 00,76.12
42244,še-il-ha-ha[]PN,P134237.4.2,P134237,,lu[person]N,SH48 - 08 - 02,66.0802
42245,lugal-inim-gi-na[]PN,P134237.5.2,P134237,intermediary,,SH48 - 08 - 02,66.0802
42246,ARAD₂-mu[]PN,P134237.6.1,P134237,representative,,SH48 - 08 - 02,66.0802
42247,lu₂-dingir-ra-ta[]PN,P134237.10.2,P134237,source,,SH48 - 08 - 02,66.0802
42248,{d}nanše-GIR₂@g-gal[]PN,P134239.7.1,P134239,representative,,AS04 - 04 - 08,70.0408
42249,lu₂-{d}šul-gi-ra[]PN,P134239.12.1,P134239,,,AS04 - 04 - 08,70.0408
42250,ARAD₂-mu[]PN,P134239.14.1,P134239,representative,,AS04 - 04 - 08,70.0408
42251,na-lu₅-ta[]PN,P134239.17.2,P134239,source,,AS04 - 04 - 08,70.0408
42252,lu₂-dingir-ra[]PN,P134240.9.1,P134240,recipient,,AS01 - 08 - 07,67.0807
42253,{d}amar-{d}suen[]PN,P134240.12.2,P134240,,lugal[king]N,AS01 - 08 - 07,67.0807
42254,a-hu-we-er[]PN,P134241.10.1,P134241,recipient,,AS03 - 12 - 28,69.1228
42255,{d}en-lil₂-la₂[]PN,P134241.14.3,P134241,,,AS03 - 12 - 28,69.1228
42256,giri₃-ni[]PN,P134242.6.2,P134242,,šabra[administrator]N,XXXX - 00 - 00,0.0
42257,lu₂-gi-na[]PN,P134242.7.1,P134242,,,XXXX - 00 - 00,0.0
42258,lu₂-{d}ba-ba₆[]PN,P134242.8.2,P134242,,,XXXX - 00 - 00,0.0
42259,na-ba-sa₆[]PN,P134242.8.4,P134242,,,XXXX - 00 - 00,0.0
42260,ur-{d}hendur-sag[]PN,P134242.9.3,P134242,,,XXXX - 00 - 00,0.0
42261,ur-ba-gara₂[]PN,P134242.9.5,P134242,,,XXXX - 00 - 00,0.0
42262,na-lu₅-ta[]PN,P134257.7.2,P134257,source,,SH44 - 12 - 20,62.122
42263,ur-nigar{gar}[]PN,P134257.9.1,P134257,recipient,,SH44 - 12 - 20,62.122
42264,na-lu₅[]PN,P134258.10.2,P134258,,,SH44 - 03 - 08,62.0308
42265,ur-nigar{gar}[]PN,P134258.11.1,P134258,recipient,,SH44 - 03 - 08,62.0308
42266,na-lu₅-ta[]PN,P134259.6.2,P134259,source,,SH45 - 10 - 02,63.1002
42267,ur-nigar{gar}[]PN,P134259.8.1,P134259,recipient,,SH45 - 10 - 02,63.1002
42268,na-lu₅-ta[]PN,P134260.8.2,P134260,source,,SH45 - 10 - 19 // AS02 - 00 - 00,63.1019
42269,ur-nigar{gar}[]PN,P134260.9.1,P134260,recipient,,SH45 - 10 - 19 // AS02 - 00 - 00,63.1019
42270,na-lu₅-ta[]PN,P134261.6.2,P134261,source,,SH45 - 12 - 01,63.1201
42271,ur-nigar{gar}[]PN,P134261.8.1,P134261,recipient,,SH45 - 12 - 01,63.1201
42272,na-lu₅-ta[]PN,P134262.7.2,P134262,source,,SH46 - 04 - 14 // AS03 - 00 - 00,64.04140000000001
42273,ur-nigar{gar}[]PN,P134262.9.1,P134262,recipient,,SH46 - 04 - 14 // AS03 - 00 - 00,64.04140000000001
42274,lu₂-dingir-ra-ta[]PN,P134263.6.2,P134263,source,,SH46 - 08 - 27,64.0827
42275,ur-nigar{gar}[]PN,P134263.8.1,P134263,recipient,,SH46 - 08 - 27,64.0827
42276,na-lu₅-ta[]PN,P134264.8.2,P134264,source,,SH46 - 09 - 16,64.0916
42277,ur-nigar{gar}[]PN,P134264.9.1,P134264,recipient,,SH46 - 09 - 16,64.0916
42278,na-lu₅-ta[]PN,P134265.11.2,P134265,source,,SH46 - 09 - 23,64.09230000000001
42279,ur-nigar{gar}[]PN,P134265.12.1,P134265,recipient,,SH46 - 09 - 23,64.09230000000001
42280,na-lu₅-ta[]PN,P134266.11.2,P134266,source,,SH47 - 01 - 17,65.0117
42281,ur-nigar{gar}-ke₄[]PN,P134266.12.1,P134266,recipient,,SH47 - 01 - 17,65.0117
42282,en-dingir-mu[]PN,P134267.8.2,P134267,,,SH47 - 05 - 04,65.0504
42283,ur-nigar{gar}[]PN,P134267.9.1,P134267,recipient,,SH47 - 05 - 04,65.0504
42284,lu₂-dingir-ra-ta[]PN,P134268.11.2,P134268,source,,SH47 - 05 - 18,65.0518
42285,ur-nigar{gar}[]PN,P134268.12.1,P134268,recipient,,SH47 - 05 - 18,65.0518
42286,na-lu₅-ta[]PN,P134269.8.2,P134269,source,,SH47 - 07 - 08,65.07079999999999
42287,ur-nigar{gar}[]PN,P134269.9.1,P134269,recipient,,SH47 - 07 - 08,65.07079999999999
42288,en-dingir-mu-ta[]PN,P134270.11.2,P134270,source,,SH48 - 09 - 02,66.09020000000001
42289,ur-nigar{gar}[]PN,P134270.12.1,P134270,recipient,,SH48 - 09 - 02,66.09020000000001
42290,lu₂-dingir-ra-ta[]PN,P134271.11.2,P134271,source,,AS01 - 04 - 30,67.043
42291,ur-nigar{gar}[]PN,P134271.12.1,P134271,recipient,,AS01 - 04 - 30,67.043
42292,{d}amar-{d}suen[]PN,P134271.15.2,P134271,,lugal[king]N,AS01 - 04 - 30,67.043
42293,zu₂-ga-li[]PN,P134272.9.2,P134272,,,AS02 - 09 - 05,68.0905
42294,ur-nigar{gar}[]PN,P134272.10.1,P134272,recipient,,AS02 - 09 - 05,68.0905
42295,{d}amar-{d}suen[]PN,P134272.13.2,P134272,,lugal[king]N,AS02 - 09 - 05,68.0905
42296,lu₂-dingir-ra-ta[]PN,P134273.13.2,P134273,source,,AS02 - 11 - 07,68.1107
42297,ur-nigar{gar}[]PN,P134273.14.1,P134273,recipient,,AS02 - 11 - 07,68.1107
42298,{d}amar-{d}suen[]PN,P134273.16.2,P134273,,lugal[king]N,AS02 - 11 - 07,68.1107
42299,lu₂-dingir-ra-ta[]PN,P134274.12.2,P134274,source,,AS03 - 04 - 03,69.0403
42300,ur-nigar{gar}[]PN,P134274.13.1,P134274,recipient,,AS03 - 04 - 03,69.0403
42301,{d}en-lil₂-la₂[]PN,P134274.16.3,P134274,,,AS03 - 04 - 03,69.0403
42302,na-lu₅[]PN,P134275.11.2,P134275,,,SH46 - 08 - 16,64.0816
42303,ur-nigar{gar}[]PN,P134275.12.1,P134275,recipient,,SH46 - 08 - 16,64.0816
42304,in-ta-e₃-a-ta[]PN,P134276.8.2,P134276,source,,AS03 - 11 - 00,69.11
42305,ur-šu-ga-lam-ma[]PN,P134276.11.2,P134276,intermediary,,AS03 - 11 - 00,69.11
42306,{d}en-lil₂-la₂[]PN,P134276.14.3,P134276,,,AS03 - 11 - 00,69.11
42307,in-ta-e₃-a-ta[]PN,P134277.8.2,P134277,source,,AS03 - 11 - 00,69.11
42308,ur-šu-ga-lam-ma[]PN,P134277.10.2,P134277,intermediary,,AS03 - 11 - 00,69.11
42309,{d}en-lil₂-la₂[]PN,P134277.12.3,P134277,,,AS03 - 11 - 00,69.11
42310,lu₂-ba-šim-e{ki}-še₃[]PN,P134278.6.1,P134278,,,AS01 - 00 - 00,67.0
42311,nu-ur₂-{d}suen[]PN,P134278.7.1,P134278,recipient,,AS01 - 00 - 00,67.0
42312,bu₃-lu₅-lu₅-ta[]PN,P134278.9.2,P134278,source,,AS01 - 00 - 00,67.0
42313,{d}amar-{d}suen[]PN,P134278.13.2,P134278,,lugal[king]N,AS01 - 00 - 00,67.0
42314,er₃-ra-qu₂-ra-ad[]PN,P134290.5.2,P134290,,,SS09 - 07 - 00,84.07
42315,šu-šu-mu-dar-še₃[]PN,P134290.6.2,P134290,,,SS09 - 07 - 00,84.07
42316,tu-ra-am-i₃-li₂[]PN,P134290.7.2,P134290,,,SS09 - 07 - 00,84.07
42317,tu-ra-am-i₃-li₂[]PN,P134290.12.1,P134290,,arad[slave]N,SS09 - 07 - 00,84.07
42318,lu₂-gu-la[]PN,P134312.9.3,P134312,,,SS06 - 05 - 00,81.05
42319,nu-ur₂-i₃-li₂[]PN,P134312.10.3,P134312,,,SS06 - 05 - 00,81.05
42320,ip-qu₂-ša[]PN,P134575.16.2,P134575,intermediary,,SS08 - 04 - 11,83.0411
42321,{d}en-lil₂-la₂[]PN,P134583.9.2,P134583,,,SS07 - 02 - 19,82.0219
42322,{d}en-lil₂-la₂[]PN,P134583.13.3,P134583,,,SS07 - 02 - 19,82.0219
42323,{d}lugal-banda₃{da}[]PN,P134583.30.1,P134583,,,SS07 - 02 - 19,82.0219
42324,giri₃-ni-i₃-sa₆[]PN,P133833.4.1,P133833,,,SH32 - 05 - 00,50.05
42325,{d}šul-gi-si₂-im-tum[]PN,P133833.7.1,P133833,new owner,,SH32 - 05 - 00,50.05
42326,ur-sukkal[]PN,P133834.3.3,P133834,,šagia[cup-bearer]N,SH43 - 04 - 12,61.0412
42327,en-um-i₃-li₂[]PN,P133834.5.1,P133834,,,SH43 - 04 - 12,61.0412
42328,da-da-a[]PN,P133834.5.3,P133834,,,SH43 - 04 - 12,61.0412
42329,ur-{d}suen[]PN,P133834.10.1,P133834,,,SH43 - 04 - 12,61.0412
42330,ur-{d}šul-gi-ra[]PN,P133834.12.2,P133834,,,SH43 - 04 - 12,61.0412
42331,šeš-kal-la[]PN,P133835.4.1,P133835,,nubanda[overseer]N,SH43 - 07 - 03+,61.0703
42332,lu₂-sa₆-ga[]PN,P133837.4.1,P133837,,,SH45 - 11 - 13,63.1113
42333,en-i₃-li₂[]PN,P133837.10.1,P133837,,,SH45 - 11 - 13,63.1113
42334,en-um-i₃-li₂[]PN,P133838.6.1,P133838,,,SH45 - 12 - 21,63.1221
42335,ARAD₂-mu[]PN,P133838.8.1,P133838,,,SH45 - 12 - 21,63.1221
42336,ur-nigar{gar}[]PN,P133838.11.1,P133838,,,SH45 - 12 - 21,63.1221
42337,lu₂-dingir-ra[]PN,P133839.11.4,P133839,,,SH46 - 01 - 23,64.01230000000001
42338,na-ra-am-i₃-li₂-ta[]PN,P133843.11.2,P133843,source,,SH41 - 07 - 00,59.07
42339,e-te-al-pu₃-{d}da-gan[]PN,P133844.5.1,P133844,,,SH39 - 01 - 00,57.01
42340,{d}šul-gi-si₂-im-ti[]PN,P133844.10.1,P133844,new owner,,SH39 - 01 - 00,57.01
42341,a₂-bi₂-li₂-a[]PN,P133844.11.1,P133844,recipient,,SH39 - 01 - 00,57.01
42342,suhuš-ki-in[]PN,P133845.5.1,P133845,,,SH39 - 06 - 00,57.06
42343,{d}šul-gi-si₂-im-ti[]PN,P133845.7.1,P133845,new owner,,SH39 - 06 - 00,57.06
42344,a₂-bi₂-li₂-a[]PN,P133845.9.1,P133845,recipient,,SH39 - 06 - 00,57.06
42345,{d}nin-lil₂-tum-im-ti[]PN,P133846.5.1,P133846,,,SH40 - 06 - 00,58.06
42346,{d}šul-gi-si₂-im-tum-ma[]PN,P133846.8.1,P133846,new owner,,SH40 - 06 - 00,58.06
42347,a₂-bi₂-li₂-a[]PN,P133846.9.1,P133846,recipient,,SH40 - 06 - 00,58.06
42348,{d}šul-gi-si₂-im-tum[]PN,P133847.7.2,P133847,new owner,,SH42 - 01 - 26,60.0126
42349,a₂-bi₂-la-tum[]PN,P133847.8.1,P133847,recipient,,SH42 - 01 - 26,60.0126
42350,šar-ru-um-i₃-li₂[]PN,P133848.4.1,P133848,,sukkal[secretary]N,SH42 - 07 - 24,60.0724
42351,{d}šul-gi-si₂-im-tum[]PN,P133848.7.2,P133848,new owner,,SH42 - 07 - 24,60.0724
42352,a₂-bi₂-la-tum[]PN,P133848.8.1,P133848,recipient,,SH42 - 07 - 24,60.0724
42353,SI-A-a[]PN,P133849.6.1,P133849,,,SH42 - 08 - 00,60.08
42354,{d}šul-gi-si₂-im-tum[]PN,P133849.9.1,P133849,new owner,,SH42 - 08 - 00,60.08
42355,a₂-bi₂-la-tum[]PN,P133849.10.1,P133849,recipient,,SH42 - 08 - 00,60.08
42356,šar-ru-um-i₃-li₂[]PN,P133850.6.2,P133850,,,SH44 - 03 - 11,62.0311
42357,ur-da-ga[]PN,P133850.10.1,P133850,,,SH44 - 03 - 11,62.0311
42358,{d}šul-gi-si₂-im-tum[]PN,P133850.12.2,P133850,new owner,,SH44 - 03 - 11,62.0311
42359,a₂-bi₂-la-tum[]PN,P133850.13.1,P133850,recipient,,SH44 - 03 - 11,62.0311
42360,me-eš₁₈-dar[]PN,P133851.4.1,P133851,,,SH44 - 09 - 06,62.0906
42361,{d}šul-gi-si₂-im-tum[]PN,P133851.6.2,P133851,new owner,,SH44 - 09 - 06,62.0906
42362,a₂-bi₂-la-tum[]PN,P133851.8.1,P133851,recipient,,SH44 - 09 - 06,62.0906
42363,{d}nin-lil₂-tum-im-ti[]PN,P133852.4.1,P133852,,,SHXX - 05 - 00,0.05
42364,{d}šul-gi-si₂-im-ti[]PN,P133852.6.1,P133852,new owner,,SHXX - 05 - 00,0.05
42365,a₂-bi₂-li₂-a[]PN,P133852.8.1,P133852,recipient,,SHXX - 05 - 00,0.05
42366,šu-eš₁₈-dar[]PN,P133853.4.1,P133853,,,SH47 - 07 - 00,65.07
42367,{d}šul-gi-si₂-im-ti[]PN,P133853.7.2,P133853,new owner,,SH47 - 07 - 00,65.07
42368,{d}šul-gi-i₃-li₂[]PN,P133853.9.1,P133853,recipient,,SH47 - 07 - 00,65.07
42369,{d}šul-gi-si₂-im-ti[]PN,P133854.7.2,P133854,new owner,,SH47 - 09 - 18,65.0918
42370,{d}šul-gi-i₃-li₂[]PN,P133854.8.1,P133854,recipient,,SH47 - 09 - 18,65.0918
42371,wa-ta₂-ru-um[]PN,P133855.4.1,P133855,,saŋŋa[official]N,AS05 - 02 - 26,71.0226
42372,u₂-u₂-mu[]PN,P133855.6.1,P133855,,,AS05 - 02 - 26,71.0226
42373,ab-ba-sa₆-ga[]PN,P133855.15.1,P133855,new owner,,AS05 - 02 - 26,71.0226
42374,ab-ba-sa₆-ga[]PN,P133856.10.1,P133856,new owner,,AS05 - 05 - 23,71.0523
42375,šu-{d}suen[]PN,P133857.4.1,P133857,,,AS05 - 10 - 19,71.1019
42376,ab-ba-sa₆-ga[]PN,P133857.8.1,P133857,new owner,,AS05 - 10 - 19,71.1019
42377,ur-{d}en-lil₂-la₂[]PN,P133858.5.2,P133858,intermediary,,XXXX - 10 - 00,0.1
42378,ab-ba-sa₆-ga[]PN,P133858.8.1,P133858,new owner,,XXXX - 10 - 00,0.1
42379,a₂-bi₂-la-tum[]PN,P133859.7.1,P133859,recipient,,SH41 - 12 - 01,59.1201
42380,a-hu-ni-ta[]PN,P133860.6.2,P133860,source,,SH45 - 12 - 07,63.1207
42381,na-sa₆[]PN,P133860.7.1,P133860,recipient,,SH45 - 12 - 07,63.1207
42382,na-sa₆-ta[]PN,P133861.5.2,P133861,source,,SH48 - 06 - 00,66.06
42383,i₃-la-la[]PN,P133861.6.1,P133861,,sukkal[secretary]N,SH48 - 06 - 00,66.06
42384,en-dingir-mu[]PN,P133863.13.1,P133863,recipient,,AS01 - 09 - 00,67.09
42385,{d}amar-{d}suen[]PN,P133863.16.2,P133863,,lugal[king]N,AS01 - 09 - 00,67.09
42386,lu₂-dingir-ra[]PN,P133864.11.1,P133864,recipient,,AS01 - 11 - 14,67.1114
42387,{d}amar-{d}suen[]PN,P133864.14.2,P133864,,lugal[king]N,AS01 - 11 - 14,67.1114
42388,{d}šul-gi-a-a-mu[]PN,P133865.9.1,P133865,recipient,,AS01 - 11 - 21,67.1121
42389,{d}amar-{d}suen[]PN,P133865.11.2,P133865,,lugal[king]N,AS01 - 11 - 21,67.1121
42390,{d}šul-gi-a-a-mu[]PN,P133866.10.1,P133866,recipient,,AS01 - 11 - 23,67.1123
42391,{d}amar-{d}suen[]PN,P133866.13.2,P133866,,lugal[king]N,AS01 - 11 - 23,67.1123
42392,lu₂-dingir-ra[]PN,P133867.11.1,P133867,recipient,,AS01 - 11 - 18,67.1118
42393,{d}amar-{d}suen[]PN,P133867.14.2,P133867,,lugal[king]N,AS01 - 11 - 18,67.1118
42394,ab-ba-sa₆-ga-ta[]PN,P133868.11.2,P133868,source,,AS03 - 07 - 08,69.07079999999999
42395,lu₂-dingir-ra[]PN,P133868.12.1,P133868,recipient,,AS03 - 07 - 08,69.07079999999999
42396,{d}en-lil₂-la₂[]PN,P133868.15.3,P133868,,,AS03 - 07 - 08,69.07079999999999
42397,ab-ba-sa₆-ga-ta[]PN,P133869.11.2,P133869,source,,AS03 - 10 - 12,69.10119999999999
42398,na-lu₅[]PN,P133869.12.1,P133869,recipient,,AS03 - 10 - 12,69.10119999999999
42399,{d}en-lil₂-la₂[]PN,P133869.15.5,P133869,,,AS03 - 10 - 12,69.10119999999999
42400,ab-ba-sa₆-ga-ta[]PN,P133870.6.2,P133870,source,,AS05 - 01 - 11,71.0111
42401,{d}šul-gi-a-a-mu[]PN,P133870.8.1,P133870,recipient,,AS05 - 01 - 11,71.0111
42402,en-mah-gal-an-na[]PN,P133870.10.3,P133870,,en[priest]N,AS05 - 01 - 11,71.0111
42403,ab-ba-sa₆-ga-ta[]PN,P133871.10.2,P133871,source,,AS05 - 01 - 29,71.0129
42404,in-ta-e₃-a[]PN,P133871.11.1,P133871,recipient,,AS05 - 01 - 29,71.0129
42405,en-dingir-mu-ta[]PN,P133872.6.2,P133872,source,,AS05 - 03 - 13,71.0313
42406,tu-ra-am-{d}da-gan[]PN,P133872.7.1,P133872,recipient,,AS05 - 03 - 13,71.0313
42407,ab-ba-sa₆-ga-ta[]PN,P133873.5.2,P133873,source,,AS05 - 04 - 02,71.04020000000001
42408,na-lu₅[]PN,P133873.6.1,P133873,recipient,,AS05 - 04 - 02,71.04020000000001
42409,ab-ba-sa₆-ga-ta[]PN,P133874.5.2,P133874,source,,AS05 - 05 - 18,71.0518
42410,na-lu₅[]PN,P133874.6.1,P133874,recipient,,AS05 - 05 - 18,71.0518
42411,ab-ba-sa₆-ga-ta[]PN,P133875.5.2,P133875,source,,AS05 - 05 - 22,71.0522
42412,in-ta-e₃-a[]PN,P133875.6.1,P133875,recipient,,AS05 - 05 - 22,71.0522
42413,ab-ba-sa₆-ga-ta[]PN,P133876.7.2,P133876,source,,AS05 - 07 - 24,71.07239999999999
42414,lu₂-dingir-ra[]PN,P133876.8.1,P133876,recipient,,AS05 - 07 - 24,71.07239999999999
42415,ab-ba-sa₆-ga-ta[]PN,P133877.9.2,P133877,source,,AS05 - 05 - 26,71.0526
42416,u₂-ta₂-mi-šar-ra-am[]PN,P133877.10.1,P133877,recipient,,AS05 - 05 - 26,71.0526
42417,ab-ba-sa₆-ga[]PN,P133878.6.2,P133878,,,AS05 - 07 - 15,71.07149999999999
42418,in-ta-e₃-a[]PN,P133878.7.1,P133878,recipient,,AS05 - 07 - 15,71.07149999999999
42419,ab-ba-sa₆-ga-ta[]PN,P133879.5.2,P133879,source,,AS05 - 07 - 19,71.0719
42420,in-ta-e₃-a[]PN,P133879.6.1,P133879,recipient,,AS05 - 07 - 19,71.0719
42421,ab-ba-sa₆-ga-ta[]PN,P133880.7.2,P133880,source,,AS05 - 08 - 09,71.0809
42422,lu₂-{d}ba-ba₆[]PN,P133880.9.1,P133880,recipient,,AS05 - 08 - 09,71.0809
42423,ab-ba-sa₆-ga-ta[]PN,P133881.5.2,P133881,source,,AS05 - 08 - 14,71.0814
42424,{d}šul-gi-a-a-mu[]PN,P133881.6.1,P133881,recipient,,AS05 - 08 - 14,71.0814
42425,ab-ba-sa₆-ga-ta[]PN,P133882.5.2,P133882,source,,AS05 - 08 - 18,71.0818
42426,a-hu-we-er[]PN,P133882.6.1,P133882,recipient,,AS05 - 08 - 18,71.0818
42427,ab-ba-sa₆-ga-ta[]PN,P133883.6.2,P133883,source,,AS05 - 09 - 29,71.0929
