id,source,target,p_index,year,type,source's role,target's role
1,1,1189,320501,,Undirected,,{'recipient'}
2,1,457,218177,"{Shulgi.43.04.01, Shulgi.43.04.30}",Undirected,,
3,1,2181,218177,"{Shulgi.43.04.01, Shulgi.43.04.30}",Undirected,,
4,457,2181,218177,"{Shulgi.43.04.01, Shulgi.43.04.30}",Undirected,,
5,3,884,104173,"{Shulgi.44.04.00, Shulgi.44.12d.00 (intercalated)}",Undirected,,{'intermediary'}
6,4,1543,126528,{Shu-Suen.08.11.03},Undirected,,{'source'}
7,4,2108,126528,{Shu-Suen.08.11.03},Undirected,,{'recipient'}
8,1543,2108,126528,{Shu-Suen.08.11.03},Undirected,{'source'},{'recipient'}
9,6,1646,105224,{Shulgi.43.10.00},Undirected,,{'source'}
10,6,203,416428,,Undirected,,{'source'}
11,2139,2139,103160,{Shulgi.45.09.00},Undirected,{'source'},{'source'}
12,8,20,103159,{Shulgi.45.08.00},Undirected,,{'representative'}
13,8,2246,103159,{Shulgi.45.08.00},Undirected,,{'recipient'}
14,20,2246,103159,{Shulgi.45.08.00},Undirected,{'representative'},{'recipient'}
15,8,2092,320863,{Amar-Suen.01.11.19},Undirected,,{'recipient'}
16,8,2108,320863,{Amar-Suen.01.11.19},Undirected,,{'recipient'}
17,2092,2108,320863,{Amar-Suen.01.11.19},Undirected,{'recipient'},{'recipient'}
18,9,136,210465,,Undirected,,{'source'}
19,9,1314,105108,{Shulgi.47.08.29 (us2 year)},Undirected,,{'source'}
20,9,168,116210,{Shu-Suen.05.00.00 (us2-us2 year)},Undirected,,{'source'}
21,9,1035,116210,{Shu-Suen.05.00.00 (us2-us2 year)},Undirected,,
22,168,1035,116210,{Shu-Suen.05.00.00 (us2-us2 year)},Undirected,{'source'},
23,9,1329,330678,{Shu-Suen.05.09.00},Undirected,,{'recipient'}
24,14,1118,103590,{Ibbi-Suen.01.05.27},Undirected,,
25,14,1945,103590,{Ibbi-Suen.01.05.27},Undirected,,{'recipient'}
26,1118,1945,103590,{Ibbi-Suen.01.05.27},Undirected,,{'recipient'}
27,14,1905,102456,,Undirected,,{'source'}
28,14,1356,126672,{Shulgi.31.08.00},Undirected,,"{'intermediary', 'source'}"
29,14,1935,126672,{Shulgi.31.08.00},Undirected,,
30,1356,1935,126672,{Shulgi.31.08.00},Undirected,"{'intermediary', 'source'}",
31,14,1314,115392,{Shulgi.44.12d.11 (intercalated)},Undirected,,{'source'}
32,534,534,115817,,Undirected,,
33,18,125,103327,{Amar-Suen.09.12.00},Undirected,{'source'},{'recipient'}
34,18,1955,117296,{Shu-Suen.04.04.15 (us2 year)},Undirected,,{'source'}
35,18,2047,117296,{Shu-Suen.04.04.15 (us2 year)},Undirected,,{'representative'}
36,1955,2047,117296,{Shu-Suen.04.04.15 (us2 year)},Undirected,{'source'},{'representative'}
37,1100,1100,103395,{Shu-Suen.08.00.00},Undirected,,
38,19,129,118462,,Undirected,,{'source'}
39,19,683,391036,,Undirected,,
40,19,1675,391036,,Undirected,,
41,683,1675,391036,,Undirected,,
42,19,372,290411,{Shu-Suen.01.04.16 ?},Undirected,{'representative'},{'source'}
43,20,1573,320620,{Shulgi.45.06.13 (us2 year)},Undirected,"{'representative', 'source'}",{'recipient'}
44,20,2219,320620,{Shulgi.45.06.13 (us2 year)},Undirected,"{'representative', 'source'}",
45,1573,2219,320620,{Shulgi.45.06.13 (us2 year)},Undirected,{'recipient'},
46,20,1836,135031,{Shulgi.46.08.05},Undirected,"{'representative', 'source'}",
47,20,2179,135031,{Shulgi.46.08.05},Undirected,"{'representative', 'source'}",{'representative'}
48,1836,2179,135031,{Shulgi.46.08.05},Undirected,,{'representative'}
49,20,1103,332196,{Shulgi.47.01.00 (us2 year)},Undirected,{'representative'},{'source'}
50,20,100,135153,{Amar-Suen.06.09.00},Undirected,,{'recipient'}
51,20,1056,123511,{Shulgi.47.04.18 (us2 year)},Undirected,{'representative'},{'intermediary'}
52,20,1325,123511,{Shulgi.47.04.18 (us2 year)},Undirected,{'representative'},{'recipient'}
53,1056,1325,123511,{Shulgi.47.04.18 (us2 year)},Undirected,{'intermediary'},{'recipient'}
54,20,1394,144358,{Amar-Suen.09.12d.08 (intercalated)},Undirected,{'representative'},{'intermediary'}
55,20,1395,144358,{Amar-Suen.09.12d.08 (intercalated)},Undirected,{'representative'},
56,1394,1395,144358,{Amar-Suen.09.12d.08 (intercalated)},Undirected,{'intermediary'},
57,20,1453,126756,{Amar-Suen.09.10.10},Undirected,"{'representative', 'source'}","{'intermediary', 'source'}"
58,20,1609,134081,{Shulgi.44.04m.15 (intercalated) =? Shulgi.45.04.15 (intercalated?) },Undirected,{'representative'},
59,20,2098,134081,{Shulgi.44.04m.15 (intercalated) =? Shulgi.45.04.15 (intercalated?) },Undirected,{'representative'},"{'intermediary', 'source'}"
60,1609,2098,134081,{Shulgi.44.04m.15 (intercalated) =? Shulgi.45.04.15 (intercalated?) },Undirected,,"{'intermediary', 'source'}"
61,20,292,125961,{Shu-Suen.07.08.13},Undirected,{'representative'},
62,20,1954,125961,{Shu-Suen.07.08.13},Undirected,{'representative'},{'representative'}
63,292,1954,125961,{Shu-Suen.07.08.13},Undirected,,{'representative'}
64,20,773,130624,{Ibbi-Suen.01.12.17},Undirected,{'representative'},{'intermediary'}
65,20,1903,130624,{Ibbi-Suen.01.12.17},Undirected,{'representative'},{'source'}
66,773,1903,130624,{Ibbi-Suen.01.12.17},Undirected,{'intermediary'},{'source'}
67,20,811,124511,{Amar-Suen.07.12.00},Undirected,{'representative'},{'source'}
68,20,1498,124511,{Amar-Suen.07.12.00},Undirected,{'representative'},
69,811,1498,124511,{Amar-Suen.07.12.00},Undirected,{'source'},
70,20,1325,122781,{Amar-Suen.05.10.19},Undirected,{'representative'},{'recipient'}
71,20,213,128925,{Amar-Suen.04.12.27},Undirected,{'representative'},{'intermediary'}
72,20,2094,128925,{Amar-Suen.04.12.27},Undirected,{'representative'},{'source'}
73,213,2094,128925,{Amar-Suen.04.12.27},Undirected,{'intermediary'},{'source'}
74,20,203,103125,{Amar-Suen.01.08.29},Undirected,{'representative'},{'source'}
75,20,422,103125,{Amar-Suen.01.08.29},Undirected,{'representative'},{'intermediary'}
76,203,422,103125,{Amar-Suen.01.08.29},Undirected,{'source'},{'intermediary'}
77,20,1296,117434,{Shulgi.46.07.15},Undirected,"{'representative', 'source'}",{'source'}
78,20,664,106369,{Shu-Suen.03.06.27},Undirected,{'representative'},{'intermediary'}
79,20,669,106369,{Shu-Suen.03.06.27},Undirected,{'representative'},{'intermediary'}
80,664,669,106369,{Shu-Suen.03.06.27},Undirected,{'intermediary'},{'intermediary'}
81,20,664,105205,{Shu-Suen.05.03.08 (us2 year)},Undirected,{'representative'},{'intermediary'}
82,20,1543,105205,{Shu-Suen.05.03.08 (us2 year)},Undirected,{'representative'},{'source'}
83,664,1543,105205,{Shu-Suen.05.03.08 (us2 year)},Undirected,{'intermediary'},{'source'}
84,20,664,105206,{Shu-Suen.05.04.06 (us2 year)},Undirected,{'representative'},{'intermediary'}
85,20,1543,105206,{Shu-Suen.05.04.06 (us2 year)},Undirected,{'representative'},{'source'}
86,664,1543,105206,{Shu-Suen.05.04.06 (us2 year)},Undirected,{'intermediary'},{'source'}
87,20,198,103145,{Amar-Suen.08.05.00},Undirected,{'recipient'},{'recipient'}
88,20,203,103145,{Amar-Suen.08.05.00},Undirected,{'recipient'},{'source'}
89,198,203,103145,{Amar-Suen.08.05.00},Undirected,{'recipient'},{'source'}
90,20,1149,124496,{Amar-Suen.09.03.23},Undirected,"{'representative', 'source'}",{'intermediary'}
91,20,1394,124159,{Amar-Suen.09.10.11},Undirected,{'representative'},{'intermediary'}
92,20,1394,107912,{Amar-Suen.09.11.06},Undirected,"{'representative', 'source'}",{'intermediary'}
93,20,1394,134173,{Amar-Suen.09.12.10},Undirected,{'representative'},{'intermediary'}
94,20,1395,134173,{Amar-Suen.09.12.10},Undirected,{'representative'},
95,1394,1395,134173,{Amar-Suen.09.12.10},Undirected,{'intermediary'},
96,20,1394,128188,{Shu-Suen.01.05.07},Undirected,"{'representative', 'source'}",{'intermediary'}
97,20,1395,128188,{Shu-Suen.01.05.07},Undirected,"{'representative', 'source'}",
98,1394,1395,128188,{Shu-Suen.01.05.07},Undirected,{'intermediary'},
99,20,1394,125616,{Shu-Suen.01.06.11},Undirected,"{'representative', 'source'}",{'intermediary'}
100,20,1395,125616,{Shu-Suen.01.06.11},Undirected,"{'representative', 'source'}",
101,1394,1395,125616,{Shu-Suen.01.06.11},Undirected,{'intermediary'},
102,20,1394,212186,{Shu-Suen.01.11.03},Undirected,"{'representative', 'source'}",{'intermediary'}
103,20,1394,122785,{Shu-Suen.02.03.11},Undirected,{'representative'},{'intermediary'}
104,20,2227,122785,{Shu-Suen.02.03.11},Undirected,{'representative'},{'source'}
105,1394,2227,122785,{Shu-Suen.02.03.11},Undirected,{'intermediary'},{'source'}
106,20,1394,126393,{Shu-Suen.02.05.19},Undirected,"{'representative', 'source'}",
107,20,1395,126393,{Shu-Suen.02.05.19},Undirected,"{'representative', 'source'}",
108,1394,1395,126393,{Shu-Suen.02.05.19},Undirected,,
109,20,1394,105208,{Shu-Suen.05.05.08 (us2 year)},Undirected,{'representative'},{'intermediary'}
110,20,1543,105208,{Shu-Suen.05.05.08 (us2 year)},Undirected,{'representative'},{'source'}
111,1394,1543,105208,{Shu-Suen.05.05.08 (us2 year)},Undirected,{'intermediary'},{'source'}
112,20,203,321037,{Amar-Suen.01.09.26},Undirected,{'representative'},{'source'}
113,20,1400,321037,{Amar-Suen.01.09.26},Undirected,{'representative'},{'intermediary'}
114,203,1400,321037,{Amar-Suen.01.09.26},Undirected,{'source'},{'intermediary'}
115,20,1400,126753,{Amar-Suen.09.03.02},Undirected,{'representative'},{'intermediary'}
116,20,1400,211363,{Shu-Suen.01.12.17},Undirected,"{'representative', 'source'}",{'intermediary'}
117,20,1400,127561,{Shu-Suen.07.02.23},Undirected,{'representative'},{'intermediary'}
118,20,1543,127561,{Shu-Suen.07.02.23},Undirected,{'representative'},{'source'}
119,1400,1543,127561,{Shu-Suen.07.02.23},Undirected,{'intermediary'},{'source'}
120,20,1596,107914,{Amar-Suen.09.11.23},Undirected,{'representative'},{'intermediary'}
121,20,1935,107914,{Amar-Suen.09.11.23},Undirected,{'representative'},{'representative'}
122,1596,1935,107914,{Amar-Suen.09.11.23},Undirected,{'intermediary'},{'representative'}
123,20,1619,118568,{Shu-Suen.02.00.00},Undirected,{'representative'},
124,20,2212,118568,{Shu-Suen.02.00.00},Undirected,{'representative'},{'recipient'}
125,1619,2212,118568,{Shu-Suen.02.00.00},Undirected,,{'recipient'}
126,20,1441,406817,,Undirected,,
127,20,2004,406817,,Undirected,,{'intermediary'}
128,1441,2004,406817,,Undirected,,{'intermediary'}
129,20,2004,127528,{Amar-Suen.04.04.27},Undirected,{'representative'},{'intermediary'}
130,20,2094,127528,{Amar-Suen.04.04.27},Undirected,{'representative'},{'source'}
131,2004,2094,127528,{Amar-Suen.04.04.27},Undirected,{'intermediary'},{'source'}
132,20,2004,126754,{Amar-Suen.09.02.18},Undirected,"{'representative', 'source'}",
133,20,2004,124153,{Amar-Suen.09.04.15},Undirected,"{'representative', 'source'}",{'intermediary'}
134,20,2004,124154,{Amar-Suen.09.05.15},Undirected,"{'representative', 'source'}",{'intermediary'}
135,20,2004,124156,{Amar-Suen.09.06.08},Undirected,{'representative'},
136,20,670,124158,{Amar-Suen.09.07.19},Undirected,{'representative'},
137,20,2004,124158,{Amar-Suen.09.07.19},Undirected,{'representative'},{'intermediary'}
138,670,2004,124158,{Amar-Suen.09.07.19},Undirected,,{'intermediary'}
139,20,2004,107932,{Shu-Suen.03.02.27 (us2 year)},Undirected,{'representative'},{'intermediary'}
140,20,1543,105203,{Shu-Suen.05.02.12 (us2 year)},Undirected,{'representative'},{'source'}
141,20,2004,105203,{Shu-Suen.05.02.12 (us2 year)},Undirected,{'representative'},{'intermediary'}
142,1543,2004,105203,{Shu-Suen.05.02.12 (us2 year)},Undirected,{'source'},{'intermediary'}
143,20,709,290816,{Amar-Suen.04.12.29},Undirected,{'representative'},
144,20,811,290816,{Amar-Suen.04.12.29},Undirected,{'representative'},{'source'}
145,709,811,290816,{Amar-Suen.04.12.29},Undirected,,{'source'}
146,20,407,101877,"{Shu-Suen.09.09.01, Shu-Suen.09.09.10}",Undirected,"{'representative', 'source'}",
147,20,634,125854,{Amar-Suen.01.05.00},Undirected,"{'representative', 'source'}",
148,20,705,125854,{Amar-Suen.01.05.00},Undirected,"{'representative', 'source'}",{'intermediary'}
149,634,705,125854,{Amar-Suen.01.05.00},Undirected,,{'intermediary'}
150,20,198,142127,{Shu-Suen.01.07.18},Undirected,{'representative'},{'recipient'}
151,20,154,132023,{Amar-Suen.06.09.16},Undirected,{'representative'},{'source'}
152,20,669,132023,{Amar-Suen.06.09.16},Undirected,{'representative'},{'intermediary'}
153,154,669,132023,{Amar-Suen.06.09.16},Undirected,{'source'},{'intermediary'}
154,20,136,126487,{Shu-Suen.03.05.17 (us2 year)},Undirected,{'representative'},{'source'}
155,20,669,126487,{Shu-Suen.03.05.17 (us2 year)},Undirected,{'representative'},{'intermediary'}
156,136,669,126487,{Shu-Suen.03.05.17 (us2 year)},Undirected,{'source'},{'intermediary'}
157,20,669,211501,{Shu-Suen.03.05.28},Undirected,{'representative'},{'intermediary'}
158,20,669,106368,{Shu-Suen.03.06.12},Undirected,"{'representative', 'source'}",{'intermediary'}
159,20,669,107938,{Shu-Suen.03.08.18},Undirected,"{'representative', 'source'}",
160,20,1989,107938,{Shu-Suen.03.08.18},Undirected,"{'representative', 'source'}",{'intermediary'}
161,669,1989,107938,{Shu-Suen.03.08.18},Undirected,,{'intermediary'}
162,20,35,126541,{Shulgi.47.11.11 (us2 year)},Undirected,{'representative'},"{'intermediary', 'source'}"
163,20,203,136247,{Amar-Suen.08.05.00},Undirected,{'recipient'},{'source'}
164,20,986,136247,{Amar-Suen.08.05.00},Undirected,{'recipient'},
165,203,986,136247,{Amar-Suen.08.05.00},Undirected,{'source'},
166,20,1065,201172,{Shu-Suen.01.09.00},Undirected,{'representative'},
167,20,1945,201172,{Shu-Suen.01.09.00},Undirected,{'representative'},
168,1065,1945,201172,{Shu-Suen.01.09.00},Undirected,,
169,20,273,125892,{Shu-Suen.01.09.15},Undirected,{'representative'},{'recipient'}
170,20,1065,125892,{Shu-Suen.01.09.15},Undirected,{'representative'},
171,273,1065,125892,{Shu-Suen.01.09.15},Undirected,{'recipient'},
172,20,1790,105187,{Amar-Suen.08.10.22},Undirected,{'representative'},{'source'}
173,20,2095,105187,{Amar-Suen.08.10.22},Undirected,{'representative'},
174,1790,2095,105187,{Amar-Suen.08.10.22},Undirected,{'source'},
175,20,1041,117430,{Shulgi.46.02.00},Undirected,"{'representative', 'source'}",
176,20,2052,117430,{Shulgi.46.02.00},Undirected,"{'representative', 'source'}",
177,1041,2052,117430,{Shulgi.46.02.00},Undirected,,
178,20,1111,143878,{Amar-Suen.01.02.18},Undirected,{'representative'},{'source'}
179,20,1326,143878,{Amar-Suen.01.02.18},Undirected,{'representative'},
180,1111,1326,143878,{Amar-Suen.01.02.18},Undirected,{'source'},
181,20,112,135978,{Amar-Suen.09.11.07},Undirected,"{'representative', 'source'}",{'recipient'}
182,20,808,332559,{Shu-Suen.04.09.24},Undirected,{'representative'},
183,20,1713,332559,{Shu-Suen.04.09.24},Undirected,{'representative'},{'source'}
184,808,1713,332559,{Shu-Suen.04.09.24},Undirected,,{'source'}
185,20,141,107749,{Amar-Suen.01.08.17},Undirected,{'representative'},{'source'}
186,20,1444,124344,{Shulgi.47.03.09 (us2 year)},Undirected,{'representative'},
187,20,1540,124344,{Shulgi.47.03.09 (us2 year)},Undirected,{'representative'},{'source'}
188,1444,1540,124344,{Shulgi.47.03.09 (us2 year)},Undirected,,{'source'}
189,20,843,113019,{Shulgi.46.09.00 (us2 year)},Undirected,{'representative'},
190,20,1265,124524,{Amar-Suen.03.07.17},Undirected,{'representative'},
191,20,2094,124524,{Amar-Suen.03.07.17},Undirected,{'representative'},{'source'}
192,1265,2094,124524,{Amar-Suen.03.07.17},Undirected,,{'source'}
193,20,1022,212156,{Amar-Suen.04.10.22},Undirected,{'representative'},{'intermediary'}
194,20,1425,212156,{Amar-Suen.04.10.22},Undirected,{'representative'},
195,1022,1425,212156,{Amar-Suen.04.10.22},Undirected,{'intermediary'},
196,334,334,211604,{Shulgi.45.09.27},Undirected,"{'representative', 'source'}","{'representative', 'source'}"
197,20,360,105825,{Shulgi.47.01.00 (us2 year)},Undirected,"{'representative', 'source'}",{'recipient'}
198,20,1320,105825,{Shulgi.47.01.00 (us2 year)},Undirected,"{'representative', 'source'}",{'source'}
199,360,1320,105825,{Shulgi.47.01.00 (us2 year)},Undirected,{'recipient'},{'source'}
200,20,947,116174,{Amar-Suen.08.09.05},Undirected,"{'representative', 'source'}",{'intermediary'}
201,20,2299,116174,{Amar-Suen.08.09.05},Undirected,"{'representative', 'source'}",
202,947,2299,116174,{Amar-Suen.08.09.05},Undirected,{'intermediary'},
203,20,203,124907,{Amar-Suen.02.08.27},Undirected,{'representative'},{'source'}
204,20,203,135077,{Amar-Suen.04.08.28},Undirected,{'representative'},{'source'}
205,20,2163,135077,{Amar-Suen.04.08.28},Undirected,{'representative'},
206,203,2163,135077,{Amar-Suen.04.08.28},Undirected,{'source'},
207,20,1945,123580,{Shulgi.47.09.30 (us2 year)},Undirected,{'representative'},
208,20,2179,123580,{Shulgi.47.09.30 (us2 year)},Undirected,{'representative'},{'representative'}
209,1945,2179,123580,{Shulgi.47.09.30 (us2 year)},Undirected,,{'representative'}
210,20,2014,133919,{Shulgi.47.03.00 (us2 year)},Undirected,"{'representative', 'source'}",
211,20,986,130406,{Shulgi.44.03m.12 (intercalated) =? Shulgi.45.03.12 (intercalated?) },Undirected,"{'representative', 'source'}",{'representative'}
212,20,1308,130406,{Shulgi.44.03m.12 (intercalated) =? Shulgi.45.03.12 (intercalated?) },Undirected,"{'representative', 'source'}",
213,986,1308,130406,{Shulgi.44.03m.12 (intercalated) =? Shulgi.45.03.12 (intercalated?) },Undirected,{'representative'},
214,20,1675,126259,{Shulgi.--.00.03},Undirected,{'representative'},
215,20,1220,122133,{Shulgi.47.07.30 (us2 year)},Undirected,{'representative'},
216,20,1255,122133,{Shulgi.47.07.30 (us2 year)},Undirected,{'representative'},
217,1220,1255,122133,{Shulgi.47.07.30 (us2 year)},Undirected,,
218,20,1543,100985,{Shu-Suen.04.09.02},Undirected,{'representative'},{'source'}
219,20,1314,126583,{Amar-Suen.01.11.26},Undirected,{'representative'},{'source'}
220,20,203,212104,{Amar-Suen.02.10.13},Undirected,{'representative'},{'source'}
221,20,1296,212104,{Amar-Suen.02.10.13},Undirected,{'representative'},{'source'}
222,203,1296,212104,{Amar-Suen.02.10.13},Undirected,{'source'},{'source'}
223,20,538,107737,{Amar-Suen.01.04.00},Undirected,"{'representative', 'source'}",
224,633,633,131690,{Amar-Suen.06.03.14},Undirected,,
225,20,1244,124495,{Amar-Suen.09.01.05 (us2 year)},Undirected,"{'representative', 'source'}",
226,20,1638,124495,{Amar-Suen.09.01.05 (us2 year)},Undirected,"{'representative', 'source'}",
227,1244,1638,124495,{Amar-Suen.09.01.05 (us2 year)},Undirected,,
228,20,1892,320749,{Amar-Suen.09.03.24},Undirected,{'representative'},{'source'}
229,20,174,125880,{Shu-Suen.01.09.06},Undirected,{'representative'},{'source'}
230,20,1427,125880,{Shu-Suen.01.09.06},Undirected,{'representative'},
231,174,1427,125880,{Shu-Suen.01.09.06},Undirected,{'source'},
232,20,2218,320507,{Amar-Suen.05.06.06},Undirected,"{'representative', 'source'}",
233,20,811,124097,{Amar-Suen.03.11.00},Undirected,{'representative'},{'source'}
234,20,850,124097,{Amar-Suen.03.11.00},Undirected,{'representative'},
235,811,850,124097,{Amar-Suen.03.11.00},Undirected,{'source'},
236,20,211,123703,{Shulgi.47.07.15 (us2 year)},Undirected,{'representative'},
237,20,1328,123703,{Shulgi.47.07.15 (us2 year)},Undirected,{'representative'},{'source'}
238,211,1328,123703,{Shulgi.47.07.15 (us2 year)},Undirected,,{'source'}
239,20,2235,128945,"{Amar-Suen.04.12.02, Amar-Suen.04.12.25}",Undirected,{'representative'},{'intermediary'}
240,20,141,105821,{Shulgi.46.05.18},Undirected,"{'representative', 'source'}",{'source'}
241,20,1320,105821,{Shulgi.46.05.18},Undirected,"{'representative', 'source'}","{'representative', 'source'}"
242,141,1320,105821,{Shulgi.46.05.18},Undirected,{'source'},"{'representative', 'source'}"
243,20,154,126349,{Amar-Suen.04.08.29},Undirected,{'representative'},{'source'}
244,20,1707,126349,{Amar-Suen.04.08.29},Undirected,{'representative'},{'recipient'}
245,154,1707,126349,{Amar-Suen.04.08.29},Undirected,{'source'},{'recipient'}
246,20,1023,289524,{Shulgi.47.12.23 (us2 year)},Undirected,"{'representative', 'source'}",{'intermediary'}
247,20,1575,107713,{Shulgi.48.07.20},Undirected,"{'representative', 'source'}",{'recipient'}
248,20,203,212094,{Amar-Suen.02.12.00},Undirected,{'representative'},{'source'}
249,20,512,142803,{Shu-Suen.06.12d.29 (intercalated)},Undirected,{'representative'},{'intermediary'}
250,20,1543,142803,{Shu-Suen.06.12d.29 (intercalated)},Undirected,{'representative'},{'source'}
251,512,1543,142803,{Shu-Suen.06.12d.29 (intercalated)},Undirected,{'intermediary'},{'source'}
252,20,752,107689,{Shulgi.47.06.07 (us2 year)},Undirected,{'representative'},
253,20,1945,107689,{Shulgi.47.06.07 (us2 year)},Undirected,{'representative'},{'recipient'}
254,752,1945,107689,{Shulgi.47.06.07 (us2 year)},Undirected,,{'recipient'}
255,20,43,145526,{Amar-Suen.02.05.28},Undirected,,
256,20,198,145526,{Amar-Suen.02.05.28},Undirected,,{'recipient'}
257,43,198,145526,{Amar-Suen.02.05.28},Undirected,,{'recipient'}
258,20,1111,108030,,Undirected,{'representative'},{'source'}
259,20,1573,108030,,Undirected,{'representative'},{'recipient'}
260,1111,1573,108030,,Undirected,{'source'},{'recipient'}
261,20,203,117267,,Undirected,{'representative'},{'source'}
262,20,464,122141,,Undirected,"{'representative', 'source'}",
263,20,2142,122141,,Undirected,"{'representative', 'source'}",
264,464,2142,122141,,Undirected,,
265,20,1620,125586,,Undirected,"{'representative', 'source'}",{'source'}
266,20,1772,125586,,Undirected,"{'representative', 'source'}",
267,1620,1772,125586,,Undirected,{'source'},
268,1661,1661,126368,,Undirected,,
269,20,657,128619,,Undirected,,
270,20,766,128619,,Undirected,,
271,657,766,128619,,Undirected,,
272,20,317,129492,,Undirected,{'representative'},{'source'}
273,20,1945,134718,,Undirected,{'recipient'},{'recipient'}
274,20,1945,134718,,Undirected,{'recipient'},
275,1945,1945,134718,,Undirected,{'recipient'},
276,20,1111,142417,,Undirected,{'representative'},
277,20,420,303795,,Undirected,{'representative'},{'representative'}
278,20,811,303795,,Undirected,{'representative'},{'recipient'}
279,420,811,303795,,Undirected,{'representative'},{'recipient'}
280,20,198,332030,,Undirected,{'representative'},{'recipient'}
281,20,1472,332030,,Undirected,{'representative'},
282,198,1472,332030,,Undirected,{'recipient'},
283,20,1328,123540,{Shulgi.--.10.00},Undirected,,{'source'}
284,20,154,332650,{Shulgi.42.01.26},Undirected,{'representative'},{'source'}
285,20,1314,332650,{Shulgi.42.01.26},Undirected,{'representative'},{'source'}
286,154,1314,332650,{Shulgi.42.01.26},Undirected,{'source'},{'source'}
287,318,318,142791,{Shulgi.42.11.19},Undirected,{'representative'},{'representative'}
288,20,1603,126649,{Shulgi.44.10.00},Undirected,,{'source'}
289,20,709,116259,{Shulgi.44.11.15},Undirected,,
290,20,1221,116259,{Shulgi.44.11.15},Undirected,,{'source'}
291,709,1221,116259,{Shulgi.44.11.15},Undirected,,{'source'}
292,20,1131,113437,{Shulgi.45.03.00 (us2 year)},Undirected,,{'source'}
293,20,1505,113437,{Shulgi.45.03.00 (us2 year)},Undirected,,
294,1131,1505,113437,{Shulgi.45.03.00 (us2 year)},Undirected,{'source'},
295,20,1799,123623,{Shulgi.45.07m.18 (intercalated) =? Shulgi.46.07.18 (intercalated) (us2 year) ?},Undirected,"{'representative', 'source'}",
296,2013,2013,107601,{Shulgi.45.08.10},Undirected,"{'representative', 'source'}","{'representative', 'source'}"
297,20,2013,107997,{Shulgi.45.11.02},Undirected,"{'representative', 'source'}","{'representative', 'source'}"
298,20,2037,107997,{Shulgi.45.11.02},Undirected,"{'representative', 'source'}",
299,2013,2037,107997,{Shulgi.45.11.02},Undirected,"{'representative', 'source'}",
300,20,1320,211817,{Shulgi.45.12.11},Undirected,{'representative'},{'representative'}
301,20,1573,211817,{Shulgi.45.12.11},Undirected,{'representative'},{'recipient'}
302,1320,1573,211817,{Shulgi.45.12.11},Undirected,{'representative'},{'recipient'}
303,20,1320,123423,{Shulgi.46.01.00},Undirected,,{'source'}
304,20,1311,128893,{Shulgi.46.01.29 (us2 year)},Undirected,{'representative'},{'source'}
305,20,563,480377,{Shulgi.46.03.05},Undirected,"{'representative', 'source'}",
306,20,1111,107618,{Shulgi.46.04.23},Undirected,"{'representative', 'source'}",{'source'}
307,20,1321,123336,{Shulgi.46.05.00},Undirected,{'recipient'},{'source'}
308,20,1328,123336,{Shulgi.46.05.00},Undirected,{'recipient'},{'source'}
309,1321,1328,123336,{Shulgi.46.05.00},Undirected,{'source'},{'source'}
310,20,1314,211610,{Shulgi.46.05.02},Undirected,"{'representative', 'source'}",{'source'}
311,20,1047,124446,{Shulgi.46.05.15 (us2 year)},Undirected,"{'representative', 'source'}",{'representative'}
312,20,50,124459,{Shulgi.46.05.15},Undirected,{'representative'},{'representative'}
313,20,1100,124459,{Shulgi.46.05.15},Undirected,{'representative'},{'source'}
314,50,1100,124459,{Shulgi.46.05.15},Undirected,{'representative'},{'source'}
315,20,1752,122766,{Shulgi.46.07.09},Undirected,"{'representative', 'source'}",{'source'}
316,20,273,124636,{Shulgi.46.08.03},Undirected,{'representative'},{'recipient'}
317,20,420,105819,{Shulgi.46.09.18},Undirected,{'representative'},"{'representative', 'source'}"
318,20,983,105819,{Shulgi.46.09.18},Undirected,{'representative'},{'recipient'}
319,420,983,105819,{Shulgi.46.09.18},Undirected,"{'representative', 'source'}",{'recipient'}
320,20,198,122664,{Shulgi.46.11.06},Undirected,"{'representative', 'source'}",{'recipient'}
321,20,1325,102573,{Shulgi.47.01.17 (us2 year)},Undirected,{'representative'},{'recipient'}
322,20,2013,102573,{Shulgi.47.01.17 (us2 year)},Undirected,{'representative'},{'representative'}
323,1325,2013,102573,{Shulgi.47.01.17 (us2 year)},Undirected,{'recipient'},{'representative'}
324,20,1314,105831,{Shulgi.47.03.00 (us2 year)},Undirected,{'representative'},{'source'}
325,20,1111,107680,{Shulgi.47.03.14 (us2 year)},Undirected,{'representative'},{'source'}
326,20,1707,107680,{Shulgi.47.03.14 (us2 year)},Undirected,{'representative'},{'source'}
327,1111,1707,107680,{Shulgi.47.03.14 (us2 year)},Undirected,{'source'},{'source'}
328,20,1100,131850,{Shulgi.47.03.17 (us2 year)},Undirected,{'representative'},{'intermediary'}
329,20,136,212113,{Shulgi.47.03.18},Undirected,{'representative'},{'intermediary'}
330,20,1573,212113,{Shulgi.47.03.18},Undirected,{'representative'},{'recipient'}
331,136,1573,212113,{Shulgi.47.03.18},Undirected,{'intermediary'},{'recipient'}
332,20,368,117190,{Shulgi.47.07.12 (us2 year)},Undirected,"{'representative', 'source'}",{'source'}
333,20,1328,123601,{Shulgi.47.08.00 (us2 year)},Undirected,,{'source'}
334,20,535,125484,{Shulgi.47.11.04 (us2 year)},Undirected,"{'representative', 'source'}",{'representative'}
