id,source,target,p_index,year,type,source's role,target's role
6470,506,891,124499,{Amar-Suen.08.12.25},Undirected,{'source'},
6471,506,1472,124499,{Amar-Suen.08.12.25},Undirected,{'source'},
6472,891,1472,124499,{Amar-Suen.08.12.25},Undirected,,
6473,506,830,127836,{Amar-Suen.04.02.21 (us2 year)},Undirected,{'source'},{'intermediary'}
6474,506,664,126804,{Amar-Suen.07.11.24},Undirected,{'source'},{'intermediary'}
6475,506,1393,106866,{Amar-Suen.08.05.00},Undirected,{'source'},
6476,506,2108,106866,{Amar-Suen.08.05.00},Undirected,{'source'},{'recipient'}
6477,1393,2108,106866,{Amar-Suen.08.05.00},Undirected,,{'recipient'}
6478,506,850,406814,{Amar-Suen.08.04.00},Undirected,{'source'},{'recipient'}
6479,506,1946,406814,{Amar-Suen.08.04.00},Undirected,{'source'},
6480,850,1946,406814,{Amar-Suen.08.04.00},Undirected,{'recipient'},
6481,506,1601,201015,{Amar-Suen.07.08.00},Undirected,{'source'},"{'representative', 'source'}"
6482,1993,1993,120049,,Undirected,,
6483,506,2108,101438,,Undirected,{'source'},{'recipient'}
6484,506,1573,103710,,Undirected,{'source'},{'recipient'}
6485,506,1573,109480,,Undirected,{'source'},{'recipient'}
6486,506,2113,135155,,Undirected,{'source'},
6487,1328,1328,200522,,Undirected,{'source'},{'source'}
6488,506,808,291882,,Undirected,{'source'},{'recipient'}
6489,506,1158,291882,,Undirected,{'source'},
6490,808,1158,291882,,Undirected,{'recipient'},
6491,506,2108,321013,,Undirected,{'source'},{'recipient'}
6492,506,1813,235435,{Shulgi.26.11.00},Undirected,{'source'},{'recipient'}
6493,506,747,113699,{Shulgi.34.01.00},Undirected,{'source'},
6494,506,2137,113699,{Shulgi.34.01.00},Undirected,{'source'},
6495,747,2137,113699,{Shulgi.34.01.00},Undirected,,
6496,506,739,129451,{Shulgi.35.09.00 (us2 year)},Undirected,,{'intermediary'}
6497,506,1625,129451,{Shulgi.35.09.00 (us2 year)},Undirected,,
6498,739,1625,129451,{Shulgi.35.09.00 (us2 year)},Undirected,{'intermediary'},
6499,506,1788,112397,{Shulgi.40.05.00 (us2 year)},Undirected,{'source'},{'recipient'}
6500,1314,1314,303553,{Shulgi.45.07.07 (us2 year)},Undirected,{'source'},{'source'}
6501,506,1724,106854,{Shulgi.46.03.00},Undirected,{'source'},
6502,506,1573,128830,{Shulgi.46.08.16},Undirected,{'source'},{'recipient'}
6503,506,2108,320969,{Shulgi.47.01.27 (us2 year)},Undirected,{'source'},{'recipient'}
6504,1540,1540,101000,{Shulgi.47.02.01 (us2 year)},Undirected,{'source'},{'source'}
6505,506,1573,109535,{Shulgi.47.03.01 (us2 year)},Undirected,{'source'},{'recipient'}
6506,506,1573,109536,{Shulgi.47.03.02 (us2 year)},Undirected,{'source'},{'recipient'}
6507,1328,1328,143739,{Shulgi.47.04.01 (us2 year)},Undirected,{'source'},{'source'}
6508,506,1100,109540,{Shulgi.47.04.07 (us2 year)},Undirected,{'source'},{'recipient'}
6509,506,1573,128833,{Shulgi.47.05.13 (us2 year)},Undirected,{'source'},{'recipient'}
6510,506,1573,145804,{Shulgi.47.06.00 (us2 year)},Undirected,{'source'},{'recipient'}
6511,506,2108,128852,{Shulgi.47.09.30 (us2 year)},Undirected,{'source'},{'recipient'}
6512,506,1573,109551,{Shulgi.47.10.14 (us2 year)},Undirected,{'source'},{'recipient'}
6513,506,1573,320755,{Shulgi.47.11.04 (us2 year)},Undirected,{'source'},{'recipient'}
6514,506,2108,102505,{Shulgi.47.12.00 (us2 year)},Undirected,{'source'},{'recipient'}
6515,506,1573,109555,{Shulgi.48.01.00},Undirected,{'source'},{'recipient'}
6516,506,2092,113619,{Shulgi.48.01.23},Undirected,{'source'},{'recipient'}
6517,506,1325,390787,{Shulgi.48.06.30},Undirected,{'source'},{'recipient'}
6518,506,1505,136309,"{Shulgi.48.07.00, Shulgi.48.08.00}",Undirected,{'source'},
6519,506,1325,123380,{Shulgi.48.07.28},Undirected,{'source'},{'recipient'}
6520,506,1311,131954,{Shulgi.48.08.13},Undirected,{'source'},{'recipient'}
6521,506,1747,123521,{Shulgi.48.08.20},Undirected,{'source'},
6522,506,1573,134270,{Shulgi.48.09.02},Undirected,{'source'},{'recipient'}
6523,506,1573,109560,{Amar-Suen.01.02.23},Undirected,{'source'},{'recipient'}
6524,506,1573,103314,{Amar-Suen.01.03.02},Undirected,{'source'},{'recipient'}
6525,506,1573,116835,{Amar-Suen.01.03.24},Undirected,{'source'},{'recipient'}
6526,506,1311,124197,{Amar-Suen.01.04.03},Undirected,,
6527,506,1573,124197,{Amar-Suen.01.04.03},Undirected,,{'recipient'}
6528,1311,1573,124197,{Amar-Suen.01.04.03},Undirected,,{'recipient'}
6529,506,1573,210505,{Amar-Suen.01.07.05},Undirected,{'source'},{'recipient'}
6530,506,2108,210505,{Amar-Suen.01.07.05},Undirected,{'source'},{'recipient'}
6531,1573,2108,210505,{Amar-Suen.01.07.05},Undirected,{'recipient'},{'recipient'}
6532,506,1573,320593,{Amar-Suen.01.09.20},Undirected,{'source'},{'recipient'}
6533,506,1573,116837,{Amar-Suen.01.10.18},Undirected,{'source'},{'recipient'}
6534,506,1573,116836,{Amar-Suen.01.10.21},Undirected,{'source'},{'recipient'}
6535,506,1573,109569,{Amar-Suen.01.11.05},Undirected,{'source'},{'recipient'}
6536,506,1573,127403,{Amar-Suen.01.12.00},Undirected,{'source'},{'recipient'}
6537,506,1573,131952,{Amar-Suen.02.02.25},Undirected,{'source'},{'recipient'}
6538,506,1573,106331,{Amar-Suen.02.04.05},Undirected,{'source'},{'recipient'}
6539,506,1573,109592,{Amar-Suen.02.07.22},Undirected,{'source'},{'recipient'}
6540,506,1573,408141,{Amar-Suen.02.08.08},Undirected,{'source'},{'recipient'}
6541,506,1678,408141,{Amar-Suen.02.08.08},Undirected,{'source'},{'source'}
6542,1573,1678,408141,{Amar-Suen.02.08.08},Undirected,{'recipient'},{'source'}
6543,506,1311,407961,{Amar-Suen.02.10.10 ?},Undirected,{'source'},{'recipient'}
6544,506,1573,109600,{Amar-Suen.02.11.14},Undirected,{'source'},{'recipient'}
6545,506,1573,109608,{Amar-Suen.03.01.26},Undirected,{'source'},{'recipient'}
6546,506,2108,102707,{Amar-Suen.03.06.20},Undirected,,{'recipient'}
6547,506,2108,102707,{Amar-Suen.03.06.20},Undirected,,
6548,2108,2108,102707,{Amar-Suen.03.06.20},Undirected,{'recipient'},
6549,506,2108,303790,{Amar-Suen.03.08.16},Undirected,{'source'},{'recipient'}
6550,506,2108,303790,{Amar-Suen.03.08.16},Undirected,{'source'},{'recipient'}
6551,2108,2108,303790,{Amar-Suen.03.08.16},Undirected,{'recipient'},{'recipient'}
6552,506,2108,126472,{Amar-Suen.03.09.15},Undirected,{'source'},{'recipient'}
6553,506,2108,126472,{Amar-Suen.03.09.15},Undirected,{'source'},{'recipient'}
6554,2108,2108,126472,{Amar-Suen.03.09.15},Undirected,{'recipient'},{'recipient'}
6555,506,2108,145813,{Amar-Suen.03.09.25},Undirected,{'source'},{'recipient'}
6556,506,2108,145813,{Amar-Suen.03.09.25},Undirected,{'source'},
6557,2108,2108,145813,{Amar-Suen.03.09.25},Undirected,{'recipient'},
6558,506,2092,143962,{Amar-Suen.03.12.08},Undirected,{'source'},{'recipient'}
6559,506,2108,320966,{Amar-Suen.03.12.20},Undirected,{'source'},{'recipient'}
6560,506,2108,320966,{Amar-Suen.03.12.20},Undirected,{'source'},{'recipient'}
6561,2108,2108,320966,{Amar-Suen.03.12.20},Undirected,{'recipient'},{'recipient'}
6562,506,2092,128044,{Amar-Suen.04.01.24 (us2 year)},Undirected,{'source'},
6563,506,1707,126365,{Amar-Suen.04.02.10 (us2 year)},Undirected,{'source'},{'recipient'}
6564,506,1311,128598,{Amar-Suen.04.06.09},Undirected,{'source'},{'recipient'}
6565,506,1573,303778,{Amar-Suen.04.06.13},Undirected,{'source'},{'recipient'}
6566,506,1826,235071,{Amar-Suen.04.07.10},Undirected,{'source'},{'recipient'}
6567,506,2108,124198,{Amar-Suen.04.09.19},Undirected,{'source'},{'recipient'}
6568,1892,1892,124529,{Amar-Suen.05.03.13},Undirected,{'source'},{'source'}
6569,506,808,133872,{Amar-Suen.05.03.13},Undirected,{'source'},{'recipient'}
6570,506,1311,109668,{Amar-Suen.05.05.03},Undirected,{'source'},{'recipient'}
6571,506,2108,109690,{Amar-Suen.06.01.07 (us2 year)},Undirected,{'source'},
6572,506,2108,134995,{Amar-Suen.06.01.22},Undirected,{'source'},{'recipient'}
6573,506,2108,109694,{Amar-Suen.06.02.23},Undirected,{'source'},
6574,506,709,116821,{Amar-Suen.06.03.00},Undirected,{'source'},
6575,506,850,116821,{Amar-Suen.06.03.00},Undirected,{'source'},{'recipient'}
6576,709,850,116821,{Amar-Suen.06.03.00},Undirected,,{'recipient'}
6577,506,2108,109697,{Amar-Suen.06.03.04},Undirected,{'source'},{'recipient'}
6578,506,2108,109698,{Amar-Suen.06.03.05},Undirected,{'source'},{'recipient'}
6579,506,2108,321010,{Amar-Suen.06.05.05},Undirected,{'source'},{'recipient'}
6580,506,2092,332411,{Amar-Suen.06.06.03},Undirected,{'source'},{'recipient'}
6581,506,2108,109704,{Amar-Suen.06.07.02},Undirected,{'source'},
6582,506,2108,109706,{Amar-Suen.06.07.10},Undirected,{'source'},{'recipient'}
6583,506,1573,126659,{Amar-Suen.06.08.14},Undirected,{'source'},{'recipient'}
6584,506,2108,131949,{Amar-Suen.06.10.09},Undirected,{'source'},{'recipient'}
6585,506,2108,109711,{Amar-Suen.06.10.27},Undirected,{'source'},{'recipient'}
6586,506,1573,320919,{Amar-Suen.06.11.05},Undirected,{'source'},{'recipient'}
6587,506,2108,109712,{Amar-Suen.06.11.15},Undirected,{'source'},{'recipient'}
6588,506,2108,109713,{Amar-Suen.06.11.25},Undirected,{'source'},{'recipient'}
6589,506,2108,102582,{Amar-Suen.06.12.00},Undirected,{'source'},{'recipient'}
6590,506,2108,109714,{Amar-Suen.06.12.01},Undirected,{'source'},{'recipient'}
6591,506,2108,127502,{Amar-Suen.07.01.00},Undirected,{'source'},{'recipient'}
6592,506,2108,109720,{Amar-Suen.07.01.05},Undirected,{'source'},{'recipient'}
6593,506,2108,116852,{Amar-Suen.07.02.15},Undirected,{'source'},{'recipient'}
6594,506,2108,124201,{Amar-Suen.07.02.21},Undirected,{'source'},{'representative'}
6595,506,2108,116855,{Amar-Suen.07.03.11},Undirected,{'source'},{'recipient'}
6596,506,850,127504,{Amar-Suen.07.04.00},Undirected,{'source'},{'recipient'}
6597,506,2246,127504,{Amar-Suen.07.04.00},Undirected,{'source'},{'recipient'}
6598,850,2246,127504,{Amar-Suen.07.04.00},Undirected,{'recipient'},{'recipient'}
6599,506,1474,144261,{Amar-Suen.07.04.09},Undirected,{'source'},{'recipient'}
6600,506,1325,125569,{Amar-Suen.07.04.16},Undirected,{'source'},{'recipient'}
6601,506,850,126463,{Amar-Suen.07.07.00},Undirected,{'source'},{'recipient'}
6602,506,2108,126463,{Amar-Suen.07.07.00},Undirected,{'source'},{'recipient'}
6603,850,2108,126463,{Amar-Suen.07.07.00},Undirected,{'recipient'},{'recipient'}
6604,506,2108,321012,{Amar-Suen.07.07.09},Undirected,{'source'},{'recipient'}
6605,506,2108,320835,{Amar-Suen.07.07.15},Undirected,{'source'},{'recipient'}
6606,506,2108,109734,{Amar-Suen.07.07.28},Undirected,{'source'},{'recipient'}
6607,506,850,124203,{Amar-Suen.07.08.00},Undirected,{'source'},{'recipient'}
6608,506,2134,375858,{Amar-Suen.07.08.00},Undirected,{'source'},{'intermediary'}
6609,506,2108,102357,{Amar-Suen.07.08.19},Undirected,{'source'},
6610,506,2108,109740,{Amar-Suen.07.10.04},Undirected,{'source'},{'recipient'}
6611,506,2108,116853,{Amar-Suen.07.11.11},Undirected,{'source'},{'recipient'}
6612,506,2108,109745,{Amar-Suen.07.12.13},Undirected,{'source'},{'recipient'}
6613,1325,1325,104741,{Amar-Suen.07.12.26},Undirected,{'source'},{'source'}
6614,506,2108,320987,{Amar-Suen.07.12.30},Undirected,{'source'},{'recipient'}
6615,506,567,113799,{Amar-Suen.08.02.00},Undirected,{'source'},{'recipient'}
6616,506,2108,320964,{Amar-Suen.08.03.05},Undirected,{'source'},{'recipient'}
6617,506,1573,303484,{Amar-Suen.08.04.03},Undirected,{'source'},{'recipient'}
6618,506,850,126426,{Amar-Suen.08.06.00},Undirected,{'source'},{'recipient'}
6619,506,1573,303810,{Amar-Suen.08.09.01},Undirected,{'source'},{'recipient'}
6620,506,1311,107904,{Amar-Suen.08.11.17},Undirected,{'source'},{'recipient'}
6621,506,2108,109763,{Amar-Suen.08.12.27},Undirected,{'source'},{'recipient'}
6622,506,850,390715,{Amar-Suen.09.01.00},Undirected,{'source'},{'recipient'}
6623,506,1356,390715,{Amar-Suen.09.01.00},Undirected,{'source'},{'intermediary'}
6624,850,1356,390715,{Amar-Suen.09.01.00},Undirected,{'recipient'},{'intermediary'}
6625,506,2108,129445,{Amar-Suen.09.02.10},Undirected,{'source'},{'recipient'}
6626,506,1661,107907,{Amar-Suen.09.04.12},Undirected,{'source'},{'intermediary'}
6627,506,2108,102452,{Amar-Suen.09.11.21},Undirected,{'source'},{'recipient'}
6628,507,1573,107597,,Undirected,,{'recipient'}
6629,512,1235,113867,{Amar-Suen.05.02.00},Undirected,,{'source'}
6630,512,1218,133936,{Shulgi.45.02.15 (us2 year)},Undirected,{'source'},{'intermediary'}
6631,512,1057,122581,{Shulgi.44.02.00},Undirected,,
6632,512,1384,122581,{Shulgi.44.02.00},Undirected,,
6633,1057,1384,122581,{Shulgi.44.02.00},Undirected,,
6634,512,560,134793,,Undirected,,
6635,512,1677,134793,,Undirected,,
6636,560,1677,134793,,Undirected,,
6637,512,1328,340512,,Undirected,,{'source'}
6638,512,1100,340514,,Undirected,,"{'intermediary', 'source'}"
6639,512,1314,123631,{Shulgi.44.06.18},Undirected,{'intermediary'},
6640,512,1321,128807,{Shulgi.44.10.00},Undirected,{'recipient'},{'source'}
6641,512,1573,109504,{Shulgi.45.01.18 (us2 year)},Undirected,{'source'},{'recipient'}
6642,512,2108,320665,{Shulgi.45.02.03 (us2 year)},Undirected,{'source'},{'recipient'}
6643,512,808,320616,{Shulgi.45.02.04 (us2 year)},Undirected,{'source'},{'recipient'}
6644,512,1573,320945,{Shulgi.45.02.16 (us2 year)},Undirected,{'source'},{'recipient'}
6645,512,2108,320945,{Shulgi.45.02.16 (us2 year)},Undirected,{'source'},{'recipient'}
6646,1573,2108,320945,{Shulgi.45.02.16 (us2 year)},Undirected,{'recipient'},{'recipient'}
6647,512,1573,109508,{Shulgi.45.04.26 (us2 year)},Undirected,{'source'},{'recipient'}
6648,512,1573,109508,{Shulgi.45.04.26 (us2 year)},Undirected,{'source'},{'recipient'}
6649,1573,1573,109508,{Shulgi.45.04.26 (us2 year)},Undirected,{'recipient'},{'recipient'}
6650,512,1306,131942,{Shulgi.45.07.00 (us2 year)},Undirected,{'recipient'},{'intermediary'}
6651,512,1414,131942,{Shulgi.45.07.00 (us2 year)},Undirected,{'recipient'},
6652,1306,1414,131942,{Shulgi.45.07.00 (us2 year)},Undirected,{'intermediary'},
6653,512,1100,133907,{Shulgi.46.02.18},Undirected,{'source'},"{'representative', 'source'}"
6654,512,512,113458,{Shulgi.46.08.01},Undirected,{'intermediary'},{'source'}
6655,512,2092,126519,{Amar-Suen.02.03.26},Undirected,{'intermediary'},{'recipient'}
6656,2094,2094,320621,{Amar-Suen.04.04.02},Undirected,{'source'},{'source'}
6657,512,1301,113854,{Shu-Suen.09.08.00},Undirected,,
6658,512,2216,113854,{Shu-Suen.09.08.00},Undirected,,{'source'}
6659,1301,2216,113854,{Shu-Suen.09.08.00},Undirected,,{'source'}
6660,514,1891,124528,{Amar-Suen.09.12d.14 (intercalated)},Undirected,,{'recipient'}
6661,515,1573,116827,{Shulgi.45.01.04 (us2 year)},Undirected,{'source'},{'recipient'}
6662,515,1573,109507,{Shulgi.45.03.20 (us2 year)},Undirected,{'source'},{'recipient'}
6663,515,2092,112247,{Shulgi.45.05.08 (us2 year)},Undirected,{'source'},{'recipient'}
6664,1311,1311,108010,{Shulgi.46.03.13 (us2 year)},Undirected,{'source'},{'source'}
6665,515,1325,123451,{Shulgi.46.04.16 (us2 year)},Undirected,{'source'},{'recipient'}
6666,515,1211,104269,{Amar-Suen.09.12d.00 (intercalated)},Undirected,"{'recipient', 'source'}",
6667,516,2108,142317,{Amar-Suen.03.05.00},Undirected,{'intermediary'},{'recipient'}
6668,517,569,135138,,Undirected,"{'recipient', 'source'}",
6669,517,1641,135138,,Undirected,"{'recipient', 'source'}",
6670,569,1641,135138,,Undirected,,
6671,519,2014,113632,{Shulgi.44.03.27},Undirected,{'intermediary'},
6672,519,1573,125553,{Shulgi.46.06.24},Undirected,{'source'},{'recipient'}
6673,519,1314,124164,{Amar-Suen.01.09.04},Undirected,,{'source'}
6674,520,1111,115606,{Shulgi.46.05.12},Undirected,,
6675,520,1540,115606,{Shulgi.46.05.12},Undirected,,
6676,1111,1540,115606,{Shulgi.46.05.12},Undirected,,
6677,520,1314,303754,{Amar-Suen.03.12.09},Undirected,{'representative'},{'source'}
6678,520,1573,303754,{Amar-Suen.03.12.09},Undirected,{'representative'},{'recipient'}
6679,1314,1573,303754,{Amar-Suen.03.12.09},Undirected,{'source'},{'recipient'}
6680,523,762,123269,,Undirected,,
6681,523,1573,123269,,Undirected,,{'recipient'}
6682,762,1573,123269,,Undirected,,{'recipient'}
6683,523,1540,392636,{Shulgi.46.05.29},Undirected,,{'recipient'}
6684,525,1540,210516,{Amar-Suen.03.03.00},Undirected,{'intermediary'},{'recipient'}
6685,525,2108,210516,{Amar-Suen.03.03.00},Undirected,{'intermediary'},{'recipient'}
6686,1540,2108,210516,{Amar-Suen.03.03.00},Undirected,{'recipient'},{'recipient'}
6687,2108,2108,130414,,Undirected,,
6688,526,1237,125826,{Shulgi.45.09.07},Undirected,,{'intermediary'}
6689,526,2179,125826,{Shulgi.45.09.07},Undirected,,
6690,1237,2179,125826,{Shulgi.45.09.07},Undirected,{'intermediary'},
6691,529,2015,104213,{Shulgi.45.04.00},Undirected,,{'intermediary'}
6692,529,811,102927,{Shu-Suen.07.06.28},Undirected,{'recipient'},{'source'}
6693,529,2108,102927,{Shu-Suen.07.06.28},Undirected,{'recipient'},{'recipient'}
6694,811,2108,102927,{Shu-Suen.07.06.28},Undirected,{'source'},{'recipient'}
6695,531,797,124310,{Amar-Suen.08.09.13},Undirected,{'intermediary'},{'source'}
6696,532,1678,103317,{Shulgi.43.03.00},Undirected,{'source'},{'intermediary'}
6697,532,1826,103317,{Shulgi.43.03.00},Undirected,{'source'},{'recipient'}
6698,1678,1826,103317,{Shulgi.43.03.00},Undirected,{'intermediary'},{'recipient'}
6699,532,1270,104638,{Ibbi-Suen.01.11.00},Undirected,{'source'},
6700,532,1736,104638,{Ibbi-Suen.01.11.00},Undirected,{'source'},{'recipient'}
6701,1270,1736,104638,{Ibbi-Suen.01.11.00},Undirected,,{'recipient'}
6702,933,933,101018,,Undirected,,
6703,534,1239,106149,,Undirected,,{'intermediary'}
6704,534,1491,106200,,Undirected,,
6705,534,1491,106200,,Undirected,,
6706,1491,1491,106200,,Undirected,,
6707,535,2108,424439,{Shulgi.43.03.20},Undirected,{'representative'},{'recipient'}
6708,535,2185,424439,{Shulgi.43.03.20},Undirected,{'representative'},
6709,2108,2185,424439,{Shulgi.43.03.20},Undirected,{'recipient'},
6710,535,808,100260,{Shulgi.48.08.04},Undirected,{'representative'},{'recipient'}
6711,535,1314,107715,{Shulgi.48.08.04},Undirected,{'representative'},{'source'}
6712,535,1573,107715,{Shulgi.48.08.04},Undirected,{'representative'},{'recipient'}
6713,1314,1573,107715,{Shulgi.48.08.04},Undirected,{'source'},{'recipient'}
6714,537,898,118331,{Shulgi.43.06.05},Undirected,,
6715,537,1789,118331,{Shulgi.43.06.05},Undirected,,{'intermediary'}
6716,898,1789,118331,{Shulgi.43.06.05},Undirected,,{'intermediary'}
6717,1757,1757,145796,{Shulgi.43.06.04},Undirected,,
6718,1491,1491,134290,,Undirected,,
6719,539,853,145085,,Undirected,,
6720,539,1491,145085,,Undirected,,
6721,853,1491,145085,,Undirected,,
6722,539,1818,332389,,Undirected,,
6723,539,2181,332389,,Undirected,,
6724,1818,2181,332389,,Undirected,,
6725,539,1491,212325,,Undirected,,
6726,539,2181,212325,,Undirected,,
6727,1491,2181,212325,,Undirected,,
6728,540,2179,107639,,Undirected,,"{'representative', 'source'}"
6729,540,808,114046,{Shu-Suen.07.07.19},Undirected,,{'recipient'}
6730,540,2108,114046,{Shu-Suen.07.07.19},Undirected,,{'recipient'}
6731,808,2108,114046,{Shu-Suen.07.07.19},Undirected,{'recipient'},{'recipient'}
6732,542,542,145083,,Undirected,,
6733,542,953,145083,,Undirected,,
6734,542,953,145083,,Undirected,,
6735,542,542,124586,,Undirected,,
6736,542,542,134199,,Undirected,,
6737,542,1039,106150,{Shu-Suen.09.11.18},Undirected,,{'source'}
6738,543,1709,127318,,Undirected,{'intermediary'},{'source'}
6739,1543,1543,368380,,Undirected,,
6740,543,1050,129488,"{Shu-Suen.07.05.02, Shu-Suen.07.05.27}",Undirected,{'intermediary'},{'source'}
6741,543,1543,332561,{Shu-Suen.07.07.28},Undirected,{'intermediary'},{'source'}
6742,543,2108,332561,{Shu-Suen.07.07.28},Undirected,{'intermediary'},{'recipient'}
6743,1543,2108,332561,{Shu-Suen.07.07.28},Undirected,{'source'},{'recipient'}
6744,1047,1047,107630,,Undirected,,
6745,2181,2181,332390,,Undirected,,
6746,1819,1819,201463,,Undirected,,
6747,546,1225,101411,{Shulgi.36.06.00},Undirected,,{'source'}
6748,546,1314,103507,{Amar-Suen.07.02.15},Undirected,,{'source'}
6749,546,1790,144217,{Amar-Suen.07.10.00},Undirected,,{'source'}
6750,550,1414,114321,{Shulgi.46.04.15},Undirected,{'intermediary'},
6751,550,2013,114321,{Shulgi.46.04.15},Undirected,{'intermediary'},"{'representative', 'source'}"
6752,1414,2013,114321,{Shulgi.46.04.15},Undirected,,"{'representative', 'source'}"
6753,550,2108,132052,{Amar-Suen.05.03.24},Undirected,,{'recipient'}
6754,1945,1945,102635,{Amar-Suen.05.06.13},Undirected,,
6755,2108,2108,303681,{Shu-Suen.03.05.00 (us2 year)},Undirected,{'recipient'},{'recipient'}
6756,555,709,431428,,Undirected,,
6757,555,1369,431428,,Undirected,,
6758,709,1369,431428,,Undirected,,
6759,1174,1174,106166,{Shulgi.31.06.00},Undirected,,
6760,555,555,106184,{Shulgi.36.05.00},Undirected,{'recipient'},
6761,557,1195,142302,{Ibbi-Suen.01.10.00},Undirected,{'source'},{'recipient'}
6762,557,1328,142302,{Ibbi-Suen.01.10.00},Undirected,{'source'},{'source'}
6763,1195,1328,142302,{Ibbi-Suen.01.10.00},Undirected,{'recipient'},{'source'}
6764,559,919,113749,{Shulgi.41.12.00 (us2-us2 year)},Undirected,{'source'},{'recipient'}
6765,559,1183,113749,{Shulgi.41.12.00 (us2-us2 year)},Undirected,{'source'},{'recipient'}
6766,919,1183,113749,{Shulgi.41.12.00 (us2-us2 year)},Undirected,{'recipient'},{'recipient'}
6767,559,919,113750,{Shulgi.41.12.00 (us2-us2 year)},Undirected,{'source'},{'recipient'}
6768,560,1125,113146,{Amar-Suen.08.08.17},Undirected,,{'intermediary'}
6769,560,1385,113146,{Amar-Suen.08.08.17},Undirected,,
6770,1125,1385,113146,{Amar-Suen.08.08.17},Undirected,{'intermediary'},
6771,560,1100,123529,{Shulgi.46.12.07},Undirected,,{'source'}
6772,560,2133,123529,{Shulgi.46.12.07},Undirected,,{'source'}
6773,1100,2133,123529,{Shulgi.46.12.07},Undirected,{'source'},{'source'}
6774,560,1321,126491,{Shulgi.44.04.00},Undirected,"{'recipient', 'source'}",{'source'}
6775,1047,1047,235921,{Shulgi.48.06.19},Undirected,,
6776,560,1223,123259,,Undirected,,
6777,560,1328,123259,,Undirected,,{'source'}
6778,1223,1328,123259,,Undirected,,{'source'}
6779,560,2094,128765,{Shulgi.44.04.00},Undirected,,{'source'}
6780,560,811,406800,{Shulgi.44.04.27},Undirected,,{'source'}
6781,560,1321,212086,{Shulgi.44.12d.00 (intercalated)},Undirected,{'recipient'},{'source'}
6782,560,1325,212086,{Shulgi.44.12d.00 (intercalated)},Undirected,{'recipient'},{'source'}
6783,1321,1325,212086,{Shulgi.44.12d.00 (intercalated)},Undirected,{'source'},{'source'}
6784,560,1325,106304,{Shulgi.45.06.00 (us2 year)},Undirected,{'recipient'},{'recipient'}
6785,560,1747,106304,{Shulgi.45.06.00 (us2 year)},Undirected,{'recipient'},
6786,1325,1747,106304,{Shulgi.45.06.00 (us2 year)},Undirected,{'recipient'},
6787,560,2013,106858,{Shulgi.46.07.04},Undirected,{'recipient'},"{'representative', 'source'}"
6788,560,1311,105830,{Shulgi.47.01.27 (us2 year)},Undirected,{'recipient'},{'source'}
6789,560,1321,105830,{Shulgi.47.01.27 (us2 year)},Undirected,{'recipient'},{'source'}
6790,1311,1321,105830,{Shulgi.47.01.27 (us2 year)},Undirected,{'source'},{'source'}
6791,560,1631,123277,{Shulgi.47.05.03 (us2 year)},Undirected,,{'representative'}
6792,560,1720,123277,{Shulgi.47.05.03 (us2 year)},Undirected,,
6793,1631,1720,123277,{Shulgi.47.05.03 (us2 year)},Undirected,{'representative'},
6794,560,779,114328,{Shulgi.48.07.04},Undirected,,{'representative'}
6795,560,1573,114328,{Shulgi.48.07.04},Undirected,,{'recipient'}
6796,779,1573,114328,{Shulgi.48.07.04},Undirected,{'representative'},{'recipient'}
6797,560,1328,100261,{Shulgi.48.07.11},Undirected,,{'source'}
6798,560,1328,100261,{Shulgi.48.07.11},Undirected,,{'source'}
6799,1328,1328,100261,{Shulgi.48.07.11},Undirected,{'source'},{'source'}
6800,560,1328,135061,{Shulgi.48.07.22},Undirected,,{'source'}
6801,560,2013,135061,{Shulgi.48.07.22},Undirected,,{'representative'}
6802,1328,2013,135061,{Shulgi.48.07.22},Undirected,{'source'},{'representative'}
6803,560,1328,104109,{Amar-Suen.01.05.00},Undirected,{'recipient'},{'source'}
6804,560,1540,104109,{Amar-Suen.01.05.00},Undirected,{'recipient'},{'source'}
6805,1328,1540,104109,{Amar-Suen.01.05.00},Undirected,{'source'},{'source'}
6806,561,882,106144,{Amar-Suen.01.03.00},Undirected,{'source'},{'source'}
6807,561,1035,106144,{Amar-Suen.01.03.00},Undirected,{'source'},{'recipient'}
6808,882,1035,106144,{Amar-Suen.01.03.00},Undirected,{'source'},{'recipient'}
6809,563,646,461504,{Shulgi.30.09.00},Undirected,,
6810,563,1360,461504,{Shulgi.30.09.00},Undirected,,
6811,646,1360,461504,{Shulgi.30.09.00},Undirected,,
6812,563,803,104533,{Shulgi.45.12.00 (us2 year)},Undirected,,{'source'}
6813,563,815,104533,{Shulgi.45.12.00 (us2 year)},Undirected,,{'recipient'}
6814,803,815,104533,{Shulgi.45.12.00 (us2 year)},Undirected,{'source'},{'recipient'}
6815,563,1310,332377,{Shu-Suen.03.09.00},Undirected,,{'source'}
6816,563,1954,332377,{Shu-Suen.03.09.00},Undirected,,
6817,1310,1954,332377,{Shu-Suen.03.09.00},Undirected,{'source'},
6818,1311,1311,123667,{Shulgi.38.08.00 (us2 year)},Undirected,{'source'},{'source'}
6819,564,811,102925,{Shu-Suen.01.10.00},Undirected,,{'source'}
6820,1826,1826,106347,"{Amar-Suen.07.10.22, Amar-Suen.07.10.23}",Undirected,,
6821,569,808,115998,,Undirected,{'source'},{'recipient'}
6822,572,1400,103928,,Undirected,,{'intermediary'}
