name,id,role,profession,processed year,family,p_index,Archive,% domesticated animal,% dead animal,% leather object,% precious object,% queen,% seal,% unknown,% wild animal,% wool,date name,maxYear,minYear,Max Gap Start Year,Max Gap End Year,% source,% intermediary,% recipient,% representative
ur-{d}lugal-edin-na,1454,"[""{'recipient'}"", ""{'recipient'}"", '', ""{'source'}"", '']",,"['60.0800', '64.0400', '65.0501', '85.0200']","['', '', '', '', '']","[125831, 100271, 461498, 143693, 123509]","['domesticated animal', 'queen', 'domesticated animal', 'domesticated animal', 'domesticated animal']",0.8,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,"['', '{Shulgi.42.08.00}', '{Shulgi.46.04.00}', '{Shulgi.47.05.01 (us2 year)}', '{Ibbi-Suen.01.02.00}']",85.02,60.08,85.02,65.0501,0.2,0.0,0.4,0.0
ur-{d}ma-mi,1455,"['', '']",,[],"['', '']","[118415, 100627]","['unknown', 'unknown']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"['', '']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ur-{d}namma,1456,"['', ""{'source'}"", ""{'source'}"", '', ""{'source'}"", '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', ""{'intermediary'}"", '', '', ""{'intermediary'}"", '', '', '', ""{'source'}"", '', '', '', '', '', '', '', '', '', '', '', '']",,"['55.0500', '55.0500', '55.0500', '65.1227', '66.0712', '66.0716', '67.0322', '67.0500', '67.0525', '69.1103', '70.0914', '73.1000', '74.0702', '74.0821', '74.1127', '74.1229', '75.0000', '75.0000', '75.0325', '76.0922', '83.0206', '84.1004', '84.1115', '84.1116', '85.0713', '85.1125', '86.0614', '86.0903', '86.0903', '86.1003', '86.1009', '86.1015', '86.1024', '86.1025']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","[128943, 128943, 128943, 128943, 128943, 128943, 128943, 128943, 128943, 128943, 128943, 128943, 128943, 128943, 128943, 200532, 200532, 112420, 104788, 109323, 125964, 108668, 136226, 108690, 123346, 117323, 123764, 131572, 212204, 115530, 115914, 115914, 101889, 101889, 101889, 126171, 211821, 103915, 114342, 116900, 131603, 129467, 125758, 129468, 127318, 126395, 101402, 104622, 107733, 123619, 126508, 125833, 105190, 126755]","['domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'dead animal', 'dead animal', 'unknown', 'unknown', 'unknown', 'dead animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'dead animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'queen', 'domesticated animal']",0.8518518518518519,0.07407407407407407,0.0,0.0,0.018518518518518517,0.0,0.05555555555555555,0.0,0.0,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '{Shulgi.37.05.00}', '{Shulgi.37.05.00}', '{Shulgi.37.05.00}', '{Shulgi.47.12.27 (us2 year)}', '{Shulgi.48.07.12}', '{Shulgi.48.07.16}', '{Amar-Suen.01.03.22}', '{Amar-Suen.01.05.00}', '{Amar-Suen.01.05.25}', '{Amar-Suen.03.11.03}', '{Amar-Suen.04.09m.14 (intercalated)}', '{Amar-Suen.07.10.00}', '{Amar-Suen.08.07.02}', '{Amar-Suen.08.08.21}', '{Amar-Suen.08.11.27}', '{Amar-Suen.08.12.29}', '{Shu-Suen.--.--.--}', '{Shu-Suen.--.--.--}', '{Amar-Suen.09.03.25}', '{Shu-Suen.01.09.22}', '{Shu-Suen.08.02.06}', '{Shu-Suen.09.10.04}', '{Shu-Suen.09.11.15}', '{Shu-Suen.09.11.16}', '{Ibbi-Suen.01.07.13}', '{Ibbi-Suen.01.11.25}', '{Ibbi-Suen.02.06.14}', '{Ibbi-Suen.02.09.03}', '{Ibbi-Suen.02.09.03}', '{Ibbi-Suen.02.10.03}', '{Ibbi-Suen.02.10.09}', '{Ibbi-Suen.02.10.15}', '{Ibbi-Suen.02.10.24}', '{Ibbi-Suen.02.10.25}']",86.1025,55.05,65.1227,55.05,0.07407407407407407,0.037037037037037035,0.0,0.0
ur-{d}namma-ta,1457,"[""{'source'}"", ""{'source'}""]",,"['71.0928', '72.1128']","['', '']","[134889, 126593]","['domesticated animal', 'queen']",0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,"['{Amar-Suen.05.09.28}', '{Amar-Suen.06.11.28}']",72.1128,71.0928,72.1128,71.0928,1.0,0.0,0.0,0.0
ur-{d}nanna,1458,"['', '', '', ""{'recipient'}"", '', '', '', ""{'recipient'}"", ""{'source'}"", ""{'source'}"", ""{'recipient'}"", ""{'recipient'}"", ""{'recipient'}"", ""{'recipient'}"", '', '']",,"['60.0000', '62.0917', '65.0100', '65.0103', '68.1100', '77.0211', '78.1021', '78.1027', '78.1103', '79.0000', '79.0100', '79.0818', '79.0925', '83.0205', '83.0713']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","[303587, 127551, 292620, 131573, 102878, 126004, 130409, 111934, 129481, 406777, 111903, 104410, 118642, 134036, 132120, 303814]","['domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'precious object', 'domesticated animal', 'unknown', 'dead animal', 'queen', 'dead animal']",0.6875,0.125,0.0,0.0625,0.0625,0.0,0.0625,0.0,0.0,"['', '{Shulgi.42.00.00}', '{Shulgi.44.09.17}', '{Shulgi.47.01.00 (us2 year)}', '{Shulgi.47.01.03 (us2 year)}', '{Amar-Suen.02.11.00}', '{Shu-Suen.02.02.11}', '{Shu-Suen.03.10.21}', '{Shu-Suen.03.10.27}', '{Shu-Suen.03.11d.03 (intercalated)}', '{Shu-Suen.04.00.00 ?}', '{Shu-Suen.04.01.00, Shu-Suen.04.03.00, Shu-Suen.04.05.00, Shu-Suen.04.06.00, Shu-Suen.04.07.00, Shu-Suen.04.08.00, Shu-Suen.04.09.00, Shu-Suen.04.12.00}', '{Shu-Suen.04.08.18}', '{Shu-Suen.04.09.25}', '{Shu-Suen.08.02.05}', '{Shu-Suen.08.07.13}']",83.0713,60.0,77.0211,68.11,0.125,0.0,0.375,0.0
ur-{d}nanna-ta,1459,"[""{'source'}"", ""{'source'}"", ""{'source'}"", ""{'source'}"", ""{'source'}"", ""{'source'}"", ""{'source'}"", ""{'source'}"", ""{'source'}"", ""{'source'}"", '', ""{'source'}"", ""{'source'}"", ""{'source'}"", ""{'source'}"", ""{'source'}"", ""{'source'}"", ""{'source'}"", ""{'source'}"", ""{'source'}"", ""{'source'}"", ""{'source'}"", ""{'source'}"", ""{'source'}"", ""{'source'}"", ""{'source'}"", ""{'source'}"", ""{'source'}"", '', ""{'source'}"", '', ""{'source'}"", ""{'source'}""]",,"['51.1200', '53.1200', '63.0530', '64.1225', '78.0614', '78.0616', '78.0713', '78.0729', '78.0900', '78.0900', '78.0900', '78.0908', '78.1011', '78.1018', '78.1100', '78.1114', '78.1115', '79.0100', '79.0114', '79.0118', '79.0122', '79.0200', '79.0306', '79.0312', '79.0321', '79.0329', '79.0410', '79.0506', '79.0614', '79.0615', '79.0726', '79.0900', '79.0924']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","[126566, 106463, 128623, 332559, 106041, 129480, 128614, 122164, 102585, 122163, 416196, 303651, 142434, 129764, 234922, 112163, 320976, 320993, 416476, 107946, 128121, 320813, 133975, 122194, 109774, 116860, 133976, 102824, 126196, 210501, 127567, 135014, 320738]","['domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'dead animal', 'dead animal', 'domesticated animal', 'domesticated animal', 'dead animal', 'domesticated animal', 'domesticated animal', 'dead animal', 'domesticated animal', 'dead animal', 'dead animal', 'dead animal', 'dead animal', 'dead animal', 'dead animal', 'dead animal', 'dead animal', 'dead animal', 'dead animal', 'dead animal', 'dead animal', 'dead animal', 'dead animal', 'dead animal', 'dead animal', 'dead animal', 'dead animal']",0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['{Shulgi.33.12.00 (us2 year)}', '{Shulgi.35.12.00 (us2 year)}', '{Shulgi.45.05.30 (us2 year)}', '{Shulgi.46.12.25 (us2 year)}', '{Shu-Suen.03.06.14}', '{Shu-Suen.03.06.16}', '{Shu-Suen.03.07.13}', '{Shu-Suen.03.07.29}', '{Shu-Suen.03.09.00}', '{Shu-Suen.03.09.00}', '{Shu-Suen.03.09.00}', '{Shu-Suen.03.09.08}', '{Shu-Suen.03.10.11}', '{Shu-Suen.03.10.18}', '{Shu-Suen.03.11d.00 (intercalated)}', '{Shu-Suen.03.11d.14 (intercalated)}', '{Shu-Suen.03.11.15}', '{Shu-Suen.04.01.00}', '{Shu-Suen.04.01.14 (us2 year)}', '{Shu-Suen.04.01.18 (us2 year)}', '{Shu-Suen.04.01.22 (us2 year)}', '{Shu-Suen.04.02.00 (us2 year)}', '{Shu-Suen.04.03.06 (us2 year)}', '{Shu-Suen.04.03.12 (us2 year)}', '{Shu-Suen.04.03.21 (us2 year)}', '{Shu-Suen.04.03.29 (us2 year)}', '{Shu-Suen.04.04.10 (us2 year)}', '{Shu-Suen.04.05.06 (us2 year)}', '{Shu-Suen.04.06.14 (us2 year)}', '{Shu-Suen.04.06.15 (us2 year)}', '{Shu-Suen.04.07.26}', '{Shu-Suen.04.09.00}', '{Shu-Suen.04.09.24}']",79.0924,51.12,78.0614,64.1225,0.9090909090909091,0.0,0.0,0.0
ur-{d}nanše,1460,"[""{'source', 'intermediary'}"", '', ""{'intermediary'}"", '', '', '', '', '', '', '', '', '', '', '', ""{'intermediary'}"", ""{'recipient'}"", '', '', '', ""{'source'}"", ""{'recipient'}"", ""{'intermediary'}"", ""{'recipient'}"", ""{'recipient'}"", ""{'intermediary'}"", ""{'recipient'}"", ""{'recipient'}"", ""{'recipient'}"", ""{'intermediary'}"", '', '', '', '', '', ""{'intermediary'}"", ""{'representative'}"", '', ""{'recipient'}"", '', ""{'intermediary'}"", ""{'recipient'}"", ""{'source'}"", '', '', '', '', '', '', '']",,"['58.0300', '63.0600', '64.0100', '64.0400', '64.0522', '65.0701', '65.1218', '67.0100', '67.0100', '67.1200', '70.0300', '70.1212', '71.0100', '71.1100', '72.0710', '72.0900', '72.0901', '72.1000', '73.0200', '73.0512', '74.0320', '74.0400', '74.0900', '75.0400', '77.0000', '77.0605', '77.0605', '77.0800', '77.0801', '77.1200', '78.0300', '78.1001', '78.1001', '84.0000', '84.0800', '85.1229', '86.1208']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', 'dumu Naŋu[]PN', '', '', '', '', '', '', '', '', '', '', '', '']","[105221, 116193, 106307, 202529, 108676, 303361, 303361, 117285, 201139, 212174, 131595, 106409, 104307, 117209, 134772, 125747, 125712, 136233, 104662, 104662, 116196, 103607, 124931, 126001, 103518, 115455, 124915, 103075, 125968, 106364, 106277, 124933, 128168, 113933, 104536, 118452, 407243, 128111, 103849, 105230, 143663, 104014, 128917, 126063, 303390, 143662, 430576, 457891, 126478]","['queen', 'domesticated animal', 'dead animal', 'dead animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'dead animal', 'dead animal', 'dead animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'precious object', 'domesticated animal', 'domesticated animal', 'dead animal', 'domesticated animal', 'wild animal', 'dead animal', 'unknown', 'unknown', 'domesticated animal', 'domesticated animal', 'unknown', 'domesticated animal', 'domesticated animal', 'dead animal', 'unknown', 'unknown', 'unknown', 'domesticated animal', 'unknown', 'domesticated animal', 'dead animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'unknown', 'seal', 'domesticated animal']",0.5714285714285714,0.1836734693877551,0.0,0.020408163265306117,0.020408163265306117,0.020408163265306117,0.16326530612244894,0.020408163265306117,0.0,"['', '', '', '', '', '', '', '', '', '', '', '', '{Shulgi.40.03.00 (us2 year)}', '{Shulgi.45.06.00}', '{Shulgi.46.01.00, Shulgi.46.02.00, Shulgi.46.03.00, Shulgi.46.04.00, Shulgi.46.05.00, Shulgi.46.08.00, Shulgi.46.09.00, Shulgi.46.11.00, Shulgi.46.12.00}', '{Shulgi.46.04.00 (us2 year)}', '{Shulgi.46.05.22 (us2 year)}', '{Shulgi.47.07.01 (us2 year)}', '{Shulgi.47.12.18 (us2 year)}', '{Amar-Suen.01.01.00, Amar-Suen.02.00.00, Amar-Suen.03.00.00, Amar-Suen.04.00.00, Amar-Suen.05.00.00, Amar-Suen.06.12.00}', '{Amar-Suen.01.01.00}', '{Amar-Suen.01.12.00}', '{Amar-Suen.04.03.00}', '{Amar-Suen.04.12.12}', '{Amar-Suen.05.01.00, Amar-Suen.05.02.00, Amar-Suen.05.03.00, Amar-Suen.05.05.24}', '{Amar-Suen.05.11.00}', '{Amar-Suen.06.07.10}', '{Amar-Suen.06.09.00}', '{Amar-Suen.06.09.01}', '{Amar-Suen.06.10.00}', '{Amar-Suen.07.02.00}', '{Amar-Suen.07.05.12, Amar-Suen.07.06.13}', '{Amar-Suen.08.03.20}', '{Amar-Suen.08.04.00, Amar-Suen.08.04.30, Amar-Suen.08.05.00, Amar-Suen.08.06.11}', '{Amar-Suen.08.09.00}', '{Amar-Suen.09.04.00}', '{Shu-Suen.02.00.00, Shu-Suen.03.00.00}', '{Shu-Suen.02.06.05}', '{Shu-Suen.02.06.05}', '{Shu-Suen.02.08.00}', '{Shu-Suen.02.08.01, Shu-Suen.02.08.06}', '{Shu-Suen.02.12.00}', '{Shu-Suen.03.03.00 (us2 year)}', '{Shu-Suen.03.10.01}', '{Shu-Suen.03.10.01}', '{Shu-Suen.09.00.00}', '{Shu-Suen.09.08.00}', '{Ibbi-Suen.01.12.29}', '{Ibbi-Suen.02.12.08, Ibbi-Suen.02.12.10}']",86.1208,58.03,84.0,78.1001,0.06,0.16,0.18,0.02
ur-{d}nanše-ta,1461,"[""{'source'}"", ""{'source'}"", ""{'source'}"", ""{'source'}"", ""{'source', 'recipient'}"", ""{'source'}"", ""{'source'}"", ""{'source'}"", ""{'source'}"", ""{'source'}"", ""{'source'}"", ""{'source'}"", ""{'source'}"", ""{'source'}"", ""{'source'}"", ""{'source'}"", ""{'source'}"", ""{'source'}""]",,"['67.0400', '67.1000', '68.0000', '68.0900', '70.0303', '73.0700', '73.0900', '73.0909', '74.0929', '74.1001', '77.0800', '78.0000', '78.0500', '78.1100', '80.0900']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","[115749, 117343, 129500, 104132, 125712, 126140, 125963, 134859, 106014, 390855, 113819, 104351, 135163, 104389, 218202, 112088, 104711, 201174]","['unknown', 'dead animal', 'domesticated animal', 'dead animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'unknown', 'domesticated animal', 'unknown', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'dead animal', 'domesticated animal']",0.6666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,"['', '', '', '{Amar-Suen.01.04.00}', '{Amar-Suen.01.10.00}', '{Amar-Suen.02.00.00}', '{Amar-Suen.02.09.00}', '{Amar-Suen.04.03.03}', '{Amar-Suen.07.07.00}', '{Amar-Suen.07.09.00}', '{Amar-Suen.07.09.09, Amar-Suen.07.09.20}', '{Amar-Suen.08.09.29, Amar-Suen.08.10.03}', '{Amar-Suen.08.10.01}', '{Shu-Suen.02.08.00}', '{Shu-Suen.03.00.00}', '{Shu-Suen.03.05.00 (us2 year)}', '{Shu-Suen.03.11.00}', '{Shu-Suen.05.09.00 (us2 year)}']",80.09,67.04,73.07,70.0303,0.9473684210526315,0.0,0.05263157894736842,0.0
ur-{d}nin-...,1462,"['', '', '', '']",,"['68.1100', '74.0203']","['', '', '', '']","[292620, 129523, 113637, 122841]","['domesticated animal', 'domesticated animal', 'dead animal', 'wild animal']",0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,"['', '', '{Amar-Suen.02.11.00}', '{Amar-Suen.08.02.03}']",74.0203,68.11,74.0203,68.11,0.0,0.0,0.0,0.0
ur-{d}nin-a-zu,1463,"[""{'intermediary'}"", '', '', ""{'recipient'}"", '', '', '', '', ""{'recipient'}"", '', ""{'recipient'}"", '', '', '', '', '', ""{'source'}""]",,"['62.1200', '68.0101', '74.0528', '75.1227', '76.0906', '80.0110', '80.0212', '80.1200', '85.0000']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","[126312, 330701, 113898, 131601, 131586, 113399, 142805, 142790, 126048, 126412, 104421, 303677, 303678, 113896, 113896, 113896, 457952]","['domesticated animal', 'domesticated animal', 'domesticated animal', 'unknown', 'unknown', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'unknown', 'dead animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'seal']",0.7058823529411765,0.05882352941176471,0.0,0.0,0.0,0.05882352941176471,0.17647058823529413,0.0,0.0,"['', '', '', '', '', '', '', '', '{Shulgi.44.12.00}', '{Amar-Suen.02.01.01, Amar-Suen.02.01.30}', '{Amar-Suen.08.05.28}', '{Amar-Suen.09.12.27}', '{Shu-Suen.01.09.06}', '{Shu-Suen.05.01.10 (us2 year)}', '{Shu-Suen.05.02.12}', '{Shu-Suen.05.12.00 (us2 year)}', '{Ibbi-Suen.01.00.00}']",85.0,62.12,74.0528,68.0101,0.058823529411764705,0.058823529411764705,0.17647058823529413,0.0
ur-{d}nin-da,1464,"['', ""{'source'}""]",,"['60.0000', '65.1100']","['', '']","[131573, 122169]","['domesticated animal', 'dead animal']",0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['{Shulgi.42.00.00}', '{Shulgi.47.11.00 (us2 year)}']",65.11,60.0,65.11,60.0,0.5,0.0,0.0,0.0
ur-{d}nin-da-ta,1465,"[""{'source'}"", ""{'source'}"", ""{'source'}""]",,"['51.1200', '53.1200', '60.0100']","['', '', '']","[115537, 122164, 416196]","['domesticated animal', 'dead animal', 'dead animal']",0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['{Shulgi.33.12.00 (us2 year)}', '{Shulgi.35.12.00 (us2 year)}', '{Shulgi.42.01.00, Shulgi.42.12.00}']",60.01,51.12,60.01,53.12,1.0,0.0,0.0,0.0
ur-{d}nin-ezem,1466,"['', ""{'representative'}"", '', '', '']",,"['63.0925', '64.0509', '65.0500', '72.1000']","['', '', '', '', '']","[117344, 112417, 117281, 129460, 123555]","['domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'queen']",0.8,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,"['', '{Shulgi.45.09.25}', '{Shulgi.46.05.09 (us2 year)}', '{Shulgi.47.05.00 (us2 year)}', '{Amar-Suen.06.10.00}']",72.1,63.0925,72.1,65.05,0.0,0.0,0.0,0.2
ur-{d}nin-gal,1467,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', ""{'representative'}"", '', '', '', ""{'representative'}"", '', '', '', ""{'source'}"", '', ""{'recipient'}"", '', '', '', '', '', '']",,"['62.0400', '62.0500', '64.0829', '65.0125', '65.0503', '65.0519', '65.0522', '65.0619', '65.1008', '65.1010', '65.1013', '65.1108', '66.1112', '67.1000', '68.0101', '68.0503', '68.0600', '68.1000', '69.0620', '69.1000', '70.0111', '70.1100', '71.0716', '71.0929']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","[330643, 129747, 320496, 113624, 122148, 135032, 126400, 320506, 126312, 122143, 117288, 110433, 106004, 122159, 122132, 202524, 111917, 124209, 100331, 126600, 123823, 123554, 129412, 123627, 127329, 122582, 103522, 134046, 123294, 117281, 123317, 433574, 123455, 107666, 123277, 332360, 134791, 145800, 126162, 123250, 107699, 124437, 212123, 127985]","['domesticated animal', 'domesticated animal', 'dead animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'unknown', 'domesticated animal', 'domesticated animal', 'precious object', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'queen', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal']",0.9090909090909092,0.022727272727272728,0.0,0.022727272727272728,0.022727272727272728,0.0,0.022727272727272728,0.0,0.0,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '{Shulgi.44.04m.00 (intercalated) =? Shulgi.45.04.00 (intercalated?) }', '{Shulgi.44.05m.00 (intercalated) =? Shulgi.45.05.00 (intercalated?) }', '{Shulgi.46.08.29}', '{Shulgi.47.01.25 (us2 year)}', '{Shulgi.47.05.03 (us2 year)}', '{Shulgi.47.05.19 (us2 year)}', '{Shulgi.47.05.22 (us2 year)}', '{Shulgi.47.06.19 (us2 year)}', '{Shulgi.47.10.08}', '{Shulgi.47.10.10 (us2 year)}', '{Shulgi.47.10.13 (us2 year)}', '{Shulgi.47.11.08 (us2 year)}', '{Shulgi.48.11.12}', '{Amar-Suen.01.10.--}', '{Amar-Suen.02.01.01, Amar-Suen.02.01.30}', '{Amar-Suen.02.05.03, Amar-Suen.02.05.30}', '{Amar-Suen.02.06.00}', '{Amar-Suen.02.10.00}', '{Amar-Suen.03.06.20}', '{Amar-Suen.03.10.00}', '{Amar-Suen.04.01.11 (us2 year)}', '{Amar-Suen.04.11.00}', '{Amar-Suen.05.07.16}', '{Amar-Suen.05.09.29}']",71.0929,62.04,64.0829,62.05,0.022727272727272728,0.0,0.022727272727272728,0.045454545454545456
ur-{d}nin-geš-zi-da,1468,"['', '', '', '', '', '', ""{'source'}"", '', '', '', '', '', '', '', ""{'intermediary'}"", ""{'intermediary'}"", '', '', '', '', ""{'recipient'}"", '', '', '', '', ""{'intermediary'}"", '', ""{'recipient', 'intermediary'}"", ""{'recipient'}"", ""{'recipient'}"", '']",,"['62.0306', '62.0500', '63.0000', '63.1230', '63.1230', '65.0522', '66.0800', '67.0000', '68.0123', '74.0119', '74.0125', '74.0327', '74.0909', '74.1000', '75.0118', '78.0100', '78.0800', '81.0600']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","[116194, 332133, 101313, 117288, 129514, 123350, 131588, 131588, 130516, 125966, 121721, 104949, 122212, 332290, 136292, 131655, 129412, 105976, 433574, 123455, 211705, 430584, 106237, 124221, 104660, 117294, 123548, 430583, 131656, 430586, 126598]","['domesticated animal', 'domesticated animal', 'unknown', 'domesticated animal', 'dead animal', 'dead animal', 'dead animal', 'dead animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'dead animal', 'dead animal', 'unknown', 'dead animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'domesticated animal', 'queen', 'domesticated animal', 'seal', 'wild animal', 'dead animal', 'wild animal', 'domesticated animal', 'domesticated animal', 'unknown', 'precious object', 'unknown', 'domesticated animal']",0.4516129032258064,0.25806451612903225,0.0,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.12903225806451613,0.06451612903225806,0.0,"['', '', '', '', '', '', '', '', '', '', '', '', '', '{Shulgi.44.03m.06 (intercalated) =? Shulgi.45.03.06 (intercalated?) }', '{Shulgi.44.05m.00 (intercalated) =? Shulgi.45.05.00 (intercalated?) }', '{Shulgi.45.00.00}', '{Shulgi.45.12.30}', '{Shulgi.45.12.30}', '{Shulgi.47.05.22 (us2 year)}', '{Shulgi.48.08.00}', '{Amar-Suen.01.00.00}', '{Amar-Suen.02.01.23}', '{Amar-Suen.08.01.19}', '{Amar-Suen.08.01.25}', '{Amar-Suen.08.03.27}', '{Amar-Suen.08.09.09}', '{Amar-Suen.08.10.00}', '{Amar-Suen.09.01.18}', '{Shu-Suen.03.01.00, Shu-Suen.03.02.00, Shu-Suen.03.03.00, Shu-Suen.03.06.00, Shu-Suen.03.07.00, Shu-Suen.03.11d.00 (intercalated)}', '{Shu-Suen.03.08.00}', '{Shu-Suen.06.06.00}']",81.06,62.0306,74.0119,68.0123,0.03125,0.125,0.125,0.0
ur-{d}nin-geš-zi-da-ta,1469,"[""{'source'}"", '', ""{'source'}""]",,"['73.1020', '74.0300', '78.0900']","['', '', '']","[122155, 124335, 108710]","['unknown', 'domesticated animal', 'dead animal']",0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,"['{Amar-Suen.07.10.20}', '{Amar-Suen.08.03.00}', '{Shu-Suen.03.09.00}']",78.09,73.102,78.09,74.03,0.6666666666666666,0.0,0.0,0.0
