,BDTNS No,CDLI ID,Original date,Converted Date
14312,9387,P131969,AS01 - 05 - 01,67.0501
14313,9389,P131971,SH47 - 09 - 20,65.092
14314,9390,P131972,AS07 - 11 - 27,73.1127
14315,9391,P131973,AS05 - 04 - 22,71.04220000000001
14316,9392,P131974,AS05 - 05 - 03,71.0503
14317,9393,P131975,AS05 - 05 - 11,71.05109999999999
14318,9394,P131976,AS05 - 05 - 20,71.05199999999999
14319,9395,P131977,SH33 - 06 - 00,51.06
14320,9396,P131978,AS04 - 01 - 23,70.01230000000001
14321,9397,P131979,AS04 - 01 - 25,70.0125
14322,9398,P131980,SH44 - 03 - 20,62.032000000000004
14323,9399,P131981,AS05 - 10 - 01,71.1001
14324,9400,P131982,AS05 - 11 - 13,71.1113
14325,9401,P131983,AS02 - 04 - 11,68.0411
14326,9402,P131984,AS04 - 01 - 26,70.0126
14327,9403,P131985,SH45 - 03 - 26,63.0326
14328,9404,P131986,AS06 - 12 - 09,72.1209
14329,9407,P131989,AS09 - 11 - 04,75.1104
14330,9408,P131990,XXXX - 08 - 17,0.0817
14331,9409,P131991,SH41 - 05 - 00,59.05
14332,9410,P131992,AS05 - 03 - 24,71.0324
14333,9412,P131994,AS04 - 09 - 19,70.09190000000001
14334,9413,P131995,SH44 - 03 - 21,62.0321
14335,9414,P131996,SH48 - 07 - 24,66.07239999999999
14336,9415,P131997,AS05 - 12 - 26,71.1226
14337,9416,P131998,AS01 - 12 - 08,67.1208
14338,9417,P131999,AS03 - 04 - 27,69.04270000000001
14339,9418,P132000,SH35 - 06 - 00,53.06
14340,9419,P132001,SH43 - 01 - 11,61.0111
14341,9420,P132002,SH38 - 12 - 00,56.12
14342,9421,P132003,SH46 - 01 - 23,64.01230000000001
14343,9422,P132004,SH39 - 02 - 00,57.02
14344,9423,P132005,AS01 - 05 - 27,67.0527
14345,9424,P132006,AS05 - 03 - 16,71.0316
14346,9425,P132007,SH44 - 03 - 26,62.0326
14347,9426,P132008,SH47 - 02 - 00,65.02
14348,9427,P132009,SH36 - 05 - 00,54.05
14349,9428,P132010,AS03 - 07 - 25,69.07249999999999
14350,9429,P132011,AS02 - 06 - 27,68.0627
14351,9430,P132012,AS01 - 12 - 04,67.1204
14352,9431,P132013,AS05 - 02 - 27,71.0227
14353,9432,P132014,AS01 - 09 - 18,67.0918
14354,9433,P132015,AS07 - 06 - 12,73.0612
14355,9434,P132016,AS02 - 08 - 14,68.0814
14356,9435,P132017,AS05 - 11 - 23,71.1123
14357,9436,P132018,SH44 - 06 - 22,62.062200000000004
14358,9437,P132019,SH48 - 09 - 00,66.09
14359,9438,P132020,SH46 - 08 - 18,64.0818
14360,9439,P132021,AS04 - 12 - 05,70.1205
14361,9441,P132023,AS06 - 09 - 16,72.0916
14362,9442,P132024,AS03 - 01 - 15,69.0115
14363,9443,P200576,AS04 - 10 - 00,70.1
14364,9444,P132025,AS04 - 01 - 18,70.01180000000001
14365,9445,P132026,SH40 - 05 - 09,58.0509
14366,9446,P132027,AS08 - 07 - 07,74.07069999999999
14367,9447,P132028,SH38 - 02 - 00,56.02
14368,9448,P132029,SH46 - 07 - 00,64.07
14369,9449,P132030,AS07 - 03 - 07,73.0307
14370,9450,P132031,AS06 - 11 - 02,72.1102
14371,9451,P132032,SS08 - 10 - 17,83.1017
14372,9452,P132033,AS02 - 04 - 19,68.04190000000001
14373,9453,P132034,AS07 - 10 - 26,73.1026
14374,9454,P132035,AS05 - 07 - 22,71.0722
14375,9455,P132036,SH33 - 07 - 00,51.07
14376,9456,P132037,AS05 - 12 - 18,71.12180000000001
14377,9457,P132038,AS02 - 06 - 26,68.0626
14378,9458,P132039,AS06 - 09 - 21,72.0921
14379,9459,P132040,AS01 - 07 - 05,67.0705
14380,9460,P132041,SH47 - 01 - 02,65.01020000000001
14381,9461,P132042,SH38 - 08 - 00,56.08
14382,9462,P132043,AS07 - 01 - 29,73.0129
14383,9463,P132044,SS08 - 07 - 16,83.07159999999999
14384,9464,P132045,AS05 - 08 - 26,71.0826
14385,9465,P132046,AS01 - 11 - 04,67.1104
14386,9466,P132047,AS03 - 10 - 29,69.10289999999999
14387,9467,P132048,SH40 - 12 - 25,58.122499999999995
14388,9468,P132049,AS05 - 03 - 08,71.0308
14389,9469,P132050,AS02 - 01 - 04,68.0104
14390,9470,P132051,AS06 - 04 - 25,72.0425
14391,9471,P132052,AS05 - 03 - 14,71.0314
14392,9472,P132053,AS02 - 11 - 18,68.1118
14393,9473,P132054,XXXX - 04 - 28,0.0428
14394,9474,P132055,SH48 - 01 - 22,66.0122
14395,9475,P132056,SH47 - 01 - 07,65.0107
14396,9476,P132057,AS05 - 07 - 05,71.0705
14397,9479,P132060,SS01 - 01 - 07,76.0107
14398,9480,P132061,AS01 - 03 - 14,67.0314
14399,9481,P132062,AS03 - 10 - 10,69.101
14400,9483,P132064,AS04 - 10 - 10,70.101
14401,9484,P132065,AS09 - 10 - 28,75.10279999999999
14402,9485,P132066,AS05 - 06 - 26,71.0626
14403,9486,P132067,AS08 - 03 - 03,74.0303
14404,9487,P132068,SH42 - 05 - 28,60.0528
14405,9488,P132069,AS06 - 03 - 24,72.0324
14406,9489,P132070,SS04 - 05 - 01,79.0501
14407,9490,P132071,SH40 - 09 - 16,58.09160000000001
14408,9491,P132072,AS07 - 08 - 23,73.0823
14409,9492,P132073,SS02 - 12 - 04,77.1204
14410,9493,P132074,SH47 - 05 - 00,65.05
14411,9494,P132075,SH47 - 09 - 04,65.0904
14412,9495,P132076,SH46 - 03 - 16,64.0316
14413,9498,P132079,AS07 - 03 - 00,73.03
14414,18732,P114214,SH43 - 02 - 10,61.021
14415,194871,,SH30 - 10 - 00,48.1
14416,194872,,SH39 - 07 - 00,57.07
14417,194873,,SH40 - 02 - 00,58.02
14418,194874,,SH40 - 09 - 12,58.0912
14419,194875,,SH41 - 05 - 00,59.05
14420,194877,,AS06 - 01 - 28,72.0128
14421,194878,,SH43 - 05 - 27,61.052699999999994
14422,194879,,SH47 - 08 - 03,65.0803
14423,194880,,AS01 - 01 - 22,67.0122
14424,194881,,AS04 - 08 - 08,70.0808
14425,194882,,AS05 - 05 - 24,71.05239999999999
14426,194883,,AS05 - 08 - 09,71.0809
14427,194884,,AS05 - 08 - 26,71.0826
14428,194886,,AS05 - 11 - 09,71.1109
14429,194889,,AS07 - 07 - 00,73.07
14430,194892,,AS08 - 02 - 29,74.02289999999999
14431,194893,,SS01 - 12d - XX,76.12
14432,194895,,SS09 - 12 - 14,84.12140000000001
14433,16662,P134011,SH40 - 11 - 00,58.11
14434,16663,P134012,AS03 - 04 - 00,69.04
14435,16664,P134013,SS01 - 07 - 24,76.07239999999999
14436,16665,P134014,SS04 - 09 - 13?,79.0913
14437,16666,P134015,SS07 - 03 - 08,82.0308
14438,16669,P134018,SH46 - 07 - 10,64.071
14439,16671,P134020,SS01 - 08 - 18,76.0818
14440,16703,P134052,SH39 - 11 - 00,57.11
14441,16704,P134053,SS02 - 00 - 00,77.0
14442,16706,P134055,SS08 - 10 - 00,83.1
14443,14275,P134065,SH44 - 08 - 08,62.080799999999996
14444,14276,P134066,XXXX - 07 - 06,0.07060000000000001
14445,14282,P134072,SS09 - 03 - 08,84.0308
14446,14283,P134073,SS07 - 04 - 16,82.0416
14447,14284,P134074,SH40 - 03 - 00,58.03
14448,14290,P134080,SH44 - 00 - 00,62.0
14449,14291,P134081,SH44 - 04 - 15,62.0415
14450,14295,P134085,AS06 - 01 - 18,72.01180000000001
14451,14296,P134087,AS01 - 09 - 02,67.09020000000001
14452,14300,P134093,XXXX - 00 - 00,0.0
14453,14307,P134101,AS03 - 02 - 23,69.0223
14454,14318,P134112,AS04 - 04 - 00,70.04
14455,14359,P134153,SH29 - 06 - 00,47.06
14456,14360,P134154,SH46 - 08 - 06,64.0806
14457,14361,P134155,SH40 - 03 - 08,58.0308
14458,14362,P134156,SH34 - 05 - 00,52.05
14459,14363,P134157,SS03 - 04 - 07,78.0407
14460,14364,P134158,SH46 - 02 - 01,64.0201
14461,14365,P134159,AS05 - 09 - 00,71.09
14462,14366,P134160,SH48 - 07 - 15,66.07149999999999
14463,14367,P134161,SH36 - 09 - 00,54.09
14464,14368,P134162,SS05 - 12 - 02,80.12020000000001
14465,14369,P134163,SH32 - 04 - 00 // SH44 - 00 - 00 // IS03 - 00 - 00,50.04
14466,14370,P134164,AS09 - 04 - 24,75.0424
14467,14371,P134165,SS01 - 12 - XX,76.12
14468,14373,P134167,SH46 - 02 - 28,64.02279999999999
14469,14375,P134169,AS09 - 12 - 02,75.12020000000001
14470,14376,P134170,SS09 - 12 - 00,84.12
14471,14377,P134171,SS08 - 12 - 00,83.12
14472,14378,P134172,AS06 - 12 - 24,72.1224
14473,14379,P134173,AS09 - 12 - 10,75.12100000000001
14474,14380,P134174,AS08 - 04 - 02,74.04020000000001
14475,14381,P134175,SS06 - 12 - 00,81.12
14476,14392,P134186,SS07 - 02 - 14,82.0214
14477,14393,P134187,AS01 - 05 - 11,67.05109999999999
14478,14405,P134199,SS09 - 09 - 00,84.09
14479,14438,P134233,SH30 - 05 - 00,48.05
14480,14439,P134234,SH30 - 08 - 00,48.08
14481,14440,P134235,SH32?] - 01 - 00 // SH34?] - 01 - 00,0.01
14482,14441,P134236,SS01 - 12 - 00,76.12
14483,14442,P134237,SH48 - 08 - 02,66.0802
14484,14443,P134238,SH48 - 00 - 00,66.0
14485,14444,P134239,AS04 - 04 - 08,70.0408
14486,14445,P134240,AS01 - 08 - 07,67.0807
14487,14446,P134241,AS03 - 12 - 28,69.1228
14488,14447,P134242,XXXX - 00 - 00,0.0
14489,14462,P134257,SH44 - 12 - 20,62.122
14490,14463,P134258,SH44 - 03 - 08,62.0308
14491,14464,P134259,SH45 - 10 - 02,63.1002
14492,14465,P134260,SH45 - 10 - 19 // AS02 - 00 - 00,63.1019
14493,14466,P134261,SH45 - 12 - 01,63.1201
14494,14467,P134262,SH46 - 04 - 14 // AS03 - 00 - 00,64.04140000000001
14495,14468,P134263,SH46 - 08 - 27,64.0827
14496,14469,P134264,SH46 - 09 - 16,64.0916
14497,14470,P134265,SH46 - 09 - 23,64.09230000000001
14498,14471,P134266,SH47 - 01 - 17,65.0117
14499,14472,P134267,SH47 - 05 - 04,65.0504
14500,14473,P134268,SH47 - 05 - 18,65.0518
14501,14474,P134269,SH47 - 07 - 08,65.07079999999999
14502,14475,P134270,SH48 - 09 - 02,66.09020000000001
14503,14476,P134271,AS01 - 04 - 30,67.043
14504,14477,P134272,AS02 - 09 - 05,68.0905
14505,14478,P134273,AS02 - 11 - 07,68.1107
14506,14479,P134274,AS03 - 04 - 03,69.0403
14507,14480,P134275,SH46 - 08 - 16,64.0816
14508,14481,P134276,AS03 - 11 - 00,69.11
14509,14482,P134277,AS03 - 11 - 00,69.11
14510,14483,P134278,AS01 - 00 - 00,67.0
14511,14495,P134290,SS09 - 07 - 00,84.07
14512,14517,P134312,SS06 - 05 - 00,81.05
14513,10204,P134575,SS08 - 04 - 11,83.0411
14514,10212,P134583,SS07 - 02 - 19,82.0219
14515,31892,P133833,SH32 - 05 - 00,50.05
14516,31893,P133834,SH43 - 04 - 12,61.041199999999996
14517,31894,P133835,SH43 - 07 - 03+,61.0703
14518,31896,P133837,SH45 - 11 - 13,63.1113
14519,31897,P133838,SH45 - 12 - 21,63.122099999999996
14520,31898,P133839,SH46 - 01 - 23,64.01230000000001
14521,31899,P133840,SH46 - 04 - 25,64.0425
14522,31900,P133841,AS05 - 03 - 17,71.0317
14523,31901,P133842,SH43 - 06 - 24,61.062400000000004
14524,31902,P133843,SH41 - 07 - 00,59.07
14525,31903,P133844,SH39 - 01 - 00,57.01
14526,31904,P133845,SH39 - 06 - 00,57.06
14527,31905,P133846,SH40 - 06 - 00,58.06
14528,31906,P133847,SH42 - 01 - 26,60.0126
14529,31907,P133848,SH42 - 07 - 24,60.0724
14530,31908,P133849,SH42 - 08 - 00,60.08
14531,31909,P133850,SH44 - 03 - 11,62.0311
14532,31910,P133851,SH44 - 09 - 06,62.0906
14533,31911,P133852,SHXX - 05 - 00,0.05
14534,31912,P133853,SH47 - 07 - 00,65.07
14535,31913,P133854,SH47 - 09 - 18,65.0918
14536,31914,P133855,AS05 - 02 - 26,71.0226
14537,31915,P133856,AS05 - 05 - 23,71.0523
14538,31916,P133857,AS05 - 10 - 19,71.1019
14539,31917,P133858,XXXX - 10 - 00,0.1
14540,31918,P133859,SH41 - 12 - 01,59.1201
14541,31919,P133860,SH45 - 12 - 07,63.1207
14542,31920,P133861,SH48 - 06 - 00,66.06
14544,31922,P133863,AS01 - 09 - 00,67.09
14545,31923,P133864,AS01 - 11 - 14,67.1114
14546,31924,P133865,AS01 - 11 - 21,67.1121
14547,31925,P133866,AS01 - 11 - 23,67.1123
14548,31926,P133867,AS01 - 11 - 18,67.1118
14549,31927,P133868,AS03 - 07 - 08,69.07079999999999
14550,31928,P133869,AS03 - 10 - 12,69.10119999999999
14551,31929,P133870,AS05 - 01 - 11,71.0111
14552,31930,P133871,AS05 - 01 - 29,71.0129
14553,31931,P133872,AS05 - 03 - 13,71.0313
14554,31932,P133873,AS05 - 04 - 02,71.04020000000001
14555,31933,P133874,AS05 - 05 - 18,71.0518
14556,31934,P133875,AS05 - 05 - 22,71.0522
14557,31935,P133876,AS05 - 07 - 24,71.07239999999999
14558,31936,P133877,AS05 - 05 - 26,71.0526
14559,31937,P133878,AS05 - 07 - 15,71.07149999999999
14560,31938,P133879,AS05 - 07 - 19,71.0719
14561,31939,P133880,AS05 - 08 - 09,71.0809
14562,31940,P133881,AS05 - 08 - 14,71.0814
14563,31941,P133882,AS05 - 08 - 18,71.0818
14564,31942,P133883,AS05 - 09 - 29,71.0929
14565,31943,P133884,AS05 - 09 - 00,71.09
14566,31944,P133885,AS05 - 11 - 11,71.1111
14567,31945,P133886,AS05 - 11 - 14,71.1114
14568,31946,P133887,AS05 - 12 - 04,71.1204
14569,31947,P133888,AS05 - 12 - 07,71.1207
14570,31948,P133889,AS05 - 12 - 12?,71.1212
14571,31949,P133890,AS06 - 07 - 28,72.07279999999999
14572,31950,P133891,AS07 - 02 - 10,73.021
14573,31951,P133892,AS07 - 04 - 28,73.0428
14574,31952,P133893,AS07 - 08 - 18,73.0818
14575,31953,P133894,AS04 - 07 - 19,70.0719
14576,31954,P133895,SH33 - 09 - 00,51.09
14577,31955,P133896,SH35 - 11 - 00,53.11
14578,31956,P133897,SH38 - 04 - 00,56.04
14579,31957,P133898,SH38 - 05 - 00,56.05
14580,31958,P133899,SH39 - 04 - 00,57.04
14581,31959,P133900,SH42 - 04 - 00,60.04
14582,31960,P133901,SH42 - 08 - 00,60.08
14583,31961,P133902,SH46 - 06 - 25,64.0625
14584,31962,P133903,SH46 - 09 - 27,64.09270000000001
14585,31963,P133904,SH47 - 03 - 16,65.0316
14586,31964,P133905,SH42 - 06 - 02,60.0602
14587,31965,P133906,SH45 - 01 - 03,63.0103
14588,31966,P133907,SH46 - 02 - 18,64.0218
14589,31967,P133908,SH47 - 12 - 14,65.12140000000001
14590,31968,P133909,AS07 - 08 - 01,73.0801
14591,31969,P133910,SH43 - 02 - 22,61.022200000000005
14592,31970,P133911,SH43 - 05 - 27,61.052699999999994
14593,31971,P133912,SH43 - 07 - 19,61.0719
14594,31972,P133913,SH43 - 12 - 00,61.12
14595,31973,P133914,SH43 - 00 - 00,61.0
14596,31974,P133915,SH45 - 01 - 23,63.012299999999996
14597,31975,P133916,SH46 - 01 - 02,64.01020000000001
14598,31976,P133917,SH46 - 12 - 12,64.1212
14599,31977,P133918,XXXX - 07 - 09,0.0709
14600,31978,P133919,SH47 - 03 - 00,65.03
14601,31979,P133920,SH47 - 10 - 03,65.10029999999999
14602,31980,P133921,SH48 - 10 - 05,66.1005
14603,31981,P133922,AS02 - 11 - 15,68.11149999999999
14604,31982,P133923,AS03 - 01 - 08,69.0108
14605,31983,P133924,AS04 - 01 - 12,70.0112
14606,31984,P133925,AS04 - 01 - 15,70.0115
14607,31985,P133926,AS04 - 11 - 08,70.1108
14608,31986,P133927,AS05 - 01 - 21,71.0121
14609,31987,P133928,AS05 - 02 - 13,71.0213
14610,31988,P133929,AS06 - 06 - 10?,72.061
14611,31989,P133930,AS07 - 02 - 00,73.02
14612,31990,P133931,AS07 - 06 - 04,73.0604
14613,31991,P133932,AS04 - 09 - 05,70.0905
14614,31992,P133933,AS04 - 11 - 00,70.11
14615,31993,P133934,SS06 - 00 - 00,81.0
14616,31994,P133935,SS07 - 12 - 05,82.1205
14617,31995,P133936,SH45 - 02 - 15,63.0215
14618,31996,P133937,SH46 - 01 - 19,64.01190000000001
14619,31997,P133938,SH46 - 11 - 23,64.1123
14620,31998,P133939,SH46 - 12 - 23,64.12230000000001
14621,31999,P133940,SH47 - 05 - 19,65.0519
14622,32000,P133941,SH47 - 06 - 06,65.06060000000001
14623,32001,P133942,SH47 - 07 - 19,65.0719
14624,32002,P133943,SH47 - 08 - 14,65.0814
14625,32003,P133944,SH47 - 10 - 04,65.1004
14626,32004,P133945,SH48 - 01 - 14,66.01140000000001
14627,32005,P133946,SH46 - 07 - 22,64.0722
14628,32006,P133947,AS01 - 04 - 28,67.0428
14629,32007,P133948,AS01 - 07 - 12,67.07119999999999
14630,32008,P133949,AS01 - 09 - 30,67.093
14631,32009,P133950,AS02 - 02 - 08,68.0208
14632,32010,P133951,AS02 - 04 - 21,68.0421
14633,32011,P133952,AS02 - 04 - 25,68.0425
14634,32012,P133953,AS02 - 07 - 12,68.07119999999999
14635,32013,P133954,AS02 - 09 - 21,68.0921
14636,32014,P133955,AS02 - 10 - 26,68.1026
14637,32015,P133956,AS02 - 11 - 27,68.1127
14638,32016,P133957,AS03 - 01 - 09,69.0109
14639,32017,P133958,AS04 - 10 - 27,70.1027
14640,32018,P133959,AS04 - 11 - 12,70.1112
14641,32019,P133960,AS05 - 05 - 14,71.0514
14642,32020,P133961,AS05 - 12 - 19,71.12190000000001
14643,32021,P133962,AS06 - 02 - 17,72.0217
14644,32022,P133963,AS06 - 03 - 12,72.0312
14645,32023,P133964,AS06 - 11 - 12,72.1112
14646,32024,P133965,AS06 - 12 - 08,72.1208
14647,32025,P133966,AS07 - 03 - 02,73.03020000000001
14648,32026,P133967,AS07 - 04 - 19,73.04190000000001
14649,32027,P133968,AS07 - 04 - 23,73.04230000000001
14650,32028,P133969,AS08 - 06 - 30,74.063
14651,32029,P133970,AS08 - 11 - 07,74.1107
14652,32030,P133971,AS09 - 07 - 27,75.0727
14653,32031,P133972,AS04 - 11 - 08,70.1108
14654,32032,P133973,ASXX - 03 - 17,0.0317
14655,32033,P133974,SS03 - 04 - 04,78.0404
14656,32034,P133975,SS03 - 06 - 14,78.0614
14657,32035,P133976,SS03 - 10 - 18,78.1018
14658,32036,P133977,SS05 - 02 - 09,80.0209
14659,32037,P133978,AS03 - 02 - 00,69.02
14660,32038,P133979,SH46 - 05 - 25,64.0525
14661,32039,P133980,AS05 - 12 - 00,71.12
14662,32040,P133981,XXXX - 11 - 00,0.11
14663,32041,P133982,SH45 - 06 - 29,63.0629
14664,32042,P133983,SH48 - 07 - 00,66.07
14665,32043,P133984,AS03 - 09 - 29,69.0929
14666,32044,P133985,AS05 - 10 - 05,71.1005
14667,32045,P133986,AS06 - 03 - 29,72.0329
14668,32046,P133987,SH47 - 04 - 07,65.0407
14669,32047,P133988,SH41 - 07 - 30,59.073
14670,32048,P133989,AS03 - 01 - 14,69.01140000000001
14671,32049,P133990,AS04 - 01 - 14,70.01140000000001
14672,32050,P133991,AS04? - 04 - 04,0.0404
14673,32051,P133992,AS05 - 04 - 29,71.0429
14674,32052,P133993,AS08 - 06 - 18,74.0618
14675,32053,P133994,AS05 - 02 - 00,71.02
14676,32054,P133995,AS07 - 08 - 00,73.08
14677,38424,P135451,SH40 - 00 - 00,58.0
14678,38425,P135452,SH47 - 10 - 00,65.1
14679,38540,P135567,SS06 - 02 - 27,81.0227
14680,38544,P135571,SS06 - 03 - 00,81.03
14681,2396,P134675,AS04 - 08 - 00,70.08
14682,2397,P134676,AS01 - 08 - 19,67.0819
14683,2398,P134677,AS09 - 01 - 16,75.0116
14684,2399,P134678,AS02 - 12 - 02,68.12020000000001
14685,2400,P134679,AS03 - 05 - 28,69.05279999999999
14686,2401,P134680,SH47 - 11 - 29,65.1129
14687,2402,P134681,AS09 - 02 - 01,75.0201
14688,2403,P134682,AS02 - 10 - 07,68.10069999999999
14689,2404,P134683,SH47 - 05 - 20,65.05199999999999
14690,2405,P134684,AS05 - 10 - 00,71.1
14691,2406,P134685,AS01 - 12 - 23,67.12230000000001
14692,2407,P134686,AS06 - 10 - 27,72.1027
14693,2408,P134687,AS02 - 05 - 02,68.0502
14694,2409,P134688,AS03 - 01 - 27,69.01270000000001
14695,2410,P134689,SS01 - 12 - 12,76.1212
14696,2411,P134690,AS03 - 10 - 00,69.1
14697,2412,P134691,SS01 - 03 - 17,76.0317
14698,2413,P134692,AS04 - 10 - 01,70.1001
14699,2414,P134693,SH48 - 11 - 11,66.1111
14700,2415,P134694,SH47 - 06 - 00,65.06
14701,2416,P134695,AS03 - 08 - 00,69.08
14702,2417,P134696,SH46 - 12 - 00,64.12
14703,2418,P134697,SH47 - 11 - 00,65.11
14704,2419,P134698,XXXX - XX - XX,0.0
14705,2420,P134699,XXXX - 00 - 00,0.0
14706,2421,P134700,AS05 - 01 - 00,71.01
14707,2422,P134701,AS08 - 09 - 00,74.09
14708,2423,P134702,AS03 - 03 - 00,69.03
14709,2424,P134703,AS03 - 09 - 17,69.0917
14710,2425,P134704,AS02 - 01 - 00,68.01
14711,2426,P134705,AS06 - 09 - 00,72.09
14712,2427,P134706,AS09 - 03 - 19,75.03190000000001
14713,2428,P134707,AS06 - 09 - 11,72.0911
14714,2429,P134708,AS04 - 04 - 06,70.04060000000001
14715,2430,P134709,AS03 - 02 - 13,69.0213
14716,2431,P134710,AS06 - 07 - 24,72.07239999999999
14717,2432,P134711,AS06 - 10 - 13,72.1013
14718,2433,P134712,AS09 - 02 - 28,75.02279999999999
14719,2434,P134713,SH44 - 08 - 00,62.08
14720,2435,P134714,AS04 - 12 - 00,70.12
14721,2436,P134715,AS09 - 05 - 26,75.0526
14722,2437,P134716,AS08 - 11 - 27,74.1127
14723,2438,P134717,AS07 - 10 - 00,73.1
14724,2439,P134718,0000 - 00 - 00,0.0
14725,2440,P145895,SH46 - 04 - 00,64.04
14726,2441,P134720,AS09 - 01 - 04,75.0104
14727,2442,P134721,AS09 - 02 - 23,75.0223
14728,2443,P134722,AS04 - 08 - 06,70.0806
14729,2444,P134723,SS09 - 00 - 00,84.0
14730,2445,P134724,AS03 - 11 - 29,69.1129
14731,2446,P134725,AS04 - 08 - 29,70.0829
14732,2447,P134726,AS04 - 04 - 03,70.0403
14733,2448,P134727,XXXX - 00 - 00,0.0
14734,2449,P134728,0000 - 00 - 00,0.0
14735,2450,P134729,AS03 - 09 - 00,69.09
14736,2451,P134730,AS03 - 09 - 00,69.09
14737,2452,P134731,SH41 - 01 - 00,59.01
14738,2454,P134733,AS07 - 05 - 00,73.05
14739,2455,P134734,SH39 - 01 - 00,57.01
14740,2456,P134735,SS06 - 03 - 00,81.03
14741,2457,P134736,SH42 - 12 - 00,60.12
14742,2458,P134737,AS03 - 12 - 00,69.12
14743,2459,P134738,AS07 - 12 - 00,73.12
14744,2460,P126636,0000 - 00 - 00,0.0
14745,2461,P134740,0000 - 00 - 00,0.0
14746,2462,P134741,SS03 - 08 - 20,78.082
14747,2463,P134742,SS08 - 05 - 16,83.0516
14748,2464,P134743,SS09 - 08 - 22,84.0822
14749,2465,P134744,SH46 - 06 - 08,64.0608
14750,2466,P134745,AS01 - 08 - 00,67.08
14751,2467,P134746,SS09 - 12 - 00,84.12
14752,2468,P134747,AS01 - 01 - 00,67.01
14753,2469,P134748,SS09 - 04 - 04,84.0404
14754,2470,P134749,AS07 - 12 - 00,73.12
14755,2471,P134750,SH34 - 12 - 20,52.122
14756,2472,P134751,SH46 - 00 - 00,64.0
14757,2473,P134752,AS04 - 02 - 00,70.02
14758,2474,P134753,SH43 - 03 - 24,61.0324
14759,2475,P134754,SH45 - 05 - 25,63.052499999999995
14760,2476,P134755,SH44 - 02m - 00,62.02
14761,2477,P134756,AS05 - 08 - 00,71.08
14762,2478,P134757,AS06 - 04 - 00,72.04
14763,2479,P134758,SH47 - 02 - 00,65.02
14764,2480,P134759,SH45 - 07 - 17,63.0717
14765,2481,P134760,SS02 - 12d - 00,77.12
14766,2482,P134761,AS07 - 04 - 00,73.04
14767,2483,P134762,0000 - 00 - 00,0.0
14768,2484,P134763,0000 - 00 - 00,0.0
14769,2485,P134764,ASXX - 00 - 00,0.0
14770,3278,P134765,SH38 - 00 - 00,56.0
14771,3279,P134766,SH41 - 12 - 00,59.12
14772,3280,P134767,0000 - 00 - 00,0.0
14773,3281,P134768,0000 - 00 - 00,0.0
14774,3282,P134769,0000 - 00 - 00,0.0
14775,3283,P134770,AS07 - 10 - 00,73.1
14776,3284,P134771,0000 - 00 - 00,0.0
14777,3285,P134772,XXXX - 00 - 00,0.0
14778,3286,P134773,XXXX - 00 - 00,0.0
14779,3287,P134774,XXXX - 06 - 00,0.06
14780,3288,P134775,0000 - 00 - 00,0.0
14781,3289,P134776,SH43 - 00 - 00,61.0
14782,3290,P134777,AS07 - 09 - 29,73.0929
14783,3291,P134778,SS07 - 02 - 00,82.02
14784,3292,P134779,0000 - 00 - 00,0.0
14785,3293,P134780,0000 - 06 - 00,0.06
14786,165608,P134781,0000 - 06 - 00,0.06
14787,3295,P134782,SS03 - 05 - 24,78.05239999999999
14788,3296,P134783,0000 - 00 - 00,0.0
14789,3297,P134784,AS04 - 08 - 00,70.08
14790,3298,P134785,SH42 - 00 - 00,60.0
14791,3299,P134786,SH46 - 05 - 00,64.05
14792,3300,P134787,SH43 - 09 - 18,61.091800000000006
14793,3301,P134788,SH44 - 00 - 00 // SH32 - 00 - 00 // IS03 - 00 - 00,62.0
14794,3302,P134789,SH44 - 02 - 12,62.0212
14795,3303,P134790,SH44 - 12 - 18,62.1218
14796,3304,P134791,SH44 - 03 - 00,62.03
14797,3305,P134792,SH44 - 04 - 00,62.04
14798,3306,P134793,SH44 - 08 - 20,62.082
14799,3307,P134794,SH46 - 01 - 13,64.0113
14800,3308,P134795,SH46 - 01 - 10,64.01100000000001
14801,3309,P134796,SH46 - 05 - 25,64.0525
14802,3310,P134797,SH46 - 09 - 21,64.0921
14803,3311,P134798,SH46 - 11 - 27,64.1127
14804,3312,P134799,SH44 - 05 - 00,62.05
14805,3313,P134800,AS04 - 09 - 00,70.09
14806,3314,P134801,AS08 - 09 - 00,74.09
14807,3315,P134802,SS01 - 11 - 28,76.1128
14808,3316,P134803,SS02 - 03 - 00,77.03
14809,3318,P134805,SH41 - 08 - 00,59.08
14810,3319,P134806,SH43 - 05 - 06,61.050599999999996
14811,3320,P134807,AS03 - 03 - 30,69.033
14812,3322,P134809,AS03 - 04 - 01,69.04010000000001
14813,3323,P134810,AS03 - 10 - 22,69.1022
14814,3325,P134812,AS08 - 11 - 00,74.11
14815,3326,P134813,AS05 - 09 - 06,71.09060000000001
14816,3327,P134814,AS09 - 12 - 00,75.12
14817,3328,P134815,AS04 - 03 - 00,70.03
14818,3330,P134817,0000 - 00 - 00,0.0
14819,3331,P134818,SH43 - 08 - 00,61.08
14820,3334,P134821,SS05 - 10 - 00,80.1
14821,3335,P134822,SS04 - 02 - 15,79.02149999999999
14822,3343,P134830,SH48 - 10 - 00,66.1
14823,3344,P134831,AS07 - 04 - 00,73.04
14824,3345,P134832,SH44 - 00 - 00,62.0
14825,3346,P134833,AS07 - 12 - 05,73.1205
