,BDTNS No,CDLI ID,Original date,Converted Date
3574,76724,P290521,SS07 - 04 - XX,82.04
3575,76745,P290157,SS05 - 00 - 00,80.0
3576,62930,P211358,SH47 - 11 - 01,65.1101
3577,62933,P211361,SS07 - 03 - 08,82.0308
3578,62935,P211363,SS01 - 12 - 17,76.1217
3579,62938,P211366,ASXX - XX - 29,0.0029
3580,62940,P211368,SS09 - 12 - 18,84.12180000000001
3581,168385,P390954,SS06 - 09 - 09,81.0909
3582,168386,P390955,IS02 - 06 - 16,86.0616
3583,168388,P390957,AS07 - 02 - 06,73.0206
3584,168389,P390958,SH47 - 02 - 00,65.02
3585,168392,P390961,SS08 - 06 - 26,83.0626
3586,168395,P390964,SS08 - 04 - 00,83.04
3587,168402,P390971,AS08 - 11 - 01,74.1101
3588,168404,P390973,0000 - 00 - 00,0.0
3589,168405,P390974,AS08 - 01 - 00,74.01
3590,168407,P390976,AS07 - 07 - 05,73.0705
3591,168408,P390977,SH45 - XX - XX,63.0
3592,168409,P390978,AS06 - 08 - 16,72.0816
3593,168410,P390979,SS04 - 04 - 05,79.04050000000001
3594,168411,P390980,SS08] - 03 - 30,0.033
3595,168414,P390983,SH46 - 09 - 07,64.0907
3596,168417,P390986,SH46 - 06 - 24?,64.0624
3597,168421,P390990,0000 - 05 - XX,0.05
3598,168423,P390992,IS01 - 09 - 00,85.09
3599,168424,P390993,AS03 - 11 - 15],69.11149999999999
3600,168426,P390995,AS09 - 00 - 00,75.0
3601,168427,P390996,AS01 - 04 - XX,67.04
3602,168430,P390999,SS04 - 02 - XX,79.02
3603,168431,P391000,SH44 - XX - XX,62.0
3604,168432,P391001,AS08 - 07 - 30,74.073
3605,168436,P391005,SS09 - 09 - 08,84.0908
3606,168444,P391013,XXXX - XX - 09,0.0009
3607,168448,P391017,SH39 - 02 - 00,57.02
3608,168453,P391022,SS02 - 00 - 00,77.0
3609,168454,P391023,SH44 - 11 - 04,62.1104
3610,168456,P391025,AS07 - 06 - 06,73.06060000000001
3611,168463,P391032,AS04? - 12 - 00,0.12
3612,168465,P391034,SS08 - 08 - 20,83.082
3613,168467,P391036,SH46 04 - XX // SH46 05 - XX,0.0
3614,168470,P391039,AS09 - 08 - 00,75.08
3615,172876,P391046,AS04 - 10 - 27,70.1027
3616,73219,P303345,SS08 - 04 - 11,83.0411
3617,73221,P303352,AS09 - 11 - 00,75.11
3618,73223,P303354,SS01 - 05 - 00,76.05
3619,73224,P303355,SH47 - 04 - 14,65.04140000000001
3620,73225,P303356,SH38 - 02 - 00,56.02
3621,73226,P303357,SH47 - 10 - 00,65.1
3622,73228,P303359,IS02 - 09 - 28,86.0928
3623,73230,P303361,SS02 - 06 - 05,77.0605
3624,73234,P303365,AS09 - 04 - 00,75.04
3625,73235,P303366,SH42 - 06 - 00,60.06
3626,73241,P303373,SS09 - 07 - 04,84.07039999999999
3627,73242,P303374,SH45 - 09 - 05,63.090500000000006
3628,73244,P303377,AS08 - 04 - 04,74.0404
3629,73245,P303378,AS05 - 06 - 28,71.0628
3630,73246,P303379,SH43 - 03 - 12,61.0312
3631,73247,P303380,SH41 - 02 - 00,59.02
3632,73248,P303381,AS09 - 06 - 24,75.0624
3633,73250,P303383,AS08 - 07 - 09,74.0709
3634,73252,P303385,SS08 - 12 - 19,83.12190000000001
3635,73253,P303386,AS04 - 07 - 26,70.0726
3636,73255,P303389,AS03 - 01 - 23,69.01230000000001
3637,73256,P303390,SH47 - 12 - 18,65.12180000000001
3638,73257,P303391,AS07 - 03 - 07,73.0307
3639,73268,P303402,SH45 - 09 - 11,63.091100000000004
3640,73270,P303404,IS01 - 07 - 14,85.0714
3641,73271,P303405,AS03 - 06 - 07,69.0607
3642,73272,P303406,SH48 - 09 - 00,66.09
3643,73273,P303407,AS08 - 07 - 18,74.0718
3644,73275,P303409,AS05 - 03 - 02,71.03020000000001
3645,73276,P303410,SH42 - 01 - 00,60.01
3646,73277,P303411,SS03 - 07 - 10],78.071
3647,73278,P303412,SH44 - 01 - 27,62.012699999999995
3648,73279,P303413,SS03 - 11 - 19,78.1119
3649,73280,P303414,SS01 - 06 - 01,76.0601
3650,174717,P412172,SS05 - 04 - 07,80.0407
3651,73286,P303420,AS01 - 01 - 00,67.01
3652,73288,P303422,SH46 - 03 - 15,64.0315
3653,73290,P303424,AS05 - 04 - 16,71.0416
3654,73291,P303425,AS08 - 03 - 00,74.03
3655,73292,P303426,SH47 - 05 - 02,65.0502
3656,174718,P412173,SS08 - 02 - 25,83.0225
3657,73295,P303429,SS07 - 12 - 00,82.12
3658,73299,P303433,SH36 - 11 - 00,54.11
3659,73300,P303434,AS04 - 11 - 01,70.1101
3660,73301,P303435,AS06 - 08 - 24,72.08239999999999
3661,73302,P303436,SH42 - 08 - 16,60.0816
3662,73303,P303437,SS02 - 03 - 00,77.03
3663,73304,P303438,SH44 - 08 - 00,62.08
3664,73305,P303439,AS03 - 03 - 00,69.03
3665,73306,P289815,SH47 - 10 - 00,65.1
3666,73307,P303440,AS04 - 10 - 13,70.1013
3667,73308,P303441,SH47 - 05 - 25,65.0525
3668,73309,P303442,SH47 - 02 - 00,65.02
3669,73310,P303443,AS02 - 03 - 22,68.0322
3670,73311,P303444,AS02 - 03 - 30,68.033
3671,73312,P303445,AS01 - 09 - 12,67.0912
3672,73313,P303446,SH46 - 05 - 20,64.05199999999999
3673,73314,P303447,SH48 - 06 - 03,66.0603
3674,73315,P303448,AS01 - 12 - 03,67.1203
3675,73319,P303452,XXXX - XX - XX+20,0.0
3676,73320,P303453,XXXX - 12 - XX,0.12
3677,73321,P303454,AS04 - 04 - 07,70.0407
3678,73323,P303456,AS05 - 10 - 14,71.1014
3679,73324,P303457,SS01 - 01 - 28,76.0128
3680,73325,P303458,SH48 - 08 - 00,66.08
3681,73326,P303459,AS05 - 12 - 00,71.12
3682,73327,P303460,SS02 - 00 - 00,77.0
3683,73328,P303461,SH46 - 05 - 25,64.0525
3684,73329,P303462,AS01 - 08 - 26,67.0826
3685,73333,P303465,SH41 - 12 - 00,59.12
3686,73334,P303466,AS08 - 11 - 09,74.1109
3687,73335,P303467,SH46 - 06 - 30,64.063
3688,73337,P303469,SS01 - 05 - 02,76.0502
3689,73338,P303470,SH44 - 04 - 05,62.0405
3690,73339,P303471,AS01 - 09 - 02,67.09020000000001
3691,73340,P303472,AS03 - 01 - 10,69.01100000000001
3692,73341,P303473,AS01 - 04 - 04,67.0404
3693,73342,P303474,SH46 - 04 - 10,64.04100000000001
3694,73343,P303475,AS03 - 04 - 13,69.0413
3695,73344,P303476,AS03 - 09 - 12,69.0912
3696,73345,P303477,AS08 - 06 - 00,74.06
3697,73346,P303478,SS01 - 05 - XX,76.05
3698,73347,P303479,SH48 - 01 - 18,66.01180000000001
3699,73348,P303480,SH46 - 01 - 27,64.01270000000001
3700,73349,P289918,AS08 - 10 - 05,74.1005
3701,73350,P303481,SH47 - 10 - 04,65.1004
3702,73351,P303482,SH46 - 03 - 23,64.0323
3703,73352,P303483,SH48 - 12 - 14,66.12140000000001
3704,73353,P303484,AS08 - 04 - 03,74.0403
3705,73354,P303485,SH46 - 04 - 12,64.0412
3706,73355,P303486,SH45 - 07 - 09,63.0709
3707,73356,P303487,AS01 - 11 - 21,67.1121
3708,73357,P303488,SH44 - 05 - 03,62.0503
3709,73358,P303489,SH44 - 04 - 28,62.0428
3710,73359,P303490,AS08 - 04 - 09,74.04090000000001
3711,73360,P303491,SH47 - 02 - 09,65.0209
3712,73361,P303492,AS07 - 10 - 01,73.1001
3713,73363,P303494,SH46 - 11 - 19,64.1119
3714,73364,P303495,SH46 - 03 - 14,64.0314
3715,73365,P303496,SH44 - 12 - 26,62.1226
3716,73366,P303497,AS02 - 11 - 18,68.1118
3717,73369,P303500,SH46 - 10 - 05,64.1005
3718,73370,P303501,AS03 - 10 - 30,69.103
3719,73371,P303502,AS08 - 09 - 10,74.09100000000001
3720,73373,P303504,SH45 - 12 - 00,63.12
3721,73374,P303505,AS05 - 08 - 17,71.0817
3722,73375,P303506,SH46 - 01 - 00,64.01
3723,73376,P303507,SH47 - 02 - 05,65.0205
3724,73377,P303508,AS08 - 10 - 00,74.1
3725,73379,P303510,SH47 - 06 - XX,65.06
3726,73380,P303511,AS02 - 05 - 15,68.05149999999999
3727,73381,P303512,SS04 - 05 - 03,79.0503
3728,73382,P303513,SH45 - 10 - 21,63.1021
3729,73384,P303515,SS05 - 04 - 14,80.04140000000001
3730,73385,P303516,SH47 - 08 - 19,65.0819
3731,73386,P303517,SS08 - 00 - 00,83.0
3732,73387,P303518,SH38 - 08 - 00,56.08
3733,73390,P303520,AS09 - 06 - 01,75.0601
3734,73391,P303521,SH46 - 08 - 27,64.0827
3735,73392,P303522,AS04 - 07 - 04,70.07039999999999
3736,73393,P303523,AS01 - 10 - 9,67.109
3737,73394,P303524,AS06 - 02 - 09,72.0209
3738,73395,P303525,0000 - 10 - 00,0.1
3739,73396,P303526,AS05 - 03 - 28,71.0328
3740,73398,P303528,SH46 - 04 - 16,64.0416
3741,73399,P303529,AS09 - 07 - 24,75.07239999999999
3742,73400,P303530,SH47 - 08 - 26,65.0826
3743,73401,P303531,AS07 - 11 - 15,73.11149999999999
3744,73402,P303532,SH44 - 08 - 21,62.0821
3745,73403,P303533,SH48 - 07 - 25,66.07249999999999
3746,73404,P303534,SH45 - 06 - 00,63.06
3747,73405,P303535,AS01 - 11 - 01,67.1101
3748,73408,P303538,SH44 - 01 - 24,62.0124
3749,73409,P303539,SH47 - 08 - 14,65.0814
3750,73410,P303540,AS07 - 06 - 13,73.0613
3751,73411,P303541,SH46 - 03 - 21 // AS03 - 03 - 21,64.0321
3752,73412,P303542,AS03 - 08 - 22,69.0822
3753,73413,P303543,SH47 - 08 - 16,65.0816
3754,73414,P303544,SH45 - 12 - 00,63.12
3755,73415,P303545,SH46 - 01 - 25,64.0125
3756,73416,P303546,SH46 - 10 - 10,64.101
3757,73417,P303547,AS03 - 04 - 16,69.0416
3758,73419,P303549,SH44 - 12d - 06,62.120599999999996
3759,73420,P303550,SH45 - 02 - 11,63.021100000000004
3760,73421,P303551,SH47 - 01 - 12,65.0112
3761,73422,P303552,SH47 - 11 - 06,65.1106
3762,73423,P303553,SH45 - 07 - 07,63.0707
3763,73425,P303555,SH46 - 05 - 17,64.0517
3764,73426,P303556,SH44 - 01m - 15,62.0115
3765,73427,P303557,SH46 - 01 - 23 // AS03 - 01 - 23,64.01230000000001
3766,73428,P303558,SH44 - 07 - 19,62.0719
3767,73429,P303559,AS08 - 05 - 15,74.05149999999999
3768,73430,P303560,XXXX - 07 - 17,0.0717
3769,73431,P303561,AS03 - 08 - 26,69.0826
3770,73433,P303563,SH47 - 10 - 07,65.10069999999999
3771,73434,P303564,SH46 - 05 - 18,64.0518
3772,73435,P303565,SH36 - 10 - 00,54.1
3773,73437,P303568,AS07 - 01 - 04,73.0104
3774,73439,P303570,AS01 - 12 - 25,67.1225
3775,73440,P303571,SH45 - 11 - 00,63.11
3776,73441,P303572,SH46 - 10 - 13,64.1013
3777,73442,P303573,AS04 - 02 - 16,70.02159999999999
3778,73443,P303574,SS05 - 03 - 25,80.0325
3779,73444,P303575,SS01 - 03 - 02,76.03020000000001
3780,73445,P303576,SH46 - 01 - 13,64.0113
3781,73446,P303577,SH46 - 01 - 16 // AS03 - 01 - 16,64.0116
3782,73447,P303578,AS01 - 12 - 13,67.1213
3783,73448,P303579,SH46 - 04 - 05 // AS03 - 04 - 05,64.04050000000001
3784,73449,P303580,AS01 - 08 - 18,67.0818
3785,73450,P303581,SH44 - 02 - 26,62.022600000000004
3786,73452,P303583,AS02 - 12 - 03,68.1203
3787,73453,P303584,AS03 - 01 - 20,69.012
3788,73454,P303585,SH44? - 00 - 00,0.0
3789,73455,P303586,AS02 - 12 - 00,68.12
3790,73456,P303587,SH44 - 09 - 17,62.0917
3791,73457,P303588,SS08 - 07 - 09,83.0709
3792,73461,P303592,AS07 - 12 - 18,73.12180000000001
3793,73463,P303594,SS01 - 12 - 16,76.1216
3794,73464,P303595,0000 - 01 - 29,0.0129
3795,73467,P303598,SS05 - 01 - 07,80.0107
3796,73471,P303602,SS07 - 04 - 04,82.0404
3797,73476,P303606,SS05 - 11 - 18,80.1118
3798,73477,P303607,SS07 - 09 - 08,82.0908
3799,73480,P303610,AS06 - 03 - 27,72.0327
3800,73481,P303611,AS01 - 11 - 26,67.1126
3801,73482,P303612,SH47 - 10 - 02,65.1002
3802,73484,P303614,SH39 - 00 - 00,57.0
3803,73486,P303616,SH45 - 11 - 00,63.11
3804,73488,P303618,AS03 - 12 - 02,69.12020000000001
3805,73489,P303619,AS04 - 04 - 20,70.042
3806,73492,P303622,SH47 - 07 - 30,65.073
3807,73493,P303623,AS01 - 11 - 13,67.1113
3808,73494,P303624,AS05 - 11 - 09,71.1109
3809,73495,P303625,SS03 - 06 - 04,78.0604
3810,73496,P303626,SH47 - 05 - 04,65.0504
3811,73497,P303627,AS01 - 08 - 01,67.0801
3812,73498,P303628,AS02 - 06 - 01,68.0601
3813,73500,P303631,SS08 - 01 - 28,83.0128
3814,73503,P303634,AS03 - 03 - 13,69.0313
3815,73504,P303635,SH46 - 02 - 13,64.0213
3816,73506,P303637,XXXX - 04 - XX,0.04
3817,73507,P303638,AS08 - 03 - 29,74.0329
3818,73509,P303640,AS08 - 09 - 00,74.09
3819,73514,P303644,AS04 - 12 - 00,70.12
3820,73520,P303650,XXXX - 11 - 18,0.1118
3821,73521,P303651,SS04 - 09 - 00,79.09
3822,73525,P303654,AS08 - 06 - 10,74.061
3823,73526,P303655,AS03 - 05 - 18,69.0518
3824,73528,P303657,SS05 - 01 - 00,80.01
3825,73530,P303659,SS07 - 12 - 16,82.1216
3826,73531,P303660,SH47 - 07 - 09,65.0709
3827,73532,P303661,AS01 - 07 - 00,67.07
3828,73533,P303662,SH35 - 01 - 00,53.01
3829,73535,P303664,SS09 - 04 - 00,84.04
3830,73536,P303665,SH48 - 10 - 07,66.10069999999999
3831,73538,P303667,AS04 - 06 - 18,70.0618
3832,73539,P303668,SH44 - 02m - 00,62.02
3833,73540,P303669,SH48 - 12 - 22,66.1222
3834,73543,P303672,AS08 - 10 - 03,74.10029999999999
3835,73547,P303676,SS09 - 11 - 00,84.11
3836,73548,P303677,SH44 - 12 - 00,62.12
3837,73549,P303678,SS05 - 12 - 00,80.12
3838,73552,P303681,SS03 - 05 - 00,78.05
3839,73553,P303682,SS03? - 02 - 00,0.02
3840,73554,P303683,SS07 - 11 - 14,82.1114
3841,73557,P303686,0000 - 10 - 00,0.1
3842,73558,P303687,AS02 - 01 - 17,68.0117
3843,73560,P303689,SH46 - 05 - 04,64.0504
3844,73561,P303690,SS02 - 12 - 00,77.12
3845,73562,P303691,SH46 - 04 - 26,64.04260000000001
3846,73563,P303692,SS07 - 06 - 08,82.0608
3847,73564,P303693,AS08 - 06 - 02,74.06020000000001
3848,73573,P303702,AS03 - 06 - 00,69.06
3849,73576,P303705,AS08 - 09 - 24,74.0924
3850,73577,P303706,AS08 - 11 - 22,74.1122
3851,73578,P303707,AS02 - 07 - 14,68.0714
3852,73579,P303708,SH44 - 05 - 00,62.05
3853,73580,P303709,SH46 - 05 - 28,64.05279999999999
3854,73581,P303710,SS06 - 05 - 00,81.05
3855,73584,P303713,AS09 - 03 - 00,75.03
3856,73593,P303722,SS01 - 02 - 11,76.02109999999999
3857,73595,P303724,SH32 - 10 - 00,50.1
3858,73596,P303725,SH48 - 09 - 17,66.0917
3859,73598,P303727,AS08 - 12 - 12,74.1212
3860,73599,P303728,SH39 - 08 - 00,57.08
3861,73600,P303729,SH48 - 08 - 22,66.0822
3862,73602,P303730,SH42 - 00 - 00,60.0
3863,73603,P303731,SH45 - 08 - 00,63.08
3864,73605,P303733,SH46 - 03 - 00,64.03
3865,73606,P303734,AS09 - 04 - 00,75.04
3866,73608,P303736,SS07 - 02 - 15,82.02149999999999
3867,73617,P303745,AS06 - 03 - 17,72.0317
3868,73618,P303746,AS01 - 12 - 00,67.12
3869,73619,P303747,AS06 - 10 - 05,72.1005
3870,73620,P303748,AS01 - 06 - 16,67.0616
3871,73621,P303749,AS02 - 11 - 00,68.11
3872,73622,P303750,SH45 - 08 - 02,63.0802
3873,73623,P303751,SH46 - 02 - 13,64.0213
3874,73624,P303752,SH47 - 06 - 14,65.0614
3875,73626,P303754,AS03 - 12 - 09,69.1209
3876,73627,P303755,IS02 - 11 - 29,86.1129
3877,73629,P303757,AS03 - 11d - 02,69.1102
3878,73632,P303760,AS06 - 12 - 00,72.12
3879,73639,P303767,SH47 - 04 - 07,65.0407
3880,73640,P303768,SH46? - 05 - 19,0.0519
3881,73641,P303769,SS04 - 11 - 01,79.1101
3882,73642,P303770,AS05 - 05 - 24,71.05239999999999
3883,73643,P303771,0000 - 12 - 03 // 0000 - 01 - 03,0.12029999999999999
3884,73644,P303772,AS03 - 04 - 06,69.04060000000001
3885,73645,P303773,AS03 - 11 - 24,69.1124
3886,73646,P303774,SH46 - 05 - 20,64.05199999999999
3887,73647,P303775,SH45 - 01 - 13,63.0113
3888,73648,P303776,AS03 - 01 - 17,69.0117
3889,73649,P303777,SH46 - 11 - 21,64.1121
3890,73650,P303778,AS04 - 06 - 13,70.0613
3891,73651,P303779,AS08 - 02 - 13,74.0213
3892,73652,P303780,AS03 - 01 - 02,69.01020000000001
3893,73653,P303781,AS01 - 12 - 03,67.1203
3894,73654,P303782,AS02 - 05 - 18,68.0518
3895,73655,P303783,AS04 - 08 - 24,70.08239999999999
3896,73656,P303784,AS01 - 05 - 24,67.05239999999999
3897,73657,P303785,SH46 - 11 - 25,64.1125
3898,73658,P303786,SH44 - 05m - 30,62.053
3899,73659,P303787,SH46 - 07 - 05,64.0705
3900,73660,P303788,SH45 - 11 - 28,63.1128
3901,73661,P303789,AS06 - 04 - 05,72.04050000000001
3902,73662,P303790,AS03 - 08 - 16,69.0816
3903,73663,P303791,AS08 - 01 - 28,74.0128
3904,73664,P303792,AS08 - 04 - 15,74.0415
3905,73665,P303793,SH44 - 11 - 00,62.11
3906,73666,P303794,AS09 - 12d - 00,75.12
3907,73667,P303795,0000 - XX - 26,0.0026
3908,73668,P303796,SH38 - 10 - 00,56.1
3909,73669,P303797,AS08 - 03 - 28,74.0328
3910,73671,P303799,AS01 - 12 - 09,67.1209
3911,73672,P303800,AS07 - 03 - 17,73.0317
3912,73673,P303801,SH47 - 07 - 27,65.0727
3913,73674,P303802,SH46 - 05 - 29,64.0529
3914,73675,P303803,AS05 - 09 - 28,71.0928
3915,73676,P303804,SH47 - 07 - 03,65.07029999999999
3916,73677,P303805,SS04 - 10 - 20,79.10199999999999
3917,73678,P303806,SH35 - 05 - 00,53.05
3918,73681,P303809,SH45 - 01 - 28,63.0128
3919,73682,P303810,AS08 - 09 - 01,74.0901
3920,73683,P303811,SH45 - 12 - 20,63.122
3921,73684,P303812,AS04 - 05 - 16,70.0516
3922,73685,P303813,SH46 - 03 - 20,64.032
3923,73686,P303814,SS03 - 10 - 27,78.1027
3924,73691,P303832,SS06 - 01 - 18,81.01180000000001
3925,73692,P303833,AS03 - 10 - 18,69.1018
3926,73693,P303834,AS01 - 11 - 22,67.1122
3927,73695,P303836,AS05 - 06 - 12,71.0612
3928,73696,P303837,AS02 - 10 - 07,68.10069999999999
3929,3792,P107241,AS04 - 00 - 00,70.0
3930,3800,P107248,AS01 - 06 - 00,67.06
3931,3803,P107251,0000 - 03 - 00,0.03
3932,3805,P107253,AS05 - 11 - 00,71.11
3933,3807,P107255,SS06 - 05 - 00,81.05
3934,3808,P107256,SS06 - 11 - 00,81.11
3935,3809,P107257,SH40 - 12 - 00,58.12
3936,3810,P107258,AS04 - 09 - 00,70.09
3937,3811,P107259,AS04 - 12 - 00,70.12
3938,3812,P107260,AS01 - 00 - 00,67.0
3939,3813,P143186,SH48 - 10 - 00,66.1
3940,3816,P107263,SS03 - 09 - 00,78.09
3941,3820,P107267,AS05 - 08 - 00,71.08
3942,3822,P107269,0000 - 00 - 00,0.0
3943,3823,P107270,SSXX - 00 - 00,0.0
3944,3826,P107273,SH34 - 08 - 00,52.08
3945,3827,P107274,AS07 - 12 - 30,73.123
3946,3828,P107275,AS03 - 06 - 30,69.063
3947,3829,P107276,AS07 - 04 - 00,73.04
3948,3830,P107277,AS02 - 02 - 29,68.02289999999999
3949,3831,P107278,AS01 - 10 - 00,67.1
3950,3832,P107279,0000 - 00 - 00,0.0
3951,3875,P107323,ASXX - 00 - 00,0.0
3952,3903,P107351,SS09 - 05 - 00,84.05
3953,3908,P107356,ISXX - 03 - 00,0.03
3954,3909,P107357,SSXX - 00 - 00,0.0
3955,3911,P107359,SSXX - 12 - 00,0.12
3956,3917,P107365,AS06 - 12 - 00,72.12
3957,3919,P107367,AS02 - 00 - 00,68.0
3958,3925,P107373,SH44 - 00 - 00,62.0
3959,3926,P107374,0000 - 00 - 00,0.0
3960,3928,P107376,AS02 - 00 - 00,68.0
3961,3930,P107378,AS08 - 00 - 00,74.0
3962,4071,P107419,SH44 - 08 - 00,62.08
3963,4072,P107420,AS08 - 08 - 22,74.0822
3964,45794,P200028,SS01 - 11 - 00,76.11
3965,15937,P104740,SH47 - 10 - 11,65.10109999999999
3966,15938,P104741,AS07 - 12 - 26,73.1226
3967,15939,P104742,SH40 - 08 - 05,58.0805
3968,15940,P104743,0000 - 06 - 00,0.06
3970,74989,P292021,AS07 - 00 - 00,73.0
3971,74994,P292026,IS01 - 09 - 00,85.09
3972,75007,P292039,AS07 - 08 - 03,73.0803
3973,75018,P291777,SS09 - 09 - 00,84.09
3974,75320,P292497,0000 - 00 - 18,0.0018
3975,75431,P292279,SH39 - 05 - 00,57.05
3976,75575,P291932,SS01 - 00 - 00,76.0
3977,75617,P291669,XXXX - XX - XX,0.0
3978,75757,P293569,SH45 - 07 - 21,63.0721
3979,75759,P293571,SS02 - 07 - 10,77.071
3980,75787,P291347,SS01 - 12d - 00,76.12
3981,75803,P291218,IS01 - 02 - 05,85.0205
3982,75853,P297234,SH44 - 04 - 00,62.04
3983,75998,P291041,SS03 - 00 - 00,78.0
3984,76040,P291082,IS01 - 08 - 00,85.08
3985,76287,P291132,SH48 - 08 - 00,66.08
3986,76411,P297267,AS04 - 07 - 24,70.07239999999999
3987,76706,P290504,0000 - 00 - 00,0.0
3988,76707,P290505,IS02 - 05 - 00,86.05
3989,76708,P297269,XXXX - XX - XX,0.0
3990,76732,P290529,SS04 - 00 - 00,79.0
3991,76823,P290236,AS02 - 00 - 00,68.0
3992,76824,P290237,SH48 - 12 - 24,66.1224
3993,76866,P290279,0000 - 00 - 22,0.0022
3994,77035,P293687,SS07 - 01 - 28,82.0128
3995,77091,P293546,SS05 - 09 - 21,80.0921
3996,77098,P293554,SS04 - 09 - 00,79.09
3997,77111,P293467,XXXX - XX - XX,0.0
3998,77124,P293480,SH40 - 12 - 00,58.12
3999,77127,P297989,AS09 - 12d - 06,75.12060000000001
4000,77154,P298003,SS05 - 12d - 00,80.12
4001,77158,P298008,IS01 - 12 - 00,85.12
4002,77164,P298014,IS02 - 04 - 20,86.042
4003,77167,P298017,XXXX - XX - XX,0.0
4004,77280,P298137,AS09 - 12 - 00,75.12
4005,77282,P298139,AS08 - 08 - 00,74.08
4006,77332,P298191,XXXX - XX - XX,0.0
4007,77340,P292975,AS03 - 11 - 29,69.1129
4008,77345,P290891,AS06 - 07 - 09,72.0709
4009,77374,P298218,0000 - 10 - 00,0.1
4010,77375,P298219,SH43 - 08 - 18,61.0818
4011,77377,P298221,0000 - 00 - 00,0.0
4012,77378,P298222,SH44 - 00 - 00,62.0
4013,77382,P298226,SH39 - 08 - 00,57.08
4014,77383,P293458,SH43 - 11 - 00,61.11
4015,77388,P298231,SS04 - 09 - 28,79.0928
4016,77430,P292704,0000 - 00 - 00,0.0
4017,77438,P298352,IS03 - 11 - 21,87.1121
4018,77446,P298404,AS02 - 11 - 09,68.1109
4019,77448,P298414,SS08 - 09 - 22,83.0922
4020,77449,P298415,AS09 - 11 - 08,75.1108
4021,77450,P298416,SS03 - 00 - 00,78.0
4022,77451,P298429,SH47 - 07 - 03,65.07029999999999
4023,77452,P298430,SH46 - 03 - 02,64.03020000000001
4024,77453,P298431,SH47 - 07 - 04,65.07039999999999
4025,77454,P298432,AS05 - 12 - 20,71.122
4026,77455,P298433,SS01 - 12 - 14,76.12140000000001
4027,77458,P298435,SS01 - 12d - 13,76.1213
4028,77459,P298436,SS07 - 09 - 03,82.0903
4029,77462,P298439,IS01 - 01 - 00,85.01
4030,77463,P298440,AS09 - 12d - 07,75.1207
4031,77465,P298490,SS09 - 00 - 00,84.0
4032,77466,P298491,SS02 - 09 - 03,77.0903
4033,77469,P298494,AS09 - 10 - 04,75.1004
4034,77472,P298498,SS09 - 09 - 19,84.09190000000001
4035,77473,P298499,AS08 - 09 - 20,74.092
4036,77480,P298505,XXXX - XX - XX,0.0
4037,77481,P298506,XXXX - XX - XX,0.0
4038,77483,P298508,SH45 - 12 - 26,63.1226
4039,77484,P298509,AS01 - 12 - 29,67.1229
4040,77487,P298512,0000 - 00 - 00,0.0
4041,77488,P298513,SS06 - 01 - 06,81.01060000000001
4042,77489,P298514,AS05 - 07 - 19,71.0719
4043,77490,P298515,IS02 - 09 - 22,86.0922
4044,77491,P298516,IS02 - 09 - 15,86.0915
4045,77492,P298517,SH37 - 00 - 00,55.0
4046,77493,P298518,SH44 - 00 - 00,62.0
4047,77495,P298520,SH47 - 07 - 21,65.07209999999999
4048,77499,P298523,SS01 - 10 - 30,76.103
4049,77503,P298526,SS03 - 07 - 15,78.07149999999999
4050,77512,P298532,SS02 - 10 - 05,77.1005
4051,77513,P298533,AS09 - 12 - 18,75.12180000000001
4052,77514,P298534,SS01 - 12 - 00,76.12
4053,77520,P298540,XXXX - XX - XX,0.0
4054,77521,P298541,SS02 - 09 - 00,77.09
4055,77524,P298544,SS03 - 07 - 18,78.0718
4056,77525,P298545,SH48 - 07 - 26,66.0726
4057,77526,P298546,0000 - 02 - 00,0.02
4058,77529,P298549,SH47 - 07 - 01,65.0701
4060,77540,P298988,SS02 - 09 - 28,77.0928
4061,77555,P299217,ASXX - 00 - 00,0.0
4062,77561,P286380,AS05 - 12 - 00,71.12
4063,77564,P286383,AS05 - 07 - 24,71.07239999999999
4064,77565,P286384,SH44 - 06 - 00,62.06
4065,77567,P286385,SHXX - 08 - 00,0.08
4066,77570,P286388,SS01 - 03 - 00,76.03
4067,77577,P286394,AS08 - 06 - 03,74.0603
4068,77583,P299526,0000 - 00 - 00,0.0
4069,77584,P299527,SS09 - 10 - 13,84.1013
4070,77587,P299530,AS05 - 11 - 25,71.1125
4071,77591,P299534,SS07 - 08 - 24,82.08239999999999
4072,77592,P299535,IS01 - 00 - 11,85.0011
4073,77600,P299543,SS09 - 07 - 00,84.07
4074,77601,P299544,XXXX - 01 - 00,0.01
4075,77602,P299547,AS04 - 00 - 00,70.0
4076,77604,P299549,SS09 - 11 - 24,84.1124
4077,77606,P299551,XXXX - XX - XX,0.0
4078,77607,P299552,0000 - 00 - 13,0.0013
4079,77610,P299555,XXXX - XX - XX,0.0
4080,77612,P299558,SH44 - 03 - 00,62.03
4081,77617,P299563,0000 - 00 - 09,0.0009
4082,77632,P299581,SH44 - 00 - 00,62.0
4083,77636,P299587,SH46 - 06 - 18,64.0618
4084,77639,P299590,SS07 - 00 - 00,82.0
4085,77641,P299594,AS08 - 02 - 10,74.021
4086,77643,P299596,SS08 - 11 - 23,83.1123
4087,77648,P299602,SS02 - 09 - 00,77.09
4088,77649,P299604,SS07 - 02 - 00,82.02
4089,77652,P299609,SH42 - 03 - 00,60.03
4090,77653,P299610,SH34 - 02 - 00,52.02
